Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:02,RE 73794,Brandenburg Hbf (an 00:55),4
00:09 (+98),ICE 901,Berlin-Spandau (an 23:56),2
00:21,ICE 947,Berlin Ostbahnhof (an 00:36),1
00:35,RE 7,Erfurt Hbf (an 17:06),
00:35,RE 94045,Berlin-Wannsee (an 00:47),
00:57,RE 3742,Berlin Ostbahnhof (an 01:14),
01:16 (+4),RE 73791,Frankfurt(Oder) (an 02:38),2
01:16,RE 94791,Frankfurt(Oder) (an 02:38),
01:25 (+132),ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:51 (+14),ICE 274,Berlin Ostbahnhof (an 02:07),2
01:58,RB 94752,Potsdam Hbf (an 02:18),
02:31,RB 94793,Frankfurt(Oder) (an 03:55),
02:36,RE 3703,Berlin-Wannsee (an 02:48),
03:13,RE 73754,Magdeburg Hbf (an 05:08),
04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),ICE 646,Köln Hbf (an 09:33),4
04:35 (+1),ICE 277,Chur (an 14:22),3
04:39,RE 92402,Berlin Ostbahnhof (an 04:56),
04:42,RE 2,Singen(Hohentwiel) (an 07:50),
04:42,RE 3101,Berlin-Spandau (an 04:53),
05:09,RE 73716,Magdeburg Hbf (an 06:50),
05:09,RE 73753,Frankfurt(Oder) (an 06:35),2
05:21,RE 3707,Dessau Hbf (an 06:53),3
05:34 (+1),ICE 946,Köln Hbf (an 10:35),3
05:39,RE 3704,Berlin Ostbahnhof (an 05:55),
05:44,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:52,RE 73713,Frankfurt(Oder) (an 07:18),
06:08 (+1),RE 73718,Magdeburg Hbf (an 07:50),4
06:09,RB 73803,Berlin Ostbahnhof (an 06:24),
06:30,RE 73755,Frankfurt(Oder) (an 07:47),2
06:30,RE 73760,Brandenburg Hbf (an 07:19),4
06:36 (+1),ICE 279,Interlaken Ost (an 15:59),3
06:39,RE 3706,Berlin Ostbahnhof (an 06:56),
06:44,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),1
06:44,ICE 2810,Berlin Ostbahnhof (an 07:02),1
06:44,RE 3105,Berlin-Spandau (an 06:54),
06:47,RE 73804,Brandenburg Hbf (an 07:33),
06:52 (+1),RE 73715,Frankfurt(Oder) (an 08:20),2
07:08,RE 73720,Magdeburg Hbf (an 08:50),
07:09,RE 73805,Berlin Ostbahnhof (an 07:24),
07:21,RE 3711,Dessau Hbf (an 08:53),4
07:30,RE 73757,Frankfurt(Oder) (an 08:43),2
07:30,RE 73762,Brandenburg Hbf (an 08:23),
07:39,RE 94008,Berlin Ostbahnhof (an 07:56),
07:44,RE 3107,Berlin-Spandau (an 07:54),
07:47,RE 73806,Brandenburg Hbf (an 08:33),
07:52,RE 73717,Frankfurt(Oder) (an 09:18),
07:58,RB 18146,Potsdam Hbf (an 08:19),
08:04,RB 18145,Berlin Ostbahnhof (an 08:21),
08:08,RE 73722,Magdeburg Hbf (an 09:50),3
08:09,RE 73807,Berlin Ostbahnhof (an 08:24),
08:13 (+25),ICE 851,Berlin Ostbahnhof (an 08:28),
08:21,RE 3713,Berlin-Wannsee (an 08:34),
08:30,RE 73759,Frankfurt(Oder) (an 09:43),
08:30,RE 73764,Brandenburg Hbf (an 09:19),
08:39 (+6),RE 3710,Berlin Ostbahnhof (an 08:56),2
08:44,RE 3109,Berlin-Spandau (an 08:54),
08:47,RE 73808,Brandenburg Hbf (an 09:33),
08:52,RE 73719,Frankfurt(Oder) (an 10:18),2
08:58,RB 18148,Golm (an 09:36),3
09:04 (+1),RB 18147,Berlin Ostbahnhof (an 09:21),1
09:08 (+1),RE 73724,Magdeburg Hbf (an 10:50),3
09:09 (+1),RE 73809,Berlin Ostbahnhof (an 09:24),2
09:21 (+7),RE 3715,Dessau Hbf (an 10:53),3
09:30 (+1),RE 73761,Frankfurt(Oder) (an 10:43),2
09:30,RE 73766,Brandenburg Hbf (an 10:19),4
09:39 (+1),RE 3712,Senftenberg (an 11:41),1
09:44,RE 3111,Berlin-Spandau (an 09:54),
09:47,RB 73810,Brandenburg Hbf (an 10:33),3
09:52 (+1),RE 73721,Frankfurt(Oder) (an 11:18),2
09:58,RB 18150,Golm (an 10:36),3
10:04,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:08 (+1),RE 73726,Magdeburg Hbf (an 11:50),4
10:09,RE 73811,Berlin Ostkreuz (an 10:31),2
10:21,RE 3717,Dessau Hbf (an 11:53),3
10:30,RE 73763,Frankfurt(Oder) (an 11:43),2
10:30,RE 73768,Brandenburg Hbf (an 11:19),4
10:39,RE 3714,Berlin Ostbahnhof (an 10:56),2
10:44,RE 3113,Berlin-Spandau (an 10:54),
10:52,RE 73723,Frankfurt(Oder) (an 12:18),2
11:08,RE 73728,Magdeburg Hbf (an 12:50),4
11:21,RE 3719,Dessau Hbf (an 12:53),3
11:30,RE 73765,Frankfurt(Oder) (an 12:43),2
11:30,RE 73770,Brandenburg Hbf (an 12:19),4
11:39 (+6),RE 3716,Berlin Ostbahnhof (an 11:56),2
11:44,RE 3115,Hennigsdorf(b Berlin) (an 12:23),4
11:52 (+2),RE 73725,Frankfurt(Oder) (an 13:18),2
12:08,RE 73730,Magdeburg Hbf (an 13:50),4
12:21,RE 3721,Dessau Hbf (an 13:53),3
12:22 Ausfall,IC 2035,Berlin Ostbahnhof (an 12:39),2
12:30,RE 73767,Frankfurt(Oder) (an 13:43),2
12:30,RE 73772,Brandenburg Hbf (an 13:19),4
12:39 (+2),RE 3718,Berlin Ostbahnhof (an 12:56),2
12:44,RE 3117,Hennigsdorf(b Berlin) (an 13:23),4
12:52 (+1),RE 73727,Frankfurt(Oder) (an 14:18),2
13:08 (+1),RE 73732,Magdeburg Hbf (an 14:50),4
13:21,RE 3723,Dessau Hbf (an 14:53),3
