Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:22,00:22,RE 3319,Stralsund Hbf (ab 21:10),6
00:23 (+3),00:26,RE 3360,Berlin-Lichterfelde Ost (ab 00:03),
00:33 (+3),00:36,ICE 1500,München Hbf (ab 20:21),8
00:44,00:44,RE 2,Hornberg(Schwarzw) (ab 05:53),
00:44,00:44,RE 3141,Berlin-Schöneweide (ab 00:27),7
01:26,01:26,RE 3361,Schwedt(Oder) (ab 00:04),
01:30,01:30,RE 3742,Bad Belzig (ab 00:32),
01:30,01:30,RE 7,Bad Belzig (ab 00:32),
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),
04:51,04:51,RE 4350,Berlin Hbf (ab 04:46),9
05:03,05:03,RE 4351,Neustrelitz Hbf (ab 03:49),
05:19,05:19,RE 3102,Nauen (ab 04:39),
05:22,05:22,RE 3341,Schwedt(Oder) (ab 04:04),6
05:27,05:27,RE 3302,Falkenberg(Elster) (ab 03:40),
05:36,05:36,RE 2,Essen Hbf (ab 00:46),
05:46,05:46,RE 3377,Angermünde (ab 04:55),
05:51,05:51,RE 3504,Berlin Südkreuz (ab 05:34),
05:51,05:51,RE 5,München Ost (ab 00:02),
06:03 (+1),06:04,RE 3503,Neubrandenburg (ab 04:27),
06:18,06:18,RE 3104,Nauen (ab 05:39),
06:22,06:22,RE 3,Berlin Potsdamer Platz (ab 00:43),
06:22,06:22,RE 3301,Pasewalk (ab 04:44),
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),10
06:35,06:35,NEB 61080,Klosterfelde (ab 06:02),
06:35,06:35,RB 61080,Klosterfelde (ab 06:02),
06:36,06:36,RE 3105,Cottbus Hbf (ab 04:57),
06:37,06:37,EC 430,Przemysl Glowny (ab 18:55),8
06:37 (+3),06:40,ICE 29004,Donauwörth (ab 00:11),
06:37 (+3),06:40,ICE 904,München Hbf (ab 23:12),10
06:51,06:51,RE 4352,Berlin Südkreuz (ab 06:34),10
06:57,06:57,RE 3331,Angermünde (ab 06:01),
06:58 (+34),07:32,ICE 2972,Frankfurt(Main)Hbf (ab 23:35),8
07:03 (+2),07:05,RE 4353,Rostock Hbf (ab 04:34),
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,07:28,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:51,07:51,RE 3506,Berlin Südkreuz (ab 07:34),
07:58,07:58,RE 3335,Angermünde (ab 07:10),
08:03 (+6),08:09,RE 3505,Stralsund Hbf (ab 05:02),
