Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:08,RB 62086,Berlin Hbf (an 00:15),8
00:12 (+4),RE 3360,Schwedt(Oder) (an 01:55),7
00:12 (+4),RE 3366,Angermünde (an 01:26),7
00:15,FEX,Berlin Ostbahnhof (an 23:31),
00:24 (+43),ICE 592,Berlin Hbf (an 00:30),6
00:30 (+15),ICE 2934,Berlin Gesundbrunnen (an 00:43),6
00:30 (+15),ICE 700,Berlin Gesundbrunnen (an 00:43),6
00:31,RB 21966,Berlin Hbf (an 00:39),
00:51,RE 3,Lindau-Reutin (an 22:57),
00:51,RE 3363,Halle(Saale)Hbf (an 03:12),4
00:54,ICE 705,Berlin Ostbahnhof (an 23:33),
01:53,RE 3362,Berlin Gesundbrunnen (an 02:13),
04:29,ICE 1706,Hamburg Hbf (an 07:11),7
04:29,ICE 2820,Hamburg Hbf (an 07:11),
04:55,RE 62040,Elsterwerda (an 06:29),
05:00,RB 56801,Schwerin Hbf (an 07:48),7
05:00,RE 21810,Berlin Hbf (an 05:08),
05:10 (+2),RE 3302,Stralsund Hbf (an 08:45),6
05:10,RE 3340,Stralsund Hbf (an 08:45),
05:15,RE 21812,Berlin Hbf (an 05:23),
05:31,ICE 2818,Fulda (an 11:02),
05:31,ICE 608,Hamburg Hbf (an 08:15),6
05:31,RB 21814,Berlin Hbf (an 05:39),
05:34,RE 3504,Stralsund Hbf (an 08:51),4
05:35,ICE 593,München Hbf (an 13:15),5
05:38,RB 62050,Berlin-Spandau (an 05:59),
05:42 (+2),ICE 1501,München Hbf (an 09:41),5
05:44,RE 3167,Stendal Hbf (an 07:13),
05:45 (+1),RB 18501,Berlin Hbf (an 05:53),
05:45,RE 18501,Berlin Hbf (an 05:53),
05:46,RE 3341,Luckenwalde (an 06:27),4
05:58,ICE 701,Graz Hbf (an 13:15),5
06:00,RE 21818,Berlin Hbf (an 06:08),
06:07,RE 62005,Elstal (an 06:49),8
06:10,RB 18500,Lübben(Spreewald) (an 07:08),
06:10,RE 20,Cottbus Hbf (an 22:48),
06:12 (+1),RE 3342,Schwedt(Oder) (an 07:55),6
06:15,RE 21820,Berlin Hbf (an 06:23),
06:18,RJ 171,Praha hl.n. (an 11:25),
06:26 (+6),ICE 1604,Berlin Gesundbrunnen (an 10:31),7
