Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:03,00:03,RE 3521,Stralsund Hbf (ab 21:06),6
00:22,00:22,RE 3319,Stralsund Hbf (ab 21:10),6
00:26,00:26,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:52),10
00:26,00:26,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),10
00:33 (+12),00:45,ICE 1500,München Hbf (ab 20:21),8
00:44,00:44,RE 3141,Cottbus Hbf (ab 23:03),7
01:03,01:03,RE 3742,Dessau Hbf (ab 23:23),
01:26,01:26,RE 3361,Schwedt(Oder) (ab 00:04),7
02:13,02:13,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
04:22,04:22,RE 3340,Berlin Hbf (ab 04:18),9
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),
05:22,05:22,RE 3341,Schwedt(Oder) (ab 04:04),6
05:27,05:27,RE 3302,Falkenberg(Elster) (ab 03:40),9
05:36,05:36,RE 3103,Cottbus Hbf (ab 04:00),
05:36,05:36,RE 92303,Cottbus Hbf (ab 04:00),
05:51,05:51,RE 3504,Flughafen BER (ab 05:16),
06:03,06:03,RE 3503,Neubrandenburg (ab 04:27),
06:22,06:22,RE 3,Hof (Saale)Hbf (ab 16:28),
06:22,06:22,RE 3301,Angermünde (ab 05:32),6
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),10
06:36,06:36,RE 3105,Cottbus Hbf (ab 04:57),
06:37 (+3),06:40,ICE 904,München Hbf (ab 23:12),10
06:51 (+1),06:52,RE 4352,Berlin Hbf (ab 06:46),10
06:58,06:58,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),10
07:00,07:00,ES 453,Bruxelles Midi (ab 19:22),8
07:03 (+1),07:04,RE 4353,Neustrelitz Hbf (ab 06:00),6
07:03,07:03,RE 5,Bernau a Chiemsee (ab 00:38),
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,07:28,RE 3,Essen-Altenessen (ab 00:23),
07:28,07:28,RE 3304,Luckenwalde (ab 06:35),9
07:38,07:38,RE 3107,Cottbus Hbf (ab 06:03),
07:51,07:51,RE 3506,Flughafen BER (ab 07:16),
08:03,08:03,RE 3505,Stralsund Hbf (ab 05:02),
08:14 (+14),08:28,ICE 698,München Hbf (ab 22:46),8
08:19,08:19,IC 2474,Magdeburg Hbf (ab 06:40),9
08:26,08:26,RE 3303,Stralsund Hbf (ab 05:13),6
08:27,08:27,RE 3344,Halle(Saale)Hbf (ab 05:46),8
08:36,08:36,RE 3109,Cottbus Hbf (ab 07:04),
08:44 (+3),08:47,ICE 806,Leipzig Hbf (ab 07:16),
08:51 (+9),09:00,RE 4354,Flughafen BER (ab 08:16),10
08:56,08:56,EN 345,Stockholm Central (ab 17:22),10
09:02 (+14),09:16,ICE 936,Eisenach Hbf (ab 06:37),7
09:03 (+1),09:04,RE 4355,Rostock Hbf (ab 06:34),6
09:19,09:19,RE 3110,Nauen (ab 08:39),8
09:28,09:28,RE 3306,Luckenwalde (ab 08:35),9
09:31 (+1),09:32,ICE 1104,München Hbf (ab 05:17),8
09:36,09:36,RE 3111,Cottbus Hbf (ab 08:04),
09:51,09:51,RE 3508,Flughafen BER (ab 09:16),
10:02,10:02,RE 3507,Stralsund Hbf (ab 07:02),
10:19,10:19,RE 3112,Nauen (ab 09:39),10
10:28,10:28,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),9
10:31 (+14),10:45,ICE 1604,München Hbf (ab 06:19),8
10:34,10:34,RE 3305,Stralsund Hbf (ab 07:14),6
10:36,10:36,RE 3113,Cottbus Hbf (ab 09:03),7
10:43,10:43,ICE 696,Frankfurt(Main)Hbf (ab 06:15),8
10:51 (+15),11:06,RE 4356,Flughafen BER (ab 10:16),10
10:54 (+1),10:55,ICE 839,Stralsund Hbf (ab 07:58),6
11:02 (+29),11:31,ICE 934,Darmstadt Hbf (ab 06:37),9
11:03,11:03,RE 4357,Rostock Hbf (ab 08:34),6
11:12,11:12,RE 3347,Schwedt(Oder) (ab 09:58),6
11:19,11:19,RE 3114,Nauen (ab 10:39),8
11:31 (+10),11:41,ICE 1102,München Hbf (ab 07:17),8
11:38,11:38,RE 3115,Cottbus Hbf (ab 10:03),7
11:51,11:51,RE 3510,Flughafen BER (ab 11:16),
11:56 (+6),12:02,ICE 1162,Stuttgart Hbf (ab 07:03),10
12:03,12:03,RE 3509,Stralsund Hbf (ab 09:02),
12:19,12:19,RE 3116,Nauen (ab 11:39),10
12:22,12:22,RE 3307,Stralsund Hbf (ab 09:10),6
12:28,12:28,RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),
12:31 (+6),12:37,ICE 1602,München Hbf (ab 08:21),
12:36,12:36,RE 3117,Cottbus Hbf (ab 11:03),7
12:44 (+19),13:03,ICE 694,Stuttgart Hbf (ab 06:49),8
12:51 (+3),12:54,RE 4358,Flughafen BER (ab 12:16),10
12:54,12:54,ICE 2861,Ostseebad Binz (ab 08:37),
12:54 (+7),13:01,ICE 931,Ostseebad Binz (ab 08:37),6
13:02 (+12),13:14,ICE 932,Saarbrücken Hbf (ab 06:28),8
13:03 (+2),13:05,RE 4359,Rostock Hbf (ab 10:34),
13:15,13:15,RE 3349,Schwedt(Oder) (ab 11:58),6
13:19,13:19,RE 3118,Nauen (ab 12:39),8
13:28,13:28,RE 3310,Luckenwalde (ab 12:35),9
13:31 (+7),13:38,ICE 1100,München Hbf (ab 09:19),8
13:38,13:38,RE 3119,Cottbus Hbf (ab 12:03),
13:51,13:51,RE 3512,Flughafen BER (ab 13:16),9
14:03,14:03,RE 3511,Stralsund Hbf (ab 11:02),
14:19,14:19,RE 3120,Nauen (ab 13:39),10
14:22,14:22,RE 3309,Stralsund Hbf (ab 11:10),6
14:28,14:28,RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),9
14:31 (+4),14:35,ICE 1600,München Hbf (ab 10:22),8
14:33,14:33,ICE 933,Ostseebad Binz (ab 10:40),7
14:36,14:36,RE 3121,Cottbus Hbf (ab 13:03),
14:43 (+23),15:06,ICE 692,München Hbf (ab 06:42),8
14:51 (+3),14:54,RE 4360,Flughafen BER (ab 14:16),10
15:02 (+61),16:03,ICE 930,Frankfurt(Main)Hbf (ab 11:02),9
15:03 (+2),15:05,RE 4361,Rostock Hbf (ab 12:34),6
15:15 (+4),15:19,RE 3351,Schwedt(Oder) (ab 14:01),6
15:19,15:19,RE 3122,Nauen (ab 14:39),10
15:28,15:28,RE 3312,Luckenwalde (ab 14:35),9
15:31 (+2),15:33,ICE 1008,München Hbf (ab 11:18),8
15:38,15:38,RE 3123,Cottbus Hbf (ab 14:02),7
15:51,15:51,RE 3514,Flughafen BER (ab 15:16),10
16:03,16:03,RB 21905,Stralsund Hbf (ab 13:02),6
16:03 (+6),16:09,RE 3513,Stralsund Hbf (ab 13:02),6
16:19,16:19,RE 3124,Nauen (ab 15:39),10
16:22 (+3),16:25,RE 3311,Stralsund Hbf (ab 13:10),6
16:28,16:28,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),9
16:31 (+5),16:36,ICE 1508,München Hbf (ab 12:21),8
16:39,16:39,RE 3125,Cottbus Hbf (ab 15:03),7
16:43 (+4),16:47,ICE 690,München Hbf (ab 08:45),8
16:51,16:51,RE 4362,Flughafen BER (ab 16:16),9
16:54 (+9),17:03,ICE 935,Stralsund Hbf (ab 13:52),6
16:59,16:59,RE 18493,Neustrelitz Hbf (ab 15:48),
17:02 (+10),17:12,ICE 838,Frankfurt(Main)Hbf (ab 13:02),10
17:03 (+5),17:08,RE 4363,Rostock Hbf (ab 14:34),6
17:15,17:15,RE 3353,Schwedt(Oder) (ab 15:57),6
17:19,17:19,RE 3126,Nauen (ab 16:39),8
17:28,17:28,RE 3314,Luckenwalde (ab 16:35),9
17:31 (+14),17:45,ICE 1006,München Hbf (ab 13:17),8
17:38,17:38,RE 3127,Cottbus Hbf (ab 16:03),7
17:39,17:39,ICE 1975,Stralsund Hbf (ab 14:24),6
17:51,17:51,RE 3516,Flughafen BER (ab 17:16),
18:03,18:03,RE 3515,Stralsund Hbf (ab 15:02),6
18:19,18:19,RE 3128,Nauen (ab 17:39),10
18:22,18:22,RE 3313,Stralsund Hbf (ab 15:14),6
18:28,18:28,RE 3354,Lutherstadt Wittenberg Hbf (ab 16:52),10
18:31 (+36),19:07,ICE 1506,München Hbf (ab 14:21),8
18:36,18:36,RE 3129,Cottbus Hbf (ab 17:03),7
18:47 (+98),20:25,ICE 598,München Hbf (ab 10:45),8
18:51,18:51,RE 4364,Flughafen BER (ab 18:16),10
18:55,18:55,ICE 937,Ostseebad Binz (ab 14:16),6
18:59,18:59,RB 55781,Joachimsthal (ab 18:08),
18:59,18:59,RB 55797,Joachimsthal (ab 18:08),
19:03 (+112),20:55,ICE 9591,Paris Est (ab 11:07),8
19:03 (+1),19:04,RE 4365,Rostock Hbf (ab 16:34),6
