Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:06,04:06,RB 18301,Eberswalde Hbf (ab 03:35),4
05:06,05:06,RB 18303,Eberswalde Hbf (ab 04:35),4
06:06,06:06,RB 18305,Eberswalde Hbf (ab 05:35),4
06:58 (+4),07:02,RE 4353,Rostock Hbf (ab 04:43),
07:06,07:06,RB 18307,Eberswalde Hbf (ab 06:35),4
07:54,07:54,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),3
08:06,08:06,RB 18309,Eberswalde Hbf (ab 07:35),4
08:54,08:54,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),3
08:58 (+1),08:59,RE 4355,Rostock Hbf (ab 06:36),
09:06,09:06,RB 18311,Eberswalde Hbf (ab 08:35),4
09:54,09:54,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),3
10:06,10:06,RB 18313,Eberswalde Hbf (ab 09:35),4
10:54,10:54,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),3
11:06,11:06,RB 18315,Eberswalde Hbf (ab 10:35),4
11:54,11:54,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),3
12:58 (+5),13:03,RE 4359,Rostock Hbf (ab 10:25),
13:06,13:06,RB 18319,Eberswalde Hbf (ab 12:35),4
13:55,13:55,RE 3512,Berlin-Lichtenberg (ab 13:46),3
14:06,14:06,RB 18321,Eberswalde Hbf (ab 13:35),4
14:54,14:54,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),3
15:01,15:01,RE 56311,Berlin-Lichtenberg (ab 14:54),3
15:02 (+3),15:05,RE 4361,Rostock Hbf (ab 12:50),
15:06,15:06,RB 18323,Eberswalde Hbf (ab 14:35),4
15:14,15:14,RE 3336,Berlin-Lichtenberg (ab 15:06),3
15:54,15:54,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),3
16:06,16:06,RB 18325,Eberswalde Hbf (ab 15:35),4
16:12,16:12,RE 3330,Berlin-Lichtenberg (ab 16:04),3
16:50,16:50,RE 4362,Berlin-Lichtenberg (ab 16:41),3
16:54,16:54,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),3
16:58 (+8),17:06,RE 4363,Rostock Hbf (ab 14:52),
17:06,17:06,RB 18327,Eberswalde Hbf (ab 16:35),4
17:50,17:50,RE 3516,Berlin-Lichtenberg (ab 17:43),3
17:54,17:54,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),3
18:06,18:06,RB 18329,Eberswalde Hbf (ab 17:35),4
18:50,18:50,RE 4364,Berlin-Lichtenberg (ab 18:43),3
18:54,18:54,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),3
18:58 (+5),19:03,RE 4365,Rostock Hbf (ab 16:52),
19:06,19:06,RB 18331,Eberswalde Hbf (ab 18:35),4
19:54,19:54,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),3
20:06,20:06,RB 18333,Eberswalde Hbf (ab 19:35),4
20:54,20:54,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),3
20:58 (+11),21:09,RE 4367,Rostock Hbf (ab 18:52),
21:06,21:06,RB 18335,Eberswalde Hbf (ab 20:35),4
22:06,22:06,RB 18337,Eberswalde Hbf (ab 21:35),4
22:54,22:54,RB 18336,Blankenfelde(Teltow-Fläming) (ab 22:09),3
22:59 (+4),23:03,RE 4369,Rostock Hbf (ab 20:32),
