Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00 (+5),00:05,ICE 809,Hamburg-Altona (ab 21:36),4
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),8
00:10,00:10,RE 3360,Teltow (ab 00:00),
00:10,00:10,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),7
00:11 (+60),01:11,ICE 594,München Hbf (ab 14:45),6
00:13,00:13,FEX,Eberswalde Hbf (ab 04:03),
00:13,00:13,RB 21964,Ludwigsfelde (ab 23:32),8
00:15,00:15,ICE 1500,München Hbf (ab 20:21),7
00:22 (+5),00:27,ICE 276,Brig (ab 13:45),6
00:29 (+29),00:58,ICE 947,Düsseldorf Hbf (ab 19:50),5
00:29 (+29),00:58,ICE 957,Köln Hbf (ab 19:46),5
00:29,00:29,RB 21966,Flughafen BER (ab 00:16),8
00:43,00:43,RB 21968,Flughafen BER (ab 00:31),8
00:47,00:47,RE 3,Moosburg (Oberbayern) (ab 00:00),
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),3
01:05 (+5),01:10,RJ 479,Hamburg-Harburg (ab 22:21),6
01:34,01:34,RB 21800,Flughafen BER (ab 01:22),8
01:51,01:51,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
01:59,01:59,RB 21969,Berlin Hbf (ab 01:52),
02:34,02:34,RB 21802,Flughafen BER (ab 02:22),7
03:44,03:44,RB 21805,Berlin Hbf (ab 03:37),3
04:29,04:29,RJ 478,Praha hl.n. (ab 00:05),7
04:52,04:52,RE 8,Nauen (ab 00:05),
04:59,04:59,RB 21813,Eberswalde Hbf (ab 04:03),3
05:04,05:04,RE 62003,Baruth(Mark) (ab 04:19),8
05:08,05:08,RE 3302,Falkenberg(Elster) (ab 03:40),
05:15 (+25),05:40,RE 3144,Rathenow (ab 04:09),4
05:29,05:29,RB 21814,Flughafen BER (ab 05:16),8
05:29,05:29,RB 21817,Neustrelitz Hbf (ab 03:49),3
05:29,05:29,RE 3504,Flughafen BER (ab 05:16),8
05:32,05:32,ICE 279,Berlin Gesundbrunnen (ab 05:17),5
05:39 (+6),05:45,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40 (+10),05:50,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:42,05:42,RE 3167,Jüterbog (ab 05:02),7
05:47 (+120),07:47,ICE 1541,Köln Hbf (ab 23:27),5
05:47 (+125),07:52,ICE 2817,Düsseldorf Hbf (ab 23:51),
05:49,05:49,RE 62000,Wittenberge (ab 04:02),3
05:56 (+10),06:06,ICE 701,Berlin Hbf (ab 05:52),5
05:57 (+12),06:09,RB 18501,Cottbus Hbf (ab 04:24),8
06:05,06:05,RE 62005,Elsterwerda (ab 04:29),8
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:11 (+66),07:17,ICE 1541,Berlin S Wannsee (ab 05:40),
06:13 (+8),06:21,RE 3164,Stendal Hbf (ab 04:48),5
06:13,06:13,RE 4,Mainz Hbf (ab 20:13),
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:24,06:24,ICE 904,München Hbf (ab 23:12),6
06:29,06:29,RB 21822,Flughafen BER (ab 06:16),8
06:29,06:29,RB 21825,Neubrandenburg (ab 04:27),
06:29,06:29,RE 4352,Flughafen BER (ab 06:16),8
06:33,06:33,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40 (+3),06:43,ICE 1003,Berlin Gesundbrunnen (ab 06:26),5
06:41,06:41,RE 3147,Falkenberg(Elster) (ab 05:14),6
06:43,06:43,RB 18503,Cottbus Hbf (ab 05:23),8
06:47,06:47,RE 3301,Pasewalk (ab 04:44),4
06:51,06:51,RE 62002,Wittenberge (ab 05:05),3
