Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:00,00:00,RB 21962,Berlin Hbf (an 00:08),8
00:01,00:01,RB 21965,Flughafen BER (an 00:14),3
00:12,00:12,RE 3360,Eberswalde Hbf (an 01:04),
00:12,00:12,RE 3366,Eberswalde Hbf (an 01:04),7
00:15,00:15,RB 21964,Berlin Hbf (an 00:23),8
00:17 (+25),00:42,ICE 1500,Berlin Gesundbrunnen (an 00:33),7
00:31,00:31,RB 21966,Berlin Hbf (an 00:39),8
00:45,00:45,RB 21968,Berlin Hbf (an 00:53),
00:51,00:51,RE 3,Dresden-Neustadt (an 22:17),
00:51,00:51,RE 3363,Lutherstadt Wittenberg Hbf (an 01:57),
01:16 (+66),02:22,ICE 2592,Berlin Hbf (an 01:22),
01:20,01:20,RJ 479,Praha hl.n. (an 05:25),3
01:36,01:36,RB 21800,Berlin Hbf (an 01:44),
01:53,01:53,RE 3362,Berlin Hbf (an 02:00),
02:36,02:36,RB 21802,Berlin Hbf (an 02:44),
04:15,04:15,RB 21806,Berlin Hbf (an 04:23),
04:18,04:18,ICE 646,Herford (an 07:10),
04:25,04:25,ICE 277,Chur (an 14:22),
04:45,04:45,RB 21808,Berlin Hbf (an 04:53),
04:54,04:54,RE 62040,Elsterwerda (an 06:29),
04:57,04:57,RJ 478,Hamburg-Altona (an 07:26),7
05:10,05:10,RE 3,Dresden-Neustadt (an 21:17),
05:10,05:10,RE 3302,Stralsund Hbf (an 08:45),6
05:17,05:17,RE 3144,Jüterbog (an 05:56),
05:20,05:20,ICE 608,Hamburg-Altona (an 07:46),
05:26 (+2),05:28,ICE 946,Köln Hbf (an 10:35),6
05:31,05:31,RE 3504,Stralsund Hbf (an 08:51),8
05:35,05:35,ICE 2293,Frankfurt(Main)Hbf (an 10:05),
05:35,05:35,ICE 2593,Frankfurt(Main)Hbf (an 10:05),
05:42 (+7),05:49,ICE 1501,München Hbf (an 09:41),5
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),7
05:45,05:45,RB 18501,Berlin Hbf (an 05:53),8
05:45,05:45,RE 18501,Berlin Hbf (an 05:53),
05:46,05:46,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),
05:51,05:51,RE 62000,Elsterwerda (an 07:15),
05:58 (+2),06:00,ICE 701,München Hbf (an 10:42),4
05:58,05:58,ICE 808,Hamburg-Altona (an 08:36),6
06:05 (+1),06:06,ICE 240,Amsterdam Centraal (an 12:29),7
06:07,06:07,RE 62005,Wismar (an 09:37),8
06:07,06:07,RE 8,Halle(Saale)Hbf (an 09:58),
06:10,06:10,RJ 251,Villach Hbf (an 18:27),4
06:12,06:12,RE 3342,Schwedt(Oder) (an 07:55),6
06:15,06:15,RE 3164,Jüterbog (an 06:54),5
06:16,06:16,RB 18500,Lübbenau(Spreewald) (an 07:16),3
06:19,06:19,RJX 251,Villach Hbf (an 18:27),4
06:20 (+10),06:30,ICE 279,Interlaken Ost (an 15:59),6
06:31,06:31,RE 4352,Rostock Hbf (an 09:23),8
06:35,06:35,ICE 2817,München Hbf (an 11:07),5
06:35,06:35,ICE 2863,Karlsruhe Hbf (an 11:23),
06:35 (+1),06:36,ICE 503,München Hbf (an 11:07),5
06:42 (+3),06:45,ICE 1003,München Hbf (an 10:45),5
06:43,06:43,RE 3147,Rathenow (an 07:52),6
06:45,06:45,RB 18503,Berlin Hbf (an 06:53),8
06:45,06:45,RE 18503,Berlin Hbf (an 06:53),8
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
06:49,06:49,RE 34901,Lutherstadt Wittenberg Hbf (an 08:07),
06:54,06:54,RE 62002,Elsterwerda (an 08:31),5
07:06,07:06,RE 62007,Wittenberge (an 08:56),
07:06,07:06,RE 92007,Wittenberge (an 08:56),
07:08,07:08,RJ 387,Praha-Holesovice (an 11:15),
07:09 (+91),08:40,ICE 595,München Hbf (an 15:14),7
07:10 (+2),07:12,RE 3304,Stralsund Hbf (an 10:44),6
07:16 (+97),08:53,NJ 409,Berlin Hbf (an 07:22),7
07:16,07:16,RB 18502,Lübbenau(Spreewald) (an 08:14),3
07:24,07:24,ICE 606,Hamburg-Altona (an 09:50),6
07:31,07:31,RE 3506,St. Gallen(CH) (an 23:34),8
07:35,07:35,ICE 2295,Frankfurt(Main)Hbf (an 11:44),5
07:35,07:35,ICE 2595,Frankfurt(Main)Hbf (an 11:44),5
07:39 (+135),09:54,EN 40476,Berlin Hbf (an 07:46),6
07:39 (+135),09:54,NJ 456,Berlin Hbf (an 07:46),6
07:42 (+5),07:47,ICE 1503,München Hbf (an 11:43),5
07:43 (+6),07:49,RE 3169,Stendal Hbf (an 09:13),6
07:45,07:45,RB 18505,Berlin Hbf (an 07:52),8
07:45,07:45,RE 18505,Berlin Hbf (an 07:52),
07:46,07:46,RE 3343,Luckenwalde (an 08:27),4
07:49,07:49,ICE 1131,Frankfurt(Main)Hbf (an 11:56),7
07:51,07:51,RE 62004,Doberlug-Kirchhain (an 09:04),4
08:06 (+3),08:09,ICE 148,Amsterdam Centraal (an 14:44),7
08:07,08:07,RE 62009,Wismar (an 11:37),8
08:12,08:12,RE 3344,Schwedt(Oder) (an 09:55),6
08:15,08:15,RE 3166,Jüterbog (an 08:54),5
08:16,08:16,RB 18504,Lübbenau(Spreewald) (an 09:15),3
