Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:00,00:00,RB 21962,Berlin Hbf (an 00:08),
00:08,00:08,RB 62086,Berlin-Spandau (an 00:27),
00:09,00:09,ICE 1540,Duisburg Hbf (an 05:36),
00:12,00:12,RE 3360,Eberswalde Hbf (an 01:04),
00:12,00:12,RE 3366,Berlin Hbf (an 00:19),
00:15,00:15,RB 21964,Berlin Hbf (an 00:23),
00:51,00:51,RE 3363,Halle(Saale)Hbf (an 02:59),4
01:54,01:54,RE 3362,Eberswalde Hbf (an 02:49),
04:18,04:18,ICE 646,Düsseldorf Hbf (an 09:12),7
04:25 (+1),04:26,ICE 277,Chur (an 14:22),6
04:54,04:54,RE 62040,Elsterwerda (an 06:29),3
05:06,05:06,RE 62003,Wittenberge (an 06:56),
05:10 (+1),05:11,RE 3302,Stralsund Hbf (an 08:45),6
05:17,05:17,RE 3144,Thyrow (an 05:35),
05:20 (+25),05:45,ICE 608,Hamburg-Altona (an 07:41),7
05:26 (+4),05:30,ICE 946,Düsseldorf Hbf (an 10:08),6
05:26 (+4),05:30,ICE 956,Köln Hbf (an 10:22),6
05:34,05:34,RE 3504,Stralsund Hbf (an 08:51),
05:34,05:34,RE 5,Stralsund Hbf (an 08:51),
05:35,05:35,ICE 2821,München Hbf (an 13:14),
05:35 (+1),05:36,ICE 593,München Hbf (an 13:14),5
05:42,05:42,ICE 1501,München Hbf (an 09:41),
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),
05:46 (+1),05:47,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),4
05:58,05:58,ICE 808,Hamburg-Altona (an 08:22),6
06:05 Ausfall,--:--,ICE 240,Amsterdam Centraal (an 11:59),7
06:07,06:07,RE 62005,Wismar (an 09:37),8
06:07,06:07,RE 8,Würzburg Hbf (an 22:20),
06:12,06:12,RE 3342,Angermünde (an 07:23),
06:15,06:15,RE 3164,Thyrow (an 06:33),
06:16,06:16,RB 18500,Lübbenau(Spreewald) (an 07:16),3
06:19 (+2),06:21,RJ 251,Villach Hbf (an 18:27),4
06:19 (+2),06:21,RJX 251,Villach Hbf (an 18:27),4
06:20 (+2),06:22,ICE 279,Interlaken Ost (an 15:59),6
06:24,06:24,ICE 872,Hamburg-Altona (an 08:40),
06:34,06:34,RE 4352,Rostock Hbf (an 09:23),
06:35,06:35,ICE 503,München Hbf (an 11:07),5
06:42 (+5),06:47,ICE 1003,München Hbf (an 10:45),5
06:43,06:43,RE 3147,Berlin-Spandau (an 07:04),
06:45,06:45,RB 18503,Berlin Hbf (an 06:53),8
06:45,06:45,RE 18503,Berlin Hbf (an 06:53),
06:49,06:49,RE 3,Dresden-Neustadt (an 21:17),
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:52 (+2),06:54,ICE 654,Köln Hbf (an 11:14),6
06:54,06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,07:00,RE 21826,Berlin Hbf (an 07:08),
07:06,07:06,RE 62007,Wittenberge (an 08:56),8
07:10 (+1),07:11,RE 3304,Stralsund Hbf (an 10:44),6
07:15,07:15,RB 21828,Berlin Hbf (an 07:23),
07:16,07:16,RB 18502,Lübbenau(Spreewald) (an 08:14),3
07:17,07:17,RE 3146,Thyrow (an 07:35),
07:24 (+2),07:26,ICE 2804,Hamburg-Altona (an 09:40),6
07:24,07:24,ICE 606,Hamburg-Altona (an 09:40),6
07:31,07:31,RB 21830,Berlin Hbf (an 07:39),
07:34,07:34,RE 3506,Stralsund Hbf (an 10:51),
07:35 (+5),07:40,ICE 2835,Eisenach Hbf (an 09:54),5
07:35,07:35,ICE 595,München Hbf (an 15:13),5
07:37 (+21),07:58,EC 171,Praha hl.n. (an 11:25),3
07:37 (+19),07:56,RJ 171,Praha hl.n. (an 11:25),3
07:39 (+15),07:54,EN 40476,Berlin Hbf (an 07:46),7
07:39 (+15),07:54,NJ 456,Berlin Hbf (an 07:46),7
07:42,07:42,ICE 1503,München Hbf (an 11:43),5
07:43 (+1),07:44,RE 3169,Stendal Hbf (an 09:13),6
07:46,07:46,RE 3343,Großbeeren (an 07:59),
07:51,07:51,RE 62004,Elsterwerda (an 09:14),
07:57 (+30),08:27,FLX 1332,Hamburg Hbf (an 10:21),7
08:00 (+2),08:02,ICE 698,Berlin Gesundbrunnen (an 08:14),6
08:04 (+3),08:07,FLX 1235,Stuttgart Hbf (an 13:45),4
08:06 Ausfall,--:--,ICE 148,Amsterdam Centraal (an 14:01),7
08:07 (+1),08:08,RE 62009,Wismar (an 11:37),8
08:12 (+1),08:13,RE 3344,Schwedt(Oder) (an 09:55),6
08:15,08:15,RE 3166,Thyrow (an 08:33),
