Ankunft,Zugnr.,von (Abfahrt),Gleis
00:02,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03,FEX,Kullenmühle Bad Herrenalb (ab 10:04),
00:03,RB 21962,Flughafen BER (ab 23:42),
00:09,RE 73749,Magdeburg Hbf (ab 22:07),1
00:09 (+1),RE 73826,Berlin Ostkreuz (ab 00:06),6
00:09,RE 92750,Berlin Zoologischer Garten (ab 23:52),
00:09,RE 94749,Berlin Zoologischer Garten (ab 23:52),
00:15,RB 93045,Lübben(Spreewald) (ab 23:15),
00:15,RE 3745,Senftenberg (ab 22:26),7
00:15,RE 7,Sedlitz Ost (ab 05:17),
00:15 (+4),RE 93045,Berlin Ostkreuz (ab 00:12),7
00:23 (+4),ICE 2915,Hamburg-Altona (ab 21:26),1
00:23 (+4),ICE 901,Hamburg-Altona (ab 21:26),1
00:37,RE 3141,Cottbus Hbf (ab 23:03),6
00:41,RB 94796,Erkner (ab 00:20),
00:41,RE 73796,Erkner (ab 00:20),
00:51,FEX,Berlin Ostkreuz (ab 00:00),
00:51 (+9),ICE 947,Köln Hbf (ab 19:27),3
00:51,RB 21968,Flughafen BER (ab 00:30),7
01:02,RE 3140,Berlin-Charlottenburg (ab 00:42),1
01:14,RB 91558,Berlin Zoologischer Garten (ab 00:57),
01:14,RE 3742,Dessau Hbf (ab 23:23),2
01:14,RE 94542,Berlin Zoologischer Garten (ab 00:57),
01:33 (+24),RE 73791,Magdeburg Hbf (ab 23:21),1
01:33,RE 94791,Berlin Zoologischer Garten (ab 01:16),
01:36,RE 73752,Erkner (ab 01:16),6
01:40 Ausfall,ICE 1707,Hamburg-Altona (ab 22:34),2
01:42,RE 21800,Flughafen BER (ab 01:22),
01:53,RB 21969,Berlin-Charlottenburg (ab 01:33),3
02:07 (+3),ICE 274,Basel SBB (ab 18:16),2
02:48,ICE 647,Köln Hbf (ab 21:26),2
04:49,RE 94716,Erkner (ab 04:24),
04:56,RE 3702,Bad Belzig (ab 03:41),
05:02,RE 3707,Lübbenau(Spreewald) (ab 03:53),
05:10,RE 94758,Frankfurt(Oder) (ab 04:15),
05:23,RE 3103,Cottbus Hbf (ab 04:00),7
05:36,RE 2,Oberkotzau (ab 17:45),
05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:31),1
05:47,RE 94718,Eisenhüttenstadt (ab 04:21),
05:55,RE 3704,Dessau Hbf (ab 04:05),1
05:55,RE 94704,Dessau Hbf (ab 04:05),
06:05 (+15),EC 430,Opalenica (ab 03:43),7
06:09,RE 94713,Berlin Zoologischer Garten (ab 05:52),1
06:10,RE 94760,Frankfurt(Oder) (ab 05:08),
06:23,RE 3105,Cottbus Hbf (ab 04:57),6
06:36,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:47 (+2),RE 94720,Frankfurt(Oder) (ab 05:42),6
06:56,RE 3706,Dessau Hbf (ab 05:05),2
07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),2
07:02 (+14),RE 3711,Senftenberg (ab 05:11),7
07:09,RE 94715,Berlin Zoologischer Garten (ab 06:52),1
07:10,RE 94762,Frankfurt(Oder) (ab 06:11),
07:23,RE 3107,Cottbus Hbf (ab 06:07),7
07:36,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:40,IC 60409,Zürich HB (ab 18:20),6
07:40 (+77),NJ 409,Langen(Hess) (ab 00:32),6
07:56 (+1),RE 3708,Dessau Hbf (ab 06:05),2
08:02 (+2),RE 3713,Senftenberg (ab 06:14),7
08:03,ICE 649,Hannover Hbf (ab 05:30),
08:09,RE 94717,Berlin Zoologischer Garten (ab 07:52),1
08:10,RB 94764,Frankfurt(Oder) (ab 07:11),
08:21,RB 18145,Berlin-Wannsee (ab 07:51),6
08:23 (+5),RE 3109,Cottbus Hbf (ab 07:03),7
08:28,ICE 851,Hannover Hbf (ab 05:46),
08:36,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:47,RE 94724,Frankfurt(Oder) (ab 07:41),
08:56 (+1),RE 3710,Dessau Hbf (ab 07:05),2
09:02 (+19),RE 3715,Senftenberg (ab 07:14),7
09:03,ICE 841,Hannover Hbf (ab 06:32),2
09:09,RE 94719,Berlin Zoologischer Garten (ab 08:52),1
09:10,RE 94766,Frankfurt(Oder) (ab 08:11),
09:21,RB 18147,Berlin-Wannsee (ab 08:51),7
09:23 (+3),RE 3111,Cottbus Hbf (ab 08:04),6
09:36,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:41,ICE 541,Köln Hbf (ab 04:25),2
09:47 (+2),RE 94726,Frankfurt(Oder) (ab 08:38),7
09:51,ICE 2832,Kassel-Wilhelmshöhe (ab 06:45),3
09:51,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),3
09:56 (+2),RE 3712,Dessau Hbf (ab 08:05),2
09:56,RE 94712,Dessau Hbf (ab 08:05),
10:02 (+6),RE 3717,Senftenberg (ab 08:14),7
10:06,EC 248,Warszawa Wschodnia (ab 04:49),7
10:09,RE 94721,Berlin Zoologischer Garten (ab 09:52),1
10:10,RE 94768,Frankfurt(Oder) (ab 09:08),3
10:21,RB 18149,Berlin-Wannsee (ab 09:51),2
10:26,RE 3113,Cottbus Hbf (ab 09:03),6
10:34 (+43),ICE 843,Köln Hbf (ab 05:26),6
10:36,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:47 (+2),RE 94728,Frankfurt(Oder) (ab 09:38),7
10:49 (+8),ICE 996,Kassel-Wilhelmshöhe (ab 07:49),1
10:56 (+7),RE 3714,Dessau Hbf (ab 09:05),2
11:01 (+20),EC 54,Krakow Glowny (ab 04:07),6
11:02 (+14),RE 3719,Senftenberg (ab 09:14),7
11:09,RE 94723,Berlin Zoologischer Garten (ab 10:52),1
11:10,RE 94770,Frankfurt(Oder) (ab 10:08),3
11:23 (+8),RE 3115,Cottbus Hbf (ab 10:03),7
11:36,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:40,ICE 543,Köln Hbf (ab 06:25),6
11:47 (+3),RE 94730,Frankfurt(Oder) (ab 10:38),7
11:50 (+7),ICE 378,Karlsruhe Hbf (ab 05:59),2
11:56,RE 3716,Dessau Hbf (ab 10:05),3
12:02 (+2),RE 3721,Senftenberg (ab 10:14),7
12:06 (+6),EC 246,Warszawa Wschodnia (ab 06:49),7
12:09 (+1),RE 94725,Berlin Zoologischer Garten (ab 11:52),1
12:10 (+4),RB 94772,Frankfurt(Oder) (ab 11:08),
12:13 (+13),ICE 141,Amsterdam Centraal (ab 06:00),2
12:17 (+6),ICE 1138,Frankfurt(M) Flughafen Regionalbf (ab 07:41),1
12:23 (+3),RE 3117,Cottbus Hbf (ab 11:03),7
12:36 (+1),RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:41,ICE 845,Köln Hbf (ab 07:27),1
12:47,RE 73732,Frankfurt(Oder) (ab 11:38),
12:47 (+3),RE 94732,Frankfurt(Oder) (ab 11:38),7
12:50 (+12),ICE 994,Stuttgart Hbf (ab 06:36),2
12:56 (+1),RE 3718,Dessau Hbf (ab 11:05),3
13:02 (+5),RE 3723,Senftenberg (ab 11:14),7
13:06,EC 230,Gdynia Glowna (ab 07:09),6
13:06 (+10),IC 2035,Norddeich (ab 05:39),2
13:09,RE 94727,Berlin Zoologischer Garten (ab 12:52),1
13:10,RE 73774,Frankfurt(Oder) (ab 12:08),
13:10,RE 94774,Frankfurt(Oder) (ab 12:08),3
13:23 (+1),RE 3119,Cottbus Hbf (ab 12:03),7
13:36 (+5),RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:40 (+5),ICE 545,Köln Hbf (ab 08:25),2
13:47,RE 73734,Frankfurt(Oder) (ab 12:38),
13:47 (+2),RE 94734,Frankfurt(Oder) (ab 12:38),7
13:50 (+74),ICE 376,Basel SBB (ab 06:16),6
13:56,RE 3720,Dessau Hbf (ab 12:05),2
14:02 (+3),RE 3725,Senftenberg (ab 12:14),7
14:05,DRF 1321,Köln Hbf (ab 08:14),2
14:05,FLX 1321,Köln Hbf (ab 08:14),2
14:06,EC 48,Warszawa Wschodnia (ab 08:49),7
14:09,RE 73776,Frankfurt(Oder) (ab 13:10),
14:09,RE 94729,Berlin Zoologischer Garten (ab 13:52),
14:09,RE 94776,Frankfurt(Oder) (ab 13:08),
14:23,RE 3121,Cottbus Hbf (ab 13:03),6
14:36 (+2),RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:39 (+1),ICE 847,Köln Hbf (ab 09:27),2
14:47,RE 73736,Frankfurt(Oder) (ab 13:38),
14:49 Ausfall,ICE 992,Frankfurt(M) Flughafen Fernbf (ab 10:09),2
14:56 (+2),RE 3722,Dessau Hbf (ab 13:05),3
15:01 (+1),EC 56,Przemysl Glowny (ab 05:15),6
15:02 (+7),RE 3727,Senftenberg (ab 13:14),7
15:09,RE 94731,Berlin Zoologischer Garten (ab 14:52),1
15:10,RE 73778,Frankfurt(Oder) (ab 14:08),
15:10,RE 94778,Frankfurt(Oder) (ab 14:08),6
15:21,RB 18159,Berlin-Wannsee (ab 14:51),3
15:23 (+2),RE 3123,Cottbus Hbf (ab 14:03),7
15:36,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:40 (+23),ICE 547,Köln Hbf (ab 10:24),2
15:47,RB 94738,Frankfurt(Oder) (ab 14:38),
15:47,RE 73738,Frankfurt(Oder) (ab 14:38),
15:50 (+42),ICE 374,Interlaken Ost (ab 05:59),3
15:56 (+1),RE 3724,Dessau Hbf (ab 14:05),2
16:02 (+2),RE 3729,Troisvierges (ab 04:35),7
16:06 (+252),EC 46,Warszawa Wschodnia (ab 10:49),7
16:09 (+3),RE 94733,Berlin Zoologischer Garten (ab 15:52),1
16:10,RB 94780,Frankfurt(Oder) (ab 15:08),
16:10,RE 73780,Frankfurt(Oder) (ab 15:10),
16:21,RB 18161,Berlin-Wannsee (ab 15:51),3
16:23,RE 3125,Cottbus Hbf (ab 15:03),7
16:36 (+9),RE 3124,Hennigsdorf(b Berlin) (ab 15:35),1
16:39 (+24),ICE 849,Köln Hbf (ab 11:28),2
16:47,RB 94740,Frankfurt(Oder) (ab 15:38),
16:47,RE 73740,Frankfurt(Oder) (ab 15:38),
16:49 Ausfall,ICE 798,Karlsruhe Hbf (ab 10:40),3
16:56,RE 3726,Dessau Hbf (ab 15:05),2
17:02 (+3),RE 3731,Senftenberg (ab 15:14),7
17:09,RE 94735,Berlin Zoologischer Garten (ab 16:52),1
17:10,RB 94782,Frankfurt(Oder) (ab 16:08),
17:10,RE 73782,Frankfurt(Oder) (ab 16:08),
17:21,RB 18163,Berlin-Wannsee (ab 16:51),3
17:23 (+4),RE 3127,Cottbus Hbf (ab 16:03),7
17:36 (+6),RE 3126,Hennigsdorf(b Berlin) (ab 16:35),1
17:39 (+11),ICE 549,Köln Hbf (ab 12:26),6
17:47,RE 73742,Frankfurt(Oder) (ab 16:38),
17:47 (+2),RE 94742,Frankfurt(Oder) (ab 16:38),7
17:50 (+44),ICE 372,Brig (ab 07:45),3
17:56,RE 3728,Dessau Hbf (ab 16:05),2
18:02 (+3),RE 3733,Senftenberg (ab 16:14),6
18:06 (+152),EC 44,Warszawa Wschodnia (ab 12:49),7
18:09,RE 94737,Berlin Zoologischer Garten (ab 17:52),1
18:10,RE 73784,Frankfurt(Oder) (ab 17:08),
18:10,RE 94784,Frankfurt(Oder) (ab 17:08),3
18:21,RB 18165,Berlin-Wannsee (ab 17:51),
18:21,RB 23,Kaisersesch (ab 05:49),
18:23,RE 18769,Cottbus Hbf (ab 17:03),
18:23 (+2),RE 3129,Cottbus Hbf (ab 17:03),7
18:36,RE 3128,Hennigsdorf(b Berlin) (ab 17:35),1
18:36,RJ 174,Budapest-Nyugati (ab 07:30),7
18:40 (+5),ICE 941,Köln Hbf (ab 13:27),2
18:47,RE 73744,Frankfurt(Oder) (ab 17:38),
18:47 (+2),RE 94744,Frankfurt(Oder) (ab 17:38),7
18:56,RE 3730,Dessau Hbf (ab 17:05),1
19:01 (+3),EC 58,Przemysl Glowny (ab 09:09),6
19:01,IC 2431,Emden Außenhafen (ab 12:01),1
19:02 (+2),RE 3735,Senftenberg (ab 17:14),7
19:09,RB 94739,Berlin Zoologischer Garten (ab 18:52),
19:09,RE 94739,Berlin Zoologischer Garten (ab 18:52),1
19:10,RB 94786,Frankfurt(Oder) (ab 18:08),
19:10,RE 73786,Frankfurt(Oder) (ab 18:08),
19:13 (+3),ICE 1549,Köln Hbf (ab 13:34),2
19:23 (+2),RE 3131,Cottbus Hbf (ab 18:03),7
19:36 (+10),RE 3130,Hennigsdorf(b Berlin) (ab 18:35),1
19:47,RE 73746,Frankfurt(Oder) (ab 18:38),
