Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06,RE 73749,Frankfurt(Oder) (an 01:18),1
00:15,RE 73826,Berlin Hbf (an 00:21),
00:21,RE 7,Erfurt Hbf (an 17:06),
00:21,RE 94045,Berlin-Wannsee (an 00:47),
00:48,RB 94796,Berlin Hbf (an 00:53),
01:29 (+1),RE 73791,Frankfurt(Oder) (an 02:38),1
01:43,RB 94752,Potsdam Hbf (an 02:18),
01:43,RE 73752,Berlin Hbf (an 01:48),
02:23,RE 3701,Berlin Hbf (an 02:29),
02:23,RE 3703,Berlin-Wannsee (an 02:48),
03:00,RE 73754,Magdeburg Hbf (an 05:08),
04:08,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,RE 2,Singen(Hohentwiel) (an 07:50),
04:27,RE 3101,Berlin-Spandau (an 04:53),
04:32,RE 73756,Berlin Hbf (an 04:37),
04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:56,RE 73716,Magdeburg Hbf (an 06:50),
05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,RE 73758,Berlin Hbf (an 05:22),
05:22,RE 73753,Frankfurt(Oder) (an 06:35),1
05:54 (+2),RE 73718,Magdeburg Hbf (an 07:50),2
06:06,RE 73713,Frankfurt(Oder) (an 07:18),
06:08,RE 3709,Berlin Zoologischer Garten (an 06:20),
06:16,RE 73760,Brandenburg Hbf (an 07:19),2
06:34,RE 73804,Brandenburg Hbf (an 07:33),
06:43,RE 73755,Frankfurt(Oder) (an 07:47),1
06:54,RE 73720,Magdeburg Hbf (an 08:50),
07:06 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,RE 73762,Brandenburg Hbf (an 08:23),
07:34,RE 73806,Brandenburg Hbf (an 08:33),
07:43,RE 73757,Frankfurt(Oder) (an 08:43),1
07:44,RB 18146,Potsdam Hbf (an 08:19),
07:54,RE 73722,Magdeburg Hbf (an 09:50),2
08:08,RE 3713,Berlin-Wannsee (an 08:34),
08:16,RE 73764,Brandenburg Hbf (an 09:19),
08:34,RE 73808,Brandenburg Hbf (an 09:33),
08:44,RB 18148,Golm (an 09:36),2
08:53 (+8),RE 3710,Berlin Ostbahnhof (an 08:56),1
08:54 (+4),RE 73724,Magdeburg Hbf (an 10:50),2
09:06 (+2),RE 73719,Frankfurt(Oder) (an 10:18),1
09:08,RE 3715,Dessau Hbf (an 10:53),2
09:16,RE 73766,Brandenburg Hbf (an 10:19),2
09:17,RB 18147,Berlin Ostbahnhof (an 09:21),1
09:21,RE 73809,Berlin Ostbahnhof (an 09:24),1
09:34,RB 73810,Brandenburg Hbf (an 10:33),2
09:43,RE 73761,Frankfurt(Oder) (an 10:43),1
09:44,RB 18150,Golm (an 10:36),2
09:53,RE 3712,Senftenberg (an 11:41),1
09:54 (+1),RE 73726,Magdeburg Hbf (an 11:50),2
10:06 (+2),RE 73721,Frankfurt(Oder) (an 11:18),1
10:08,RE 3717,Dessau Hbf (an 11:53),2
10:16,RE 73768,Brandenburg Hbf (an 11:19),2
10:17,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:21,RE 73811,Berlin Ostkreuz (an 10:31),1
10:43,RE 73763,Frankfurt(Oder) (an 11:43),1
10:53,RE 3714,Berlin Ostbahnhof (an 10:56),1
10:54,RE 73728,Magdeburg Hbf (an 12:50),2
11:06,RE 73723,Frankfurt(Oder) (an 12:18),1
11:08,RE 3719,Dessau Hbf (an 12:53),2
11:16,RE 73770,Brandenburg Hbf (an 12:19),2
11:43 (+1),RE 73765,Frankfurt(Oder) (an 12:43),1
11:53 (+5),RE 3716,Berlin Ostbahnhof (an 11:56),1
11:54 (+2),RE 73730,Magdeburg Hbf (an 13:50),2
12:06 (+1),RE 73725,Frankfurt(Oder) (an 13:18),1
12:08,RE 3721,Dessau Hbf (an 13:53),2
12:16,RE 73772,Brandenburg Hbf (an 13:19),2
12:43,RE 73767,Frankfurt(Oder) (an 13:43),1
