Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06 (+5),00:11,RE 3521,Berlin Hbf (an 00:10),6
00:24,00:24,RE 3319,Berlin Hbf (an 00:30),6
00:29,00:29,RE 3360,Angermünde (an 01:26),
00:29 (+3),00:32,RE 3366,Eberswalde Hbf (an 01:04),10
01:28,01:28,RE 3361,Berlin Hbf (an 01:33),7
02:15,02:15,RE 3362,Eberswalde Hbf (an 02:48),9
04:25,04:25,RE 3340,Angermünde (an 05:21),
04:41,04:41,RB 21813,Berlin Südkreuz (an 04:59),
05:14,05:14,RB 18243,Potsdam Hbf (an 06:23),8
05:16,05:16,ICE 2833,Frankfurt(Main)Hbf (an 08:49),
05:16 (+2),05:18,ICE 593,München Hbf (an 13:15),7
05:22,05:22,RE 3102,Cottbus Hbf (an 06:57),10
05:24,05:24,RE 3341,Berlin Südkreuz (an 05:39),
05:26 (+4),05:30,ICE 1501,München Hbf (an 09:41),7
05:26 (+4),05:30,ICE 2799,München Hbf (an 09:41),7
05:32,05:32,RE 3302,Stralsund Hbf (an 08:45),9
05:54 (+1),05:55,RE 3504,Grimmen (an 08:29),10
06:03 (+3),06:06,ES 453,Praha hl.n. (an 10:51),8
06:06,06:06,RE 3503,Sargans (an 22:24),6
06:16 (+10),06:26,ICE 2793,München Hbf (an 11:07),7
06:16 (+34),06:50,ICE 503,München Hbf (an 11:07),7
06:21,06:21,RE 3104,Cottbus Hbf (an 07:57),10
06:24,06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:26 (+5),06:31,ICE 1003,München Hbf (an 10:45),7
06:32,06:32,ICE 2824,Hamburg Hbf (an 08:24),5
06:32 (+2),06:34,ICE 872,Hamburg Hbf (an 08:24),5
06:32 (+1),06:33,RE 3342,Schwedt(Oder) (an 07:55),10
06:54 (+1),06:55,RE 4352,Rostock Hbf (an 09:23),10
06:56,06:56,ICE 750,Frankfurt(Main)Hbf (an 10:56),
07:06,07:06,RE 4353,Berlin Südkreuz (an 07:23),
07:22,07:22,RE 3106,Cottbus Hbf (an 08:56),10
07:24,07:24,RE 3343,Luckenwalde (an 08:27),6
07:26 (+2),07:28,ICE 1503,München Hbf (an 11:43),7
07:33,07:33,RE 3,Dresden-Neustadt (an 22:17),
07:33 (+1),07:34,RE 3304,Stralsund Hbf (an 10:44),9
07:54,07:54,RE 3506,St. Gallen(CH) (an 23:34),10
07:54,07:54,RE 5,Oberhausen Hbf (an 22:24),
08:06 (+4),08:10,RE 3505,Sargans (an 23:24),6
08:23 (+14),08:37,IC 2474,Ostseebad Binz (an 12:12),9
08:24 (+1),08:25,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),6
08:26 (+6),08:32,ICE 1005,München Hbf (an 12:46),7
08:26,08:26,RE 3108,Cottbus Hbf (an 09:55),10
08:32 (+1),08:33,RE 3344,Schwedt(Oder) (an 09:55),8
08:42,08:42,RE 3109,Nauen (an 09:21),7
08:54 (+1),08:55,RE 4354,Rostock Hbf (an 11:23),10
08:56,08:56,ICE 837,Frankfurt(Main)Hbf (an 12:56),6
09:03 (+8),09:11,ICE 936,Ostseebad Binz (an 12:29),7
09:06 (+17),09:23,RE 4355,Berlin Südkreuz (an 09:24),6
09:14 (+1),09:15,ICE 1052,Düsseldorf Hbf (an 13:51),5
09:18 (+1),09:19,ICE 797,Frankfurt(M) Flughafen Fernbahnhof (an 13:52),7
09:22,09:22,RE 3110,Cottbus Hbf (an 10:56),8
09:24,09:24,RE 3345,Luckenwalde (an 10:27),6
09:26 (+3),09:29,ICE 1505,München Hbf (an 13:43),7
09:32 (+1),09:33,RE 3306,Stralsund Hbf (an 12:44),9
09:42,09:42,RE 3111,Nauen (an 10:21),7
09:54 (+10),10:04,RE 3508,Grimmen (an 12:29),9
09:58,09:58,RB 55796,Eberswalde Hbf (an 10:31),
09:58,09:58,RB 63,Eberswalde Hbf (an 10:31),
10:06 (+6),10:12,RE 3507,Berlin Südkreuz (an 10:24),6
10:18 (+1),10:19,ICE 1916,Stralsund Hbf (an 13:24),8
10:18,10:18,ICE 1976,Stralsund Hbf (an 13:24),
10:22,10:22,RE 3112,Cottbus Hbf (an 11:55),10
10:23,10:23,RE 18492,Neustrelitz Hbf (an 11:32),9
10:24 (+1),10:25,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),6
10:32 (+1),10:33,RE 3346,Schwedt(Oder) (an 11:55),9
10:42,10:42,RE 3113,Nauen (an 11:21),7
10:54 Ausfall,--:--,RE 4356,Rostock Hbf (an 13:23),10
10:56 (+2),10:58,ICE 839,Frankfurt(Main)Hbf (an 14:56),6
11:03 (+2),11:05,ICE 934,Ostseebad Binz (an 14:29),9
11:06 (+6),11:12,RE 4357,Berlin Südkreuz (an 11:23),6
11:22,11:22,RE 3114,Cottbus Hbf (an 12:56),8
11:24,11:24,RE 3347,Luckenwalde (an 12:27),6
11:32 (+2),11:34,RE 3308,Stralsund Hbf (an 14:44),9
11:42 (+2),11:44,RE 3115,Nauen (an 12:21),7
11:54 (+1),11:55,RE 3510,Grimmen (an 14:29),9
12:06 (+10),12:16,RE 3509,Berlin Südkreuz (an 12:23),6
12:22,12:22,RE 3116,Cottbus Hbf (an 13:55),10
12:24 (+1),12:25,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:32 (+17),12:49,RE 3348,Schwedt(Oder) (an 13:55),9
12:42,12:42,RE 3117,Nauen (an 13:21),7
12:43 (+1),12:44,ICE 1978,Warnemünde (an 15:02),6
12:54 (+4),12:58,RE 4358,Rostock Hbf (an 15:23),10
12:57 (+1),12:58,ICE 931,Frankfurt(Main)Hbf (an 16:56),6
13:03 (+11),13:14,ICE 932,Ostseebad Binz (an 16:41),8
13:06 (+11),13:17,RE 4359,Berlin Südkreuz (an 13:23),6
13:22,13:22,RE 3118,Cottbus Hbf (an 14:56),8
13:24 (+13),13:37,RE 3349,Luckenwalde (an 14:27),6
13:32 (+1),13:33,RE 3310,Stralsund Hbf (an 16:44),9
13:42,13:42,RE 3119,Nauen (an 14:21),7
13:54 (+5),13:59,RE 3512,Grimmen (an 16:29),9
14:06 (+1),14:07,RE 3511,Berlin Südkreuz (an 14:23),6
14:22,14:22,RE 3120,Cottbus Hbf (an 15:55),10
14:24 (+2),14:26,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:32,14:32,RE 3350,Schwedt(Oder) (an 15:55),9
14:54 (+1),14:55,RE 4360,Rostock Hbf (an 17:23),10
14:57 (+4),15:01,ICE 933,Frankfurt(Main)Hbf (an 18:56),7
15:04 (+4),15:08,ICE 930,Ostseebad Binz (an 18:40),9
15:06 (+1),15:07,RE 4361,Berlin Südkreuz (an 15:23),6
15:22,15:22,RE 3122,Cottbus Hbf (an 16:55),10
15:24 (+1),15:25,RE 3351,Luckenwalde (an 16:27),6
15:32 (+2),15:34,RE 3312,Stralsund Hbf (an 18:44),9
15:54 (+1),15:55,RE 3514,Grimmen (an 18:29),10
16:01 (+1),16:02,ICE 1163,Stuttgart Hbf (an 21:01),7
16:06 (+1),16:07,RE 3513,Berlin Südkreuz (an 16:24),6
16:22 (+10),16:32,RE 3124,Cottbus Hbf (an 17:56),10
16:24 (+1),16:25,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),6
16:32,16:32,RE 3352,Schwedt(Oder) (an 17:55),9
16:54 (+1),16:55,RE 4362,Rostock Hbf (an 19:23),9
16:57 (+17),17:14,ICE 935,Frankfurt(Main)Hbf (an 20:56),6
17:03 (+28),17:31,ICE 838,Anklam (an 18:56),10
17:06 (+1),17:07,RE 4363,Berlin Südkreuz (an 17:23),6
17:22,17:22,RE 3126,Cottbus Hbf (an 18:55),8
17:24 (+8),17:32,RE 3353,Luckenwalde (an 18:27),6
17:26 (+6),17:32,ICE 1603,München Hbf (an 22:06),7
17:32 (+25),17:57,RE 3314,Stralsund Hbf (an 20:44),9
17:42 (+28),18:10,RE 3127,Nauen (an 18:21),7
17:54,17:54,RE 3516,Demmin (an 20:09),
18:06 (+2),18:08,RE 3515,Berlin Südkreuz (an 18:23),
18:22,18:22,RE 3128,Cottbus Hbf (an 19:55),10
18:24,18:24,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),6
18:32 (+16),18:48,RE 3354,Schwedt(Oder) (an 19:55),10
18:42 (+2),18:44,RE 3129,Nauen (an 19:21),7
18:54 (+1),18:55,RE 4364,Rostock Hbf (an 21:23),10
18:56 (+1),18:57,ICE 937,Darmstadt Hbf (an 23:20),6
19:06 (+1),19:07,RE 4365,Berlin Südkreuz (an 19:23),6
