Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05,00:05,RE 3182,Stendal Hbf (ab 22:50),3
00:05,00:05,RE 92082,Stendal Hbf (ab 22:50),
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),
00:19,00:19,RE 3360,Teltow (ab 00:00),
00:19,00:19,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),6
00:21 (+71),01:32,ICE 947,Düsseldorf Hbf (ab 19:09),2
00:23,00:23,FEX,Löwenberg(Mark) (ab 05:31),
00:23 (+54),01:17,ICE 1500,München Hbf (ab 20:21),5
00:30 (+84),01:54,ICE 592,München Hbf (ab 16:45),7
00:30,00:30,RE 3319,Stralsund Hbf (ab 21:10),4
00:36 (+10),00:46,RE 62038,Nauen (ab 00:05),
00:53 (+171),03:44,RJ 2579,Flughafen BER (ab 01:46),4
00:53 (+42),01:35,RJ 479,Hamburg-Harburg (ab 22:41),4
00:53 (+44),01:37,RJ 95953,Hamburg-Harburg (ab 22:41),4
01:44,01:44,RB 21800,Flughafen BER (ab 01:22),
01:54 (+46),02:40,ICE 274,Basel SBB (ab 18:16),3
02:47,02:47,RB 62089,Nauen (ab 02:11),
04:25,04:25,ICE 646,Berlin Südkreuz (ab 04:18),4
04:31,04:31,ICE 277,Berlin Südkreuz (ab 04:25),7
04:40,04:40,RE 62040,Nauen (ab 04:03),2
04:45,04:45,RE 3369,Eberswalde Hbf (ab 04:03),1
05:04 (+9),05:13,RJ 478,Praha hl.n. (ab 00:33),5
05:06,05:06,RE 3144,Rathenow (ab 04:09),
05:08,05:08,FEX,Eberswalde Hbf (ab 04:03),
05:11,05:11,RE 4351,Neustrelitz Hbf (ab 03:49),
05:13,05:13,RE 62003,Baruth(Mark) (ab 04:19),7
05:18,05:18,RE 3302,Jüterbog (ab 04:22),5
05:21,05:21,ICE 593,Berlin Gesundbrunnen (ab 05:16),4
05:25,05:25,ICE 608,Berlin Südkreuz (ab 05:20),
05:29,05:29,RE 3341,Schwedt(Oder) (ab 04:04),2
05:31,05:31,ICE 946,Berlin Südkreuz (ab 05:26),7
05:31,05:31,ICE 956,Berlin Südkreuz (ab 05:26),
05:32,05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:36,05:36,RE 62000,Wittenberge (ab 04:05),2
05:39,05:39,RB 21814,Flughafen BER (ab 05:16),6
05:39,05:39,RE 3504,Flughafen BER (ab 05:16),6
05:52,05:52,RE 3167,Jüterbog (ab 05:02),7
05:53,05:53,RB 18501,Cottbus Hbf (ab 04:24),
05:53,05:53,RE 18501,Cottbus Hbf (ab 04:24),
05:58,05:58,ICE 1541,Köln Hbf (ab 23:27),
06:05 (+2),06:07,RE 3164,Stendal Hbf (ab 04:48),
06:05,06:05,RE 4,Berlin Jungfernheide (ab 05:00),
06:08,06:08,RE 21818,Flughafen BER (ab 05:46),
06:10 (+3),06:13,ICE 240,Berlin Südkreuz (ab 06:05),6
06:11,06:11,RE 3503,Neubrandenburg (ab 04:27),
06:15,06:15,RE 62005,Elsterwerda (ab 04:29),7
06:18 (+2),06:20,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:22,06:22,ICE 503,Berlin Gesundbrunnen (ab 06:16),3
06:23,06:23,RB 21820,Flughafen BER (ab 06:01),
06:25,06:25,ICE 279,Berlin Südkreuz (ab 06:20),7
06:29 (+3),06:32,RE 3301,Pasewalk (ab 04:44),2
06:30 (+2),06:32,ICE 904,München Hbf (ab 23:12),5
06:32,06:32,ICE 1003,Berlin Gesundbrunnen (ab 06:26),4
06:35,06:35,RE 62002,Wittenberge (ab 05:05),2
06:39,06:39,RB 21822,Flughafen BER (ab 06:16),
06:39,06:39,RE 4352,Flughafen BER (ab 06:16),5
06:50,06:50,RE 3147,Falkenberg(Elster) (ab 05:14),
06:53,06:53,RB 18503,Cottbus Hbf (ab 05:23),8
06:53,06:53,RE 18503,Cottbus Hbf (ab 05:23),
07:00,07:00,ICE 654,Berlin Südkreuz (ab 06:52),7
07:06,07:06,RE 3146,Stendal Hbf (ab 05:48),2
07:11 (+2),07:13,RE 4353,Rostock Hbf (ab 04:34),2
07:13,07:13,RE 62007,Elsterwerda (ab 05:29),5
07:18 (+1),07:19,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:22,07:22,IC 60409,Zürich HB (ab 19:59),5
07:22,07:22,NJ 409,Zürich HB (ab 19:59),5
07:23 (+17),07:40,ICE 2585,Hamburg Hbf (ab 05:18),4
07:23,07:23,RB 21828,Flughafen BER (ab 07:01),
07:29 (+4),07:33,ICE 606,Erfurt Hbf (ab 05:25),6
07:29,07:29,RE 3343,Schwedt(Oder) (ab 06:04),2
07:32,07:32,ICE 1503,Berlin Gesundbrunnen (ab 07:26),4
07:37 (+1),07:38,RE 62004,Wismar (ab 04:26),2
07:39,07:39,RB 21830,Flughafen BER (ab 07:16),
07:39,07:39,RE 3506,Flughafen BER (ab 07:16),6
07:46 (+16),08:02,EN 40476,Budapest-Nyugati (ab 19:30),5
07:46 (+16),08:02,NJ 456,Graz Hbf (ab 19:21),5
07:50 (+5),07:55,RE 3169,Jüterbog (ab 07:02),6
07:52,07:52,RB 18505,Cottbus Hbf (ab 06:12),8
07:52,07:52,RE 18505,Cottbus Hbf (ab 06:12),
08:02 (+8),08:10,FLX 1332,Berlin Südkreuz (ab 07:57),4
08:02 (+2),08:04,ICE 2831,Hannover Hbf (ab 05:50),3
08:02 (+2),08:04,ICE 649,Hannover Hbf (ab 05:50),3
08:05 (+3),08:08,RE 3166,Stendal Hbf (ab 06:47),2
08:06 (+9),08:15,ICE 698,München Hbf (ab 22:46),5
08:09,08:09,RB 21834,Flughafen BER (ab 07:46),
08:12 (+4),08:16,ICE 148,Berlin Südkreuz (ab 08:06),7
08:13 (+12),08:25,ICE 851,Hannover Hbf (ab 06:09),1
08:13 (+4),08:17,RE 3505,Stralsund Hbf (ab 05:02),2
08:15 (+15),08:30,RE 62009,Elsterwerda (ab 06:40),8
08:19 (+4),08:23,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:22 (+19),08:41,ICE 2845,Hamburg Hbf (ab 06:34),3
08:22 (+19),08:41,ICE 505,Hamburg Hbf (ab 06:34),3
08:22 (+2),08:24,RE 21836,Flughafen BER (ab 08:01),
08:28 (+9),08:37,RJ 870,Dresden Hbf (ab 06:53),5
08:29 (+6),08:35,RE 3303,Stralsund Hbf (ab 05:10),2
08:30 (+5),08:35,ICE 2570,Erfurt Hbf (ab 06:30),6
08:32,08:32,ICE 1005,Berlin Gesundbrunnen (ab 08:26),4
08:33 Ausfall,--:--,FLX 1322,Berlin Südkreuz (ab 08:27),7
08:35 (+2),08:37,RE 62006,Wittenberge (ab 07:05),2
08:39,08:39,RB 21838,Flughafen BER (ab 08:16),
08:39,08:39,RE 4354,Flughafen BER (ab 08:16),6
08:40,08:40,EN 345,Stockholm Central (ab 17:28),-
08:52,08:52,RE 3149,Falkenberg(Elster) (ab 07:18),7
08:53,08:53,RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:54 (+1),08:55,ICE 936,Eisenach Hbf (ab 06:37),6
08:55,08:55,ICE 841,Hannover Hbf (ab 06:50),2
09:00,09:00,ICE 652,Berlin Südkreuz (ab 08:52),7
09:01,09:01,ICE 837,Berlin Gesundbrunnen (ab 08:56),
09:06,09:06,RE 3148,Rathenow (ab 08:05),3
09:08,09:08,RB 21842,Flughafen BER (ab 08:46),8
09:13,09:13,RE 4355,Rostock Hbf (ab 06:34),2
09:13,09:13,RE 62011,Elsterwerda (ab 07:29),5
09:18 (+1),09:19,RE 3306,Luckenwalde (ab 08:35),6
09:19 (+50),10:09,ICE 541,Köln Hbf (ab 04:25),1
09:23 (+11),09:34,ICE 1104,München Hbf (ab 05:17),5
09:23 (+53),10:16,ICE 2587,Hamburg Hbf (ab 07:13),4
09:23,09:23,RE 21844,Flughafen BER (ab 09:01),
09:29 (+2),09:31,ICE 604,Nürnberg Hbf (ab 05:37),6
09:29,09:29,RE 3345,Schwedt(Oder) (ab 08:04),2
09:32,09:32,ICE 1505,Berlin Gesundbrunnen (ab 09:26),
09:38,09:38,RE 62008,Wismar (ab 06:21),2
09:39,09:39,RB 21846,Flughafen BER (ab 09:16),
09:39,09:39,RE 3508,Flughafen BER (ab 09:16),6
09:45 (+1),09:46,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),
09:52 (+3),09:55,RE 3171,Jüterbog (ab 09:02),8
09:53,09:53,RB 18509,Lübbenau(Spreewald) (ab 08:44),
09:53,09:53,RE 18509,Lübbenau(Spreewald) (ab 08:44),
10:00,10:00,ICE 741,Münster(Westf)Hbf (ab 06:24),
10:05 (+19),10:24,ICE 804,München Hbf (ab 05:05),8
