Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:04,00:04,RB 21962,Flughafen BER (ab 23:46),4
00:11,00:11,RB 62086,Baruth(Mark) (ab 23:19),4
00:13,00:13,RE 3366,Berlin-Lichterfelde Ost (ab 00:03),
00:19,00:19,RB 21964,Flughafen BER (ab 00:01),
00:35,00:35,RB 21966,Flughafen BER (ab 00:16),4
00:42,00:42,RE 3363,Berlin Hbf (ab 00:40),2
01:55,01:55,RB 21969,Berlin Hbf (ab 01:52),1
02:40,02:40,RB 21802,Flughafen BER (ab 02:22),4
04:47,04:47,RE 62040,Nauen (ab 04:03),1
05:14,05:14,RE 3302,Jüterbog (ab 04:22),3
05:45,05:45,RE 62000,Wittenberge (ab 04:05),1
06:11,06:11,RE 62005,Elsterwerda (ab 04:29),4
06:15,06:15,RB 18043,Lutherstadt Wittenberg Hbf (ab 04:52),3
06:17,06:17,RE 3503,St. Gallen(CH) (ab 21:25),2
06:39,06:39,RE 4352,Berlin Südkreuz (ab 06:34),3
06:47,06:47,RE 62002,Wittenberge (ab 05:05),1
07:14 (+3),07:17,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),3
07:16,07:16,RE 4353,Rostock Hbf (ab 04:34),2
07:39,07:39,RE 3506,Sargans (ab 22:35),3
07:45,07:45,RE 62004,Wismar (ab 04:26),1
08:12 (+28),08:40,RE 62009,Elsterwerda (ab 06:40),4
08:15 (+10),08:25,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),3
08:18 (+7),08:25,RE 3505,St. Gallen(CH) (ab 22:25),2
08:39 (+6),08:45,RE 4354,Berlin Südkreuz (ab 08:34),3
08:42,08:42,RE 3303,Stralsund Hbf (ab 05:10),2
08:47,08:47,RE 62006,Wittenberge (ab 07:05),1
09:09,09:09,RE 62011,Elsterwerda (ab 07:29),4
09:14,09:14,RE 3306,Lutherstadt Wittenberg Hbf (ab 07:51),3
09:17,09:17,RE 4355,Rostock Hbf (ab 06:34),2
09:34 (+6),09:40,RE 3345,Schwedt(Oder) (ab 08:04),1
09:39,09:39,RE 3508,Berlin Südkreuz (ab 09:34),3
09:45 (+3),09:48,RE 62008,Wismar (ab 06:21),1
09:47,09:47,RE 3171,Jüterbog (ab 09:02),3
09:49,09:49,RB 18509,Flughafen BER (ab 09:31),4
10:04,10:04,RB 21850,Flughafen BER (ab 09:46),4
10:09,10:09,RE 3168,Stendal Hbf (ab 08:47),2
10:11,10:11,RE 62013,Elsterwerda (ab 08:40),4
10:15 (+2),10:17,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),3
10:16 (+5),10:21,RE 3507,Stralsund Hbf (ab 07:02),2
10:39,10:39,RE 4356,Berlin Südkreuz (ab 10:34),3
10:42 (+2),10:44,RE 3305,Stralsund Hbf (ab 07:10),2
10:47 (+1),10:48,RE 62010,Wittenberge (ab 09:05),1
11:09,11:09,RE 62015,Elsterwerda (ab 09:29),4
11:14,11:14,RE 3308,Lutherstadt Wittenberg Hbf (ab 09:51),3
11:16,11:16,RE 4357,Rostock Hbf (ab 08:34),2
11:34 (+4),11:38,RE 3347,Schwedt(Oder) (ab 10:04),1
11:39,11:39,RE 3510,Berlin Südkreuz (ab 11:34),3
11:44,11:44,RE 62012,Wismar (ab 08:21),1
12:11,12:11,RE 62017,Baruth(Mark) (ab 11:21),4
12:16 (+7),12:23,RE 3509,Stralsund Hbf (ab 09:02),2
12:39 (+4),12:43,RE 4358,Berlin Südkreuz (ab 12:34),3
12:42,12:42,RE 13219,Stralsund Hbf (ab 09:10),2
12:47,12:47,RE 62014,Wittenberge (ab 11:05),1
13:09 (+8),13:17,RE 62019,Elsterwerda (ab 11:29),4
13:14,13:14,RE 3310,Lutherstadt Wittenberg Hbf (ab 11:51),3
13:16 (+1),13:17,RE 4359,Rostock Hbf (ab 10:34),2
13:39,13:39,RE 3512,Berlin Südkreuz (ab 13:34),3
13:45,13:45,RE 62016,Wismar (ab 10:21),1
13:47,13:47,RE 3175,Jüterbog (ab 13:02),3
14:13,14:13,RE 62021,Baruth(Mark) (ab 13:20),4
14:15 (+4),14:19,RE 3350,Lutherstadt Wittenberg Hbf (ab 12:52),3
14:16,14:16,RE 3511,Stralsund Hbf (ab 11:02),2
14:39 (+2),14:41,RE 4360,Berlin Südkreuz (ab 14:34),3
14:42,14:42,RE 3309,Stralsund Hbf (ab 11:10),2
14:47,14:47,RB 62018,Wittenberge (ab 13:05),1
15:09,15:09,RE 62023,Elsterwerda (ab 13:29),4
15:14 (+10),15:24,RE 3312,Lutherstadt Wittenberg Hbf (ab 13:51),3
15:16,15:16,RE 4361,Rostock Hbf (ab 12:34),2
15:39,15:39,RE 3514,Berlin Südkreuz (ab 15:34),3
15:45,15:45,RE 62020,Wismar (ab 12:21),1
16:14,16:14,RE 62025,Elsterwerda (ab 14:41),4
16:15 (+3),16:18,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),3
16:18,16:18,RE 3513,Stralsund Hbf (ab 13:02),2
16:39,16:39,RE 4362,Berlin Südkreuz (ab 16:34),3
16:42,16:42,RE 3311,Stralsund Hbf (ab 13:10),2
17:14 (+2),17:16,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),3
17:16 (+28),17:44,RE 4363,Rostock Hbf (ab 14:34),2
17:34 (+20),17:54,RE 3353,Schwedt(Oder) (ab 16:04),1
17:40 (+18),17:58,RE 3516,Berlin Südkreuz (ab 17:36),3
17:45,17:45,RE 62024,Wismar (ab 14:21),1
18:13 (+6),18:19,RE 62029,Elsterwerda (ab 16:41),4
18:39 (+1),18:40,RE 4364,Berlin Südkreuz (ab 18:34),3
18:42,18:42,RE 3313,Stralsund Hbf (ab 15:10),2
18:47,18:47,RE 62026,Wittenberge (ab 17:05),1
19:14,19:14,RE 3316,Lutherstadt Wittenberg Hbf (ab 17:51),3
19:16 (+6),19:22,RE 4365,Rostock Hbf (ab 16:34),2
19:45 (+3),19:48,RE 62028,Wismar (ab 16:21),1
20:04,20:04,RB 21930,Flughafen BER (ab 19:46),4
20:09 (+1),20:10,RE 3178,Stendal Hbf (ab 18:47),2
20:10,20:10,RB 18528,Berlin Hbf (ab 20:07),1
20:13 (+2),20:15,RE 62033,Elsterwerda (ab 18:41),4
20:15 (+1),20:16,RE 3356,Lutherstadt Wittenberg Hbf (ab 18:52),3
20:16 (+7),20:23,RE 3517,Stralsund Hbf (ab 17:02),1
20:19,20:19,RB 21932,Flughafen BER (ab 20:01),4
20:35,20:35,RB 21934,Flughafen BER (ab 20:16),4
20:39,20:39,RE 4366,Berlin Südkreuz (ab 20:34),3
20:40,20:40,RB 21939,Berlin Hbf (ab 20:37),1
20:42 (+1),20:43,RE 3315,Stralsund Hbf (ab 17:10),2
20:46,20:46,RE 3161,Falkenberg(Elster) (ab 19:18),3
20:47 Ausfall,--:--,RE 62030,Wittenberge (ab 19:05),1
20:49,20:49,RB 18531,Flughafen BER (ab 20:31),4
20:51 (+7),20:58,ICE 834,Frankfurt(Main)Hbf (ab 17:02),
20:55,20:55,RB 18530,Berlin Hbf (ab 20:52),1
21:02 Ausfall,--:--,RB 21941,Berlin Hbf (ab 21:00),1
21:04,21:04,RB 21938,Flughafen BER (ab 20:46),4
21:09 (+53),22:02,RE 62035,Elsterwerda (ab 19:29),4
21:11 (+78),22:29,RE 3160,Rathenow (ab 20:04),2
21:14 (+57),22:11,RE 3318,Lutherstadt Wittenberg Hbf (ab 19:51),3
21:16 (+30),21:46,RE 4367,Rostock Hbf (ab 18:34),2
21:34,21:34,RE 3357,Angermünde (ab 20:32),1
21:45 (+47),22:32,RE 62032,Wismar (ab 18:21),1
22:15 (+27),22:42,RE 3358,Lutherstadt Wittenberg Hbf (ab 20:52),3
22:16 (+83),23:39,RE 3519,Stralsund Hbf (ab 19:02),2
22:39 (+15),22:54,RE 4368,Berlin Südkreuz (ab 22:35),3
22:42 (+1),22:43,RE 3317,Stralsund Hbf (ab 19:10),2
23:00,23:00,RE 3185,Mönchengladbach Hbf (ab 05:21),3
