Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:01,RE 3359,Jüterbog (an 00:35),4
00:16 (+10),ICE 901,Berlin Ostbahnhof (an 00:23),12
00:22,RE 3366,Eberswalde Hbf (an 01:04),6
00:39 (+9),ICE 700,Berlin Gesundbrunnen (an 00:43),5
00:40,RE 3363,Jüterbog (an 01:41),1
00:45 (+12),ICE 947,Berlin Ostbahnhof (an 00:51),11
00:47,RB 56816,Berlin Südkreuz (an 00:53),
00:52,RB 21967,Naumburg(Saale)Hbf (an 13:13),1
00:52,RE 3140,Kunersdorf (an 02:31),
00:52,RE 93240,Cottbus Hbf (an 02:40),
00:53,RE 3165,Rathenow (an 01:54),
01:22,RE 1,Verden(Aller) (an 23:41),
01:32 (+8),ICE 1707,Berlin Ostbahnhof (an 01:40),12
01:43,RB 21969,Naumburg(Saale)Hbf (an 14:13),
01:50,RE 73752,Berlin Zoologischer Garten (an 01:56),14
01:59 (+20),ICE 274,Berlin Ostbahnhof (an 02:07),12
03:03,RB 10,Berlin Südkreuz (an 05:21),
03:03,RE 62090,Wustermark (an 03:33),7
04:03 (+8),ICE 646,Köln Hbf (an 09:33),14
04:11,RE 73751,Frankfurt(Oder) (an 05:29),11
04:15 (+1),RE 3705,Lübben(Spreewald) (an 04:50),14
04:18,RE 3,Singen(Hohentwiel) (an 23:33),
04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:25,RE 62001,Elstal (an 04:49),7
04:25,RE 8,Hannover Hbf (an 23:38),
04:28 (+1),ICE 277,Chur (an 14:22),13
04:30 (+1),RE 73801,Frankfurt(Oder) (an 05:36),11
04:35,RE 2,Frankfurt(Main)Hbf (an 14:51),
04:35,RE 3101,Hennigsdorf(b Berlin) (an 05:23),13
04:39 (+6),ICE 1706,Hamburg Hbf (an 07:11),8
04:46,RE 4350,Rostock Hbf (an 07:21),6
04:46,RE 5,Köln Messe/Deutz (an 23:33),
04:46,RE 91399,Lübbenau(Spreewald) (an 06:03),
04:46,RE 91510,Lübbenau(Spreewald) (an 06:03),
04:47 (+1),RE 3369,Berlin Südkreuz (an 04:53),4
04:47,RE 62040,Elsterwerda (an 06:29),1
04:48,RB 62094,Dallgow-Döberitz (an 05:09),8
04:54,RE 3145,Stendal Hbf (an 06:13),5
05:03,RE 94716,Berlin Zoologischer Garten (an 05:08),13
05:10 (+5),RB 56801,Schwerin Hbf (an 07:48),6
05:10,RE 56801,Schwerin Hbf (an 07:48),6
05:12 (+1),RE 3144,Jüterbog (an 05:58),2
05:14 (+2),RE 4351,Berlin Südkreuz (an 05:23),4
05:22 (+1),RE 3302,Stralsund Hbf (an 08:45),5
05:25,RE 62003,Elstal (an 05:53),7
05:26 (+3),RE 3102,Kunersdorf (an 06:47),
05:27 (+1),ICE 593,München Hbf (an 13:15),4
05:27 (+1),ICE 946,Köln Hbf (an 10:35),14
05:32,RE 3300,Lutherstadt Wittenberg Hbf (an 07:06),
05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
05:32,RE 91801,Lutherstadt Wittenberg Hbf (an 07:06),
05:36 (+1),ICE 1501,München Hbf (an 09:41),4
05:37 (+3),RE 3103,Hennigsdorf(b Berlin) (an 06:23),14
05:42 (+1),ICE 608,Hamburg Hbf (an 08:15),6
05:43,RE 62000,Elsterwerda (an 07:15),2
05:45,RB 91518,Lübbenau(Spreewald) (an 07:03),
05:45,RE 3704,Lübben(Spreewald) (an 06:56),
05:45,RE 95117,Lübbenau(Spreewald) (an 07:03),
05:46,RE 3504,Stralsund Hbf (an 08:51),5
05:47,RB 62050,Berlin-Spandau (an 05:59),
05:51 (+1),EC 41,Warszawa Wschodnia (an 11:15),11
05:52 (+1),ICE 701,Graz Hbf (an 13:15),3
05:54,RE 3167,Stendal Hbf (an 07:13),7
05:58,RB 18500,Lübbenau(Spreewald) (an 07:18),1
05:59 (+1),ICE 240,Amsterdam Centraal (an 11:59),5
05:59,RE 94713,Frankfurt(Oder) (an 07:18),11
06:01,RE 94718,Berlin Zoologischer Garten (an 06:07),14
06:07 (+5),RE 3164,Jüterbog (an 06:54),2
06:14 (+7),RB 62051,Rangsdorf (an 06:38),1
06:15 (+1),RB 93009,Dessau Hbf (an 07:53),13
06:15 (+3),RE 3503,Sargans (an 22:24),4
06:23 (+1),RE 3342,Schwedt(Oder) (an 07:55),6
06:25 (+2),RE 62005,Elstal (an 06:49),7
06:26 (+5),RE 3104,Cottbus Hbf (an 07:57),12
06:29,ICE 279,Interlaken Ost (an 15:59),14
06:29 (+2),ICE 503,München Hbf (an 11:07),3
06:33 (+2),ICE 644,Köln Hbf (an 11:32),13
06:33 (+7),ICE 904,Berlin Gesundbrunnen (an 06:37),5
06:36 (+1),ICE 1003,München Hbf (an 10:45),4
06:37 (+1),ICE 1604,Berlin Gesundbrunnen (an 10:31),5
06:37 (+1),ICE 1704,Hamburg Hbf (an 09:11),7
06:37 (+1),ICE 2808,Hamburg Hbf (an 09:11),7
06:37 (+1),RE 3105,Hennigsdorf(b Berlin) (an 07:23),14
06:40 (+2),RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2 A - D
06:44,RE 62002,Elsterwerda (an 08:31),2 D - G
06:46,RE 3706,Senftenberg (an 08:41),11
06:46,RE 4352,Rostock Hbf (an 09:21),5
06:48,RB 62052,Berlin-Spandau (an 06:59),7
06:54,RE 3147,Rathenow (an 07:52),7
06:57 (+1),ICE 1548,Köln Hbf (an 12:16),13
06:59,RE 94715,Frankfurt(Oder) (an 08:20),11
07:00,RB 18502,Lübbenau(Spreewald) (an 08:15),1
07:01,RE 94720,Berlin Zoologischer Garten (an 07:07),14
07:06 (+32),ICE 9590,Paris Est (an 14:52),4
07:09,RE 3146,Falkenberg(Elster) (an 08:44),2
07:14,RB 62053,Rangsdorf (an 07:38),1
07:14 (+3),RE 4353,Berlin Südkreuz (an 07:23),4
07:15,RE 3711,Dessau Hbf (an 08:53),13
07:20 (+1),ICE 795,Karlsruhe Hbf (an 13:17),14
07:22 (+1),RE 3304,Stralsund Hbf (an 10:44),6
07:24,RE 62007,Elstal (an 07:53),7
07:26,RE 3106,Cottbus Hbf (an 08:56),12
07:27 (+1),ICE 2847,München Hbf (an 13:50),4
07:27 (+1),ICE 595,München Hbf (an 15:14),4
07:28 (+1),RJ 171,Praha hl.n. (an 11:25),3
07:29 (+2),ICE 944,Köln Hbf (an 12:33),14
07:32 (+4),RE 3343,Luckenwalde (an 08:27),2
07:36 (+5),IC 2274,Rostock Hbf (an 09:37),5
07:36 (+5),ICE 1503,München Hbf (an 11:43),4
07:37,RE 3107,Hennigsdorf(b Berlin) (an 08:23),14
07:38 (+1),ICE 606,Hamburg-Altona (an 10:24),6
07:43 (+2),RE 62004,Elsterwerda (an 09:14),2
07:46 (+1),RE 3506,St. Gallen(CH) (an 23:34),6
07:46,RE 3708,Senftenberg (an 09:41),11
07:48,EC 43,Warszawa Wschodnia (an 13:15),12
07:48,RB 62054,Berlin-Spandau (an 07:59),7
07:51 (+34),ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),12
07:52 (+1),ICE 703,München Hbf (an 12:42),3
07:52,RB 18146,Berlin-Wannsee (an 08:10),13
07:54,RE 3169,Stendal Hbf (an 09:30),6
07:56 (+2),ICE 649,Berlin Ostbahnhof (an 08:03),12
07:59,RE 94717,Frankfurt(Oder) (an 09:18),11
08:00 (+1),ICE 148,Amsterdam Centraal (an 14:01),7
08:00,RB 18504,Lübbenau(Spreewald) (an 09:15),2
08:07 (+8),RE 3166,Jüterbog (an 08:54),2
08:10 (+2),RB 18145,Berlin Ostbahnhof (an 08:21),11
08:14 (+2),RB 62055,Berlin Südkreuz (an 08:21),1
08:15 (+1),RE 3713,Dessau Hbf (an 09:53),13
08:16 (+3),RE 3505,Berlin Südkreuz (an 08:24),3
08:18 (+1),ICE 642,Köln Hbf (an 13:34),14
08:21,ICE 851,Berlin Ostbahnhof (an 08:28),11
08:23,RE 3344,Schwedt(Oder) (an 09:55),6
08:25 (+20),RE 62009,Elstal (an 08:49),7 A - D
08:26 (+1),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),4
08:26 (+6),RE 3108,Cottbus Hbf (an 09:55),12
08:27 (+7),ICE 1702,Hamburg Hbf (an 11:12),5
08:29 (+5),ICE 505,München Hbf (an 13:08),3
08:31 (+1),ICE 371,Basel SBB (an 15:48),14
08:36 (+13),ICE 1005,München Hbf (an 12:46),4
08:37 (+8),RE 3109,Hennigsdorf(b Berlin) (an 09:23),13
08:40,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2 A - D
08:44,RE 62006,Elsterwerda (an 10:31),2 D - G
08:46 (+12),RE 3710,Senftenberg (an 10:41),11
08:46 (+2),RE 4354,Rostock Hbf (an 11:21),6
08:48 (+6),RB 62056,Wustermark (an 09:18),7
08:52 (+1),EC 59,Przemysl Glowny (an 18:43),12
08:52,RB 18148,Berlin-Wannsee (an 09:10),13
08:54 (+5),ICE 698,Berlin Gesundbrunnen (an 08:58),5
08:54,RE 3149,Rathenow (an 09:54),7
08:55 (+1),ICE 841,Berlin Ostbahnhof (an 09:03),11
08:58 (+8),ICE 936,Ostseebad Binz (an 12:29),6
08:59,RE 94719,Frankfurt(Oder) (an 10:18),12
09:00 (+1),ICE 1052,Köln Hbf (an 14:19),5
09:00,RB 18506,Lübbenau(Spreewald) (an 10:15),1
09:00,RE 20,Cottbus Hbf (an 22:48),
09:05 (+1),ICE 837,Frankfurt(Main)Hbf (an 12:56),4
09:09,RE 3148,Falkenberg(Elster) (an 10:44),2
09:10 (+1),RB 18147,Berlin Ostbahnhof (an 09:21),12
09:14,RB 62057,Berlin Südkreuz (an 09:21),1
09:14 (+7),RE 4355,Berlin Südkreuz (an 09:23),4
09:15 (+1),RE 3715,Dessau Hbf (an 10:53),14
09:20 (+1),ICE 797,Frankfurt(M) Flughafen Fernbahnhof (an 13:52),13
09:22 (+1),RE 3306,Stralsund Hbf (an 12:44),6
09:26 (+6),RE 3110,Cottbus Hbf (an 10:55),11
09:27,ICE 1104,Berlin Gesundbrunnen (an 09:31),5
09:27 (+4),ICE 597,München Hbf (an 17:16),4
09:27,RE 62011,Elstal (an 09:55),7
09:28 (+1),RJ 173,Praha hl.n. (an 13:25),3
09:31 (+1),ICE 942,Köln Hbf (an 14:32),13
09:32,RE 3345,Luckenwalde (an 10:27),2
09:33 (+31),ICE 541,Berlin Ostbahnhof (an 09:41),11
09:36 (+5),ICE 1505,München Hbf (an 13:43),4
09:37,RE 3111,Hennigsdorf(b Berlin) (an 10:23),14
09:38 (+2),IC 2272,Rostock Hbf (an 11:37),5
09:38 (+1),ICE 604,Hamburg-Altona (an 12:24),6
09:41 Ausfall,ICE 676,Berlin Ostbahnhof (an 09:51),11
09:43,RE 62008,Baruth(Mark) (an 10:36),1
09:46 (+1),RE 3508,Stralsund Hbf (an 12:51),6
09:46 (+2),RE 3712,Senftenberg (an 11:41),12
09:47,RB 62058,Berlin-Spandau (an 09:59),7
09:52 (+1),EC 45,Warszawa Wschodnia (an 15:15),11
09:52,RB 18150,Berlin-Wannsee (an 10:10),13
09:54 (+1),ICE 91,Nürnberg Hbf (an 13:30),3
09:54,RE 3171,Stendal Hbf (an 11:30),7
09:55 (+2),ICE 146,Amsterdam Centraal (an 16:00),14
09:57,FLX 1337,Basel Bad Bf (an 17:11),4
09:59,RE 94721,Frankfurt(Oder) (an 11:18),11
10:00,RB 18508,Lübbenau(Spreewald) (an 11:15),2
10:06 (+1),FLX 1234,Hamburg Hbf (an 12:34),5
10:07 (+18),RE 3168,Jüterbog (an 10:54),2
10:10 (+1),RB 18149,Berlin Ostbahnhof (an 10:21),11
10:14 (+2),RB 62059,Berlin Südkreuz (an 10:22),1
10:14 (+1),RE 3507,Berlin Südkreuz (an 10:24),4
10:15 (+19),RE 3717,Dessau Hbf (an 11:53),14
10:20 (+5),ICE 1708,Berlin Gesundbrunnen (an 10:24),8
10:22,RB 21857,Flughafen BER (an 10:45),1
10:23 (+1),RE 3346,Schwedt(Oder) (an 11:55),6
10:25 (+2),RE 62013,Elstal (an 10:49),7 A - D
10:26,IC 2175,Dresden Hbf (an 12:28),4
10:26 (+10),RE 3112,Cottbus Hbf (an 11:55),12
10:28 (+38),ICE 2837,Frankfurt(Main)Hbf (an 17:14),11
10:28 (+12),ICE 843,Berlin Ostbahnhof (an 10:34),11
10:29 (+23),ICE 2287,München Hbf (an 15:08),3
10:29 (+22),ICE 2827,Würzburg Hbf (an 18:28),3
10:29 (+23),ICE 507,München Hbf (an 15:08),3
10:31 (+1),ICE 373,Chur (an 20:22),14
10:35 (+10),ICE 640,Köln Hbf (an 15:34),13
10:36 (+9),ICE 1007,München Hbf (an 14:45),4
10:37,RB 21859,Berlin Südkreuz (an 10:44),
10:38 (+2),ICE 1700,Hamburg Hbf (an 13:12),7
10:38 (+2),RE 3113,Hennigsdorf(b Berlin) (an 11:23),14
10:40 (+7),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2 A - D
10:42 Ausfall,ICE 996,Berlin Ostbahnhof (an 10:49),11
10:44 (+4),RE 62010,Elsterwerda (an 12:31),2 D - G
10:46,RE 3714,Senftenberg (an 12:41),12
10:46 (+1),RE 4356,Rostock Hbf (an 13:21),5
10:48 (+1),RB 62060,Wustermark (an 11:18),7
10:52,RB 21861,Flughafen BER (an 11:14),1
10:54,RE 3151,Rathenow (an 11:54),7
10:57 (+1),ICE 1546,Aachen Hbf (an 17:09),14
10:57,ICE 2584,Aachen Hbf (an 17:09),
10:57,ICE 2918,Aachen Hbf (an 17:09),
10:58 (+7),ICE 934,Ostseebad Binz (an 14:29),6
10:59,RE 94723,Frankfurt(Oder) (an 12:18),11
11:00,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:01 (+1),RE 94728,Berlin Zoologischer Garten (an 11:07),13
11:05 (+5),ICE 839,Frankfurt(Main)Hbf (an 14:56),4
11:09 (+9),RE 3150,Falkenberg(Elster) (an 12:44),2
11:14 (+9),RB 62061,Berlin Südkreuz (an 11:21),1
11:14 (+2),RE 4357,Berlin Südkreuz (an 11:23),4
11:15 (+1),RE 3719,Dessau Hbf (an 12:53),13
11:20 (+1),ICE 799,Karlsruhe Hbf (an 17:19),14
11:22,RB 21865,Flughafen BER (an 11:45),1
11:22 (+20),RE 3308,Stralsund Hbf (an 14:44),6
11:26 (+7),RE 3114,Cottbus Hbf (an 12:55),11
11:27 (+4),ICE 1102,Berlin Gesundbrunnen (an 11:31),5
11:27 (+1),ICE 599,München Hbf (an 19:12),4
11:27,RE 62015,Elstal (an 11:53),7
11:28 (+2),RJ 175,Sturovo (an 21:24),3
11:32 (+1),ICE 940,Köln Hbf (an 16:33),13
11:32,RE 3347,Luckenwalde (an 12:27),2
11:33,ICE 543,Berlin Ostbahnhof (an 11:40),11
11:36 (+6),ICE 1507,München Hbf (an 15:43),4
11:37 (+1),ICE 602,Hamburg-Altona (an 14:24),6
11:37,RB 21867,Flughafen BER (an 12:00),1
11:37 (+1),RE 3115,Hennigsdorf(b Berlin) (an 12:23),14
11:38 (+8),IC 2270,Rostock Hbf (an 13:37),5
11:42 (+2),ICE 378,Berlin Ostbahnhof (an 11:50),11
11:42,RE 62012,Baruth(Mark) (an 12:36),2 A - D
11:46 (+3),RE 3510,Stralsund Hbf (an 14:51),6
11:46 (+3),RE 3716,Senftenberg (an 13:41),12
11:47 (+8),RB 62062,Wustermark (an 12:18),7
11:51 (+2),ICE 707,München Hbf (an 16:42),3
11:52 (+3),EC 47,Warszawa Wschodnia (an 17:15),11
11:52 (+1),ICE 1162,Berlin Gesundbrunnen (an 11:56),5
11:52,RB 21869,Flughafen BER (an 12:14),
11:54 (+3),FLX 1339,Berlin Südkreuz (an 11:59),4
11:55 (+12),RE 3173,Stendal Hbf (an 13:30),7
11:59,RE 94725,Frankfurt(Oder) (an 13:18),11
12:00,RB 18512,Lübbenau(Spreewald) (an 13:15),2
12:01,ICE 144,Amsterdam Centraal (an 18:00),6
12:06,DRF 1324,Köln Hbf (an 17:43),4
12:06 (+4),FLX 1324,Köln Hbf (an 17:43),5
12:06 (+24),ICE 141,Berlin Ostbahnhof (an 12:13),12
12:07 (+3),RE 3170,Jüterbog (an 12:54),2
12:10 (+46),ICE 1138,Berlin Ostbahnhof (an 12:17),11
12:12 (+55),ICE 802,Berlin Gesundbrunnen (an 12:16),6
12:14 (+2),RB 62063,Berlin Südkreuz (an 12:21),1
12:15 (+56),RE 18751,Berlin Südkreuz (an 12:25),4
12:15 Ausfall,RE 3509,Berlin Südkreuz (an 12:25),4
12:15 (+4),RE 3721,Dessau Hbf (an 13:53),13
12:22,RB 21873,Flughafen BER (an 12:46),1
12:23 (+1),RE 3348,Schwedt(Oder) (an 13:55),6
12:24 (+3),RE 62017,Elstal (an 12:49),7 D - G
12:26 (+15),IC 2177,Dresden Hbf (an 14:28),4
12:26 (+12),RE 3116,Cottbus Hbf (an 13:55),12
12:27 (+4),ICE 1602,Berlin Gesundbrunnen (an 12:31),5
12:29 (+6),ice 509,München Hbf (an 17:09),3
12:29 (+9),ICE 509,München Hbf (an 17:09),3
12:30 (+1),ICE 1908,Hamburg Hbf (an 15:12),8
12:31 (+4),ICE 375,Interlaken Ost (an 22:00),14
12:33 (+11),ICE 845,Berlin Ostbahnhof (an 12:41),11
12:36 (+9),ICE 1009,München Hbf (an 16:45),4
12:37,RB 21875,Flughafen BER (an 13:00),1
12:37 (+3),RE 3117,Hennigsdorf(b Berlin) (an 13:25),13
12:40 (+9),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),2 A - D
12:42 (+49),ICE 994,Berlin Ostbahnhof (an 12:50),11
12:43 (+2),ICE 548,Köln Hbf (an 17:35),14
12:44,RE 62014,Elsterwerda (an 14:31),2 D - G
12:46 (+1),RE 3718,Senftenberg (an 14:41),12
12:46 Ausfall,RE 4358,Rostock Hbf (an 15:21),5
12:48 (+2),RB 62064,Wustermark (an 13:19),
12:52 (+1),EC 57,Przemysl Glowny (an 22:43),11
