Ankunft,Zugnr.,von (Abfahrt),Gleis
00:02 (+3),RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:09,RE 73826,Berlin Ostkreuz (ab 00:06),6
00:09,RE 92750,Berlin Zoologischer Garten (ab 23:52),
00:15 (+4),RE 93045,Lübben(Spreewald) (ab 23:15),7
00:23 (+9),ICE 901,Hamburg-Altona (ab 21:26),1
00:27,ICE 645,Köln Hbf (ab 18:25),2
00:37 (+22),RE 3141,Rudersberg-Oberndorf (ab 10:19),6
00:51,FEX,Berlin Potsdamer Platz (ab 09:56),
00:51 (+25),ICE 947,Köln Hbf (ab 19:27),3
01:02 (+4),RE 3140,Berlin Zoologischer Garten (ab 00:46),1
01:14,RB 91558,Berlin Zoologischer Garten (ab 00:57),
01:33,RE 1,Erkner (ab 00:20),
01:33,RE 94791,Berlin Zoologischer Garten (ab 01:16),1
01:36,RE 73752,Erkner (ab 01:16),
01:40,ICE 1707,Hamburg-Altona (ab 22:34),2
01:42,RE 21800,Flughafen BER (ab 01:22),
01:46,RE 3742,Medewitz(Mark) (ab 00:20),1
01:46,RE 7,Wilhelmshorst (ab 01:04),
01:53,RB 21969,Berlin-Charlottenburg (ab 01:33),
02:07 (+37),ICE 274,Basel SBB (ab 18:16),2
02:07 (+19),ICE 2874,Berlin Zoologischer Garten (ab 01:51),2
02:42,RB 21802,Flughafen BER (ab 02:22),
04:20,RE 3101,Berlin Ostkreuz (ab 04:16),7
04:21,RE 73751,Berlin Zoologischer Garten (ab 04:04),
04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:49,RE 94716,Erkner (ab 04:24),7
05:02 (+1),RE 3707,Lübbenau(Spreewald) (ab 03:53),7
05:23,RE 3103,Cottbus Hbf (ab 04:00),7
05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:41),1
05:47,RE 94718,Eisenhüttenstadt (ab 04:21),7
05:55,RE 3704,Dessau Hbf (ab 04:05),1
06:02 (+2),RB 93009,Lübben(Spreewald) (ab 05:00),7
06:05 (+86),EC 430,Nowy Tomysl (ab 03:56),7
06:09,RE 94713,Berlin Zoologischer Garten (ab 05:52),1
06:23 (+1),RE 3105,Cottbus Hbf (ab 04:57),6
06:27 (+234),ES 453,Bruxelles Midi (ab 19:22),2
06:36 (+1),RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:47 (+2),RE 94720,Frankfurt(Oder) (ab 05:42),6
06:56,RE 3706,Dessau Hbf (ab 05:05),2
07:02 (+10),ICE 1272,Frankfurt(Main)Hbf (ab 23:35),2
