Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:07,00:07,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:07,00:07,RE 4815,Aarau (ab 09:53),1
00:31,00:31,RE 3141,Cottbus Hbf (ab 23:03),2
01:07,01:07,RE 3140,Berlin-Charlottenburg (ab 00:42),1
04:56,04:56,RE 3707,Lübbenau(Spreewald) (ab 03:53),2
05:00,05:00,RE 3702,Bad Belzig (ab 03:41),1
05:44,05:44,RB 17841,Apeldoorn (ab 13:36),13
05:56,05:56,RE 3709,Lübbenau(Spreewald) (ab 04:53),2
05:59,05:59,RE 3704,Dessau Hbf (ab 04:05),1
06:57,06:57,RE 3711,Senftenberg (ab 05:11),2
07:00,07:00,RE 3706,Dessau Hbf (ab 05:05),1
07:10 (+33),07:43,IC 2432,Cottbus Hbf (ab 06:01),2
07:39,07:39,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),14
07:42,07:42,RE 73722,Eisenhüttenstadt (ab 06:20),2
07:44,07:44,RB 18207,Berlin-Lichtenberg (ab 07:41),13
07:48,07:48,RB 61186,Werneuchen (ab 07:04),
07:51,07:51,RE 73757,Brandenburg Hbf (ab 06:44),1
07:56,07:56,RE 3713,Senftenberg (ab 06:14),2
08:00,08:00,RE 3708,Dessau Hbf (ab 06:05),1
08:02,08:02,RE 73764,Eisenhüttenstadt (ab 06:20),2
08:13,08:13,RB 61425,Müncheberg(Mark) (ab 07:25),7
08:14,08:14,RE 73717,Magdeburg Hbf (ab 06:12),1
08:16,08:16,RB 18206,Ludwigsfelde (ab 07:38),14
08:17,08:17,RB 61224,Werneuchen (ab 07:34),8
08:18,08:18,RE 3109,Cottbus Hbf (ab 07:03),14
08:20,08:20,RB 18309,Eberswalde Hbf (ab 07:35),13
08:39,08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),
08:40,08:40,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),1
08:42,08:42,RE 73724,Frankfurt(Oder) (ab 07:41),2
08:48,08:48,RB 61188,Werneuchen (ab 08:04),
08:51,08:51,RE 73759,Brandenburg Hbf (ab 07:44),1
08:51,08:51,RJX 663,Bregenz (ab 16:40),1
08:56,08:56,RE 3715,Senftenberg (ab 07:14),2
09:00,09:00,RE 3710,Dessau Hbf (ab 07:05),1
09:14,09:14,RE 73719,Magdeburg Hbf (ab 07:12),1
09:40,09:40,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),1
09:42,09:42,RE 73726,Frankfurt(Oder) (ab 08:38),2
09:51,09:51,RE 73761,Brandenburg Hbf (ab 08:44),1
09:56,09:56,RE 3717,Senftenberg (ab 08:14),2
10:00,10:00,RE 3712,Dessau Hbf (ab 08:05),1
10:03,10:03,RE 73768,Frankfurt(Oder) (ab 09:08),2
10:14 (+19),10:33,RE 73721,Magdeburg Hbf (ab 08:12),1
10:16 (+2),10:18,RB 18210,Ludwigsfelde (ab 09:38),14
10:18 (+13),10:31,RE 3113,Cottbus Hbf (ab 09:03),14
10:20 (+3),10:23,RB 18313,Eberswalde Hbf (ab 09:35),13
10:31,10:31,RE 73811,Brandenburg Hbf (ab 09:22),1
10:39 (+1),10:40,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),14
10:40,10:40,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),1
10:42 (+25),11:07,RE 73728,Frankfurt(Oder) (ab 09:38),2
10:44,10:44,RB 18213,Berlin-Lichtenberg (ab 10:41),13
10:48,10:48,RB 61192,Werneuchen (ab 10:04),14
10:51,10:51,RE 73763,Brandenburg Hbf (ab 09:44),1
10:56,10:56,RE 3719,Senftenberg (ab 09:14),2
11:00 (+5),11:05,RE 3714,Dessau Hbf (ab 09:05),1
11:02,11:02,RE 73770,Frankfurt(Oder) (ab 10:07),2
11:13,11:13,RB 61431,Müncheberg(Mark) (ab 10:25),7
11:14 (+18),11:32,RE 73723,Magdeburg Hbf (ab 09:12),1
11:18,11:18,RE 3115,Cottbus Hbf (ab 10:03),14
11:39,11:39,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),14
11:40,11:40,RE 3114,Hennigsdorf(b Berlin) (ab 10:35),1
11:42,11:42,RE 73730,Frankfurt(Oder) (ab 10:38),2
11:44,11:44,RB 18215,Berlin-Lichtenberg (ab 11:41),13
11:51,11:51,RE 73765,Brandenburg Hbf (ab 10:44),1
11:56,11:56,RE 3721,Senftenberg (ab 10:14),2
12:00,12:00,RE 3716,Dessau Hbf (ab 10:05),1
12:02,12:02,RE 73772,Frankfurt(Oder) (ab 11:07),2
12:14,12:14,RE 73725,Magdeburg Hbf (ab 10:12),1
12:16,12:16,RB 18214,Ludwigsfelde (ab 11:38),14
12:18,12:18,RE 3117,Cottbus Hbf (ab 11:03),14
12:20,12:20,RB 18317,Eberswalde Hbf (ab 11:35),13
12:39,12:39,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),14
12:40,12:40,RE 3116,Hennigsdorf(b Berlin) (ab 11:35),1
12:42,12:42,RE 73732,Frankfurt(Oder) (ab 11:38),2
12:56,12:56,RE 3723,Senftenberg (ab 11:14),2
13:00,13:00,RE 3718,Dessau Hbf (ab 11:05),1
13:02,13:02,RE 73774,Frankfurt(Oder) (ab 12:07),2
13:14,13:14,RE 73727,Magdeburg Hbf (ab 11:12),1
13:18,13:18,RE 3119,Cottbus Hbf (ab 12:03),14
13:40,13:40,RE 3118,Hennigsdorf(b Berlin) (ab 12:35),1
13:51,13:51,RE 73769,Brandenburg Hbf (ab 12:44),1
13:56,13:56,RE 3725,Senftenberg (ab 12:14),2
14:00,14:00,RE 3720,Dessau Hbf (ab 12:05),1
14:14,14:14,RE 73729,Magdeburg Hbf (ab 12:12),1
14:18,14:18,RE 3121,Cottbus Hbf (ab 13:03),14
14:20,14:20,RB 18321,Eberswalde Hbf (ab 13:35),13
14:40,14:40,RE 3120,Hennigsdorf(b Berlin) (ab 13:35),1
14:42,14:42,RE 73736,Frankfurt(Oder) (ab 13:38),2
14:51,14:51,RE 73771,Brandenburg Hbf (ab 13:44),1
14:56,14:56,RE 3727,Senftenberg (ab 13:14),2
15:00,15:00,RE 3722,Dessau Hbf (ab 13:05),1
15:02,15:02,RE 73778,Frankfurt(Oder) (ab 14:07),2
15:18,15:18,RE 3123,Cottbus Hbf (ab 14:03),14
15:40,15:40,RE 3122,Hennigsdorf(b Berlin) (ab 14:35),1
15:51,15:51,RE 73773,Brandenburg Hbf (ab 14:44),1
15:56,15:56,RE 3729,Senftenberg (ab 14:14),2
16:00,16:00,RE 3724,Dessau Hbf (ab 14:05),1
16:14,16:14,RE 73733,Magdeburg Hbf (ab 14:12),1
16:18,16:18,RE 3125,Cottbus Hbf (ab 15:03),14
16:40,16:40,RE 3124,Hennigsdorf(b Berlin) (ab 15:34),1
16:56,16:56,RE 3731,Senftenberg (ab 15:14),2
17:00,17:00,RE 3726,Dessau Hbf (ab 15:05),1
17:18,17:18,RE 3127,Cottbus Hbf (ab 16:03),14
