Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:05,04:05,RB 18343,Eberswalde Hbf (ab 03:34),4
04:30,04:30,RB 18201,Oranienburg (ab 04:09),4
05:06,05:06,RB 18303,Eberswalde Hbf (ab 04:35),4
05:54,05:54,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),3
06:06,06:06,RB 18305,Eberswalde Hbf (ab 05:35),4
06:54,06:54,RB 18304,Blankenfelde(Teltow-Fläming) (ab 06:09),3
07:06,07:06,RB 18307,Eberswalde Hbf (ab 06:35),4
07:30,07:30,RB 18207,Oranienburg (ab 07:09),4
07:48,07:48,RB 61106,Templin Stadt (ab 06:33),4
07:54,07:54,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),3
08:06,08:06,RB 18309,Eberswalde Hbf (ab 07:35),4
08:31,08:31,RB 18206,Ludwigsfelde (ab 07:38),3
08:54,08:54,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),3
09:06,09:06,RB 18311,Eberswalde Hbf (ab 08:35),4
09:30,09:30,RB 18211,Oranienburg (ab 09:09),4
09:54,09:54,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),3
10:06,10:06,RB 18313,Eberswalde Hbf (ab 09:35),4
10:54,10:54,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),3
11:06,11:06,RB 18315,Eberswalde Hbf (ab 10:35),4
11:31,11:31,RB 18212,Ludwigsfelde (ab 10:38),3
11:54,11:54,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),3
12:06,12:06,RB 18317,Eberswalde Hbf (ab 11:35),4
15:06,15:06,RB 18323,Eberswalde Hbf (ab 14:35),4
15:54,15:54,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),3
16:06,16:06,RB 18325,Eberswalde Hbf (ab 15:35),4
16:30,16:30,RB 18225,Oranienburg (ab 16:09),4
16:54,16:54,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),3
17:06,17:06,RB 18327,Eberswalde Hbf (ab 16:35),4
17:30,17:30,RB 18227,Oranienburg (ab 17:09),4
17:54,17:54,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),3
18:06,18:06,RB 18329,Eberswalde Hbf (ab 17:35),4
18:30,18:30,RB 18229,Oranienburg (ab 18:09),4
18:31,18:31,RB 18226,Ludwigsfelde (ab 17:38),3
18:54,18:54,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),3
19:30,19:30,RB 18231,Oranienburg (ab 19:09),4
19:31,19:31,RB 18228,Ludwigsfelde (ab 18:38),3
19:54,19:54,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),3
20:06,20:06,RB 18333,Eberswalde Hbf (ab 19:35),4
20:30,20:30,RB 18233,Oranienburg (ab 20:09),4
20:31,20:31,RB 18230,Ludwigsfelde (ab 19:38),3
21:06,21:06,RB 18335,Eberswalde Hbf (ab 20:35),4
21:30,21:30,RB 18235,Oranienburg (ab 21:09),4
21:31,21:31,RB 18232,Ludwigsfelde (ab 20:38),3
21:54,21:54,RB 18334,Blankenfelde(Teltow-Fläming) (ab 21:09),3
22:06,22:06,RB 18337,Eberswalde Hbf (ab 21:35),4
22:30,22:30,RB 18237,Oranienburg (ab 22:09),4
22:31,22:31,RB 18234,Ludwigsfelde (ab 21:38),3
23:31,23:31,RB 18236,Ludwigsfelde (ab 22:38),3
