Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:09 (+30),00:39,ICE 901,Berlin Ostbahnhof (an 00:23),
00:22 (+45),01:07,ICE 947,Berlin Ostbahnhof (an 00:36),1
00:35,00:35,RE 7,Neumünster (an 04:27),
00:46,00:46,RE 3140,Cottbus Hbf (an 02:40),1
01:25 (+5),01:30,ICE 1707,Berlin Ostbahnhof (an 01:40),
01:51 (+14),02:05,ICE 274,Berlin Ostbahnhof (an 02:07),2
01:58,01:58,RE 73752,Brandenburg Hbf (an 02:51),3
02:31,02:31,RE 3143,Frankfurt(Oder) (an 03:55),
02:31,02:31,RE 73793,Frankfurt(Oder)-Rosengarten (an 03:50),
02:36,02:36,RE 3701,Beelitz-Heilstätten (an 03:13),
02:36,02:36,RE 3703,Berlin-Wannsee (an 02:48),
03:22,03:22,RB 21805,Flughafen BER (an 04:03),1
03:59,03:59,RB 21809,Berlin Ostbahnhof (an 04:16),
04:04,04:04,RE 1,Homburg(Saar)Hbf (an 23:55),
04:04,04:04,RE 73751,Frankfurt(Oder) (an 05:29),2
04:17,04:17,RB 21811,Berlin Ostbahnhof (an 04:33),
04:24,04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),04:30,ICE 646,Köln Hbf (an 09:33),4
04:35,04:35,ICE 277,Chur (an 14:22),3
04:39,04:39,RE 3702,Senftenberg (an 06:41),2
04:45,04:45,RE 73756,Brandenburg Hbf (an 05:33),3
05:09,05:09,RE 73716,Magdeburg Hbf (an 06:50),3
05:09,05:09,RE 73753,Frankfurt(Oder) (an 06:35),2
05:19,05:19,RE 2,Regensburg Hbf (an 22:38),
05:19,05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:21,05:21,RE 3707,Dessau Hbf (an 06:53),3
05:30 (+139),07:49,ICE 1541,Berlin Ostbahnhof (an 05:46),1
05:30,05:30,RE 73758,Brandenburg Hbf (an 06:19),4
05:34 (+1),05:35,ICE 946,Köln Hbf (an 10:35),3
05:39,05:39,RE 3704,Senftenberg (an 07:41),2
05:39,05:39,RE 95111,Lübben(Spreewald) (an 06:56),
05:44,05:44,RE 3103,Hennigsdorf(b Berlin) (an 06:23),4
05:52,05:52,RE 73713,Frankfurt(Oder) (an 07:18),
06:08,06:08,RE 73718,Magdeburg Hbf (an 07:50),4
06:09,06:09,RB 73803,Berlin Ostbahnhof (an 06:24),2
06:19,06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:21,06:21,RE 3709,Dessau Hbf (an 07:53),3
06:30,06:30,RE 73755,Frankfurt(Oder) (an 07:47),2
06:30,06:30,RE 73760,Brandenburg Hbf (an 07:19),4
06:36,06:36,ICE 279,Interlaken Ost (an 15:59),3
06:39,06:39,RE 3706,Senftenberg (an 08:41),2
06:44,06:44,ICE 1272,Berlin Ostbahnhof (an 07:02),1
06:44,06:44,RE 3105,Berlin-Spandau (an 06:54),
06:52,06:52,RE 73715,Frankfurt(Oder) (an 08:18),2
07:08,07:08,RE 73720,Magdeburg Hbf (an 08:50),4
07:19,07:19,RE 3106,Cottbus Hbf (an 08:56),1
07:21,07:21,RE 3711,Dessau Hbf (an 08:53),4
07:30,07:30,RE 73757,Frankfurt(Oder) (an 08:43),2
07:30,07:30,RE 73762,Brandenburg Hbf (an 08:23),4
07:39,07:39,IC 2432,Hannover Hbf (an 10:25),3
07:39,07:39,RE 3708,Senftenberg (an 09:41),2
07:44,07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:47 (+4),07:51,ICE 2845,Berlin Ostbahnhof (an 08:03),
07:47 (+4),07:51,ICE 649,Berlin Ostbahnhof (an 08:03),2
07:47,07:47,RE 73806,Berlin-Wannsee (an 07:58),
07:52,07:52,RE 73717,Frankfurt(Oder) (an 09:18),2
08:08,08:08,RE 73722,Magdeburg Hbf (an 09:50),3
08:09,08:09,RE 73807,Berlin Ostbahnhof (an 08:24),2
08:13 (+11),08:24,ICE 851,Berlin Ostbahnhof (an 08:28),1
08:21,08:21,RE 3713,Dessau Hbf (an 09:53),3
08:30,08:30,RE 73759,Frankfurt(Oder) (an 09:43),2
08:37,08:37,RE 3108,Cottbus Hbf (an 09:55),1
08:39,08:39,RE 3710,Senftenberg (an 10:41),2
08:44,08:44,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:47,08:47,RE 73808,Brandenburg Hbf (an 09:33),
08:52,08:52,RE 73719,Frankfurt(Oder) (an 10:18),2
09:04,09:04,RB 18147,Berlin Ostbahnhof (an 09:21),
09:08,09:08,RE 73724,Magdeburg Hbf (an 10:50),3
09:09,09:09,RE 73809,Berlin Ostbahnhof (an 09:24),2
09:21,09:21,RE 3715,Dessau Hbf (an 10:53),3
09:30,09:30,RE 73761,Frankfurt(Oder) (an 10:43),2
09:30,09:30,RE 73766,Brandenburg Hbf (an 10:19),4
09:37,09:37,RE 3110,Cottbus Hbf (an 10:55),1
09:39,09:39,RE 3712,Senftenberg (an 11:41),1
09:44,09:44,RE 3111,Hennigsdorf(b Berlin) (an 10:23),4
09:47,09:47,RB 73810,Potsdam Hbf (an 10:05),
09:47,09:47,RE 73810,Potsdam Hbf (an 10:05),
09:52,09:52,RE 73721,Frankfurt(Oder) (an 11:18),2
10:08,10:08,RE 73726,Magdeburg Hbf (an 11:50),4
10:21,10:21,RE 3717,Dessau Hbf (an 11:53),3
10:30,10:30,RE 73763,Frankfurt(Oder) (an 11:43),2
10:37,10:37,RE 3112,Cottbus Hbf (an 11:55),1
10:39,10:39,RE 3714,Senftenberg (an 12:41),2
10:44,10:44,RE 3113,Berlin-Spandau (an 10:54),
10:52,10:52,RE 73723,Frankfurt(Oder) (an 12:18),2
11:08,11:08,RE 73728,Magdeburg Hbf (an 12:50),4
11:21,11:21,RE 3719,Dessau Hbf (an 12:53),3
11:30,11:30,RE 73765,Frankfurt(Oder) (an 12:43),
11:30,11:30,RE 73770,Brandenburg Hbf (an 12:19),4
11:37,11:37,RE 3114,Cottbus Hbf (an 12:55),1
11:39 (+6),11:45,RE 3716,Senftenberg (an 13:41),2
11:44,11:44,RE 3115,Hennigsdorf(b Berlin) (an 12:23),4
11:52 (+3),11:55,RE 73725,Frankfurt(Oder) (an 13:18),2
12:08,12:08,RE 73730,Magdeburg Hbf (an 13:50),4
12:21 (+6),12:27,RE 3721,Dessau Hbf (an 13:53),3
12:22 (+19),12:41,IC 2035,Berlin Ostbahnhof (an 12:39),2
12:30,12:30,RE 73767,Frankfurt(Oder) (an 13:43),2
12:30,12:30,RE 73772,Brandenburg Hbf (an 13:19),4
12:37,12:37,RE 3116,Cottbus Hbf (an 13:55),1
12:39 (+4),12:43,RE 3718,Senftenberg (an 14:41),2
12:44,12:44,RE 3117,Hennigsdorf(b Berlin) (an 13:23),4
12:52,12:52,RE 73727,Frankfurt(Oder) (an 14:18),2
13:08,13:08,RE 73732,Magdeburg Hbf (an 14:50),4
13:21,13:21,RE 3723,Dessau Hbf (an 14:53),3
13:30,13:30,RE 73769,Frankfurt(Oder) (an 14:43),2
13:30,13:30,RE 73774,Potsdam Charlottenhof (an 13:56),
13:37,13:37,RE 3118,Cottbus Hbf (an 14:55),1
13:39,13:39,RE 3720,Lübbenau(Spreewald) (an 15:03),
13:44,13:44,RE 3119,Berlin-Spandau (an 13:54),
13:52,13:52,RE 73729,Frankfurt(Oder) (an 15:18),2
14:08,14:08,RE 73734,Magdeburg Hbf (an 15:50),4
14:19,14:19,RE 3120,Cottbus Hbf (an 15:55),
14:21,14:21,RE 3725,Dessau Hbf (an 15:53),3
14:30,14:30,RE 28086,Frankfurt(Oder) (an 15:43),
14:30,14:30,RE 73771,Frankfurt(Oder) (an 15:43),2
14:30,14:30,RE 73776,Brandenburg Hbf (an 15:19),4
14:39,14:39,RE 3722,Lübbenau(Spreewald) (an 16:03),
14:44,14:44,RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:47,14:47,RE 73812,Brandenburg Hbf (an 15:33),3
14:52,14:52,RE 73731,Frankfurt(Oder) (an 16:18),2
15:04,15:04,RB 18159,Berlin Ostbahnhof (an 15:21),
15:08,15:08,RE 73736,Magdeburg Hbf (an 16:50),3
15:09,15:09,RE 73813,Berlin Ostbahnhof (an 15:24),
15:21,15:21,RE 3727,Dessau Hbf (an 16:53),3
