Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 73749,Frankfurt(Oder) (an 01:18),1
00:10,00:10,RB 21962,Berlin-Charlottenburg (an 00:26),2
00:15,00:15,RE 73826,Berlin Zoologischer Garten (an 00:28),2
00:21,00:21,RE 3745,Bad Belzig (an 01:31),2
00:21,00:21,RE 7,Flensburg (an 23:43),
00:43,00:43,RE 3141,Berlin-Charlottenburg (an 01:00),2
01:00,01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:11,01:11,RE 3742,Berlin Ostkreuz (an 01:20),1
01:43,01:43,RE 73752,Berlin Hbf (an 01:48),
01:43,01:43,RE 93252,Berlin Hbf (an 01:48),
01:49,01:49,RB 21800,Berlin Hbf (an 01:54),
02:49,02:49,RB 21802,Berlin Hbf (an 02:54),
04:08,04:08,RE 3705,Dessau Hbf (an 05:53),2
04:17,04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,04:27,RE 2,Dresden Hbf (an 20:33),
04:27,04:27,RE 3101,Berlin-Spandau (an 04:53),
04:32,04:32,RE 1,Delmenhorst (an 22:53),
04:32,04:32,RE 73756,Berlin Hbf (an 04:37),
04:37,04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:38,04:38,RB 21806,Berlin Hbf (an 04:44),
04:53,04:53,RE 3702,Senftenberg (an 06:41),1
04:56,04:56,RE 73716,Magdeburg Hbf (an 06:50),2
05:08,05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,05:16,RE 73758,Berlin Hbf (an 05:22),
05:22,05:22,RE 73753,Frankfurt(Oder) (an 06:35),1
05:29,05:29,RE 3103,Berlin-Spandau (an 05:54),
05:52,05:52,RE 3704,Senftenberg (an 07:41),1
05:54,05:54,RE 73718,Magdeburg Hbf (an 07:50),2
06:08,06:08,RE 3709,Dessau Hbf (an 07:53),2
06:16,06:16,RE 73760,Berlin Hbf (an 06:22),
06:34,06:34,RE 73804,Berlin Hbf (an 06:39),
06:35,06:35,RE 3105,Berlin-Spandau (an 06:54),
06:43,06:43,RE 73755,Frankfurt(Oder) (an 07:47),1
06:53,06:53,RE 3706,Senftenberg (an 08:41),1
