Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:05,00:05,RE 3360,Eberswalde Hbf (an 01:04),
00:05,00:05,RE 3366,Teltow (an 23:59),
00:56,00:56,RE 3363,Jüterbog (an 01:41),3
05:03 (+1),05:04,RE 3302,Stralsund Hbf (an 08:45),4
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),4
05:51,05:51,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),3
06:05 (+2),06:07,RE 3342,Wismar (an 16:15),4
06:20,06:20,RE 3164,Jüterbog (an 06:54),3
06:37,06:37,RE 3147,Rathenow (an 07:52),4
06:54,06:54,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03,07:03,RE 10237,Münster(Westf)Hbf (an 23:35),4
07:03 (+1),07:04,RE 3304,Stralsund Hbf (an 10:44),4
07:22 (+9),07:31,RE 3146,Falkenberg(Elster) (an 08:44),3
07:37,07:37,RE 3169,Stendal Hbf (an 09:13),
07:51,07:51,RE 3343,Luckenwalde (an 08:27),3
08:05,08:05,RE 3344,Angermünde (an 09:23),
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),3
09:03 (+3),09:06,RE 3306,Stralsund Hbf (an 12:44),4
09:22,09:22,RE 3148,Falkenberg(Elster) (an 10:44),3
09:37,09:37,RE 3171,Stendal Hbf (an 11:13),
09:51,09:51,RE 3345,Luckenwalde (an 10:27),3
10:05,10:05,RE 3346,Schwedt(Oder) (an 11:55),4
10:37,10:37,RE 3151,Berlin-Spandau (an 11:04),
10:54,10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03 (+8),11:11,RE 3308,Stralsund Hbf (an 14:44),4
11:51,11:51,RE 3347,Luckenwalde (an 12:27),3
12:06,12:06,RE 3348,Schwedt(Oder) (an 13:55),4
12:20 (+5),12:25,RE 3170,Jüterbog (an 12:54),3
12:37 (+5),12:42,RE 3153,Rathenow (an 13:54),4
12:54 (+1),12:55,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03 (+6),13:09,RE 3310,Stralsund Hbf (an 16:44),4
13:22,13:22,RE 3152,Falkenberg(Elster) (an 14:44),3
13:37,13:37,RE 3175,Stendal Hbf (an 15:13),
13:51,13:51,RE 3349,Luckenwalde (an 14:27),3
14:05 (+4),14:09,RE 3350,Schwedt(Oder) (an 15:55),4
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54 (+3),14:57,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03 (+6),15:09,RE 3312,Stralsund Hbf (an 18:44),4
15:22 (+3),15:25,RE 3154,Falkenberg(Elster) (an 16:45),3
15:37,15:37,RE 3177,Stendal Hbf (an 17:13),
15:51,15:51,RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),
16:05 (+3),16:08,RE 3352,Schwedt(Oder) (an 17:55),4
16:19 (+1),16:20,RE 3174,Jüterbog (an 16:55),3
16:37,16:37,RE 3157,Rathenow (an 17:54),4
16:54 (+1),16:55,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03 (+1),17:04,RE 3314,Stralsund Hbf (an 20:44),4
17:22 (+1),17:23,RE 3156,Falkenberg(Elster) (an 18:49),3
17:37,17:37,RE 26117,Stendal Hbf (an 19:13),
17:37,17:37,RE 3179,Berlin-Spandau (an 18:04),
18:05 (+1),18:06,RE 3354,Schwedt(Oder) (an 19:55),4
18:20 (+4),18:24,RE 3176,Jüterbog (an 18:54),3
18:37,18:37,RE 3159,Rathenow (an 19:49),4
18:54 (+6),19:00,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03 (+5),19:08,RE 3316,Stralsund Hbf (an 22:49),4
19:22,19:22,RE 3158,Falkenberg(Elster) (an 20:44),3
19:37,19:37,RE 3181,Stendal Hbf (an 21:06),4
19:51,19:51,RE 3355,Luckenwalde (an 20:27),3
20:05,20:05,RE 3356,Schwedt(Oder) (an 21:55),4
20:37,20:37,RE 3161,Rathenow (an 21:48),4
20:53 (+4),20:57,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),3
21:03,21:03,RE 3318,Pasewalk (an 23:19),4
21:22,21:22,RE 3160,Jüterbog (an 21:56),3
21:38,21:38,RE 3183,Stendal Hbf (an 23:27),
21:48,21:48,RE 3357,Jüterbog (an 22:30),3
22:48,22:48,RE 3185,Stendal Hbf (an 00:15),
