Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02,00:02,RE 3139,Cottbus Hbf (ab 21:58),
00:05,00:05,RE 3182,Stendal Hbf (ab 22:50),
00:07,00:07,FEX,Berlin-Schöneweide (ab 21:59),
00:13,00:13,ICE 901,Hamburg-Altona (ab 21:26),12
00:19,00:19,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),
00:21,00:21,RE 1,Berlin Ostkreuz (ab 00:06),
00:21,00:21,RE 73826,Frankfurt(Oder) (ab 23:07),
00:23,00:23,FEX,Berlin Ostkreuz (ab 04:28),
00:23 (+1),00:24,RB 21964,Flughafen BER (ab 00:01),
00:25,00:25,ICE 947,Köln Hbf (ab 19:27),11
00:27 (+2),00:29,RE 3745,Senftenberg (ab 22:26),14
00:27,00:27,RE 7,Berlin Ostkreuz (ab 00:12),
00:30,00:30,RE 3319,Stralsund Hbf (ab 21:10),4
00:36,00:36,RE 60912,Wustermark (ab 00:02),
00:36,00:36,RE 62038,Wustermark (ab 00:02),
00:39,00:39,RB 21966,Flughafen BER (ab 00:16),
00:41,00:41,ICE 276,Brig (ab 13:45),
00:45,00:45,RB 56816,Oranienburg (ab 00:15),
00:45,00:45,RE 56816,Oranienburg (ab 00:15),
00:50,00:50,RE 3140,Berlin-Charlottenburg (ab 00:42),11
00:51,00:51,RE 93240,Berlin-Charlottenburg (ab 00:42),
00:53 (+1),00:54,RB 94796,Fürstenwalde(Spree) (ab 00:00),
00:53,00:53,RE 91367,Fürstenwalde(Spree) (ab 00:00),
01:02,01:02,RE 3141,Cottbus Hbf (ab 23:01),13
01:04,01:04,RB 21968,Flughafen BER (ab 00:30),
01:20,01:20,RE 93994,Potsdam Hbf (ab 00:53),
01:20,01:20,RE 94791,Potsdam Hbf (ab 00:53),
01:22,01:22,ICE 1500,München Hbf (ab 20:21),5
01:29 (+3),01:32,ICE 1707,Hamburg-Altona (ab 22:34),12
01:36,01:36,RE 93742,Medewitz(Mark) (ab 00:20),
01:42,01:42,RB 21969,Berlin-Charlottenburg (ab 01:33),
01:48 (+2),01:50,RE 73752,Frankfurt(Oder) (ab 00:29),14
01:48,01:48,RE 93453,Frankfurt(Oder) (ab 00:29),
01:54,01:54,RE 21800,Flughafen BER (ab 01:22),
02:47,02:47,RB 62089,Wustermark (ab 02:16),
02:49 (+1),02:50,RB 90173,Wustermark (ab 02:16),
03:05,03:05,RB 90174,Berlin Friedrichstr (ab 03:03),
04:09,04:09,RE 73751,Berlin Zoologischer Garten (ab 04:04),11
04:13,04:13,RE 3705,Berlin Ostkreuz (ab 03:54),14
04:20,04:20,ICE 646,Berlin Ostbahnhof (ab 03:48),14
04:28,04:28,RE 73801,Berlin-Charlottenburg (ab 04:20),11
04:33,04:33,RE 2,Berlin Ostkreuz (ab 04:16),
04:33,04:33,RE 3101,Berlin Ostkreuz (ab 04:16),13
04:35,04:35,ICE 1706,Berlin Südkreuz (ab 04:29),
04:37 (+15),04:52,RE 94756,Berlin Ostkreuz (ab 04:23),
04:38,04:38,RE 21813,Berlin-Charlottenburg (ab 04:29),12
04:44,04:44,RE 21806,Flughafen BER (ab 04:10),14
04:44,04:44,RE 3702,Bad Belzig (ab 03:41),11
04:45,04:45,RB 62094,Berlin Südkreuz (ab 04:38),8
04:45 (+1),04:46,RE 3369,Eberswalde Hbf (ab 04:03),4
04:45,04:45,RE 62040,Berlin-Staaken (ab 04:06),
04:45,04:45,RE 62048,Wustermark (ab 04:16),
05:01 (+1),05:02,RE 94716,Frankfurt(Oder) (ab 03:38),
05:06,05:06,RE 3144,Rathenow (ab 04:09),2
05:07 (+1),05:08,RB 56801,Berlin Südkreuz (ab 05:00),6
05:07,05:07,RE 56801,Berlin Südkreuz (ab 05:00),6
05:09,05:09,RE 21817,Berlin-Charlottenburg (ab 05:00),12
05:11,05:11,RE 4351,Neustrelitz Hbf (ab 03:49),4
05:13 (+3),05:16,RE 3707,Lübbenau(Spreewald) (ab 03:53),13
05:13,05:13,RE 62003,Baruth(Mark) (ab 04:19),7
05:18,05:18,RE 3302,Jüterbog (ab 04:22),5
05:22,05:22,RE 93759,Frankfurt(Oder) (ab 04:15),
05:22,05:22,RE 94758,Frankfurt(Oder) (ab 04:15),
05:24 (+1),05:25,ICE 946,Berlin Ostbahnhof (ab 05:08),14
05:24,05:24,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),11
05:29,05:29,RE 3341,Schwedt(Oder) (ab 04:04),2
05:32,05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:35,05:35,RE 3103,Cottbus Hbf (ab 04:00),14
05:35,05:35,RE 62000,Elstal (ab 05:07),2
05:36,05:36,ICE 608,Berlin Südkreuz (ab 05:31),6
05:39,05:39,RB 21814,Flughafen BER (ab 05:16),
05:43 (+1),05:44,RE 3504,Berlin Südkreuz (ab 05:34),5
05:43 (+1),05:44,RE 3704,Dessau Hbf (ab 04:05),12
05:45 (+1),05:46,RB 62050,Wünsdorf-Waldstadt (ab 04:50),7
05:46,05:46,ICE 279,Berlin Gesundbrunnen (ab 05:41),
05:51 (+29),06:20,ICE 1541,Köln Hbf (ab 23:27),2
05:52,05:52,RE 3167,Jüterbog (ab 05:02),7
05:53,05:53,RB 18501,Cottbus Hbf (ab 04:24),8
05:53,05:53,RE 18501,Cottbus Hbf (ab 04:24),8
05:57,05:57,RE 94713,Berlin-Wannsee (ab 05:39),
05:59,05:59,RE 93719,Eisenhüttenstadt (ab 04:21),
05:59 (+2),06:01,RE 94718,Eisenhüttenstadt (ab 04:21),
06:03 (+4),06:07,ICE 240,Berlin Südkreuz (ab 05:50),6
06:05,06:05,RE 3164,Stendal Hbf (ab 04:48),2
06:11,06:11,RE 3503,Neubrandenburg (ab 04:27),4
06:12,06:12,RB 62051,Wustermark (ab 05:39),1
06:13 (+2),06:15,RE 3709,Senftenberg (ab 04:11),13
06:14 (+18),06:32,EC 430,Opalenica (ab 03:43),13
06:15 (+1),06:16,RE 62005,Elsterwerda (ab 04:29),7
06:18,06:18,ES 453,Bruxelles Midi (ab 19:22),11
06:18,06:18,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:22 (+23),06:45,ICE 2523,Berlin Gesundbrunnen (ab 06:18),
06:22 (+23),06:45,ICE 2925,Berlin Gesundbrunnen (ab 06:18),3
06:22 (+1),06:23,RE 94760,Frankfurt(Oder) (ab 05:08),
06:24,06:24,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),12
06:28 (+1),06:29,ICE 644,Berlin Ostbahnhof (ab 06:21),14
06:29,06:29,RE 3301,Pasewalk (ab 04:44),2 A - D
06:30 (+2),06:32,ICE 904,München Hbf (ab 23:12),5
06:35,06:35,RE 3105,Cottbus Hbf (ab 04:57),14
06:35 (+1),06:36,RE 94755,Potsdam Hbf (ab 06:10),
06:39,06:39,RE 62002,Elstal (ab 06:07),2 D - G
06:43 (+1),06:44,RE 4352,Berlin Südkreuz (ab 06:34),5
06:44,06:44,RE 3706,Dessau Hbf (ab 05:05),11
06:45,06:45,RB 62052,Rangsdorf (ab 06:21),7
06:48 (+19),07:07,ICE 1272,Frankfurt(Main)Hbf (ab 22:46),12
06:48 Ausfall,--:--,ICE 1548,Berlin Ostbahnhof (ab 06:42),14
06:50 (+1),06:51,RE 3147,Falkenberg(Elster) (ab 05:14),7
06:53,06:53,RB 18503,Cottbus Hbf (ab 05:23),8
06:53,06:53,RE 18503,Cottbus Hbf (ab 05:23),8
06:57,06:57,RE 94715,Berlin-Wannsee (ab 06:39),
06:59 (+1),07:00,RE 94720,Frankfurt(Oder) (ab 05:42),
07:06,07:06,RE 3146,Stendal Hbf (ab 05:48),2
07:11 (+2),07:13,RE 4353,Rostock Hbf (ab 04:34),4
07:12,07:12,RB 62053,Wustermark (ab 06:39),1
07:13 (+10),07:23,RE 3711,Senftenberg (ab 05:11),13
07:13,07:13,RE 62007,Elsterwerda (ab 05:29),7
07:18,07:18,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:22 (+37),07:59,RE 94762,Frankfurt(Oder) (ab 06:11),
07:24,07:24,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),12
07:25 (+3),07:28,ICE 944,Berlin Ostbahnhof (ab 07:19),14
07:29 (+1),07:30,ICE 606,Erfurt Hbf (ab 05:05),6
07:29,07:29,RE 3343,Schwedt(Oder) (ab 06:04),2
07:32 (+5),07:37,IC 2274,Dresden Hbf (ab 05:35),5
07:32,07:32,ICE 1503,Berlin Gesundbrunnen (ab 07:26),4
07:34 (+14),07:48,ICE 2465,Hamburg-Altona (ab 04:35),3
07:35,07:35,RE 3107,Cottbus Hbf (ab 06:07),14
07:35,07:35,RE 94757,Potsdam Hbf (ab 07:10),
07:39 (+3),07:42,RE 21830,Flughafen BER (ab 07:16),8
07:39,07:39,RE 62004,Elstal (ab 07:07),2
07:41 (+61),08:42,EN 40476,Budapest-Nyugati (ab 19:30),5
07:41 (+61),08:42,NJ 456,Wien Hbf (ab 22:38),5
07:43,07:43,RE 3506,Berlin Südkreuz (ab 07:34),6
07:44 (+2),07:46,RE 3708,Dessau Hbf (ab 06:05),11
07:46 (+1),07:47,ICE 371,Berlin Gesundbrunnen (ab 07:41),
07:46,07:46,RB 62054,Rangsdorf (ab 07:23),7
07:50,07:50,RB 18146,Berlin Ostbahnhof (ab 07:39),13
07:52,07:52,ICE 649,Hannover Hbf (ab 05:30),12
07:52,07:52,RE 3169,Jüterbog (ab 07:02),7
07:53,07:53,RB 18505,Cottbus Hbf (ab 06:12),8
07:53,07:53,RE 18505,Cottbus Hbf (ab 06:12),8
07:57,07:57,RE 93718,Berlin-Wannsee (ab 07:39),
07:57,07:57,RE 94717,Berlin-Wannsee (ab 07:39),
07:59 (+1),08:00,FLX 1322,Berlin Südkreuz (ab 07:54),5
07:59 (+12),08:11,RE 94722,Frankfurt(Oder) (ab 06:42),
08:03,08:03,ICE 148,Berlin Südkreuz (ab 07:50),7
08:05 (+2),08:07,RE 3166,Stendal Hbf (ab 06:47),2
08:07 (+95),09:42,IC 60409,Zürich HB (ab 19:59),13
08:07 (+5),08:12,ICE 642,Berlin Ostbahnhof (ab 08:00),14
08:07 (+95),09:42,NJ 409,Zürich HB (ab 19:59),13
08:08 (+1),08:09,RB 18145,Berlin-Wannsee (ab 07:51),11
08:09,08:09,RB 21834,Flughafen BER (ab 07:46),8
08:12,08:12,RB 62055,Wustermark (ab 07:39),1
08:13,08:13,RE 3505,Stralsund Hbf (ab 05:02),3
08:13 (+5),08:18,RE 3713,Senftenberg (ab 06:14),13
08:15 (+1),08:16,RE 62009,Elsterwerda (ab 06:40),7 A - D
08:17,08:17,ICE 851,Hannover Hbf (ab 05:46),11
08:19,08:19,RE 3,Ingelheim (ab 17:47),
08:19,08:19,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:21,08:21,ICE 2525,Hamburg-Altona (ab 05:35),
08:22 (+1),08:23,RB 94764,Frankfurt(Oder) (ab 07:11),
08:22 (+1),08:23,RE 94764,Frankfurt(Oder) (ab 07:11),
08:23,08:23,IC 2173,Rostock Hbf (ab 06:20),4
08:23,08:23,RE 21836,Flughafen BER (ab 08:01),8
08:24,08:24,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),12
08:27 (+6),08:33,RJ 870,Dresden Hbf (ab 06:53),6
08:29,08:29,RE 3303,Stralsund Hbf (ab 05:10),2 A - D
08:32 (+4),08:36,ICE 1005,Berlin Gesundbrunnen (ab 08:26),4
08:32,08:32,ICE 2911,Kassel-Wilhelmshöhe (ab 07:23),4
08:32,08:32,ICE 806,Erfurt Hbf (ab 06:18),5
08:35,08:35,RE 3109,Cottbus Hbf (ab 07:03),14
08:35,08:35,RE 94759,Potsdam Hbf (ab 08:10),
08:39,08:39,RE 21838,Flughafen BER (ab 08:16),8
08:39,08:39,RE 62006,Elstal (ab 08:07),2 D - G
08:40,08:40,D 10301,Stockholm Central (ab 16:25),
08:40,08:40,D 301,Malmö Central (ab 21:55),12
08:43,08:43,RE 4354,Berlin Südkreuz (ab 08:34),5
08:44,08:44,RE 3710,Dessau Hbf (ab 07:05),11
08:45 (+3),08:48,RB 62056,Rangsdorf (ab 08:21),7
08:50,08:50,RB 18148,Berlin Ostbahnhof (ab 08:39),13
08:51,08:51,ICE 841,Hannover Hbf (ab 06:32),11
08:52,08:52,RE 3149,Falkenberg(Elster) (ab 07:18),7
08:53,08:53,RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:53,08:53,RE 18507,Lübbenau(Spreewald) (ab 07:44),8
08:54 (+1),08:55,ICE 936,Eisenach Hbf (ab 06:37),6
08:57,08:57,RE 93720,Berlin-Wannsee (ab 08:39),
08:57,08:57,RE 94719,Berlin-Wannsee (ab 08:39),
08:59,08:59,RE 94724,Frankfurt(Oder) (ab 07:41),
09:06 (+2),09:08,RE 3148,Rathenow (ab 08:05),2
09:08,09:08,RB 18147,Potsdam Griebnitzsee (ab 08:46),12
09:08,09:08,RB 21842,Flughafen BER (ab 08:46),8
09:11,09:11,RE 4355,Rostock Hbf (ab 06:37),4
09:12,09:12,RB 62057,Wustermark (ab 08:39),1
09:13 (+1),09:14,RE 3715,Senftenberg (ab 07:14),14
09:13,09:13,RE 62011,Elsterwerda (ab 07:29),7
09:16 (+1),09:17,ICE 797,Berlin Ostbahnhof (ab 09:08),13
09:18,09:18,RE 3306,Luckenwalde (ab 08:35),6
09:22 (+2),09:24,RE 94766,Frankfurt(Oder) (ab 08:11),
09:23 (+2),09:25,ICE 1104,München Hbf (ab 05:17),5
09:23 (+2),09:25,RE 21844,Flughafen BER (ab 09:01),8
