Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:05,00:05,RE 3360,Bernau(b Berlin) (an 00:44),
00:05,00:05,RE 3366,Eberswalde Hbf (an 01:04),4
05:03 (+1),05:04,RE 3302,Stralsund Hbf (an 08:45),4
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),
06:05,06:05,RE 3342,Eberswalde Hbf (an 07:02),
06:37,06:37,RE 3147,Berlin-Spandau (an 07:04),
06:54 (+1),06:55,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03,07:03,RE 3304,Stralsund Hbf (an 10:44),
07:37,07:37,RE 3169,Stendal Hbf (an 09:13),
08:05,08:05,RE 3344,Eberswalde Hbf (an 09:02),
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),3
09:03 (+3),09:06,RE 3306,Stralsund Hbf (an 12:44),4
09:37,09:37,RE 3171,Stendal Hbf (an 11:13),4
10:05,10:05,RE 3346,Angermünde (an 11:23),
10:20,10:20,RE 3168,Jüterbog (an 10:54),3
10:37,10:37,RE 3151,Rathenow (an 11:54),4
10:54,10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03 (+8),11:11,RE 3308,Stralsund Hbf (an 14:44),4
12:06 (+1),12:07,RE 3348,Schwedt(Oder) (an 13:55),4
12:20,12:20,RE 3170,Jüterbog (an 12:54),3
12:37,12:37,RE 3153,Rathenow (an 13:54),4
12:54 (+3),12:57,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03 (+9),13:12,RE 3310,Stralsund Hbf (an 16:44),4
13:37,13:37,RE 3175,Stendal Hbf (an 15:13),
14:05,14:05,RE 3350,Angermünde (an 15:23),
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54 Ausfall,--:--,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03,15:03,RE 3312,Stralsund Hbf (an 18:44),
15:37,15:37,RE 3177,Stendal Hbf (an 17:13),4
16:05,16:05,RE 3352,Angermünde (an 17:23),
16:37,16:37,RE 3157,Berlin-Spandau (an 17:04),
16:54 (+2),16:56,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03 (+20),17:23,RE 3314,Stralsund Hbf (an 20:44),4
17:37,17:37,RE 26117,Stendal Hbf (an 19:13),
17:37,17:37,RE 3179,Stendal Hbf (an 19:13),4
18:05,18:05,RE 3354,Angermünde (an 19:23),
18:37,18:37,RE 3159,Rathenow (an 19:49),4
18:54 (+9),19:03,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03 (+2),19:05,RE 3316,Stralsund Hbf (an 22:49),4
19:22 (+3),19:25,RE 3158,Falkenberg(Elster) (an 20:44),3
19:37,19:37,RE 3181,Stendal Hbf (an 21:06),4
19:51,19:51,RE 3355,Luckenwalde (an 20:27),3
20:05 (+1),20:06,RE 3356,Schwedt(Oder) (an 21:55),4
20:20,20:20,RE 3178,Jüterbog (an 20:54),3
20:37 (+20),20:57,RE 3161,Rathenow (an 21:48),4
20:53 (+1),20:54,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),3
21:03 Ausfall,--:--,RE 3318,Pasewalk (an 23:19),4
21:22,21:22,RE 3160,Jüterbog (an 21:56),3
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),4
21:48,21:48,RE 3357,Jüterbog (an 22:30),3
22:05 (+2),22:07,RE 3358,Schwedt(Oder) (an 23:56),4
22:48,22:48,RE 3185,Stendal Hbf (an 00:18),4
22:54,22:54,RE 3317,Lutherstadt Wittenberg Hbf (an 00:08),3
23:49,23:49,RE 3359,Jüterbog (an 00:35),3
