Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:51,00:51,RB 94796,Briesen(Mark) (an 23:47),
00:51,00:51,RE 91367,Potsdam Hbf (an 01:22),
00:55,00:55,RE 3140,Cottbus Hbf (an 02:40),
01:26,01:26,RE 93994,Frankfurt(Oder) (an 02:38),
01:26,01:26,RE 94791,Frankfurt(Oder) (an 02:38),
04:12,04:12,RE 3705,Dessau Hbf (an 05:53),3
04:14 (+11),04:25,RE 73751,Frankfurt(Oder) (an 05:29),
04:31,04:31,RE 2,Singen(Hohentwiel) (an 23:50),
04:31,04:31,RE 3101,Hennigsdorf(b Berlin) (an 05:23),4
04:35,04:35,RE 94756,Berlin Zoologischer Garten (an 04:44),
04:42,04:42,RE 21806,Berlin Zoologischer Garten (an 04:49),
04:59,04:59,RE 94716,Berlin-Wannsee (an 05:21),3
05:12,05:12,RE 3707,Dessau Hbf (an 06:53),3
05:19,05:19,RB 94753,Frankfurt(Oder) (an 06:35),
05:19,05:19,RE 93754,Frankfurt(Oder) (an 06:35),
05:20,05:20,RE 93759,Potsdam Hbf (an 05:51),
05:29,05:29,RE 3102,Cottbus Hbf (an 06:56),
05:33,05:33,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:48,05:48,RE 94704,Lübbenau(Spreewald) (an 07:03),
06:02,06:02,RE 94713,Frankfurt(Oder) (an 07:18),1
06:20,06:20,RE 94760,Potsdam Hbf (an 06:51),3
06:29,06:29,RE 3104,Cottbus Hbf (an 07:57),1
06:33,06:33,RE 3105,Berlin-Spandau (an 06:54),
06:40,06:40,RE 94755,Frankfurt(Oder) (an 07:47),
06:49,06:49,RE 3706,Senftenberg (an 08:41),1
06:57,06:57,RE 94720,Berlin-Wannsee (an 07:20),3
07:02,07:02,RE 94715,Frankfurt(Oder) (an 08:18),1
07:12,07:12,RE 3711,Dessau Hbf (an 08:53),3
07:20,07:20,RE 94762,Potsdam Hbf (an 07:51),
07:29,07:29,RE 3106,Cottbus Hbf (an 08:56),1
07:33,07:33,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:40,07:40,RE 94757,Frankfurt(Oder) (an 08:43),
07:48,07:48,RB 18146,Potsdam Griebnitzsee (an 08:15),3
07:49,07:49,RE 3708,Senftenberg (an 09:41),1
07:57,07:57,RE 94722,Berlin-Wannsee (an 08:20),
08:02,08:02,RE 93718,Frankfurt(Oder) (an 09:18),
08:02,08:02,RE 94717,Frankfurt(Oder) (an 09:18),1
08:12,08:12,RE 3713,Dessau Hbf (an 09:53),4
08:13,08:13,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:20,08:20,RB 94764,Berlin-Wannsee (an 08:41),
08:20,08:20,RE 94764,Potsdam Hbf (an 08:51),
08:29,08:29,RE 3108,Cottbus Hbf (an 09:55),1
08:33,08:33,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:40,08:40,RE 94759,Frankfurt(Oder) (an 09:43),1
08:48,08:48,RB 18148,Potsdam Griebnitzsee (an 09:15),3
08:49,08:49,RE 3710,Senftenberg (an 10:41),1
08:57,08:57,RE 94724,Berlin-Wannsee (an 09:20),
09:02,09:02,RE 93720,Frankfurt(Oder) (an 10:18),
09:02,09:02,RE 94719,Frankfurt(Oder) (an 10:18),1
09:12,09:12,RE 3715,Dessau Hbf (an 10:53),3
09:13,09:13,RB 18147,Berlin Ostbahnhof (an 09:21),2
09:20,09:20,RE 94766,Potsdam Hbf (an 09:51),
09:29,09:29,RE 3110,Cottbus Hbf (an 10:55),1
09:33,09:33,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
09:40,09:40,RB 94761,Frankfurt(Oder) (an 10:43),
