Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:21,00:21,RE 3745,Hamburg Hbf (an 14:21),
00:21,00:21,RE 7,Augsburg Hbf (an 21:20),
00:48,00:48,RB 94796,Potsdam Hbf (an 01:22),
00:48,00:48,RE 91367,Berlin Hbf (an 00:53),
00:58,00:58,FEX,Berlin Gesundbrunnen (an 01:00),
01:23,01:23,RE 3141,Berlin Hbf (an 01:28),
01:43,01:43,RE 73752,Berlin Hbf (an 01:48),
02:49,02:49,RB 21802,Berlin Hbf (an 02:54),
04:08,04:08,RE 3705,Dessau Hbf (an 05:53),2
04:17,04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,04:27,RE 2,Baden-Baden (an 17:28),
04:27,04:27,RE 3101,Hennigsdorf(b Berlin) (an 05:23),2
04:32,04:32,RE 1,Saarbrücken Hbf (an 13:15),
04:32,04:32,RE 94756,Berlin Hbf (an 04:37),
04:56,04:56,RE 94716,Berlin-Wannsee (an 05:21),
05:08,05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,05:16,RE 93759,Potsdam Hbf (an 05:51),
05:16,05:16,RE 94758,Potsdam Hbf (an 05:51),
05:22,05:22,RB 94753,Frankfurt(Oder) (an 06:35),
05:22,05:22,RE 93754,Frankfurt(Oder) (an 06:35),
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:33,05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:52,05:52,RE 3704,Senftenberg (an 07:41),1
05:54,05:54,RE 93719,Berlin-Wannsee (an 06:20),
05:54,05:54,RE 94718,Berlin-Wannsee (an 06:20),2
06:06,06:06,RE 94713,Frankfurt(Oder) (an 07:18),1
06:08,06:08,RE 3709,Dessau Hbf (an 07:53),2
06:16,06:16,RE 94760,Potsdam Hbf (an 06:51),2
06:29,06:29,RE 3105,Berlin-Spandau (an 06:54),
06:33,06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:53,06:53,RE 3706,Senftenberg (an 08:41),1
06:54,06:54,RE 94720,Berlin-Wannsee (an 07:20),2
07:06,07:06,RE 94715,Frankfurt(Oder) (an 08:18),1
07:08,07:08,RE 3711,Dessau Hbf (an 08:53),2
07:16,07:16,RE 94762,Potsdam Hbf (an 07:51),
07:29,07:29,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:33,07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:44,07:44,RB 18146,Potsdam Griebnitzsee (an 08:15),2
07:53,07:53,RE 3708,Senftenberg (an 09:41),1
07:54,07:54,RE 94722,Berlin-Wannsee (an 08:20),
