Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:04,00:04,RE 3138,Cottbus Hbf (an 01:40),1
00:05,00:05,RB 21962,Berlin Zoologischer Garten (an 00:22),
00:11 (+9),00:20,RE 73749,Erkner (an 00:31),1
00:11,00:11,RE 73826,Berlin Zoologischer Garten (an 00:28),6
00:17,00:17,RE 3745,Bad Belzig (an 01:31),7
00:17,00:17,RE 7,Hamburg Hbf (an 23:24),
00:17,00:17,RE 75445,Lubolz (an 23:18),
00:39 (+4),00:43,RE 3141,Berlin-Charlottenburg (an 01:00),6
00:43,00:43,RE 73796,Brandenburg Hbf (an 01:54),7
00:53,00:53,RB 21968,Berlin Hbf (an 01:04),
01:04,01:04,RE 3140,Cottbus Hbf (an 02:40),1
01:16,01:16,RE 3742,Berlin Ostkreuz (an 01:20),2
01:34,01:34,RE 73791,Erkner (an 01:53),1
01:38,01:38,RE 73752,Brandenburg Hbf (an 02:51),
01:44,01:44,RB 21800,Berlin Hbf (an 01:54),
02:18,02:18,RE 3701,Bad Belzig (an 03:33),7
02:18,02:18,RE 3703,Berlin-Wannsee (an 02:48),
02:44,02:44,RB 21802,Berlin-Charlottenburg (an 03:04),7
02:56,02:56,RE 73754,Magdeburg Hbf (an 05:08),7
03:10,03:10,RB 21803,Flughafen BER (an 03:33),6
03:40,03:40,RB 21805,Flughafen BER (an 04:03),6
04:04,04:04,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:09,04:09,ICE 646,Bielefeld Hbf (an 07:21),
04:15,04:15,ICE 277,Zürich HB (an 13:00),
04:23,04:23,RE 2,Dresden Hbf (an 18:33),
04:23,04:23,RE 3101,Berlin-Spandau (an 04:53),
04:23,04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:28,04:28,RE 1,Mannheim Hbf (an 08:21),
04:28,04:28,RE 73756,Brandenburg Hbf (an 05:33),6
04:33,04:33,RB 21806,Berlin Hbf (an 04:44),
04:41,04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51,04:51,RE 73716,Magdeburg Hbf (an 06:50),7
04:51,04:51,RE 94716,Brandenburg Hbf (an 05:57),
04:58,04:58,RE 3702,Lübbenau(Spreewald) (an 06:03),
05:04,05:04,RE 3707,Dessau Hbf (an 06:53),7
05:12,05:12,RE 73758,Brandenburg Hbf (an 06:19),7
05:12,05:12,RE 93759,Brandenburg Hbf (an 06:19),
05:15 (+3),05:18,ICE 946,Köln Hbf (an 10:35),6
05:25,05:25,RE 3103,Hennigsdorf(b Berlin) (an 06:23),7
05:38,05:38,RE 3102,Cottbus Hbf (an 06:56),1
05:49,05:49,RE 73718,Magdeburg Hbf (an 07:50),7
05:49,05:49,RE 93719,Brandenburg Hbf (an 06:57),
05:57 (+2),05:59,RE 3704,Senftenberg (an 07:41),1
05:57,05:57,RE 94704,Lübbenau(Spreewald) (an 07:03),
06:00,06:00,ICE 240,Amsterdam Centraal (an 12:06),6
06:04,06:04,RE 3709,Berlin-Wannsee (an 06:34),
06:12,06:12,RE 73760,Brandenburg Hbf (an 07:19),7
06:12,06:12,RE 94760,Brandenburg Hbf (an 07:19),
06:15,06:15,ICE 279,Interlaken Ost (an 15:59),6
06:23,06:23,ES 453,Bad Schandau (an 08:58),
06:25 (+6),06:31,RE 3105,Hennigsdorf(b Berlin) (an 07:23),7
06:30,06:30,RE 73804,Brandenburg Hbf (an 07:33),
06:32 (+2),06:34,ICE 644,Köln Hbf (an 11:33),6
06:38,06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:48,06:48,RE 73755,Erkner (an 07:10),1
06:49,06:49,RE 73720,Magdeburg Hbf (an 08:50),6
06:55 (+5),07:00,ICE 1548,Köln Hbf (an 12:16),3
06:55,06:55,ICE 2820,Köln Hbf (an 12:16),
06:58,06:58,RE 3706,Lübben(Spreewald) (an 07:56),2
07:04 (+11),07:15,RE 3711,Dessau Hbf (an 08:53),7
07:06,07:06,ICE 795,Karlsruhe Hbf (an 13:17),6
07:11,07:11,RE 73715,Erkner (an 07:31),1
07:12,07:12,RE 73762,Brandenburg Hbf (an 08:23),7
07:18 (+2),07:20,IC 2432,Hannover Hbf (an 10:25),6
07:25,07:25,RE 3107,Hennigsdorf(b Berlin) (an 08:23),7
07:30,07:30,RE 73806,Brandenburg Hbf (an 08:33),
07:32,07:32,ICE 944,Köln Hbf (an 12:33),6
07:38,07:38,RE 3106,Cottbus Hbf (an 08:56),1
07:39,07:39,RB 18146,Potsdam Hbf (an 08:19),
07:46 (+56),08:42,FLX 1332,Hamburg Hbf (an 10:34),3
07:49,07:49,RE 33682,Magdeburg Hbf (an 09:50),
07:49,07:49,RE 73722,Magdeburg Hbf (an 09:50),7
07:56,07:56,ICE 148,Amsterdam Centraal (an 14:01),3
07:58,07:58,RE 3708,Senftenberg (an 09:41),2
08:00,08:00,EC 43,Warszawa Wschodnia (an 13:15),
08:04,08:04,RE 3713,Dessau Hbf (an 09:53),7
08:11,08:11,RE 73717,Erkner (an 08:31),1
08:12,08:12,RE 73764,Brandenburg Hbf (an 09:19),7
08:17 (+15),08:32,ICE 371,Basel SBB (an 15:48),6
08:25,08:25,RE 3109,Hennigsdorf(b Berlin) (an 09:23),7
08:30,08:30,RE 73808,Brandenburg Hbf (an 09:33),
08:32 (+3),08:35,ICE 642,Köln Hbf (an 13:34),6
08:38,08:38,RE 3108,Cottbus Hbf (an 09:55),1
08:48,08:48,RE 73759,Erkner (an 09:14),1
08:49,08:49,RE 33684,Magdeburg Hbf (an 10:50),
08:49,08:49,RE 73724,Magdeburg Hbf (an 10:50),7
08:55 (+1),08:56,ICE 1052,Köln Hbf (an 14:19),6
08:58,08:58,RE 3710,Senftenberg (an 10:41),2
09:01,09:01,EC 59,Przemysl Glowny (an 18:43),
09:04 (+4),09:08,RE 3715,Dessau Hbf (an 10:53),7
09:08,09:08,ICE 797,Fulda (an 12:43),3
09:12,09:12,RE 73766,Brandenburg Hbf (an 10:19),7
09:25 (+11),09:36,RE 3111,Hennigsdorf(b Berlin) (an 10:23),7
09:30,09:30,RB 73810,Brandenburg Hbf (an 10:33),
09:32,09:32,ICE 942,Köln Hbf (an 14:32),6
09:38 (+6),09:44,RE 3110,Cottbus Hbf (an 10:55),1
09:48,09:48,RE 73761,Erkner (an 10:10),1
09:49,09:49,RE 33686,Brandenburg Hbf (an 10:57),
09:49,09:49,RE 73726,Magdeburg Hbf (an 11:50),7
