Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:08,00:08,RB 62086,Berlin Hbf (an 00:15),8
00:12,00:12,RB 92366,Berlin Hbf (an 00:19),
00:12,00:12,RE 3,Ulm Hbf (an 23:40),
00:12,00:12,RE 3360,Eberswalde Hbf (an 01:04),
00:12,00:12,RE 3366,Eberswalde Hbf (an 01:04),7
00:15,00:15,FEX,Bruchsal (an 15:46),
00:17,00:17,ICE 1500,Berlin Gesundbrunnen (an 00:33),7
00:24 (+35),00:59,ICE 592,Berlin Hbf (an 00:30),6
00:31,00:31,RB 21966,Berlin Hbf (an 00:39),
00:45,00:45,RB 21968,Berlin Hbf (an 00:53),
00:51,00:51,RE 3363,Jüterbog (an 01:41),4
01:09 (+17),01:26,RJ 2579,Praha hl.n. (an 05:25),
01:09 (+24),01:33,RJ 479,Praha hl.n. (an 05:25),3
04:15,04:15,RB 21806,Berlin Hbf (an 04:23),
04:18,04:18,ICE 646,Essen Hbf (an 09:27),7
04:25 Ausfall,--:--,ICE 277,Zürich HB (an 13:00),6
04:45,04:45,RB 21808,Berlin Hbf (an 04:53),
04:54,04:54,RE 62040,Elsterwerda (an 06:29),
04:57 (+16),05:13,RJ 478,Hamburg-Altona (an 07:26),7
05:00,05:00,RE 21810,Berlin Hbf (an 05:08),
05:06,05:06,RE 62003,Wittenberge (an 06:56),8
05:10,05:10,RE 3302,Stralsund Hbf (an 08:45),6
05:15,05:15,RE 21812,Berlin Hbf (an 05:23),
05:17,05:17,RE 3144,Falkenberg(Elster) (an 06:44),4
05:20,05:20,ICE 2844,Würzburg Hbf (an 16:20),
05:20,05:20,ICE 608,Hamburg-Altona (an 07:41),7
05:26,05:26,ICE 946,Düsseldorf Hbf (an 11:10),6
05:26 (+6),05:32,ICE 956,Köln Hbf (an 11:15),6
05:31,05:31,RB 21814,Berlin Hbf (an 05:39),
05:34,05:34,RE 3504,Berlin Gesundbrunnen (an 05:51),
05:35,05:35,ICE 2293,Leipzig Hbf (an 06:42),
05:35 (+4),05:39,ICE 593,München Hbf (an 13:15),5
05:42 (+4),05:46,ICE 1501,München Hbf (an 09:41),5
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),7
05:45,05:45,RB 18501,Berlin Hbf (an 05:53),8
05:45,05:45,RE 18501,Berlin Hbf (an 05:53),
05:46,05:46,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),4
05:51,05:51,RE 62000,Elsterwerda (an 07:15),3
05:58,05:58,ICE 808,Hamburg-Altona (an 08:22),
06:00,06:00,RE 21818,Berlin Hbf (an 06:08),
06:05 Ausfall,--:--,ICE 240,Amsterdam Centraal (an 11:59),7
06:07,06:07,RE 62005,Wismar (an 09:37),8
06:12,06:12,RE 3342,Schwedt(Oder) (an 07:55),6
06:15,06:15,RB 21820,Berlin Hbf (an 06:23),
06:15,06:15,RE 3164,Luckenwalde (an 06:46),
06:16,06:16,RB 18500,Lübbenau(Spreewald) (an 07:16),3
06:19,06:19,RJ 251,Villach Hbf (an 18:27),4
06:19 (+1),06:20,RJX 251,Villach Hbf (an 18:27),4
06:20,06:20,ICE 279,Interlaken Ost (an 15:59),6
06:24,06:24,ICE 872,Hamburg Dammtor (an 08:31),
06:31,06:31,RB 21822,Berlin Hbf (an 06:39),
06:34,06:34,RE 4352,Rostock Hbf (an 09:23),
06:35 (+71),07:46,ICE 2793,München Hbf (an 17:09),
06:35 (+41),07:16,ICE 2797,Nürnberg Hbf (an 21:52),
06:35,06:35,ICE 503,München Hbf (an 11:07),
06:42,06:42,ICE 1003,München Hbf (an 10:45),
06:43,06:43,RE 3147,Rathenow (an 07:52),6
06:45,06:45,RB 18503,Berlin Hbf (an 06:53),8
06:45,06:45,RE 18503,Berlin Hbf (an 06:53),
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),4
06:54,06:54,RE 62002,Elsterwerda (an 08:31),3
07:00,07:00,RE 21826,Berlin Hbf (an 07:08),
07:06,07:06,RE 62007,Wittenberge (an 08:56),8
07:10 (+1),07:11,RE 3304,Stralsund Hbf (an 10:44),6
07:13 (+1),07:14,ICE 750,Frankfurt(Main)Hbf (an 10:56),
07:15,07:15,RB 21828,Berlin Hbf (an 07:23),
07:16,07:16,RB 18502,Lübbenau(Spreewald) (an 08:14),3
07:17,07:17,RE 3146,Falkenberg(Elster) (an 08:44),4
07:24 (+1),07:25,ICE 2816,Köln Hbf (an 18:06),6
07:24 (+1),07:25,ICE 606,Hamburg-Altona (an 09:40),6
07:31,07:31,RB 21830,Berlin Hbf (an 07:39),
07:34 (+4),07:38,RE 3506,St. Gallen(CH) (an 23:34),4
07:34,07:34,RE 5,Salzburg Hbf (an 23:45),
07:35 (+1),07:36,ICE 595,München Hbf (an 15:14),5
07:37,07:37,RJ 171,Bad Schandau (an 09:35),3
07:39 (+12),07:51,EN 40476,Berlin Hbf (an 07:46),7
07:39 (+12),07:51,NJ 456,Berlin Hbf (an 07:46),7
07:42 (+5),07:47,ICE 1503,München Hbf (an 11:43),5
07:43,07:43,FLX 1320,Köln Hbf (an 13:56),8
07:43,07:43,RE 3169,Stendal Hbf (an 09:13),6
07:45,07:45,RB 18505,Berlin Hbf (an 07:52),
07:45,07:45,RE 18505,Berlin Hbf (an 07:52),
07:46,07:46,RE 3343,Luckenwalde (an 08:27),4
07:49 (+2),07:51,ICE 1131,Saarbrücken Hbf (an 14:17),7
07:51,07:51,RE 62004,Elsterwerda (an 09:14),3
07:57 (+34),08:31,FLX 1332,Hamburg Hbf (an 10:21),7
08:00,08:00,ICE 698,Berlin Gesundbrunnen (an 08:14),6
08:00,08:00,RB 21834,Berlin Hbf (an 08:09),
08:04 (+8),08:12,FLX 1235,Stuttgart Hbf (an 13:45),4
08:06,08:06,ICE 148,Amsterdam Centraal (an 14:01),
08:07 (+15),08:22,RE 62009,Wismar (an 11:37),8
08:12 (+6),08:18,RE 3344,Angermünde (an 09:23),
08:15,08:15,RE 21836,Berlin Hbf (an 08:22),
08:15 (+3),08:18,RE 3166,Jüterbog (an 08:54),5
08:16,08:16,RB 18504,Lübbenau(Spreewald) (an 09:15),3
08:16,08:16,RE 20,Cottbus Hbf (an 22:48),
08:23 (+5),08:28,RJ 870,Hamburg-Altona (an 10:40),8
08:25,08:25,ICE 806,Berlin Gesundbrunnen (an 08:44),6
08:31,08:31,RB 21838,Berlin Hbf (an 08:39),
08:34 (+2),08:36,RE 4354,Rostock Hbf (an 11:23),4
08:35 (+3),08:38,ICE 505,München Hbf (an 13:08),5
08:42 (+5),08:47,ICE 1005,München Hbf (an 12:46),5
08:43,08:43,RE 3149,Rathenow (an 09:54),6
08:45,08:45,RB 18507,Berlin Hbf (an 08:53),8
08:49 (+1),08:50,ICE 936,Ostseebad Binz (an 12:29),6
08:49 (+2),08:51,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),4
08:54 (+1),08:55,RE 62006,Elsterwerda (an 10:31),3
09:00,09:00,RB 21842,Berlin Hbf (an 09:08),8
09:06 (+1),09:07,RE 62011,Wittenberge (an 10:56),8
09:10 (+14),09:24,RE 3306,Stralsund Hbf (an 12:44),6
09:13 (+1),09:14,ICE 837,Frankfurt(Main)Hbf (an 12:56),5
09:16,09:16,RB 18506,Lübbenau(Spreewald) (an 10:14),3
09:17,09:17,ICE 1104,Berlin Gesundbrunnen (an 09:31),
09:17 (+4),09:21,RE 3148,Falkenberg(Elster) (an 10:44),4
09:24 (+8),09:32,ICE 604,Hamburg-Altona (an 11:40),6
09:34,09:34,RE 3508,Stralsund Hbf (an 12:51),
09:35 (+1),09:36,ICE 597,München Hbf (an 17:16),5
09:42 (+6),09:48,ICE 1505,München Hbf (an 13:43),5
09:44,09:44,RE 3171,Stendal Hbf (an 11:13),6
09:45,09:45,RB 18509,Berlin Hbf (an 09:53),8
09:45,09:45,RE 18509,Berlin Hbf (an 09:53),
09:46,09:46,RE 3345,Luckenwalde (an 10:27),4
09:51,09:51,RE 62008,Baruth(Mark) (an 10:36),3
09:55 (+4),09:59,FLX 1234,Hamburg Hbf (an 12:21),7
10:00,10:00,RB 21850,Berlin Hbf (an 10:08),
10:01 (+14),10:15,ICE 91,Nürnberg Hbf (an 13:30),5
10:04 (+26),10:30,FLX 1237,Darmstadt Hbf (an 14:19),4
10:06 Ausfall,--:--,ICE 146,Amsterdam Centraal (an 15:59),7
10:07 (+2),10:09,RE 62013,Wismar (an 13:37),8
10:12 (+5),10:17,RE 3346,Schwedt(Oder) (an 11:55),6
10:15,10:15,RB 21852,Berlin Hbf (an 10:24),
10:15,10:15,RE 3168,Jüterbog (an 10:54),5
10:16,10:16,RB 18508,Lübbenau(Spreewald) (an 11:15),3
10:17 (+16),10:33,ICE 1604,Berlin Gesundbrunnen (an 10:31),7
10:23 (+18),10:41,RJ 384,København H (an 17:38),8
10:24 (+1),10:25,ICE 2810,Berlin Gesundbrunnen (an 10:43),6
10:24,10:24,ICE 696,Berlin Gesundbrunnen (an 10:43),6
10:31,10:31,RB 21854,Berlin Hbf (an 10:39),8
10:34,10:34,RE 4356,Rostock Hbf (an 13:23),4
10:35 (+30),11:05,ICE 507,München Hbf (an 15:08),5
10:43 (+3),10:46,ICE 1007,München Hbf (an 14:46),5
10:43,10:43,RE 3151,Rathenow (an 11:54),6
10:45,10:45,RB 18511,Berlin Hbf (an 10:52),8
10:45,10:45,RE 18511,Berlin Hbf (an 10:52),
10:48 (+30),11:18,ICE 934,Ostseebad Binz (an 14:29),6
10:49,10:49,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),4
10:54,10:54,RE 62010,Elsterwerda (an 12:31),3
11:00,11:00,RB 21858,Berlin Hbf (an 11:08),
11:06 (+2),11:08,RE 62015,Wittenberge (an 12:56),8
11:10 (+3),11:13,RE 3308,Stralsund Hbf (an 14:44),6
11:13 (+2),11:15,ICE 839,Frankfurt(Main)Hbf (an 14:56),5
11:15,11:15,RB 21860,Berlin Hbf (an 11:23),8
11:16,11:16,RB 18510,Lübbenau(Spreewald) (an 12:15),3
11:17 (+25),11:42,ICE 1102,Berlin Gesundbrunnen (an 11:31),7
11:17,11:17,RE 3150,Falkenberg(Elster) (an 12:44),4
11:24 (+33),11:57,29000,Hamburg-Altona (an 13:40),
11:24,11:24,ICE 29000,Hamburg-Altona (an 13:40),
11:24 (+33),11:57,ICE 602,Hamburg-Altona (an 13:40),6
11:31,11:31,RB 21862,Berlin Hbf (an 11:39),
11:34 (+1),11:35,RE 3510,Stralsund Hbf (an 14:51),4
11:35 (+1),11:36,ICE 599,München Hbf (an 19:12),5
11:37 (+63),12:40,RJ 175,Budapest-Nyugati (an 22:28),3
11:41 (+106),13:27,ICE 1162,Berlin Gesundbrunnen (an 11:56),7
11:42 (+5),11:47,ICE 1507,München Hbf (an 15:43),5
11:45,11:45,RB 18513,Berlin Hbf (an 11:55),8
11:45,11:45,RE 18513,Berlin Hbf (an 11:55),
11:45,11:45,RE 3173,Stendal Hbf (an 13:13),6
11:46,11:46,RE 3347,Luckenwalde (an 12:27),4
11:51 (+2),11:53,RE 62012,Baruth(Mark) (an 12:35),3
11:55 (+7),12:02,FLX 1236,Hamburg Hbf (an 14:21),6
12:00,12:00,RB 21866,Berlin Hbf (an 12:08),8
12:04 (+324),17:28,FLX 1239,Stuttgart Hbf (an 17:46),5
12:06 Ausfall,--:--,ICE 144,Amsterdam Centraal (an 18:00),7
12:07,12:07,RE 62017,Wismar (an 15:37),8
12:12 (+2),12:14,RE 3348,Schwedt(Oder) (an 13:55),6
12:15,12:15,RE 3170,Jüterbog (an 12:54),5
12:16,12:16,RB 18512,Lübbenau(Spreewald) (an 13:15),3
12:22 (+3),12:25,FLX 1324,Köln Hbf (an 18:31),7
12:23 (+1),12:24,RJ 178,Hamburg-Altona (an 14:40),8
12:24 (+7),12:31,ICE 694,Berlin Gesundbrunnen (an 12:43),6
12:34,12:34,RE 4358,Rostock Hbf (an 15:23),4
12:35 (+72),13:47,ICE 509,München Hbf (an 17:09),5
12:43 (+4),12:47,ICE 1009,München Hbf (an 16:45),5
12:43,12:43,RE 3153,Rathenow (an 13:54),6
12:45,12:45,RB 18515,Berlin Hbf (an 12:53),8
12:45,12:45,RE 18515,Berlin Hbf (an 12:53),
12:48 (+3),12:51,ICE 932,Ostseebad Binz (an 16:41),6
12:49,12:49,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),4
12:54,12:54,RE 62014,Elsterwerda (an 14:31),3
13:00,13:00,RB 21874,Berlin Hbf (an 13:08),
13:06 (+2),13:08,RE 62019,Wittenberge (an 14:56),8
13:10 (+4),13:14,RE 3310,Stralsund Hbf (an 16:44),6
13:13 (+1),13:14,ICE 931,Frankfurt(Main)Hbf (an 16:56),5
13:15,13:15,RB 21876,Berlin Hbf (an 13:23),
13:16,13:16,RB 18514,Lübbenau(Spreewald) (an 14:15),3
