Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:22,00:22,RE 3319,Stralsund Hbf (ab 21:10),6
00:26 (+21),00:47,RB 91666,Teltow (ab 00:00),
00:26,00:26,RE 3,Chorin (ab 05:43),
00:26,00:26,RE 3360,Lutherstadt Wittenberg Hbf (ab 22:39),
00:26,00:26,RE 91666,Teltow (ab 00:00),10
00:27 (+3),00:30,RE 3745,Senftenberg (ab 22:26),
00:27,00:27,RE 7,Sedlitz Ost (ab 09:19),
00:39,00:39,RE 56316,Oranienburg (ab 00:15),6
00:43 (+13),00:56,ICE 700,München Hbf (ab 19:09),8
00:44,00:44,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),10
01:00 (+4),01:04,RE 3742,Dessau Hbf (ab 23:23),
01:02,01:02,ICE 1500,München Hbf (ab 20:21),8
04:37,04:37,RE 3369,Eberswalde Hbf (ab 04:03),6
04:51,04:51,RE 4350,Berlin Hbf (ab 04:46),9
05:03,05:03,RE 4351,Neustrelitz Hbf (ab 03:49),6
05:14,05:14,RE 56301,Berlin Südkreuz (ab 05:01),9
05:16,05:16,RE 3707,Lübbenau(Spreewald) (ab 03:53),8
05:22,05:22,RE 3341,Schwedt(Oder) (ab 04:04),
05:27,05:27,RE 3302,Jüterbog (ab 04:22),9
05:40,05:40,RB 18240,Werder(Havel) (ab 04:37),
05:45,05:45,RE 3704,Dessau Hbf (ab 04:05),
05:46,05:46,RE 3377,Angermünde (ab 04:55),
05:51,05:51,RE 3504,Berlin Südkreuz (ab 05:34),10
06:03,06:03,RE 3503,Neubrandenburg (ab 04:27),
06:03,06:03,RE 5,Bernau a Chiemsee (ab 18:57),
06:11,06:11,RE 3709,Senftenberg (ab 04:11),10
06:22,06:22,RE 3301,Pasewalk (ab 04:44),
06:28,06:28,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),
06:35,06:35,NEB 61080,Klosterfelde (ab 06:02),
06:37 (+2),06:39,ICE 904,München Hbf (ab 23:12),10
06:37,06:37,RE 3105,Cottbus Hbf (ab 04:57),
06:40,06:40,RB 18242,Werder(Havel) (ab 05:34),
06:51,06:51,RE 4352,Berlin Südkreuz (ab 06:34),
06:57,06:57,RE 3331,Angermünde (ab 06:01),
07:03 (+2),07:05,RE 4353,Rostock Hbf (ab 04:43),6
07:13 (+7),07:20,RE 3711,Senftenberg (ab 05:11),7
07:20,07:20,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),8
07:21,07:21,RE 3343,Schwedt(Oder) (ab 06:04),6
07:28,07:28,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),9
07:34 (+5),07:39,RE 3107,Cottbus Hbf (ab 06:07),8
07:42 (+7),07:49,IC 2274,Dresden Hbf (ab 05:35),8
07:44,07:44,NEB 61082,Wandlitzsee (ab 07:18),
07:44 (+5),07:49,RB 61082,Wandlitzsee (ab 07:18),
07:48 (+3),07:51,RB 18244,Werder(Havel) (ab 06:34),
07:51,07:51,RE 3506,Berlin Südkreuz (ab 07:34),10
07:58,07:58,RE 3335,Angermünde (ab 07:10),
08:03 (+4),08:07,RE 3505,Stralsund Hbf (ab 05:02),6
08:07 (+8),08:15,RE 3713,Senftenberg (ab 06:14),
08:16 (+2),08:18,IC 2173,Rostock Hbf (ab 06:20),6
08:22,08:22,ICE 698,München Hbf (ab 22:46),8
08:22,08:22,RE 3303,Stralsund Hbf (ab 05:10),
08:28,08:28,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),
08:38 (+2),08:40,RE 3109,Cottbus Hbf (ab 07:03),7
08:38,08:38,RE 52820,Schwerin Hbf (ab 06:14),
08:38,08:38,RE 56300,Schwerin Hbf (ab 06:14),
08:40,08:40,RB 18246,Werder(Havel) (ab 07:34),
08:44,08:44,ICE 806,Erfurt Hbf (ab 06:30),
08:46 (+8),08:54,RE 3710,Dessau Hbf (ab 07:05),10
08:51,08:51,RE 4354,Berlin Südkreuz (ab 08:34),10
09:02,09:02,ICE 936,Eisenach Hbf (ab 06:37),7
09:03 (+5),09:08,RE 4355,Rostock Hbf (ab 06:36),
09:12 (+8),09:20,RE 3715,Senftenberg (ab 07:14),7
09:21,09:21,RE 3345,Schwedt(Oder) (ab 08:04),6
09:28,09:28,RE 3306,Luckenwalde (ab 08:35),9
09:31,09:31,ICE 1104,München Hbf (ab 05:17),8
09:36,09:36,RE 3111,Cottbus Hbf (ab 08:04),7
09:40,09:40,RB 18248,Werder(Havel) (ab 08:34),
09:43,09:43,IC 2272,Chemnitz Hbf (ab 06:26),9
09:51,09:51,RE 3508,Berlin Südkreuz (ab 09:34),9
10:02,10:02,RE 3507,Stralsund Hbf (ab 07:02),6
10:14,10:14,RE 3717,Senftenberg (ab 08:14),10
10:16,10:16,IC 2175,Rostock Hbf (ab 08:20),6
10:22,10:22,RE 3305,Stralsund Hbf (ab 07:10),6
10:28 (+3),10:31,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),9
10:31 (+14),10:45,ICE 1604,München Hbf (ab 06:19),8
10:35 (+6),10:41,RE 3113,Cottbus Hbf (ab 09:03),7
10:39,10:39,RB 18250,Werder(Havel) (ab 09:41),5
10:39,10:39,RE 56302,Schwerin Hbf (ab 08:14),9
10:43,10:43,ICE 696,Frankfurt(Main)Hbf (ab 06:15),8
10:51,10:51,RE 4356,Berlin Südkreuz (ab 10:34),10
10:54 (+2),10:56,ICE 839,Stralsund Hbf (ab 08:07),6
11:02,11:02,ICE 934,Darmstadt Hbf (ab 06:37),8
11:03 (+8),11:11,RE 4357,Rostock Hbf (ab 08:33),6
11:15 (+10),11:25,RE 3719,Senftenberg (ab 09:14),8
11:21 (+3),11:24,RE 3347,Schwedt(Oder) (ab 10:04),6
11:28,11:28,RE 3308,Luckenwalde (ab 10:35),9
11:31 (+4),11:35,ICE 1102,München Hbf (ab 07:17),8
11:35 (+8),11:43,RE 3115,Cottbus Hbf (ab 10:03),7
11:40,11:40,RB 18252,Werder(Havel) (ab 10:41),5
11:43 (+1),11:44,IC 2270,Chemnitz Hbf (ab 08:26),9
11:51,11:51,RE 3510,Berlin Südkreuz (ab 11:34),9
11:56 (+29),12:25,ICE 1162,Stuttgart Hbf (ab 07:03),10
12:03 (+1),12:04,RE 3509,Stralsund Hbf (ab 09:02),6
12:15 (+1),12:16,RE 3721,Senftenberg (ab 10:14),7
12:16 (+31),12:47,IC 2177,Rostock Hbf (ab 10:21),6
12:16 (+2),12:18,ICE 802,München Hbf (ab 07:12),8
12:22,12:22,RE 3307,Stralsund Hbf (ab 09:10),6
12:28,12:28,RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),9
12:31 (+14),12:45,ICE 1602,München Hbf (ab 08:21),8
12:39,12:39,RE 56304,Schwerin Hbf (ab 10:14),9
12:40,12:40,RB 18254,Werder(Havel) (ab 11:41),5
12:43 (+1),12:44,ICE 2820,Stuttgart Hbf (ab 06:49),8
12:43 (+1),12:44,ICE 694,Stuttgart Hbf (ab 06:49),8
12:46 (+21),13:07,RE 3718,Dessau Hbf (ab 11:05),
12:51,12:51,RE 4358,Berlin Südkreuz (ab 12:34),10
12:54,12:54,ICE 931,Ostseebad Binz (ab 09:15),6
13:02 (+16),13:18,ICE 932,Saarbrücken Hbf (ab 06:28),8
