Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05 (+10),00:15,RE 3182,Stendal Hbf (ab 22:50),3
00:13 (+67),01:20,ICE 901,Hamburg-Altona (ab 21:26),12
00:14 (+6),00:20,RE 73797,Brandenburg Hbf (ab 23:28),11
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),7
00:16,00:16,FEX,Blankenfelde(Teltow-Fläming) (ab 23:09),
00:16,00:16,RB 21962,Flughafen BER (ab 23:42),14
00:19,00:19,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:39),6
00:21,00:21,RE 73826,Erkner (ab 23:43),14
00:23,00:23,FEX,Berlin-Charlottenburg (ab 03:55),
00:23,00:23,RB 21964,Flughafen BER (ab 00:01),
00:26 (+17),00:43,ICE 947,Köln Hbf (ab 19:27),11
00:27 (+1),00:28,ICE 1000,München Hbf (ab 19:18),6
00:27,00:27,RE 3745,Senftenberg (ab 22:26),14
00:27,00:27,RE 7,Flensburg (ab 05:29),
00:27,00:27,RE 75445,Berlin Ostkreuz (ab 00:12),
00:30,00:30,RE 3319,Stralsund Hbf (ab 21:10),4
00:30,00:30,RE 5666,Brandenburg Hbf (ab 23:42),
00:30 (+5),00:35,RE 62095,Brandenburg Hbf (ab 23:42),12
00:35 (+1),00:36,ICE 2838,München-Pasing (ab 19:18),5
00:35 (+2),00:37,ICE 700,München-Pasing (ab 19:18),5
00:36,00:36,RE 60912,Wustermark (ab 00:02),
00:36,00:36,RE 62038,Wustermark (ab 00:02),6
00:39,00:39,RB 21966,Flughafen BER (ab 00:16),
00:49 (+8),00:57,RE 3141,Cottbus Hbf (ab 23:03),13
00:50,00:50,RE 3140,Berlin-Charlottenburg (ab 00:42),11
00:53,00:53,RE 73796,Erkner (ab 00:20),14
00:55,00:55,RE 20173,Brandenburg Hbf (ab 00:09),
00:55 (+3),00:58,RE 73799,Brandenburg Hbf (ab 00:09),12
01:02 (+1),01:03,RE 3742,Dessau Hbf (ab 23:23),11
01:04,01:04,RB 21968,Flughafen BER (ab 00:30),
01:19,01:19,ICE 2828,München Hbf (ab 10:48),5
01:20,01:20,RE 1,Genthin (ab 00:01),
01:20 (+6),01:26,RE 73791,Magdeburg Hbf (ab 23:21),12
01:28 (+57),02:25,ICE 592,München Hbf (ab 16:45),7
01:29 (+2),01:31,ICE 1707,Hamburg-Altona (ab 22:34),12
01:32 (+14),01:46,RB 62107,Brandenburg Hbf (ab 00:44),
01:32,01:32,RE 17468,Brandenburg Hbf (ab 00:44),
01:33,01:33,RE 3361,Schwedt(Oder) (ab 00:04),5
01:42,01:42,RB 21969,Berlin-Charlottenburg (ab 01:33),
01:48,01:48,RE 17493,Brandenburg Hbf (ab 01:02),
01:48 (+7),01:55,RE 61987,Brandenburg Hbf (ab 01:02),12
01:48 (+1),01:49,RE 73752,Erkner (ab 01:16),14
01:49,01:49,RB 62087,Wustermark (ab 01:16),8
01:51 (+3),01:54,ICE 1500,München Hbf (ab 20:21),5
01:54,01:54,RB 21800,Flughafen BER (ab 01:22),14
02:00 (+1),02:01,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),
02:10,02:10,RE 20158,Brandenburg Hbf (ab 01:22),
02:10 (+3),02:13,RE 62113,Brandenburg Hbf (ab 01:22),12
02:29 (+18),02:47,RE 3701,Berlin Ostkreuz (ab 02:13),13
02:29,02:29,RE 3703,Berlin Ostkreuz (ab 02:13),
02:35 (+9),02:44,RE 73793,Biederitz (ab 00:52),11
02:47 (+1),02:48,RB 62089,Wustermark (ab 02:16),7
02:54,02:54,RB 21802,Flughafen BER (ab 02:22),14
02:57,02:57,RB 21803,Berlin-Charlottenburg (ab 02:48),12
03:05,03:05,RE 73754,Berlin Ostkreuz (ab 02:51),14
03:27,03:27,RB 21805,Berlin-Charlottenburg (ab 03:18),12
03:44 (+1),03:45,RB 62091,Wustermark (ab 03:15),7
04:04,04:04,RB 21809,Berlin-Charlottenburg (ab 03:55),12
04:09,04:09,RE 73751,Brandenburg Hbf (ab 03:13),11
04:13,04:13,RE 3705,Berlin Ostkreuz (ab 03:54),
04:22,04:22,RB 21811,Berlin-Charlottenburg (ab 04:13),
04:24,04:24,ICE 277,Berlin Ostbahnhof (ab 04:15),
04:28,04:28,RE 73801,Berlin-Charlottenburg (ab 04:20),11
04:33,04:33,RE 3101,Berlin Ostkreuz (ab 04:16),
04:35,04:35,ICE 1706,Berlin Südkreuz (ab 04:29),8
04:37 (+2),04:39,RE 73756,Berlin Ostkreuz (ab 04:23),14
04:38,04:38,RB 21813,Berlin-Charlottenburg (ab 04:29),
04:44 (+5),04:49,RB 21806,Flughafen BER (ab 04:10),
04:44,04:44,RE 3702,Bad Belzig (ab 03:41),
04:45,04:45,RB 62094,Berlin Südkreuz (ab 04:38),
