Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:11 (+19),00:30,ICE 901,Berlin Ostbahnhof (an 00:24),4
00:23,00:23,RB 21962,Berlin-Charlottenburg (an 00:26),4
00:35,00:35,RB 93045,Berlin-Wannsee (an 00:47),3
00:46,00:46,RE 3140,Cottbus Hbf (an 02:40),
00:57,00:57,RE 3141,Schorndorf (an 10:39),4
01:25 (+5),01:30,ICE 1707,Berlin Ostbahnhof (an 01:40),2
01:25 (+14),01:39,ICE 2923,Uelzen (an 23:34),
01:25 (+5),01:30,ICE 2929,Payerbach-Reichenau an der Rax (an 12:31),
01:48 (+19),02:07,ICE 274,Berlin Ostbahnhof (an 02:04),3
04:04,04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:21,04:21,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:24,04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),04:30,ICE 646,Köln Hbf (an 09:33),4
04:35 (+2),04:37,ICE 277,Chur (an 14:22),3
04:39,04:39,RE 3702,Senftenberg (an 06:41),
04:42,04:42,RE 3101,Berlin-Spandau (an 04:53),
04:45,04:45,RE 1,Stuttgart Hbf (an 23:25),
04:45,04:45,RE 73756,Potsdam Hbf (an 05:05),
05:09,05:09,RE 73716,Potsdam Hbf (an 05:29),
05:09,05:09,RE 73753,Frankfurt(Oder) (an 06:35),2
05:09,05:09,RE 94716,Brandenburg Hbf (an 05:57),
05:19,05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:21,05:21,RE 3707,Berlin-Wannsee (an 05:34),
05:30,05:30,RE 73758,Brandenburg Hbf (an 06:19),
05:34 (+5),05:39,ICE 946,Köln Hbf (an 10:35),3
05:39,05:39,RE 3704,Senftenberg (an 07:41),2
05:44,05:44,RE 3103,Berlin-Spandau (an 05:54),
05:52,05:52,RE 73713,Frankfurt(Oder) (an 07:18),
06:03 (+34),06:37,ICE 1541,Berlin Ostbahnhof (an 06:19),1
06:08,06:08,RE 73718,Brandenburg Hbf (an 06:57),
06:09,06:09,RE 73803,Berlin Ostbahnhof (an 06:24),
06:19,06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:21,06:21,RE 3709,Dessau Hbf (an 07:53),3
06:21,06:21,RE 7,Hagen Hbf (an 23:37),
06:30,06:30,RE 73755,Berlin Ostbahnhof (an 06:46),
06:30,06:30,RE 73760,Brandenburg Hbf (an 07:19),
06:30,06:30,REX 1683,Brandenburg Hbf (an 07:19),4
06:36,06:36,ICE 279,Chur (an 16:22),3
06:39,06:39,RE 3706,Senftenberg (an 08:41),2
06:44,06:44,ICE 1272,Berlin Ostbahnhof (an 07:02),1
06:44,06:44,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:47,06:47,RE 73804,Brandenburg Hbf (an 07:33),3
06:52 (+17),07:09,RE 73715,Frankfurt(Oder) (an 08:18),2
06:52,06:52,REX 1595,Frankfurt(Oder) (an 08:18),2
07:08,07:08,RE 73720,Magdeburg Hbf (an 08:50),4
07:09 (+7),07:16,RE 73805,Berlin Ostbahnhof (an 07:24),2
07:19,07:19,RE 3106,Cottbus Hbf (an 08:56),1
07:21,07:21,RE 3711,Dessau Hbf (an 08:53),4
07:30,07:30,RE 73757,Frankfurt(Oder) (an 08:43),2
07:30,07:30,RE 73762,Brandenburg Hbf (an 08:23),4
07:39,07:39,IC 2432,Hannover Hbf (an 10:25),3
07:39,07:39,IC 2810,Hannover Hbf (an 10:25),3
07:39 (+3),07:42,RE 3708,Senftenberg (an 09:41),2
07:44,07:44,RE 3107,Hennigsdorf(b Berlin) (an 08:23),4
07:47,07:47,ICE 649,Berlin Ostbahnhof (an 08:03),2
07:47 (+5),07:52,RE 73806,Brandenburg Hbf (an 08:33),
07:52 (+7),07:59,RE 73717,Frankfurt(Oder) (an 09:18),2
08:04,08:04,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:08,08:08,RE 73722,Magdeburg Hbf (an 09:50),3
08:09,08:09,RE 73807,Berlin Ostbahnhof (an 08:24),
08:19,08:19,RE 3108,Cottbus Hbf (an 09:55),1
08:21,08:21,RE 3713,Dessau Hbf (an 09:53),3
08:30,08:30,RE 73759,Frankfurt(Oder) (an 09:43),2
08:30,08:30,RE 73764,Brandenburg Hbf (an 09:19),4
08:39,08:39,RE 3710,Sedlitz Ost (an 10:36),
08:44,08:44,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:47,08:47,RE 73808,Brandenburg Hbf (an 09:33),3
08:52,08:52,RE 73719,Frankfurt(Oder) (an 10:18),2
09:08,09:08,RE 73724,Magdeburg Hbf (an 10:50),3
09:19,09:19,RE 3110,Cottbus Hbf (an 10:55),1
09:21,09:21,RE 3715,Dessau Hbf (an 10:53),3
09:30,09:30,RE 73761,Frankfurt(Oder) (an 10:43),2
09:39,09:39,RE 3712,Senftenberg (an 11:41),1
09:44,09:44,RE 3111,Berlin-Spandau (an 09:54),
09:47,09:47,RB 73810,Brandenburg Hbf (an 10:33),3
09:52,09:52,RE 73721,Frankfurt(Oder) (an 11:18),2
10:04,10:04,RB 18149,Berlin Ostbahnhof (an 10:21),1
10:08,10:08,RE 73726,Magdeburg Hbf (an 11:50),4
10:19,10:19,RE 3112,Cottbus Hbf (an 11:55),1
10:21,10:21,RE 3717,Potsdam-Rehbrücke (an 10:43),
10:30,10:30,RE 73763,Frankfurt(Oder) (an 11:43),2
10:30,10:30,RE 73768,Brandenburg Hbf (an 11:19),4
10:39,10:39,RE 3714,Lübbenau(Spreewald) (an 12:03),
10:44,10:44,RE 3113,Berlin-Spandau (an 10:54),
10:52,10:52,RE 73723,Frankfurt(Oder) (an 12:18),2
11:08,11:08,RE 73728,Magdeburg Hbf (an 12:50),4
11:19,11:19,RE 3114,Cottbus Hbf (an 12:55),1
