Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:00,RB 21962,Berlin-Charlottenburg (an 00:26),2
00:12,RE 7,Berlin-Wannsee (an 22:35),
00:16 (+7),RE 73749,Eisenhüttenstadt (an 01:41),1
00:38,RB 94796,Berlin Hbf (an 00:53),
01:09,RE 3140,Cottbus Hbf (an 02:40),
01:33,RB 94752,Potsdam Hbf (an 02:18),
01:38,RE 94791,Frankfurt(Oder) (an 02:38),
02:13,RE 3701,Berlin Hbf (an 02:29),
02:13,RE 3703,Berlin Hbf (an 02:29),
02:51,RE 73754,Magdeburg Hbf (an 05:08),2
02:53,RB 94793,Frankfurt(Oder) (an 03:55),
03:54,RE 3700,Lübbenau(Spreewald) (an 04:57),
03:54,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:22,RB 18301,Wünsdorf-Waldstadt (an 05:17),13
04:23,RE 73756,Brandenburg Hbf (an 05:33),2
04:27,RE 73751,Frankfurt(Oder) (an 05:29),
04:41,RB 18300,Eberswalde Hbf (an 05:27),14
04:46,RE 73716,Magdeburg Hbf (an 06:50),
04:46,RE 73801,Frankfurt(Oder) (an 05:36),
05:07,RE 73758,Potsdam Hbf (an 05:51),
05:20,RE 3103,Berlin-Spandau (an 05:54),
05:20,RE 92303,Berlin-Spandau (an 05:54),
05:32,RE 73753,Frankfurt(Oder) (an 06:35),1
05:42,RE 3102,Lübbenau(Spreewald) (an 06:32),
05:44,RE 73718,Magdeburg Hbf (an 07:50),
06:01,RE 3704,Lübbenau(Spreewald) (an 07:03),
06:05 (+2),EC 41,Warszawa Wschodnia (an 11:15),1
06:07,RE 73760,Potsdam Hbf (an 06:51),
06:16,RE 73713,Frankfurt(Oder) (an 07:18),
06:20,RE 2,Singen(Hohentwiel) (an 07:50),
06:20,RE 3105,Berlin-Spandau (an 06:54),
06:41,RB 18304,Eberswalde Hbf (an 07:27),14
06:42,RE 3104,Lübben(Spreewald) (an 07:25),
06:44,RE 73720,Magdeburg Hbf (an 08:50),
06:53,RE 73755,Frankfurt(Oder) (an 07:47),
07:07,RE 73762,Potsdam Hbf (an 07:51),
07:16,RE 73715,Frankfurt(Oder) (an 08:20),
07:41,RB 18306,Eberswalde Hbf (an 08:27),
07:42,RE 3106,Lübben(Spreewald) (an 08:25),
07:44,RE 73722,Magdeburg Hbf (an 09:50),
07:53,RE 73757,Frankfurt(Oder) (an 08:43),
08:02,RE 3708,Senftenberg (an 09:41),
08:02,RE 94008,Lübben(Spreewald) (an 08:56),
08:07,RE 73764,Brandenburg Hbf (an 09:19),2
08:16,RE 73717,Frankfurt(Oder) (an 09:18),
08:41,RB 18308,Bernau(b Berlin) (an 09:07),
08:42,RE 3108,Lübben(Spreewald) (an 09:25),
08:44 (+1),RE 73724,Magdeburg Hbf (an 10:50),2
08:53,RE 73759,Frankfurt(Oder) (an 09:43),1
09:02,RE 3710,Lübben(Spreewald) (an 09:56),
09:07,RE 73766,Brandenburg Hbf (an 10:19),2
09:16 (+1),RE 73719,Frankfurt(Oder) (an 10:18),1
09:41,RB 18310,Eberswalde Hbf (an 10:27),14
09:44 (+1),RE 73726,Magdeburg Hbf (an 11:50),2
09:53 (+1),RE 73761,Frankfurt(Oder) (an 10:43),1
10:07,RE 73768,Brandenburg Hbf (an 11:19),2
10:16 (+1),RE 73721,Frankfurt(Oder) (an 11:18),1
10:41,RB 18312,Eberswalde Hbf (an 11:27),
10:44 (+1),RE 73728,Magdeburg Hbf (an 12:50),2
10:53,RE 73763,Frankfurt(Oder) (an 11:43),1
11:07,RE 73770,Brandenburg Hbf (an 12:19),2
11:16 (+1),RE 73723,Frankfurt(Oder) (an 12:18),1
11:22,RB 18315,Flughafen BER (an 11:40),
11:41,RB 18314,Eberswalde Hbf (an 12:27),
11:44 (+1),RE 73730,Magdeburg Hbf (an 13:50),2
11:46,RB 18215,Ludwigsfelde (an 12:24),13
11:53,RE 73765,Frankfurt(Oder) (an 12:43),1
12:07,RE 73772,Brandenburg Hbf (an 13:19),
12:16 (+2),RE 73725,Frankfurt(Oder) (an 13:18),1
12:18,RB 18214,Berlin-Lichtenberg (an 12:22),14
12:22,RB 18317,Flughafen BER (an 12:40),
12:41,RB 18316,Eberswalde Hbf (an 13:27),
12:44,RE 73732,Magdeburg Hbf (an 14:50),
12:46,RB 18217,Ludwigsfelde (an 13:24),13
12:53,RE 73767,Frankfurt(Oder) (an 13:43),1
13:07,RE 73774,Brandenburg Hbf (an 14:19),
13:16 (+6),RE 73727,Frankfurt(Oder) (an 14:18),1
13:22,RB 18319,Flughafen BER (an 13:40),
13:41,RB 18318,Eberswalde Hbf (an 14:27),14
13:44,RE 73734,Magdeburg Hbf (an 15:50),
14:06,RE 73776,Brandenburg Hbf (an 15:19),
14:16,RE 73729,Frankfurt(Oder) (an 15:18),
14:18,RB 18218,Berlin-Lichtenberg (an 14:22),14
14:41,RB 18320,Eberswalde Hbf (an 15:27),14
14:44 (+1),RE 73736,Magdeburg Hbf (an 16:50),2
14:46,RB 18221,Flughafen BER (an 15:05),
15:07,RE 73778,Brandenburg Hbf (an 16:23),2
15:16,RE 73731,Frankfurt(Oder) (an 16:18),
15:22,RB 18323,Flughafen BER (an 15:40),
15:41,RB 18322,Eberswalde Hbf (an 16:27),
15:44 (+1),RE 73738,Magdeburg Hbf (an 17:50),2
15:46,RB 18223,Flughafen BER (an 16:05),
15:53,RE 73773,Frankfurt(Oder) (an 16:43),1
16:07,RE 73780,Brandenburg Hbf (an 17:19),
16:16 (+2),RE 73733,Frankfurt(Oder) (an 17:18),1
16:22,RB 18325,Flughafen BER (an 16:40),
16:41,RB 18324,Eberswalde Hbf (an 17:27),
16:44,RE 73740,Magdeburg Hbf (an 18:50),
16:53,RE 73775,Frankfurt(Oder) (an 17:43),
17:07,RE 73782,Brandenburg Hbf (an 18:23),
17:16 (+11),RE 73735,Frankfurt(Oder) (an 18:18),1
17:41,RB 18326,Eberswalde Hbf (an 18:27),
17:44,RE 73742,Magdeburg Hbf (an 19:50),
17:53,RE 73777,Frankfurt(Oder) (an 18:43),
18:07,RE 73784,Brandenburg Hbf (an 19:19),
18:16,RE 73737,Frankfurt(Oder) (an 19:18),
18:20,RE 18769,Berlin-Spandau (an 18:54),
18:20 (+15),RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
18:41,RB 18328,Eberswalde Hbf (an 19:27),
18:42,RE 3128,Cottbus Hbf (an 19:55),1
18:44 (+1),RE 73744,Magdeburg Hbf (an 20:50),2
18:46,RB 18229,Flughafen BER (an 19:06),
18:54,RE 73779,Frankfurt(Oder) (an 19:47),
18:59 (+12),RE 3735,Dessau Hbf (an 20:53),2
19:02 (+7),RE 3730,Senftenberg (an 20:41),1
19:07,RE 73786,Brandenburg Hbf (an 20:19),2
19:16,RE 73739,Frankfurt(Oder) (an 20:18),
19:20 (+1),RE 3131,Hennigsdorf(b Berlin) (an 20:23),2
19:20,RE 92131,Berlin-Spandau (an 19:54),
19:22,RB 18331,Flughafen BER (an 19:40),
19:41,RB 18330,Eberswalde Hbf (an 20:27),
19:42,RE 3130,Cottbus Hbf (an 20:55),1
19:44,RE 73746,Magdeburg Hbf (an 21:50),
19:53,RE 73781,Frankfurt(Oder) (an 20:43),1
19:59,RE 3737,Dessau Hbf (an 21:53),2
20:02 (+6),RE 3732,Senftenberg (an 21:41),1
20:07,RE 73788,Brandenburg Hbf (an 21:21),
20:16 (+1),RE 73741,Frankfurt(Oder) (an 21:18),1
20:20,RE 3133,Hennigsdorf(b Berlin) (an 21:23),2
20:20,RE 92133,Berlin-Spandau (an 20:54),
20:22,RB 18333,Flughafen BER (an 20:40),
20:41,RB 18332,Eberswalde Hbf (an 21:27),
20:42 (+26),RE 3132,Cottbus Hbf (an 21:55),1
20:44,RE 73748,Magdeburg Hbf (an 22:50),2
20:46,RB 32,Flughafen BER (an 21:05),
20:48,RB 61133,Templin Stadt (an 22:18),8
20:54,RE 73783,Frankfurt(Oder) (an 21:43),
20:59,RE 3739,Dessau Hbf (an 22:53),2
21:02,RE 3734,Lübbenau(Spreewald) (an 22:04),1
21:16 (+5),RE 73743,Frankfurt(Oder) (an 22:18),1
21:20 (+18),RE 3135,Berlin-Charlottenburg (an 21:46),2
21:20,RE 92135,Berlin Hbf (an 21:35),
21:22,RB 18335,Flughafen BER (an 21:40),
21:38,RE 73790,Magdeburg Hbf (an 23:55),
21:41,RB 18334,Eberswalde Hbf (an 22:27),
21:42,RE 3134,Cottbus Hbf (an 22:55),1
21:53,RE 73785,Frankfurt(Oder) (an 22:43),1
22:01,RE 3741,Bad Belzig (an 23:19),2
22:02,RE 3736,Lübbenau(Spreewald) (an 23:04),1
22:16,RE 73745,Frankfurt(Oder) (an 23:18),1
22:38,RE 73792,Magdeburg Hbf (an 00:48),2
22:41,RB 18336,Eberswalde Hbf (an 23:27),
22:41,RB 24,Köln Messe/Deutz (an 07:18),
22:52,RB 73824,Berlin Hbf (an 23:07),
23:10,RE 3136,Cottbus Hbf (an 00:40),1
23:16,RE 73747,Frankfurt(Oder) (an 00:18),1
23:19,RE 3139,Berlin-Charlottenburg (an 23:46),2
23:38,RB 94794,Berlin Hbf (an 23:53),
