Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:14,00:14,RB 21962,Berlin-Charlottenburg (an 00:26),4
00:25,00:25,RB 93045,Berlin-Wannsee (an 00:47),
00:47,00:47,RE 3141,Schorndorf (an 10:39),3
04:12,04:12,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:14,04:14,RE 73751,Frankfurt(Oder) (an 05:29),
04:31,04:31,RE 2,Regensburg Hbf (an 22:38),
04:31,04:31,RE 3101,Berlin-Spandau (an 04:53),
04:33,04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:35,04:35,RE 1,Stuttgart Hbf (an 23:25),
04:35,04:35,RE 73756,Potsdam Hbf (an 05:05),
04:49,04:49,RE 3702,Senftenberg (an 06:41),
04:59,04:59,RE 73716,Potsdam Hbf (an 05:29),
04:59,04:59,RE 94716,Brandenburg Hbf (an 05:57),
05:12,05:12,RE 3707,Berlin-Wannsee (an 05:34),
05:19,05:19,RE 73753,Frankfurt(Oder) (an 06:35),1
05:20,05:20,RE 73758,Brandenburg Hbf (an 06:19),
05:29,05:29,RE 3102,Cottbus Hbf (an 06:56),1
05:35,05:35,RE 3103,Berlin-Spandau (an 05:54),
05:48,05:48,RE 3704,Senftenberg (an 07:41),1
05:57,05:57,RE 73718,Brandenburg Hbf (an 06:57),
06:02,06:02,RE 73713,Frankfurt(Oder) (an 07:18),
06:12,06:12,RE 3709,Dessau Hbf (an 07:53),3
06:18,06:18,RE 73803,Berlin Ostbahnhof (an 06:24),
06:20,06:20,RE 73760,Brandenburg Hbf (an 07:19),
06:20,06:20,REX 1683,Brandenburg Hbf (an 07:19),3
06:29,06:29,RE 3104,Cottbus Hbf (an 07:57),1
06:35,06:35,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:37,06:37,RE 73804,Brandenburg Hbf (an 07:33),4
06:40,06:40,RE 73755,Berlin Ostbahnhof (an 06:46),
06:49 (+10),06:59,RE 3706,Senftenberg (an 08:41),1
06:57,06:57,RE 73720,Magdeburg Hbf (an 08:50),3
07:02 (+16),07:18,RE 73715,Frankfurt(Oder) (an 08:18),1
07:02,07:02,REX 1595,Frankfurt(Oder) (an 08:18),1
07:12,07:12,RE 3711,Dessau Hbf (an 08:53),3
07:18 (+6),07:24,RE 73805,Berlin Ostbahnhof (an 07:24),1
07:20,07:20,RE 73762,Brandenburg Hbf (an 08:23),3
07:29,07:29,RE 3106,Cottbus Hbf (an 08:56),1
07:35,07:35,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:37 (+6),07:43,RE 73806,Brandenburg Hbf (an 08:33),
07:40,07:40,RE 73757,Frankfurt(Oder) (an 08:43),1
07:48,07:48,RB 18146,Berlin Zoologischer Garten (an 07:57),
07:49,07:49,RE 3708,Senftenberg (an 09:41),1
07:57,07:57,RE 73722,Magdeburg Hbf (an 09:50),4
08:02,08:02,RE 73717,Frankfurt(Oder) (an 09:18),1
08:12,08:12,RE 3713,Dessau Hbf (an 09:53),4
08:13,08:13,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:18,08:18,RE 73807,Berlin Ostbahnhof (an 08:24),
08:20,08:20,RE 73764,Brandenburg Hbf (an 09:19),3
08:29,08:29,RE 3108,Cottbus Hbf (an 09:55),1
08:35,08:35,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:37,08:37,RE 73808,Brandenburg Hbf (an 09:33),4
08:40,08:40,RE 73759,Frankfurt(Oder) (an 09:43),1
08:48,08:48,RB 18148,Berlin Zoologischer Garten (an 08:57),3
08:49,08:49,RE 3710,Sedlitz Ost (an 10:36),
08:57,08:57,RE 73724,Magdeburg Hbf (an 10:50),3
09:02,09:02,RE 73719,Frankfurt(Oder) (an 10:18),1
