Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05,00:05,RE 3182,Stendal Hbf (ab 22:50),
00:13 (+35),00:48,ICE 2861,Hamburg-Altona (ab 21:26),
00:13 (+35),00:48,ICE 901,Hamburg-Altona (ab 21:26),
00:21,00:21,RE 73826,Berlin Ostkreuz (ab 00:06),
00:23,00:23,FEX,Berlin Ostkreuz (ab 00:00),
00:26 (+46),01:12,ICE 947,Köln Hbf (ab 19:27),11
00:27,00:27,RE 7,Berlin Ostkreuz (ab 00:12),
00:30 (+80),01:50,ICE 592,München Hbf (ab 16:45),7
00:35 (+6),00:41,ICE 700,München Hbf (ab 19:09),5
00:50,00:50,RE 3140,Berlin-Charlottenburg (ab 00:42),12
00:53,00:53,RE 91367,Fürstenwalde(Spree) (ab 00:00),
00:54,00:54,ICE 1500,München Hbf (ab 20:21),
01:29 (+4),01:33,ICE 1707,Hamburg-Altona (ab 22:34),
01:48,01:48,RE 73752,Frankfurt(Oder) (ab 00:29),14
01:55 (+16),02:11,ICE 274,Basel SBB (ab 18:16),12
02:47,02:47,RB 62089,Wustermark (ab 02:16),
03:27,03:27,RB 21805,Berlin-Charlottenburg (ab 03:18),12
04:09,04:09,RE 73751,Brandenburg Hbf (ab 03:13),11
04:13 (+1),04:14,RE 3705,Berlin Ostkreuz (ab 03:54),14
04:20 (+1),04:21,ICE 646,Berlin Ostbahnhof (ab 04:09),14
04:24,04:24,ICE 277,Berlin Ostbahnhof (ab 04:15),13
04:28,04:28,RE 73801,Berlin-Charlottenburg (ab 04:20),11
04:33,04:33,RE 2,Hannover Hbf (ab 00:38),
04:35,04:35,ICE 1706,Berlin Südkreuz (ab 04:29),8
04:37,04:37,RE 73756,Berlin Ostkreuz (ab 04:23),14
04:44 (+3),04:47,RE 3702,Bad Belzig (ab 03:41),11
04:45,04:45,RB 62094,Berlin Südkreuz (ab 04:38),8
04:46,04:46,RE 62040,Wustermark (ab 04:16),3
05:01,05:01,RE 73716,Frankfurt(Oder) (ab 03:38),13
05:06,05:06,RE 3144,Nennhausen (ab 04:16),2
05:06,05:06,RE 4,Rheydt Hbf (ab 00:54),
05:13,05:13,RE 3707,Lübbenau(Spreewald) (ab 03:53),13
05:13,05:13,RE 62003,Baruth(Mark) (ab 04:19),7
05:14,05:14,RE 73753,Brandenburg Hbf (ab 04:17),11
05:18,05:18,RE 3302,Falkenberg(Elster) (ab 03:40),2
05:21 (+19),05:40,ICE 2825,Berlin Gesundbrunnen (ab 05:16),4
05:21 (+19),05:40,ICE 593,Berlin Gesundbrunnen (ab 05:16),4
05:22,05:22,RE 73758,Frankfurt(Oder) (ab 04:15),13
05:25,05:25,ICE 946,Berlin Ostbahnhof (ab 05:15),14
05:32,05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:35 (+138),07:53,ICE 1541,Köln Hbf (ab 23:24),11
05:35,05:35,RE 3103,Cottbus Hbf (ab 04:00),14
05:35,05:35,RE 62000,Elstal (ab 05:07),2
05:36,05:36,ICE 608,Berlin Südkreuz (ab 05:31),5
05:37,05:37,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),11
05:39,05:39,RB 21814,Flughafen BER (ab 05:16),8
05:43 (+2),05:45,RE 3704,Dessau Hbf (ab 04:05),12
05:45,05:45,RB 62050,Wünsdorf-Waldstadt (ab 04:50),7
05:52,05:52,RB 18501,Cottbus Hbf (ab 04:24),8
05:52,05:52,RE 18501,Cottbus Hbf (ab 04:24),8
05:52,05:52,RE 3167,Jüterbog (ab 05:02),7
05:57 (+6),06:03,RE 73713,Magdeburg Hbf (ab 04:12),11
05:59,05:59,RE 73718,Eisenhüttenstadt (ab 04:21),14
06:05 (+22),06:27,RE 3164,Stendal Hbf (ab 04:48),2
06:07,06:07,ICE 240,Berlin Ostbahnhof (ab 06:00),14
06:08,06:08,RE 21818,Flughafen BER (ab 05:46),8
06:12 (+17),06:29,RB 62051,Wustermark (ab 05:39),1
06:13,06:13,RB 73803,Brandenburg Hbf (ab 05:22),12
06:13,06:13,RE 3709,Senftenberg (ab 04:11),13
06:13,06:13,RE 73803,Brandenburg Hbf (ab 05:22),12
06:14 (+13),06:27,EC 430,Przemysl Glowny (ab 18:49),13
06:15,06:15,RE 62005,Elsterwerda (ab 04:29),7
06:18,06:18,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),2
06:22,06:22,ICE 503,Berlin Gesundbrunnen (ab 06:16),3
06:22,06:22,RE 73760,Frankfurt(Oder) (ab 05:08),13
06:23,06:23,RE 21820,Flughafen BER (ab 06:01),8
06:25 (+1),06:26,ICE 279,Berlin Ostbahnhof (ab 06:15),14
06:30 (+1),06:31,ICE 904,München Hbf (ab 23:12),5
06:32,06:32,ICE 1604,München Hbf (ab 06:19),6
06:32,06:32,ICE 1704,Berlin Südkreuz (ab 06:26),7
06:35 Ausfall,--:--,RE 3105,Cottbus Hbf (ab 04:57),14
06:35,06:35,RE 73755,Brandenburg Hbf (ab 05:44),12
06:37 Ausfall,--:--,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),12
06:39,06:39,RB 21822,Flughafen BER (ab 06:16),
06:39 (+4),06:43,RE 62002,Elstal (ab 06:07),2 D - G
06:39 (+3),06:42,RE 73804,Berlin Ostbahnhof (ab 06:30),13
06:42 (+1),06:43,ICE 644,Berlin Ostbahnhof (ab 06:32),14
06:44 (+27),07:11,RE 3706,Dessau Hbf (ab 05:05),11
06:45,06:45,RB 62052,Rangsdorf (ab 06:21),7
06:48,06:48,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),12
06:50 (+1),06:51,RE 3147,Falkenberg(Elster) (ab 05:14),7
06:53 (+6),06:59,RB 18503,Cottbus Hbf (ab 05:23),
06:53 (+5),06:58,RE 18503,Cottbus Hbf (ab 05:23),8
06:57 (+59),07:56,RE 73715,Magdeburg Hbf (ab 05:01),11
06:59,06:59,RE 73720,Frankfurt(Oder) (ab 05:42),14
07:02 (+3),07:05,ICE 2834,Berlin Gesundbrunnen (ab 06:56),4
07:06 (+2),07:08,ICE 1548,Berlin Ostbahnhof (ab 06:55),14
07:06,07:06,RE 3146,Stendal Hbf (ab 05:48),2
07:07 (+11),07:18,IC 2274,Dresden Hbf (ab 05:35),5
07:08,07:08,RE 21826,Flughafen BER (ab 06:46),8
07:12,07:12,RB 62053,Wustermark (ab 06:39),1
07:13 (+1),07:14,RE 3711,Senftenberg (ab 05:11),13
07:13 (+8),07:21,RE 62007,Elsterwerda (ab 05:29),7
07:13 (+2),07:15,RE 73805,Magdeburg Hbf (ab 05:31),12
07:16 (+1),07:17,ICE 795,Berlin Ostbahnhof (ab 07:06),14
07:18,07:18,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),2
07:22 (+119),09:21,IC 60409,Zürich HB (ab 19:59),5
07:22 (+119),09:21,NJ 409,Zürich HB (ab 19:59),5
07:22,07:22,RE 73762,Eisenhüttenstadt (ab 05:36),13
07:23,07:23,RB 21828,Flughafen BER (ab 07:01),
07:24 (+16),07:40,RJ 387,Hamburg-Altona (ab 04:36),3
07:28,07:28,IC 2432,Cottbus Hbf (ab 06:01),13
07:29,07:29,ICE 606,Erfurt Hbf (ab 05:25),6
07:32 (+1),07:33,ICE 1503,Berlin Gesundbrunnen (ab 07:26),4
07:35 Ausfall,--:--,RE 3107,Cottbus Hbf (ab 06:07),14
07:35,07:35,RE 73757,Brandenburg Hbf (ab 06:44),12
07:37 Ausfall,--:--,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),12
07:39,07:39,RE 62004,Elstal (ab 07:07),2
07:39 (+1),07:40,RE 73806,Berlin Ostbahnhof (ab 07:30),13
07:41 (+6),07:47,EN 40476,Budapest-Nyugati (ab 19:30),5
07:41 (+6),07:47,NJ 456,Graz Hbf (ab 19:21),5
07:42,07:42,ICE 944,Berlin Ostbahnhof (ab 07:32),14
07:44 (+3),07:47,RE 3708,Dessau Hbf (ab 06:05),11
07:46 (+5),07:51,ICE 703,Berlin Gesundbrunnen (ab 07:41),3
07:46,07:46,RB 62054,Rangsdorf (ab 07:23),7
07:52 (+4),07:56,ICE 2845,Hannover Hbf (ab 05:50),12
07:52 (+4),07:56,ICE 649,Hannover Hbf (ab 05:50),12
07:52 (+1),07:53,RE 3169,Jüterbog (ab 07:02),7
07:53,07:53,RB 18505,Cottbus Hbf (ab 06:12),8
07:53 Ausfall,--:--,RE 18505,Cottbus Hbf (ab 06:12),8
07:57 (+6),08:03,RE 73717,Magdeburg Hbf (ab 06:12),11
07:59,07:59,RE 73722,Eisenhüttenstadt (ab 06:20),13
08:03,08:03,ICE 148,Berlin Ostbahnhof (ab 07:56),14
08:05 (+5),08:10,RE 3166,Stendal Hbf (ab 06:47),2
08:06,08:06,ICE 698,München Hbf (ab 22:26),5
08:09,08:09,IC 2474,Magdeburg Hbf (ab 06:40),
08:12,08:12,RB 62055,Wustermark (ab 07:39),1
08:13 (+1),08:14,RE 3713,Senftenberg (ab 06:14),13
08:13,08:13,RE 73807,Brandenburg Hbf (ab 07:22),12
08:15,08:15,RE 62009,Elsterwerda (ab 06:40),7
08:17 (+11),08:28,ICE 851,Hannover Hbf (ab 06:09),11
08:19,08:19,RE 3344,Halle(Saale)Hbf (ab 05:46),2
08:21 (+9),08:30,ICE 505,Hamburg-Altona (ab 05:34),3
08:27,08:27,ICE 371,Berlin Ostbahnhof (ab 08:17),13
08:28 Ausfall,--:--,IC 2231,Magdeburg Hbf (ab 07:02),11
08:28,08:28,RJ 870,Dresden Hbf (ab 06:42),6
08:30,08:30,ICE 806,Erfurt Hbf (ab 06:30),5
08:32,08:32,ICE 1005,Berlin Gesundbrunnen (ab 08:26),4
08:34,08:34,DRF 1320,Dresden Hbf (ab 06:53),7
08:34,08:34,FLX 1320,Dresden Hbf (ab 06:53),7
08:35 Ausfall,--:--,RE 3109,Cottbus Hbf (ab 07:03),14
08:35,08:35,RE 73759,Brandenburg Hbf (ab 07:44),12
08:37 Ausfall,--:--,RE 3108,Hennigsdorf(b Berlin) (ab 07:35),12
08:39,08:39,RE 62006,Elstal (ab 08:07),2 D - G
08:39,08:39,RE 73808,Berlin Ostbahnhof (ab 08:30),13
08:40 (+30),09:10,D 10301,Stockholm Central (ab 16:25),
08:40 (+30),09:10,D 301,København Syd (ab 22:32),12
08:40 (+165),11:25,EN 345,Stockholm Central (ab 17:29),-
08:40,08:40,Snälltåget 301,Malmö Central (ab 21:55),
08:42 (+3),08:45,IC 2173,Rostock Hbf (ab 06:20),4
08:42 (+1),08:43,ICE 642,Berlin Ostbahnhof (ab 08:32),14
08:44 (+15),08:59,RE 3710,Dessau Hbf (ab 07:05),11
08:45,08:45,RB 62056,Rangsdorf (ab 08:21),7
08:50,08:50,RB 18148,Berlin Ostbahnhof (ab 08:39),13
08:51,08:51,ICE 2291,Hannover Hbf (ab 06:50),11
08:51,08:51,ICE 841,Hannover Hbf (ab 06:50),11
08:52,08:52,RE 3149,Falkenberg(Elster) (ab 07:18),7
08:53 Ausfall,--:--,RE 18507,Lübbenau(Spreewald) (ab 07:44),8
08:54,08:54,ICE 936,Eisenach Hbf (ab 06:37),6
08:57 (+9),09:06,RE 73719,Magdeburg Hbf (ab 07:12),12
08:59 (+2),09:01,RE 73724,Frankfurt(Oder) (ab 07:41),13
09:06 (+2),09:08,RE 3148,Rathenow (ab 08:05),
09:07 (+5),09:12,IC 2272,Chemnitz Hbf (ab 06:26),5
09:08,09:08,ICE 1052,Berlin Ostbahnhof (ab 08:55),13
09:08,09:08,RB 21842,Flughafen BER (ab 08:46),
09:12,09:12,RB 62057,Wustermark (ab 08:39),
09:13 (+2),09:15,RE 3715,Senftenberg (ab 07:14),14
09:13,09:13,RE 62011,Elsterwerda (ab 07:29),
09:13,09:13,RE 73809,Brandenburg Hbf (ab 08:22),11
09:16,09:16,ICE 541,Köln Hbf (ab 04:16),12
09:16 (+1),09:17,ICE 797,Berlin Ostbahnhof (ab 09:08),13
09:18 (+2),09:20,RE 3306,Luckenwalde (ab 08:35),
09:22,09:22,RE 73766,Frankfurt(Oder) (ab 08:11),14
09:23 (+20),09:43,ICE 1104,München Hbf (ab 05:17),5
09:23,09:23,RE 21844,Flughafen BER (ab 09:01),
09:29 (+3),09:32,ICE 2294,Nürnberg Hbf (ab 05:37),
09:29 (+3),09:32,ICE 604,Nürnberg Hbf (ab 05:37),6
09:29 (+5),09:34,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),
09:33,09:33,ICE 1505,Berlin Gesundbrunnen (ab 09:27),4
09:34,09:34,ICE 1901,Hamburg-Altona (ab 06:35),3
09:35 Ausfall,--:--,RE 3111,Cottbus Hbf (ab 08:04),14
09:35 (+7),09:42,RE 73761,Brandenburg Hbf (ab 08:44),12
09:37 Ausfall,--:--,RE 3110,Hennigsdorf(b Berlin) (ab 08:35),11
09:38,09:38,RE 62008,Elstal (ab 09:07),2
09:39,09:39,RB 21846,Flughafen BER (ab 09:16),
09:39,09:39,RB 73810,Berlin Ostbahnhof (ab 09:30),
09:39 (+7),09:46,RE 73810,Berlin Ostbahnhof (ab 09:30),13
09:42,09:42,ICE 942,Berlin Ostbahnhof (ab 09:32),14
09:44 (+6),09:50,FLX 1237,Hamburg Hbf (ab 07:11),4
09:44 (+11),09:55,RE 3712,Dessau Hbf (ab 08:05),12
09:45,09:45,RB 62058,Berlin Südkreuz (ab 09:38),7
09:50,09:50,RB 18150,Berlin Ostbahnhof (ab 09:39),13
09:51 (+7),09:58,ICE 741,Münster(Westf)Hbf (ab 06:24),12
09:52 (+16),10:08,RE 3171,Jüterbog (ab 09:02),7
09:53,09:53,RB 18509,Lübbenau(Spreewald) (ab 08:44),8
09:53,09:53,RE 18509,Lübbenau(Spreewald) (ab 08:44),8
09:55 (+1),09:56,ICE 1073,Berlin Südkreuz (ab 09:50),6
09:57 (+2),09:59,RE 73721,Magdeburg Hbf (ab 08:12),11
09:59 (+180),12:59,ES 475,Paris Nord (ab 17:05),11
09:59,09:59,RE 73726,Frankfurt(Oder) (ab 08:38),13
10:00,10:00,DRF 1234,Leipzig Hbf (ab 08:45),5
10:03,10:03,ICE 146,Berlin Ostbahnhof (ab 09:56),14
10:05,10:05,ICE 804,München Hbf (ab 05:05),8
10:05 (+7),10:12,RE 3168,Stendal Hbf (ab 08:47),2
10:12,10:12,RB 62059,Wustermark (ab 09:39),1 D - G
10:13,10:13,RE 3717,Senftenberg (ab 08:14),14
10:13,10:13,RE 73811,Brandenburg Hbf (ab 09:22),12
10:14,10:14,RE 62013,Elsterwerda (ab 08:40),8
10:16 (+7),10:23,ICE 843,Köln Hbf (ab 05:26),11
10:17,10:17,EC 248,Warszawa Wschodnia (ab 04:49),13
10:19,10:19,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),2
10:22,10:22,ICE 507,Kiel Hbf (ab 06:16),3
10:22,10:22,RE 73768,Frankfurt(Oder) (ab 09:08),13
10:27,10:27,ICE 373,Berlin Ostbahnhof (ab 10:17),14
10:29 (+19),10:48,RJ 384,Praha hl.n. (ab 06:31),5
10:29 (+19),10:48,RJ 394,Praha hl.n. (ab 06:31),5
10:30 (+6),10:36,ICE 2814,Frankfurt(Main)Hbf (ab 06:15),6
10:30 (+6),10:36,ICE 696,Frankfurt(Main)Hbf (ab 06:15),6
10:32 (+2),10:34,ICE 1007,Berlin Gesundbrunnen (ab 10:28),4
10:35 Ausfall,--:--,RE 3113,Cottbus Hbf (ab 09:03),13
10:35,10:35,RE 73763,Brandenburg Hbf (ab 09:44),12
10:36,10:36,RE 62010,Elstal (ab 10:05),2 D - G
10:37 Ausfall,--:--,RE 3112,Hennigsdorf(b Berlin) (ab 09:35),12
10:38,10:38,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),
10:42 (+3),10:45,ICE 1543,Köln Hbf (ab 05:43),3
10:42,10:42,ICE 640,Berlin Ostbahnhof (ab 10:32),14
10:44,10:44,RE 3714,Dessau Hbf (ab 09:05),12
10:45 (+2),10:47,RB 62060,Berlin Südkreuz (ab 10:38),
10:47 (+1),10:48,IC 2175,Rostock Hbf (ab 08:20),4
10:52 (+3),10:55,RE 3151,Falkenberg(Elster) (ab 09:18),
10:53 (+3),10:56,RB 18511,Lübbenau(Spreewald) (ab 09:44),
10:53,10:53,RE 18511,Lübbenau(Spreewald) (ab 09:44),
10:54 (+3),10:57,ICE 934,Darmstadt Hbf (ab 06:37),6
10:57 (+12),11:09,RE 73723,Magdeburg Hbf (ab 09:12),11
10:59,10:59,RE 73728,Frankfurt(Oder) (ab 09:38),13
11:01 (+18),11:19,ICE 839,Stralsund Hbf (ab 07:49),4
11:06,11:06,RE 3150,Rathenow (ab 10:02),
11:07 (+6),11:13,IC 2270,Chemnitz Hbf (ab 08:26),5
11:08,11:08,RB 21858,Flughafen BER (ab 10:46),
11:11 (+17),11:28,EC 54,Kraków Główny (ab 04:07),14
11:12,11:12,RB 62061,Wustermark (ab 10:39),
11:13 (+1),11:14,RE 3719,Senftenberg (ab 09:14),13
11:13 (+1),11:14,RE 62015,Elsterwerda (ab 09:29),7
11:16,11:16,ICE 543,Köln Hbf (ab 06:25),12
