Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:01,05:01,RB 61101,Berlin Ostkreuz (ab 04:48),3
05:06,05:06,RB 18303,Eberswalde Hbf (ab 04:35),4
05:30,05:30,RB 18203,Oranienburg (ab 05:09),4
05:48,05:48,RB 61102,Templin Stadt (ab 04:33),4
05:54,05:54,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),3
06:01,06:01,RB 61103,Berlin Ostkreuz (ab 05:48),3
06:06,06:06,RB 18305,Eberswalde Hbf (ab 05:35),4
06:30,06:30,RB 18205,Oranienburg (ab 06:09),4
06:31,06:31,RB 18202,Ludwigsfelde (ab 05:38),3
06:48,06:48,RB 61104,Templin Stadt (ab 05:33),4
06:54,06:54,RB 18304,Blankenfelde(Teltow-Fläming) (ab 06:09),3
07:01,07:01,RB 61105,Berlin Ostkreuz (ab 06:48),3
07:06,07:06,RB 18307,Eberswalde Hbf (ab 06:35),4
07:30,07:30,RB 18207,Oranienburg (ab 07:09),4
07:31,07:31,RB 18204,Ludwigsfelde (ab 06:38),3
07:48,07:48,RB 61106,Templin Stadt (ab 06:33),4
07:54,07:54,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),3
08:01,08:01,RB 61107,Berlin Ostkreuz (ab 07:48),3
08:06,08:06,RB 18309,Eberswalde Hbf (ab 07:35),4
08:30,08:30,RB 18209,Oranienburg (ab 08:09),4
08:31,08:31,RB 18206,Ludwigsfelde (ab 07:38),3
08:48,08:48,RB 61108,Templin Stadt (ab 07:33),4
08:54,08:54,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),3
09:06,09:06,RB 18311,Eberswalde Hbf (ab 08:35),4
09:30,09:30,RB 18211,Oranienburg (ab 09:09),4
09:31,09:31,RB 18208,Ludwigsfelde (ab 08:38),3
09:48,09:48,RB 61110,Templin Stadt (ab 08:33),4
09:54,09:54,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),3
10:06,10:06,RB 18313,Eberswalde Hbf (ab 09:35),4
10:30,10:30,RB 18213,Oranienburg (ab 10:09),4
10:31,10:31,RB 18210,Ludwigsfelde (ab 09:38),3
10:48,10:48,RB 61112,Templin Stadt (ab 09:33),4
10:54,10:54,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),3
11:01,11:01,RB 61113,Berlin Ostkreuz (ab 10:48),3
11:06,11:06,RB 18315,Eberswalde Hbf (ab 10:35),4
11:30,11:30,RB 18215,Oranienburg (ab 11:09),4
11:48,11:48,RB 61114,Templin Stadt (ab 10:33),4
11:54,11:54,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),3
12:06,12:06,RB 18317,Eberswalde Hbf (ab 11:35),4
12:30,12:30,RB 18217,Oranienburg (ab 12:09),4
12:31,12:31,RB 18214,Ludwigsfelde (ab 11:38),3
12:54,12:54,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),3
13:06,13:06,RB 18319,Eberswalde Hbf (ab 12:35),4
13:54,13:54,RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),3
14:06,14:06,RB 18321,Eberswalde Hbf (ab 13:35),4
14:54,14:54,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),3
15:06,15:06,RB 18323,Eberswalde Hbf (ab 14:35),4
15:54,15:54,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),3
16:06,16:06,RB 18325,Eberswalde Hbf (ab 15:35),4
16:54,16:54,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),3
17:06,17:06,RB 18327,Eberswalde Hbf (ab 16:35),4
18:06,18:06,RB 18329,Eberswalde Hbf (ab 17:35),4
18:30,18:30,RB 18229,Oranienburg (ab 18:09),4
18:54,18:54,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),3
19:06,19:06,RB 18331,Eberswalde Hbf (ab 18:35),4
19:30,19:30,RB 18231,Oranienburg (ab 19:09),4
19:54,19:54,RB 18330,Blankenfelde(Teltow-Fläming) (ab 19:09),3
20:06,20:06,RB 18333,Eberswalde Hbf (ab 19:35),4
20:31,20:31,RB 18230,Ludwigsfelde (ab 19:38),3
23:01,23:01,RB 61137,Berlin Ostkreuz (ab 22:49),3
23:17,23:17,RB 18236,Ludwigsfelde (ab 22:38),3
23:48,23:48,RB 61138,Templin Stadt (ab 22:33),4
