Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:16 (+4),RE 3360,Schwedt(Oder) (an 01:55),3
00:16 (+4),RE 3366,Angermünde (an 01:26),3
00:43,RE 3363,Halle(Saale)Hbf (an 03:12),2
01:57,RE 3362,Berlin Gesundbrunnen (an 02:13),
04:50,RE 3369,Berlin Südkreuz (an 04:53),2
04:50,RE 62040,Elsterwerda (an 06:29),
05:05,RB 56801,Schwerin Hbf (an 07:48),3
05:15 (+1),RE 3302,Stralsund Hbf (an 08:45),3
05:15,RE 3340,Stralsund Hbf (an 08:45),
05:35,RE 3341,Luckenwalde (an 06:27),1
05:41,RE 3504,Stralsund Hbf (an 08:51),3
05:42,RB 62050,Berlin-Spandau (an 05:59),
05:48,RE 3167,Stendal Hbf (an 07:13),
06:03,RB 18500,Lübben(Spreewald) (an 07:08),
06:03,RE 20,Cottbus Hbf (an 22:48),
06:12,RE 62005,Elstal (an 06:49),4
06:16,RE 3342,Schwedt(Oder) (an 07:55),3
06:18,RE 3503,Berlin Südkreuz (an 06:23),2
06:41 (+1),RE 4352,Rostock Hbf (an 09:21),3
06:42,RB 62052,Berlin-Spandau (an 06:59),
06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2
06:47,RE 3147,Berlin-Spandau (an 07:04),
06:48,RE 62002,Elsterwerda (an 08:31),
07:04,RB 18502,Lübben(Spreewald) (an 08:06),
07:10,RE 62007,Berlin-Spandau (an 07:39),
07:15,RE 3304,Stralsund Hbf (an 10:44),3
07:17,RE 4353,Berlin Südkreuz (an 07:23),2
07:35,RE 3343,Luckenwalde (an 08:27),1
07:40 (+4),RE 3506,Stralsund Hbf (an 10:51),3
07:43,RB 62054,Berlin-Spandau (an 07:59),
07:49,RE 3169,Stendal Hbf (an 09:30),3
07:50,RB 18505,Berlin Hbf (an 07:53),4
08:04,RB 18504,Lübbenau(Spreewald) (an 09:15),1
08:12,RE 62009,Berlin-Spandau (an 08:35),
08:16 (+1),RE 3344,Schwedt(Oder) (an 09:55),3
08:19,RE 3505,Berlin Südkreuz (an 08:24),2
08:41,RE 4354,Rostock Hbf (an 11:21),3
08:42,RB 62056,Berlin-Spandau (an 08:59),
08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,RE 3149,Berlin-Spandau (an 09:04),
08:48,RE 62006,Elsterwerda (an 10:31),
09:04,RB 18506,Lübben(Spreewald) (an 10:06),
09:10,RE 62011,Berlin-Spandau (an 09:41),
09:15,RE 3306,Stralsund Hbf (an 12:44),3
09:17,RE 4355,Berlin Südkreuz (an 09:23),2
09:35,RE 3345,Luckenwalde (an 10:27),1
09:41,RE 3508,Stralsund Hbf (an 12:51),3
09:42,RB 62058,Berlin-Spandau (an 09:59),
09:46,RE 62008,Baruth(Mark) (an 10:36),1
09:48,RE 3171,Stendal Hbf (an 11:30),3
09:50,RB 18509,Berlin Hbf (an 09:53),4
10:04,RB 18508,Lübbenau(Spreewald) (an 11:15),
10:12,RE 62013,Berlin-Spandau (an 10:35),
10:16,RE 3346,Angermünde (an 11:23),
10:17,RE 3507,Berlin Südkreuz (an 10:24),2
10:41 (+4),RE 4356,Rostock Hbf (an 13:21),3
10:42,RB 62060,Berlin-Spandau (an 10:59),
10:43 (+1),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
