Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05 (+5),00:10,RE 3182,Stendal Hbf (ab 22:50),3
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),7
00:23,00:23,FEX,Ludwigsfelde (ab 23:32),
00:23,00:23,ICE 1500,Nürnberg Hbf (ab 21:36),5
00:23,00:23,RB 21964,Ludwigsfelde (ab 23:32),
00:30 (+18),00:48,ICE 592,München Hbf (ab 16:45),7
00:30,00:30,RE 3319,Stralsund Hbf (ab 21:10),4
00:36 (+1),00:37,RE 62038,Wismar (ab 21:21),2
00:53,00:53,RB 21968,Flughafen BER (ab 00:31),
00:53 (+68),02:01,RJ 2579,Hamburg-Harburg (ab 22:41),4
00:53 (+68),02:01,RJ 479,Hamburg-Harburg (ab 22:41),4
00:56 (+4),01:00,ICE 947,Düsseldorf Hbf (ab 19:50),2
01:44,01:44,RB 21800,Flughafen BER (ab 01:22),
01:54 (+13),02:07,ICE 274,Basel SBB (ab 18:16),3
02:43,02:43,FEX,Flughafen BER (ab 02:22),
02:47 (+1),02:48,RB 62089,Nauen (ab 02:11),
04:25,04:25,ICE 646,Berlin Südkreuz (ab 04:18),4
04:32,04:32,ICE 277,Berlin Südkreuz (ab 04:25),7
04:40,04:40,RE 62040,Nauen (ab 04:03),2
04:45,04:45,RE 3369,Eberswalde Hbf (ab 04:03),1
05:04 (+25),05:29,RJ 478,Praha hl.n. (ab 00:33),5
05:06,05:06,RE 3144,Rathenow (ab 04:09),2
05:11,05:11,RE 4351,Neustrelitz Hbf (ab 03:49),4
05:13,05:13,RE 62003,Baruth(Mark) (ab 04:19),7
05:18,05:18,RE 3302,Jüterbog (ab 04:22),6
05:21,05:21,ICE 593,Berlin Gesundbrunnen (ab 05:16),4
05:25,05:25,ICE 608,Berlin Südkreuz (ab 05:20),6
05:29,05:29,RE 3341,Schwedt(Oder) (ab 04:04),2
05:31,05:31,ICE 946,Berlin Südkreuz (ab 05:26),7
05:32,05:32,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:36,05:36,RE 62000,Wittenberge (ab 04:05),2
05:39,05:39,RB 21814,Flughafen BER (ab 05:16),8
05:43 (+6),05:49,RE 3504,Berlin Südkreuz (ab 05:34),6
05:48 (+179),08:47,ICE 1541,Köln Hbf (ab 23:23),3
05:52,05:52,RE 3167,Jüterbog (ab 05:02),7
05:53,05:53,RB 18501,Cottbus Hbf (ab 04:24),8
05:53,05:53,RE 18501,Cottbus Hbf (ab 04:24),
06:05,06:05,RE 3164,Rathenow (ab 05:09),
06:05,06:05,RE 4,Pasewalk (ab 15:41),
06:10,06:10,ICE 240,Berlin Südkreuz (ab 06:05),6
06:11,06:11,RE 3503,Neubrandenburg (ab 04:27),4
06:15,06:15,RE 62005,Elsterwerda (ab 04:29),7
06:18 (+1),06:19,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:22,06:22,ICE 503,Berlin Gesundbrunnen (ab 06:16),3
06:25 (+5),06:30,ICE 2462,Berlin Südkreuz (ab 06:20),6
06:25,06:25,ICE 279,Berlin Südkreuz (ab 06:20),7
06:29 (+1),06:30,RE 3301,Pasewalk (ab 04:44),2 A - D
06:30 (+2),06:32,ICE 904,München Hbf (ab 23:12),5
06:32,06:32,ICE 1003,Berlin Gesundbrunnen (ab 06:26),4
06:35,06:35,RE 62002,Wittenberge (ab 05:05),2 D - G
06:39,06:39,RB 21822,Flughafen BER (ab 06:16),8
06:43,06:43,RE 4352,Berlin Südkreuz (ab 06:34),5
06:50 (+1),06:51,RE 3147,Falkenberg(Elster) (ab 05:14),7
06:53 (+2),06:55,RB 18503,Cottbus Hbf (ab 05:23),8
06:53,06:53,RE 18503,Cottbus Hbf (ab 05:23),
07:00,07:00,ICE 654,Berlin Südkreuz (ab 06:52),7
07:02,07:02,ICE 750,Berlin Gesundbrunnen (ab 06:56),
07:06 (+14),07:20,RE 3146,Stendal Hbf (ab 05:48),2
07:08,07:08,RE 21826,Flughafen BER (ab 06:46),
07:11,07:11,RE 4353,Rostock Hbf (ab 04:34),4
07:13,07:13,RE 62007,Elsterwerda (ab 05:29),5
07:18,07:18,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),6
07:20 (+29),07:49,ICE 2585,Hamburg Hbf (ab 05:13),4
07:22 (+5),07:27,IC 60409,Zürich HB (ab 19:59),5
07:22 (+5),07:27,NJ 409,Zürich HB (ab 19:59),5
07:23,07:23,RB 21828,Flughafen BER (ab 07:01),
07:29 (+1),07:30,ICE 2818,München Hbf (ab 08:39),6
07:29 (+1),07:30,ICE 606,Erfurt Hbf (ab 05:25),6
07:29,07:29,RE 3343,Schwedt(Oder) (ab 06:04),2
07:32,07:32,ICE 1503,Berlin Gesundbrunnen (ab 07:26),4
07:37,07:37,RE 62004,Wismar (ab 04:26),2
07:39,07:39,RB 21830,Flughafen BER (ab 07:16),
07:43,07:43,RE 3506,Berlin Südkreuz (ab 07:34),
07:46 (+72),08:58,EN 40476,Budapest-Nyugati (ab 19:30),5
07:46 (+72),08:58,NJ 456,Graz Hbf (ab 19:21),5
07:50 (+1),07:51,RE 3169,Jüterbog (ab 07:02),6
07:52,07:52,RB 18505,Cottbus Hbf (ab 06:12),8
08:02,08:02,ICE 649,Hannover Hbf (ab 05:50),
08:05,08:05,RE 3166,Stendal Hbf (ab 06:47),2
08:06,08:06,ICE 698,München Hbf (ab 22:46),8
08:09,08:09,RB 21834,Flughafen BER (ab 07:46),
08:12,08:12,ICE 148,Berlin Südkreuz (ab 08:06),7
08:13,08:13,ICE 851,Hannover Hbf (ab 06:09),
08:13 (+8),08:21,RE 3505,Grimmen (ab 05:24),3
08:15 (+1),08:16,RE 62009,Elsterwerda (ab 06:40),8
08:19 (+2),08:21,RE 3344,Lutherstadt Wittenberg Hbf (ab 06:53),6
08:22 (+48),09:10,ICE 2825,Hamburg Hbf (ab 06:34),3
08:22 (+48),09:10,ICE 505,Hamburg Hbf (ab 06:34),3
08:22,08:22,RE 21836,Flughafen BER (ab 08:01),
08:28 (+4),08:32,RJ 870,Dresden Hbf (ab 06:53),
08:29 (+2),08:31,RE 3303,Stralsund Hbf (ab 05:10),2 A - D
08:30 (+1),08:31,ICE 2570,Erfurt Hbf (ab 06:30),5
08:32,08:32,ICE 1005,Berlin Gesundbrunnen (ab 08:26),4
08:33 (+4),08:37,FLX 1322,Berlin Südkreuz (ab 08:27),7
08:35,08:35,RE 62006,Wittenberge (ab 07:06),2 D - G
08:39,08:39,RB 21838,Flughafen BER (ab 08:16),
08:40,08:40,EN 345,Stockholm Central (ab 17:28),-
08:43 (+1),08:44,RE 4354,Berlin Südkreuz (ab 08:34),5
08:52,08:52,RE 3149,Falkenberg(Elster) (ab 07:18),7
08:53,08:53,RB 18507,Lübbenau(Spreewald) (ab 07:44),8
08:53,08:53,RE 18507,Lübbenau(Spreewald) (ab 07:44),
08:54 (+3),08:57,ICE 936,Eisenach Hbf (ab 06:37),6
08:55 (+3),08:58,ICE 841,Hannover Hbf (ab 06:50),
09:00,09:00,ICE 652,Berlin Südkreuz (ab 08:52),7
09:01,09:01,ICE 837,Berlin Gesundbrunnen (ab 08:56),4
09:06,09:06,RE 3148,Rathenow (ab 08:05),3
09:08,09:08,RB 21842,Flughafen BER (ab 08:46),8
09:13 (+17),09:30,RE 4355,Rostock Hbf (ab 06:34),3
09:13 (+17),09:30,RE 62011,Elsterwerda (ab 07:29),5
09:18 (+9),09:27,RE 3306,Luckenwalde (ab 08:35),6
09:19 (+90),10:49,ICE 541,Köln Hbf (ab 04:16),2
09:19,09:19,ICE 683,Köln Hbf (ab 04:16),2
09:23 (+14),09:37,ICE 1104,München Hbf (ab 05:17),5
09:23 (+18),09:41,ICE 2587,Hamburg Hbf (ab 07:27),4
09:23 (+12),09:35,ICE 2861,Würzburg Hbf (ab 14:29),4
09:23,09:23,RE 21844,Flughafen BER (ab 09:01),
09:29 (+3),09:32,ICE 604,Nürnberg Hbf (ab 05:28),6
09:29 (+4),09:33,RE 3345,Schwedt(Oder) (ab 08:04),2
09:32,09:32,ICE 1505,Berlin Gesundbrunnen (ab 09:26),4
09:38 (+1),09:39,RE 62008,Wismar (ab 06:21),2
09:39,09:39,RB 21846,Flughafen BER (ab 09:16),
09:41 Ausfall,--:--,FLX 1237,Hamburg Hbf (ab 07:39),4
09:43 (+9),09:52,RE 3508,Berlin Südkreuz (ab 09:34),6
09:45 (+19),10:04,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),3
09:52 (+2),09:54,RE 3171,Jüterbog (ab 09:02),8
09:53 (+3),09:56,RB 18509,Lübbenau(Spreewald) (ab 08:44),7
09:53,09:53,RE 18509,Lübbenau(Spreewald) (ab 08:44),
10:00 (+1),10:01,FLX 1234,Berlin Südkreuz (ab 09:55),5
10:00,10:00,ICE 741,Münster(Westf)Hbf (ab 06:24),2
10:05,10:05,RE 3168,Stendal Hbf (ab 08:47),2
10:08,10:08,RB 21850,Flughafen BER (ab 09:46),7
10:12,10:12,ICE 146,Berlin Südkreuz (ab 10:06),6
10:12 (+12),10:24,RE 3507,Grimmen (ab 07:24),4
10:14 (+2),10:16,RE 62013,Elsterwerda (ab 08:40),8
10:20 (+3),10:23,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),6
10:22 (+20),10:42,ICE 2843,Hamburg Hbf (ab 08:34),3
10:22 (+20),10:42,ICE 507,Hamburg Hbf (ab 08:34),3
10:23 (+2),10:25,ICE 1604,München Hbf (ab 06:19),5
10:24,10:24,RB 21852,Flughafen BER (ab 10:01),
10:29 (+7),10:36,RE 3305,Stralsund Hbf (ab 07:10),2 A - D
10:29 (+1),10:30,RJ 384,Praha hl.n. (ab 06:31),6
10:30 (+2),10:32,ICE 2596,Frankfurt(Main)Hbf (ab 06:15),5
10:30,10:30,ICE 2824,Dresden Hbf (ab 06:11),
10:35 (+4),10:39,RE 62010,Wittenberge (ab 09:05),2 D - G
10:39 (+11),10:50,ICE 843,Köln Hbf (ab 05:26),3
10:39,10:39,RB 21854,Flughafen BER (ab 10:16),8
10:43 (+3),10:46,RE 4356,Berlin Südkreuz (ab 10:34),6
10:52,10:52,RB 18511,Lübbenau(Spreewald) (ab 09:44),8
10:52,10:52,RE 18511,Lübbenau(Spreewald) (ab 09:44),
10:52 (+2),10:54,RE 3151,Falkenberg(Elster) (ab 09:18),7
10:54 (+6),11:00,ICE 934,Darmstadt Hbf (ab 06:37),6
11:00,11:00,ICE 650,Berlin Südkreuz (ab 10:52),7
11:01 (+3),11:04,ICE 839,Stralsund Hbf (ab 08:07),4
11:06 (+4),11:10,RE 3150,Rathenow (ab 10:02),3
11:08,11:08,RB 21858,Flughafen BER (ab 10:46),8
