Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:04,RE 3138,Cottbus Hbf (an 01:40),
00:05,RB 21962,Berlin Hbf (an 00:16),
00:11,RE 73826,Berlin Hbf (an 00:21),6
00:17,RE 93045,Berlin-Wannsee (an 00:47),7
00:43,RB 94796,Berlin Hbf (an 00:53),
00:43,RE 1,Verden(Aller) (an 23:41),
00:53,RB 21968,Berlin Hbf (an 01:04),
01:04,RE 3140,Kunersdorf (an 02:31),
01:04,RE 93240,Cottbus Hbf (an 02:40),
01:38,RE 73752,Berlin Zoologischer Garten (an 01:56),6
01:44,RE 21800,Berlin Hbf (an 01:54),
02:44,RB 21802,Berlin Hbf (an 02:54),
03:52 (+10),ICE 646,Köln Hbf (an 09:33),3
04:04,RB 91521,Berlin Hbf (an 04:13),
04:04,RE 3705,Lübben(Spreewald) (an 04:50),
04:15 (+1),ICE 277,Chur (an 14:22),6
04:23,RE 2,Frankfurt(Main)Hbf (an 14:51),
04:23,RE 3101,Hennigsdorf(b Berlin) (an 05:23),7
04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:33,RE 21806,Berlin Hbf (an 04:44),
04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51,RE 94716,Berlin Zoologischer Garten (an 05:08),7
04:58,RE 91399,Lübbenau(Spreewald) (an 06:03),
04:58,RE 91510,Lübbenau(Spreewald) (an 06:03),
05:04,RE 3707,Berlin Hbf (an 05:13),
05:04,RE 92707,Berlin-Wannsee (an 05:34),
05:08 (+9),ICE 946,Köln Hbf (an 10:35),6
05:25,RE 3103,Hennigsdorf(b Berlin) (an 06:23),7
05:28,RB 94753,Frankfurt(Oder) (an 06:35),
05:28,RE 94753,Frankfurt(Oder) (an 06:35),
05:38,RE 3102,Kunersdorf (an 06:47),
05:49,RE 93719,Berlin Zoologischer Garten (an 06:07),
05:49,RE 94718,Berlin Zoologischer Garten (an 06:07),7
05:56,ICE 240,Amsterdam Centraal (an 11:59),
05:57,RB 91518,Lübbenau(Spreewald) (an 07:03),
05:57,RE 3704,Lübben(Spreewald) (an 06:56),
05:57,RE 95117,Lübbenau(Spreewald) (an 07:03),
05:59 (+6),EC 41,Warszawa Wschodnia (an 11:15),3
06:04,RB 93009,Dessau Hbf (an 07:53),7
06:04,RE 93009,Berlin-Wannsee (an 06:34),
06:11,RE 94713,Frankfurt(Oder) (an 07:18),1
06:15 (+2),ICE 279,Interlaken Ost (an 15:59),6
06:21 (+1),ICE 644,Köln Hbf (an 11:32),7
06:25,RE 3105,Hennigsdorf(b Berlin) (an 07:23),6
06:38,RE 3104,Cottbus Hbf (an 07:57),1
06:42 (+1),ICE 1548,Köln Hbf (an 12:16),6
06:48,RE 94755,Frankfurt(Oder) (an 07:47),
06:49,RE 94720,Berlin Zoologischer Garten (an 07:07),6
06:58 (+1),RE 3706,Senftenberg (an 08:41),2
07:04,RE 3711,Dessau Hbf (an 08:53),7
07:06 (+1),ICE 795,Karlsruhe Hbf (an 13:17),6
07:11,RE 94715,Frankfurt(Oder) (an 08:20),1
07:19 (+1),ICE 944,Köln Hbf (an 12:33),6
07:25,RE 3107,Hennigsdorf(b Berlin) (an 08:23),7
07:28,ES 453,Bad Schandau (an 10:25),
07:38,RE 3106,Cottbus Hbf (an 08:56),1
07:39,RB 18146,Berlin-Wannsee (an 08:10),7
07:46 (+2),IC 60409,Berlin Hbf (an 07:52),6
07:46 (+2),NJ 409,Regensburg Hbf (an 13:16),6
07:48,RE 94757,Frankfurt(Oder) (an 08:43),
07:49,RE 94722,Berlin Hbf (an 07:59),7
07:58 (+1),RE 3708,Senftenberg (an 09:41),2
08:00,EC 43,Warszawa Wschodnia (an 13:15),1
08:00 (+1),ICE 642,Köln Hbf (an 13:34),6
08:04 (+3),RE 3713,Dessau Hbf (an 09:53),7
08:04,RE 7,Hagen Hbf (an 05:37),
08:11,RE 94717,Frankfurt(Oder) (an 09:18),1
08:17,ICE 371,Basel SBB (an 15:48),6
08:25,RE 3109,Hennigsdorf(b Berlin) (an 09:23),7
08:38,RE 3108,Cottbus Hbf (an 09:55),1
08:39,RB 18148,Berlin-Wannsee (an 09:10),6
08:48,RE 73646,Frankfurt(Oder) (an 09:43),
08:49 (+2),RE 94724,Berlin Zoologischer Garten (an 09:07),7
08:58 (+10),RE 3710,Senftenberg (an 10:41),2
09:01 (+1),EC 59,Przemysl Glowny (an 18:43),1
09:04 (+1),RE 3715,Dessau Hbf (an 10:53),7
09:08 (+1),ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),3
09:11,RE 94719,Frankfurt(Oder) (an 10:18),1
09:19 (+2),ICE 942,Köln Hbf (an 14:32),6
09:25,RE 3111,Hennigsdorf(b Berlin) (an 10:23),6
09:38 (+4),RE 3110,Cottbus Hbf (an 10:55),1
09:39,RB 18150,Berlin-Wannsee (an 10:10),7
09:47 (+1),ICE 146,Amsterdam Centraal (an 16:00),6
09:48,RB 94761,Frankfurt(Oder) (an 10:43),
09:48,RE 94761,Frankfurt(Oder) (an 10:43),
09:49 (+2),RE 94726,Berlin Zoologischer Garten (an 10:07),7
09:58,RE 3712,Senftenberg (an 11:41),2
10:00 (+2),EC 45,Warszawa Wschodnia (an 15:15),1
10:04 (+17),RE 3717,Dessau Hbf (an 11:53),7
10:11,RE 94721,Frankfurt(Oder) (an 11:18),1
10:17 (+1),ICE 373,Chur (an 20:22),6
10:24 (+8),ICE 640,Köln Hbf (an 15:34),7
10:28,RE 3113,Hennigsdorf(b Berlin) (an 11:23),6
10:38,RE 3112,Cottbus Hbf (an 11:55),1
10:48,RE 94763,Frankfurt(Oder) (an 11:43),
10:49,RE 94728,Berlin Zoologischer Garten (an 11:07),7
10:58,RE 3714,Senftenberg (an 12:41),2
