Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:04 (+109),01:53,ICE 947,Düsseldorf Hbf (ab 18:50),5
00:04 (+109),01:53,ICE 957,Leipzig Hbf (ab 17:42),5
00:12,00:12,RB 92138,Nauen (ab 23:39),6
00:27,00:27,RB 62086,Berlin Südkreuz (ab 00:08),
00:46,00:46,RE 62038,Wismar (ab 21:21),
01:03,01:03,RE 3165,Berlin Hbf (ab 00:53),
01:36 (+5),01:41,RB 62087,Nauen (ab 01:13),
02:08,02:08,RB 93188,Berlin Hbf (ab 01:57),
02:08 (+1),02:09,RE 62088,Berlin Hbf (ab 01:57),
02:34,02:34,RB 62089,Nauen (ab 02:11),
03:08,03:08,RE 62090,Berlin Hbf (ab 02:57),
03:31,03:31,RB 62091,Nauen (ab 03:08),
04:08,04:08,RB 10,Berlin Hbf (ab 03:57),
04:08,04:08,RE 62092,Berlin Hbf (ab 03:57),
04:27 (+20),04:47,RE 62040,Nauen (ab 04:03),5
04:31,04:31,RE 62001,Berlin Hbf (ab 04:21),3
04:38 (+1),04:39,ICE 646,Berlin Südkreuz (ab 04:18),4
05:10 (+2),05:12,ICE 240,Berlin Südkreuz (ab 04:47),3
05:18,05:18,RJ 2578,Praha hl.n. (ab 00:33),
05:18 (+53),06:11,RJ 478,Praha hl.n. (ab 00:33),
05:20,05:20,RE 62000,Wittenberge (ab 04:02),5
05:27,05:27,RB 21,Weimar (ab 15:33),
05:28,05:28,RB 18243,Berlin Gesundbrunnen (ab 05:14),
05:35,05:35,RB 18601,Nauen (ab 05:11),
05:35,05:35,RE 62003,Berlin Hbf (ab 05:25),
05:42,05:42,RE 3601,Neuruppin Rheinsberger Tor (ab 04:29),
05:45 (+6),05:51,ICE 946,Berlin Südkreuz (ab 05:26),4
05:45 (+6),05:51,ICE 956,Berlin Südkreuz (ab 05:26),4
05:52,05:52,RE 4,Konstanz (ab 00:13),
06:04,06:04,RE 3167,Jüterbog (ab 05:02),4
06:20,06:20,RE 62002,Wittenberge (ab 05:05),
06:24,06:24,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),
06:24,06:24,ICE 1912,Frankfurt(Main)Hbf (ab 23:35),6
06:35,06:35,RB 18603,Nauen (ab 06:11),
06:35,06:35,RE 62005,Baruth(Mark) (ab 05:20),3
06:43,06:43,ICE 2557,Berlin Südkreuz (ab 06:20),4
06:43,06:43,RE 3602,Neuruppin Rheinsberger Tor (ab 05:23),
06:49,06:49,ICE 1272,Frankfurt(M) Flughafen Fernbf (ab 00:04),
06:49,06:49,ICE 1912,Frankfurt(M) Flughafen Fernbf (ab 00:04),
06:52,06:52,RE 3146,Rathenow (ab 06:09),6
06:52,06:52,RE 62154,Rathenow (ab 06:09),
07:04,07:04,RE 3147,Falkenberg(Elster) (ab 05:14),4
07:12 (+1),07:13,ICE 148,Berlin Südkreuz (ab 06:54),4
07:20,07:20,RE 62004,Schwerin Hbf (ab 04:56),5
07:27,07:27,RB 18244,Wustermark (ab 07:09),
07:31,07:31,RE 62007,Elsterwerda (ab 05:29),3
07:34,07:34,ICE 795,Berlin-Charlottenburg (ab 07:26),4
07:35,07:35,RB 18605,Nauen (ab 07:11),
07:42 (+1),07:43,FLX 1320,Dresden Hbf (ab 05:41),4
07:42,07:42,RE 3607,Neuruppin Rheinsberger Tor (ab 06:31),
07:52,07:52,RE 3166,Stendal Hbf (ab 06:47),6
07:57,07:57,ICE 851,Hannover Hbf (ab 06:09),5
07:57 (+3),08:00,ICE 944,Berlin Hbf (ab 07:47),4
07:57 (+3),08:00,ICE 954,Berlin Hbf (ab 07:47),4
08:04,08:04,RE 3169,Jüterbog (ab 07:02),
08:10 (+8),08:18,ICE 2867,Göttingen (ab 15:02),4
08:20 (+7),08:27,RE 62006,Wittenberge (ab 07:05),5
08:29 (+67),09:36,FLX 1332,Berlin Südkreuz (ab 07:57),3
08:31 (+39),09:10,ICE 841,Hannover Hbf (ab 06:50),6
08:35,08:35,RB 18607,Nauen (ab 08:11),
08:35 (+1),08:36,RE 62009,Baruth(Mark) (ab 07:20),3
08:43 (+17),09:00,ICE 2559,Berlin Hbf (ab 08:31),4
08:43,08:43,RE 3609,Neuruppin Rheinsberger Tor (ab 07:29),
08:52,08:52,RE 3148,Rathenow (ab 08:05),6
08:54,08:54,RE 3109,Cottbus Hbf (ab 07:04),3
09:04,09:04,RE 3110,Nauen (ab 08:39),5
09:04 (+9),09:13,RE 3149,Falkenberg(Elster) (ab 07:18),
09:12 (+10),09:22,ICE 146,Schönefeld(bei Berlin) (ab 08:12),3
09:16 (+21),09:37,ICE 676,Kassel-Wilhelmshöhe (ab 06:45),6
09:20 (+3),09:23,RE 62008,Wismar (ab 06:21),5
09:24 (+48),10:12,FLX 1237,Hamburg Hbf (ab 07:39),6
09:27,09:27,RB 18248,Wustermark (ab 09:09),
09:31,09:31,ICE 741,Münster(Westf)Hbf (ab 05:03),6
09:31 (+11),09:42,RE 62011,Elsterwerda (ab 07:29),3
09:34 (+1),09:35,ICE 797,Berlin Gesundbrunnen (ab 09:18),4
09:35 (+1),09:36,RB 18609,Nauen (ab 09:10),
09:42,09:42,RE 3611,Neuruppin Rheinsberger Tor (ab 08:31),
09:52 (+2),09:54,RE 3168,Stendal Hbf (ab 08:47),
09:54,09:54,RE 3111,Cottbus Hbf (ab 08:04),3
09:57 (+36),10:33,ICE 1913,Köln Hbf (ab 04:51),5
09:57 (+170),12:47,ICE 2823,Göttingen (ab 19:02),
09:57 Ausfall,--:--,ICE 843,Köln Hbf (ab 04:21),5
09:57 (+36),10:33,ICE 853,Köln Hbf (ab 04:51),5
09:58 (+2),10:00,ICE 942,Berlin Hbf (ab 09:47),4
09:58 (+2),10:00,ICE 952,Berlin Hbf (ab 09:47),4
10:04,10:04,RE 3112,Nauen (ab 09:39),5
10:04 (+4),10:08,RE 3171,Jüterbog (ab 09:02),4
10:20 (+7),10:27,RE 62010,Wittenberge (ab 09:05),5
10:22 (+2),10:24,ICE 996,Kassel-Wilhelmshöhe (ab 07:49),6
10:27,10:27,RB 18250,Wustermark (ab 10:09),
10:29,10:29,FLX 1234,Leipzig Hbf (ab 08:45),3
10:35 (+2),10:37,RB 18611,Nauen (ab 10:11),
10:35 (+2),10:37,RE 62013,Baruth(Mark) (ab 09:20),3
10:43,10:43,RE 3613,Neuruppin Rheinsberger Tor (ab 09:29),
10:45 (+3),10:48,ICE 2523,Berlin Hbf (ab 10:37),4
10:52 (+6),10:58,RE 3150,Rathenow (ab 10:02),6
10:54,10:54,RE 3113,Cottbus Hbf (ab 09:03),3
11:04,11:04,RE 3114,Nauen (ab 10:39),5
11:04,11:04,RE 3151,Falkenberg(Elster) (ab 09:18),4
11:12 (+11),11:23,ICE 144,Berlin Südkreuz (ab 10:54),3
11:15 (+1),11:16,ICE 378,Karlsruhe Hbf (ab 05:59),6
11:20 (+1),11:21,RE 62012,Wismar (ab 08:21),5
11:24 (+11),11:35,FLX 1239,Hamburg Hbf (ab 09:39),5
11:27,11:27,RB 18252,Wustermark (ab 11:09),
11:31 (+1),11:32,RE 62015,Elsterwerda (ab 09:29),3
11:35 (+9),11:44,RB 18613,Nauen (ab 11:10),
11:42,11:42,RE 3615,Neuruppin Rheinsberger Tor (ab 10:31),
11:45 (+15),12:00,ICE 1138,Frankfurt(M) Flughafen Regionalbf (ab 07:41),6
11:52,11:52,RE 3170,Stendal Hbf (ab 10:47),6
11:54,11:54,RE 3115,Cottbus Hbf (ab 10:03),
11:57 (+30),12:27,ICE 1925,Köln Hbf (ab 06:53),
11:57 (+33),12:30,ICE 2819,Köln Hbf (ab 06:53),5
11:57 (+33),12:30,ICE 845,Köln Hbf (ab 06:21),5
11:57 (+33),12:30,ICE 855,Köln Hbf (ab 06:53),5
11:58 (+2),12:00,ICE 940,Berlin Hbf (ab 11:47),4
11:58 (+2),12:00,ICE 950,Berlin Hbf (ab 11:47),4
12:04,12:04,RE 3116,Nauen (ab 11:39),5
12:04,12:04,RE 3173,Jüterbog (ab 11:02),4
12:20 (+4),12:24,RE 62014,Wittenberge (ab 11:05),5
