Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00,00:00,ICE 594,München Hbf (ab 14:45),5
00:05 (+2),00:07,RE 3182,Stendal Hbf (ab 22:50),
00:08,00:08,FEX,Stralsund Hbf (ab 17:02),
00:08,00:08,RB 21962,Flughafen BER (ab 23:46),
00:10 (+33),00:43,RE 3521,Stralsund Hbf (ab 21:06),
00:15,00:15,RB 62086,Baruth(Mark) (ab 23:19),7
00:19,00:19,RE 3360,Teltow (ab 00:00),
00:19,00:19,RE 3366,Lutherstadt Wittenberg Hbf (ab 22:52),
00:21 (+26),00:47,ICE 947,Düsseldorf Hbf (ab 19:50),2
00:21 (+26),00:47,ICE 957,Köln Hbf (ab 19:46),2
00:23 (+27),00:50,ICE 1500,München Hbf (ab 20:21),5
00:30,00:30,ICE 276,Brig (ab 13:45),
00:36,00:36,RE 62038,Wismar (ab 21:21),
00:53,00:53,FEX,Flughafen BER (ab 00:31),
00:53 (+45),01:38,RJ 479,Hamburg-Harburg (ab 22:21),4
01:17 (+47),02:04,ICE 657,Köln Hbf (ab 19:49),
01:33,01:33,RE 3361,Schwedt(Oder) (ab 00:04),
01:44,01:44,RB 21800,Flughafen BER (ab 01:22),
01:49,01:49,RB 62087,Nauen (ab 01:13),
02:00,02:00,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),6
02:47,02:47,RB 10,Wiesbaden Hbf (ab 19:32),
02:47,02:47,RB 62089,Nauen (ab 02:11),
03:44,03:44,RB 62091,Nauen (ab 03:08),
04:25 (+1),04:26,ICE 646,Berlin Südkreuz (ab 04:18),4
04:40,04:40,RE 62040,Nauen (ab 04:03),
04:40,04:40,RE 8,Karstädt (ab 10:17),
05:04,05:04,RJ 478,Praha hl.n. (ab 00:05),5
05:18,05:18,RE 3302,Falkenberg(Elster) (ab 03:40),5
05:21,05:21,ICE 279,Berlin Gesundbrunnen (ab 05:17),4
05:25,05:25,ICE 608,Berlin Südkreuz (ab 05:20),6
05:29,05:29,RE 3341,Schwedt(Oder) (ab 04:04),2
05:31 (+2),05:33,ICE 946,Berlin Südkreuz (ab 05:26),7
05:31 (+2),05:33,ICE 956,Berlin Südkreuz (ab 05:26),7
05:32 (+3),05:35,ICE 1501,Berlin Gesundbrunnen (ab 05:26),4
05:36,05:36,RE 62000,Wittenberge (ab 04:02),
05:39,05:39,RE 3504,Flughafen BER (ab 05:16),6
05:52,05:52,RE 3167,Jüterbog (ab 05:02),7
05:53,05:53,RB 18501,Cottbus Hbf (ab 04:24),8
05:53,05:53,RE 18501,Cottbus Hbf (ab 04:24),
05:57 (+82),07:19,ICE 1541,Köln Hbf (ab 23:27),
05:57 (+82),07:19,ICE 2451,Köln Hbf (ab 23:27),
06:05,06:05,ICE 872,Berlin Südkreuz (ab 06:00),6
06:05,06:05,RE 3164,Stendal Hbf (ab 04:48),2
06:05,06:05,RE 4,Ennepetal (ab 02:41),
06:10,06:10,ICE 240,Berlin Südkreuz (ab 06:05),6
06:11,06:11,RE 3503,Neubrandenburg (ab 04:27),
06:15,06:15,RE 62005,Baruth(Mark) (ab 05:20),7
06:18,06:18,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:22 (+2),06:24,ICE 503,Berlin Gesundbrunnen (ab 06:16),3
06:23,06:23,RB 21820,Flughafen BER (ab 06:01),
06:29 (+4),06:33,RE 3301,Angermünde (ab 05:32),2 A - D
06:30 (+2),06:32,ICE 904,München Hbf (ab 23:12),
06:32 (+42),07:14,ICE 1003,Berlin Gesundbrunnen (ab 06:26),4
06:35,06:35,RE 62002,Wittenberge (ab 05:05),2 D - G
06:39,06:39,RB 21822,Flughafen BER (ab 06:16),
06:50 (+2),06:52,RE 3147,Falkenberg(Elster) (ab 05:14),7
06:53,06:53,RB 18503,Cottbus Hbf (ab 05:23),8
07:00 (+10),07:10,ICE 654,Berlin Südkreuz (ab 06:52),7
07:06,07:06,RE 3146,Rathenow (ab 06:09),2
07:08,07:08,RE 21826,Flughafen BER (ab 06:46),
07:11,07:11,RE 4353,Neustrelitz Hbf (ab 06:00),
07:13,07:13,RE 62007,Elsterwerda (ab 05:29),5
07:18,07:18,RE 3304,Luckenwalde (ab 06:35),6
07:22 (+50),08:12,IC 60409,Zürich HB (ab 19:59),5
07:22 (+50),08:12,NJ 409,Zürich HB (ab 19:59),5
07:23 (+19),07:42,ICE 2551,Hamburg Hbf (ab 05:30),3
07:23,07:23,RB 21828,Flughafen BER (ab 07:01),
07:29 (+1),07:30,ICE 606,Leipzig Hbf (ab 06:12),6
07:29,07:29,RE 3343,Schwedt(Oder) (ab 06:04),2
07:32,07:32,ICE 1503,Berlin Gesundbrunnen (ab 07:26),4
07:37,07:37,RE 62004,Schwerin Hbf (ab 04:56),2
07:39,07:39,RE 3506,Flughafen BER (ab 07:16),6
07:46 (+69),08:55,EN 40476,Budapest-Nyugati (ab 19:30),5
