Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:02,00:02,RE 3138,Hennigsdorf(b Berlin) (ab 23:00),1
00:03,00:03,FEX,Berlin Potsdamer Platz (ab 23:56),
00:09,00:09,RE 73826,Erkner (ab 23:43),
00:15,00:15,RE 75445,Lübbenau(Spreewald) (ab 23:08),
00:23,00:23,ICE 901,Hamburg-Altona (ab 21:26),1
00:36 (+21),00:57,ICE 947,Köln Hbf (ab 19:27),3
00:37,00:37,RE 3141,Cottbus Hbf (ab 23:03),
00:41,00:41,RE 1,Erkner (ab 00:20),
00:51,00:51,FEX,Berlin Ostkreuz (ab 00:00),
00:51,00:51,RB 21968,Flughafen BER (ab 00:30),7
01:02,01:02,RE 3140,Berlin-Charlottenburg (ab 00:42),1
01:14,01:14,RE 3742,Dessau Hbf (ab 23:23),2
01:36,01:36,RE 73752,Erkner (ab 01:16),6
01:40 (+2),01:42,ICE 1707,Hamburg-Altona (ab 22:34),2
02:07 (+21),02:28,ICE 274,Basel SBB (ab 18:16),2
03:38,03:38,RB 21805,Berlin-Charlottenburg (ab 03:18),6
04:16 (+10),04:26,RB 21809,Berlin-Charlottenburg (ab 03:55),
04:21,04:21,RE 73751,Brandenburg Hbf (ab 03:13),
04:31,04:31,RB 21806,Flughafen BER (ab 04:10),
04:33,04:33,RB 21811,Berlin-Charlottenburg (ab 04:13),
04:40,04:40,RE 73801,Berlin-Charlottenburg (ab 04:20),
04:49,04:49,RE 73716,Erkner (ab 04:24),7
04:50,04:50,RB 21813,Berlin-Charlottenburg (ab 04:29),1
04:56 (+5),05:01,RE 3702,Bad Belzig (ab 03:41),
05:02,05:02,RE 3707,Lübbenau(Spreewald) (ab 03:53),7
05:10,05:10,RE 73758,Erkner (ab 04:50),7
05:20,05:20,RB 21817,Berlin-Charlottenburg (ab 05:00),2
05:26,05:26,RE 73753,Brandenburg Hbf (ab 04:17),1
05:36,05:36,RE 3102,Hennigsdorf(b Berlin) (ab 04:33),1
05:44,05:44,RE 73718,Eisenhüttenstadt (ab 04:21),7
06:05,06:05,EC 430,Przemysl Glowny (ab 18:49),7
06:27,06:27,ES 453,Bruxelles Midi (ab 19:22),2
06:36,06:36,RE 3104,Hennigsdorf(b Berlin) (ab 05:35),1
06:46,06:46,RE 73755,Brandenburg Hbf (ab 05:44),1
06:47,06:47,RE 73720,Frankfurt(Oder) (ab 05:42),6
06:56,06:56,RE 3706,Dessau Hbf (ab 05:05),2
07:02,07:02,ICE 1272,Frankfurt(Main)Hbf (ab 23:35),3
07:02,07:02,RE 3711,Senftenberg (ab 05:11),7
07:09,07:09,RE 73715,Magdeburg Hbf (ab 05:01),1
07:09,07:09,RE 73762,Eisenhüttenstadt (ab 05:36),7
07:15 (+3),07:18,IC 2432,Cottbus Hbf (ab 06:01),6
07:23,07:23,RE 3107,Cottbus Hbf (ab 06:07),7
07:24,07:24,RE 73805,Magdeburg Hbf (ab 05:31),1
07:36 (+6),07:42,RE 3106,Hennigsdorf(b Berlin) (ab 06:35),1
07:46,07:46,RE 73757,Brandenburg Hbf (ab 06:44),1
07:47 (+1),07:48,RE 73722,Eisenhüttenstadt (ab 06:20),7
07:56,07:56,RE 3708,Dessau Hbf (ab 06:05),2
08:02,08:02,RE 3713,Senftenberg (ab 06:14),7
08:03,08:03,ICE 2843,Leipzig Hbf (ab 05:41),2
08:03,08:03,ICE 649,Hannover Hbf (ab 05:50),2
08:09,08:09,RE 73717,Magdeburg Hbf (ab 06:12),1
08:09,08:09,RE 73764,Eisenhüttenstadt (ab 06:20),7
08:21,08:21,RB 18145,Potsdam Hbf (ab 07:41),3
08:23,08:23,RE 3109,Cottbus Hbf (ab 07:03),7
