Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:08,00:08,RB 62086,Berlin-Spandau (an 00:35),
00:12,00:12,RE 3360,Berlin Hbf (an 00:19),
00:15,00:15,FEX,Berlin Gesundbrunnen (an 00:25),
00:24 (+27),00:51,ICE 2802,Berlin Hbf (an 00:30),6
00:24 (+27),00:51,ICE 592,Berlin Hbf (an 00:30),6
00:30 (+67),01:37,ICE 700,Berlin Gesundbrunnen (an 00:43),6
00:31,00:31,RB 21966,Berlin Hbf (an 00:39),
00:51,00:51,RE 3363,Halle(Saale)Hbf (an 03:12),4
01:53 (+2),01:55,RE 3362,Berlin Hbf (an 02:00),
04:29,04:29,ICE 1706,Hamburg Hbf (an 07:11),7
04:55,04:55,RE 62040,Elsterwerda (an 06:29),
05:10,05:10,RE 3302,Berlin Hbf (an 05:18),
05:31,05:31,ICE 2468,Hamburg Hbf (an 08:15),
05:31,05:31,ICE 2844,Hamburg Hbf (an 08:15),
05:31,05:31,ICE 608,Hamburg Hbf (an 08:15),6
05:35 (+16),05:51,ICE 2825,Hamburg Hbf (an 16:36),5
05:35,05:35,ICE 593,München Hbf (an 13:19),5
05:38,05:38,RB 62050,Berlin-Spandau (an 05:59),
05:42 (+3),05:45,ICE 1501,München Hbf (an 09:49),5
05:44,05:44,RE 3167,Stendal Hbf (an 07:13),
05:45,05:45,RB 18501,Berlin Hbf (an 05:52),
05:45,05:45,RE 18501,Berlin Hbf (an 05:52),
05:58,05:58,ICE 701,Graz Hbf (an 13:15),5
06:00,06:00,RE 21818,Berlin Hbf (an 06:08),
06:07,06:07,RE 62005,Berlin-Spandau (an 06:35),
06:12,06:12,RE 3342,Berlin Hbf (an 06:18),
06:15,06:15,RB 21820,Berlin Hbf (an 06:23),
06:16,06:16,RE 20,Cottbus Hbf (an 22:43),
06:19,06:19,RJ 251,Villach Hbf (an 18:27),4
06:19,06:19,RJX 251,Villach Hbf (an 18:27),4
06:26,06:26,ICE 1604,Berlin Gesundbrunnen (an 10:31),7
06:26,06:26,ICE 1704,Hamburg Hbf (an 09:18),7
06:26 (+9),06:35,ICE 904,Berlin Gesundbrunnen (an 06:37),6
06:31,06:31,RB 21822,Berlin Hbf (an 06:39),
06:34,06:34,ICE 938,Bergen auf Rügen (an 10:45),7
06:35 (+43),07:18,ICE 503,München Hbf (an 11:36),5
06:38,06:38,RB 62052,Berlin-Spandau (an 06:59),
06:42 (+1),06:43,ICE 1003,München Hbf (an 10:49),5
06:43,06:43,RE 3147,Berlin-Spandau (an 07:04),
06:45,06:45,RB 18503,Berlin Hbf (an 06:53),8
06:45,06:45,RE 18503,Berlin Hbf (an 06:53),
06:49,06:49,RE 3,Erfurt Hbf (an 21:07),
06:49,06:49,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:54,06:54,RE 62002,Elsterwerda (an 08:31),
07:06,07:06,RE 62007,Berlin-Spandau (an 07:39),
07:10,07:10,RE 3304,Berlin Hbf (an 07:18),
07:13,07:13,ICE 2800,Paris Est (an 14:51),5
07:13,07:13,ICE 9590,Paris Est (an 14:51),5
07:15,07:15,RB 21828,Berlin Hbf (an 07:23),
07:16 (+1),07:17,IC 60409,Berlin Hbf (an 07:22),7
