Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:04,RE 3138,Cottbus Hbf (an 01:40),1
00:11,RE 73826,Berlin Hbf (an 00:21),6
00:39,RE 3141,Schorndorf (an 10:39),6
00:43,RB 94796,Berlin Hbf (an 00:53),
00:43,RE 1,Magdeburg Hbf (an 10:50),
01:04 (+2),RE 3140,Cottbus Hbf (an 02:40),1
01:38,RE 73752,Berlin Hbf (an 01:48),
01:44,RE 21800,Berlin Hbf (an 01:54),
01:55,RB 21969,Naumburg(Saale)Hbf (an 14:13),3
02:44,RB 21802,Berlin Hbf (an 02:54),
04:04,RB 91521,Berlin Hbf (an 04:13),
04:04,RE 3705,Lübben(Spreewald) (an 04:50),
04:09 (+17),ICE 646,Köln Hbf (an 09:33),3
04:15 (+1),ICE 277,Chur (an 14:22),6
04:23,RE 2,Berlin Gesundbrunnen (an 23:45),
04:23,RE 3101,Hennigsdorf(b Berlin) (an 05:23),7
04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:33,RE 21806,Berlin Hbf (an 04:44),
04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51,RE 94716,Berlin Zoologischer Garten (an 05:08),7
04:58,RE 91399,Lübbenau(Spreewald) (an 06:03),
05:04 (+2),RE 3707,Dessau Hbf (an 06:53),7
05:08 (+5),ICE 946,Köln Hbf (an 10:35),6
05:25,RE 3103,Hennigsdorf(b Berlin) (an 06:23),7
05:28,RE 94753,Frankfurt(Oder) (an 06:35),
05:41,RE 3102,Cottbus Hbf (an 06:56),1
05:49,RE 94718,Berlin Zoologischer Garten (an 06:07),7
05:56,ICE 240,Amsterdam Centraal (an 11:59),
05:57,RE 3704,Senftenberg (an 07:41),1
05:59,EC 41,Warszawa Wschodnia (an 11:15),3
06:04 (+1),RB 93009,Dessau Hbf (an 07:53),7
06:11,RE 94713,Frankfurt(Oder) (an 07:18),1
06:15 (+1),ICE 279,Interlaken Ost (an 15:59),6
06:21 (+9),ICE 644,Köln Hbf (an 11:32),7
06:25 (+1),RE 3105,Hennigsdorf(b Berlin) (an 07:23),6
06:27 Ausfall,ES 453,Praha hl.n. (an 10:51),2
06:38 (+1),RE 3104,Cottbus Hbf (an 07:57),1
06:42 (+1),ICE 1548,Köln Hbf (an 12:16),6
06:48,RE 94755,Frankfurt(Oder) (an 07:47),
06:49 (+2),RE 94720,Berlin Zoologischer Garten (an 07:07),6
06:58,RE 3706,Senftenberg (an 08:41),2
07:04 (+15),RE 3711,Dessau Hbf (an 08:53),7
07:06 Ausfall,ICE 795,Karlsruhe Hbf (an 13:17),6
07:11,RE 94715,Frankfurt(Oder) (an 08:20),1
07:19 (+2),ICE 944,Köln Hbf (an 12:33),6
