Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:06,00:06,RE 94749,Frankfurt(Oder) (an 01:18),1
00:48,00:48,RB 94796,Potsdam Hbf (an 01:22),
00:48,00:48,RE 91367,Potsdam Hbf (an 01:22),
00:58 (+3),01:01,RB 21968,Berlin-Charlottenburg (an 01:13),2
01:00,01:00,RE 3140,Cottbus Hbf (an 02:51),
01:11,01:11,RE 3742,Berlin Ostkreuz (an 01:20),1
01:29,01:29,RE 94791,Frankfurt(Oder) (an 02:38),
01:43,01:43,RE 73752,Berlin Zoologischer Garten (an 01:56),2
01:49,01:49,RB 21800,Berlin-Charlottenburg (an 02:04),2
01:50,01:50,RB 21969,Flughafen BER (an 02:15),1
02:49,02:49,RB 21802,Berlin Zoologischer Garten (an 03:00),
04:08,04:08,RE 3705,Jeber-Bergfrieden (an 05:37),
04:17,04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,04:27,RE 2,Lübben(Spreewald) (an 06:25),
04:27,04:27,RE 3101,Hennigsdorf(b Berlin) (an 05:23),2
04:32,04:32,RE 94756,Berlin Hbf (an 04:37),
04:37,04:37,RE 1,Gotha (an 22:35),
04:37,04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:38,04:38,RB 21806,Berlin Zoologischer Garten (an 04:49),
04:53,04:53,RE 3702,Senftenberg (an 06:41),1
04:56,04:56,RE 94716,Berlin-Wannsee (an 05:21),2
05:08,05:08,RE 3707,Dessau Hbf (an 06:53),2
05:16,05:16,RE 93759,Potsdam Hbf (an 05:51),
05:16,05:16,RE 94758,Berlin-Wannsee (an 05:41),
05:22,05:22,RB 94753,Frankfurt(Oder) (an 06:35),
05:22,05:22,RE 93754,Frankfurt(Oder) (an 06:35),
05:29,05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:29,05:29,RE 92303,Berlin-Spandau (an 05:54),
05:29,05:29,RE 95005,Berlin-Spandau (an 05:54),
