Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:00,00:00,RE 3139,Schorndorf (an 10:09),3
00:02,00:02,RE 94749,Frankfurt(Oder) (an 01:18),
00:25 (+2),00:27,RE 3745,Bad Belzig (an 01:31),4
00:51,00:51,RB 94796,Potsdam Hbf (an 01:22),
00:51,00:51,RE 91367,Potsdam Hbf (an 01:22),
00:55,00:55,RE 3140,Cottbus Hbf (an 02:51),
01:26,01:26,RE 93994,Frankfurt(Oder) (an 02:38),
01:26,01:26,RE 94791,Frankfurt(Oder) (an 02:38),
01:41,01:41,RE 7,Offenburg (an 23:37),
01:41,01:41,RE 93742,Berlin Ostkreuz (an 01:54),
01:46,01:46,RB 21969,Naumburg(Saale)Hbf (an 13:50),
01:46,01:46,RE 73752,Berlin Zoologischer Garten (an 01:56),3
03:01,03:01,RB 21803,Berlin Ostkreuz (an 03:13),
03:03,03:03,RB 90174,Berlin-Spandau (an 03:21),
03:31,03:31,RB 21805,Berlin Ostkreuz (an 03:43),
04:12,04:12,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:14,04:14,RE 73751,Frankfurt(Oder) (an 05:29),
04:26,04:26,RE 21811,Berlin Ostkreuz (an 04:38),
04:31,04:31,RE 2,München Hbf (an 22:19),
04:31,04:31,RE 3101,Berlin-Spandau (an 04:53),
04:33,04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:42,04:42,RE 21813,Berlin Ostkreuz (an 04:54),
04:49,04:49,RE 3702,Senftenberg (an 06:41),1
04:59,04:59,RE 94716,Berlin-Wannsee (an 05:21),
05:12,05:12,RE 3707,Dessau Hbf (an 06:53),3
05:13,05:13,RE 21817,Berlin Ostkreuz (an 05:24),
05:19,05:19,RB 94753,Frankfurt(Oder) (an 06:35),
05:19,05:19,RE 93754,Frankfurt(Oder) (an 06:35),
05:20,05:20,RE 93759,Potsdam Hbf (an 05:51),
05:20,05:20,RE 94758,Potsdam Hbf (an 05:51),
05:29,05:29,RE 3102,Cottbus Hbf (an 06:56),1
05:33,05:33,RE 3103,Hennigsdorf(b Berlin) (an 06:23),3
05:48 (+1),05:49,RE 3704,Senftenberg (an 07:41),1
05:57,05:57,RE 93719,Berlin-Wannsee (an 06:20),
05:57,05:57,RE 94718,Berlin-Wannsee (an 06:20),
06:02,06:02,RE 94713,Frankfurt(Oder) (an 07:18),
06:12,06:12,RE 3709,Dessau Hbf (an 07:53),3
06:20,06:20,RE 94760,Potsdam Hbf (an 06:51),
06:29,06:29,RE 3104,Cottbus Hbf (an 07:57),1
06:33,06:33,RE 3105,Hennigsdorf(b Berlin) (an 07:23),4
06:49,06:49,RE 3706,Senftenberg (an 08:41),1
06:57,06:57,RE 94720,Berlin-Wannsee (an 07:20),
07:02,07:02,RE 94715,Frankfurt(Oder) (an 08:20),
07:12,07:12,RE 3711,Dessau Hbf (an 08:53),3
07:20,07:20,RE 94762,Potsdam Hbf (an 07:51),
07:29,07:29,RE 3106,Cottbus Hbf (an 08:56),1
07:33,07:33,RE 3107,Hennigsdorf(b Berlin) (an 08:23),3
07:48,07:48,RB 18146,Berlin-Wannsee (an 08:10),
07:49,07:49,RE 3708,Senftenberg (an 09:41),1
07:57,07:57,RE 94722,Berlin-Wannsee (an 08:20),
08:02,08:02,RE 94717,Frankfurt(Oder) (an 09:18),
08:12 (+4),08:16,RE 3713,Dessau Hbf (an 09:53),4
08:20,08:20,RB 94764,Potsdam Hbf (an 08:51),
08:20,08:20,RE 94764,Potsdam Hbf (an 08:51),
08:29,08:29,RE 3108,Cottbus Hbf (an 09:55),1
08:33,08:33,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:40,08:40,RE 94759,Frankfurt(Oder) (an 09:43),
08:48,08:48,RB 18148,Berlin-Wannsee (an 09:10),
08:49,08:49,RE 3710,Senftenberg (an 10:41),1
08:57,08:57,RE 94724,Berlin-Wannsee (an 09:20),
09:02,09:02,RE 94719,Frankfurt(Oder) (an 10:18),
09:12,09:12,RE 3715,Dessau Hbf (an 10:53),3
09:13,09:13,RB 18147,Berlin Ostbahnhof (an 09:21),2
09:20,09:20,RE 94766,Potsdam Hbf (an 09:51),
09:29,09:29,RE 3110,Cottbus Hbf (an 10:55),1
09:33,09:33,RE 3111,Hennigsdorf(b Berlin) (an 10:23),3
09:40,09:40,RB 94761,Frankfurt(Oder) (an 10:43),
09:48,09:48,RB 18150,Berlin-Wannsee (an 10:10),
09:49,09:49,RE 3712,Senftenberg (an 11:41),1
09:57,09:57,RE 94726,Berlin-Wannsee (an 10:20),
10:02,10:02,RE 94721,Frankfurt(Oder) (an 11:18),
10:12,10:12,RE 3717,Dessau Hbf (an 11:53),4
10:13,10:13,RB 18149,Berlin Ostbahnhof (an 10:21),
10:20,10:20,RE 94768,Potsdam Hbf (an 10:51),
10:29 (+1),10:30,RE 3112,Cottbus Hbf (an 11:55),1
10:33,10:33,RE 3113,Hennigsdorf(b Berlin) (an 11:23),4
10:40,10:40,RE 94763,Frankfurt(Oder) (an 11:43),
10:49 (+1),10:50,RE 3714,Senftenberg (an 12:41),1
10:57,10:57,RE 94728,Berlin-Wannsee (an 11:20),
11:02,11:02,RE 94723,Frankfurt(Oder) (an 12:18),
11:12 (+10),11:22,RE 3719,Dessau Hbf (an 12:53),3
11:20,11:20,RE 94770,Potsdam Hbf (an 11:51),
11:29,11:29,RE 3114,Cottbus Hbf (an 12:55),1
11:33,11:33,RE 3115,Hennigsdorf(b Berlin) (an 12:23),3
11:49 (+9),11:58,RE 3716,Senftenberg (an 13:41),1
11:57,11:57,RE 94730,Berlin-Wannsee (an 12:20),
