Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
05:45,05:45,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),16
06:19,06:19,EC 430,Przemysl Glowny (ab 18:55),20
07:22,07:22,RB 18204,Ludwigsfelde (ab 06:38),21
07:39,07:39,RB 18207,Oranienburg (ab 07:09),21
07:45,07:45,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),16
07:51,07:51,RB 61107,Berlin Ostkreuz (ab 07:48),15
08:05,08:05,RB 61425,Müncheberg(Mark) (ab 07:25),16
08:06,08:06,RB 61224,Werneuchen (ab 07:34),17
08:15,08:15,RB 18309,Eberswalde Hbf (ab 07:35),21
08:22,08:22,RB 18206,Ludwigsfelde (ab 07:38),21
08:35,08:35,RB 61188,Werneuchen (ab 08:04),17
08:39,08:39,RB 18209,Oranienburg (ab 08:09),21
08:45,08:45,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),16
08:56,08:56,RB 61108,Templin Stadt (ab 07:33),20
09:15,09:15,RB 18311,Eberswalde Hbf (ab 08:35),21
09:22,09:22,RB 18208,Ludwigsfelde (ab 08:38),21
09:35,09:35,RB 61190,Werneuchen (ab 09:04),17
09:39,09:39,RB 18211,Oranienburg (ab 09:09),21
09:45,09:45,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),16
09:56,09:56,RB 61110,Templin Stadt (ab 08:33),20
10:13,10:13,EC 248,Warszawa Wschodnia (ab 04:49),21
10:15,10:15,RB 18313,Eberswalde Hbf (ab 09:35),21
10:22,10:22,RB 18210,Ludwigsfelde (ab 09:38),21
10:35,10:35,RB 61192,Werneuchen (ab 10:04),17
10:39,10:39,RB 18213,Oranienburg (ab 10:09),21
10:45,10:45,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),16
10:56,10:56,RB 61112,Templin Stadt (ab 09:33),20
11:06,11:06,RB 61228,Werneuchen (ab 10:34),17
11:06,11:06,RB 61431,Müncheberg(Mark) (ab 10:25),16
11:08 (+7),11:15,EC 54,Kraków Główny (ab 04:11),21
11:15,11:15,RB 18315,Eberswalde Hbf (ab 10:35),21
11:22,11:22,RB 18212,Ludwigsfelde (ab 10:38),21
11:35,11:35,RB 61194,Werneuchen (ab 11:04),17
11:39,11:39,RB 18215,Oranienburg (ab 11:09),21
11:45,11:45,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),16
11:56,11:56,RB 61114,Templin Stadt (ab 10:33),20
12:03 (+5),12:08,EC 246,Warszawa Wschodnia (ab 06:49),21
12:15,12:15,RB 18317,Eberswalde Hbf (ab 11:35),21
12:22,12:22,RB 18214,Ludwigsfelde (ab 11:38),21
12:39,12:39,RB 18217,Oranienburg (ab 12:09),21
12:45,12:45,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),15
13:11 (+7),13:18,EC 230,Gdynia Główna (ab 07:07),21
14:03 (+4),14:07,EC 48,Warszawa Wschodnia (ab 08:49),22
15:08 (+1),15:09,EC 56,Przemysl Glowny (ab 05:16),21
15:22,15:22,RB 18220,Ludwigsfelde (ab 14:38),21
15:51,15:51,RB 61123,Berlin Ostkreuz (ab 15:48),15
15:56,15:56,RB 61122,Templin Stadt (ab 14:33),20
16:03 (+16),16:19,EC 46,Warszawa Wschodnia (ab 10:49),22
16:22,16:22,RB 18222,Ludwigsfelde (ab 15:38),21
16:51,16:51,RB 61125,Berlin Ostkreuz (ab 16:48),15
16:56,16:56,RB 61124,Templin Stadt (ab 15:33),20
17:56,17:56,RB 61126,Templin Stadt (ab 16:33),20
18:11 (+4),18:15,EC 44,Warszawa Wschodnia (ab 12:49),22
19:08 (+2),19:10,EC 58,Przemyśl Główny (ab 09:10),22
19:51,19:51,RB 61131,Berlin Ostkreuz (ab 19:48),15
20:13,20:13,EC 42,Warszawa Wschodnia (ab 14:49),22
20:22,20:22,RB 18230,Ludwigsfelde (ab 19:38),21
20:35,20:35,RB 61212,Werneuchen (ab 20:04),17
20:39,20:39,RB 18233,Oranienburg (ab 20:09),21
20:45,20:45,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),16
20:56,20:56,RB 61132,Templin Stadt (ab 19:33),20
21:06,21:06,RB 61248,Werneuchen (ab 20:34),17
21:15,21:15,RB 18335,Eberswalde Hbf (ab 20:35),21
21:22,21:22,RB 18232,Ludwigsfelde (ab 20:38),21
22:13 (+9),22:22,EC 40,Warszawa Wschodnia (ab 16:49),22
