Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:05,00:05,RB 93366,Eberswalde Hbf (an 01:04),
00:05,00:05,RE 3,Oberhausen Hbf (an 23:42),
00:05,00:05,RE 3366,Eberswalde Hbf (an 01:04),4
05:03,05:03,RE 3302,Stralsund Hbf (an 08:45),4
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),
05:51,05:51,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),3
06:05,06:05,RE 3342,Angermünde (an 07:23),
06:37,06:37,RE 3147,Berlin-Spandau (an 07:04),
06:54,06:54,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03 (+13),07:16,RE 3304,Stralsund Hbf (an 10:44),4
07:37,07:37,RE 3169,Stendal Hbf (an 09:13),
08:05 (+4),08:09,RE 3344,Schwedt(Oder) (an 09:55),4
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),3
09:03 (+3),09:06,RE 3306,Stralsund Hbf (an 12:44),4
09:37,09:37,RE 3171,Stendal Hbf (an 11:13),
09:51,09:51,RE 3345,Luckenwalde (an 10:27),3
10:05 (+1),10:06,RE 3346,Schwedt(Oder) (an 11:55),4
10:37,10:37,RE 3151,Berlin-Spandau (an 11:04),
10:54,10:54,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03 (+4),11:07,RE 3308,Stralsund Hbf (an 14:44),4
11:22 (+1),11:23,RE 3150,Falkenberg(Elster) (an 12:44),3
11:51,11:51,RE 3347,Luckenwalde (an 12:27),3
12:06 (+1),12:07,RE 3348,Schwedt(Oder) (an 13:55),4
12:20,12:20,RE 3170,Jüterbog (an 12:54),3
12:37 (+2),12:39,RE 3153,Rathenow (an 13:54),4
12:54 (+7),13:01,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03 (+2),13:05,RE 3310,Stralsund Hbf (an 16:44),4
13:22 (+10),13:32,RE 3152,Falkenberg(Elster) (an 14:44),3
13:37,13:37,RE 3175,Stendal Hbf (an 15:13),4
13:51,13:51,RE 3349,Luckenwalde (an 14:27),3
14:05,14:05,RE 3350,Angermünde (an 15:23),
14:20,14:20,RE 3172,Jüterbog (an 14:54),3
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54 (+3),14:57,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03 (+3),15:06,RE 3312,Stralsund Hbf (an 18:44),4
15:37,15:37,RE 3177,Stendal Hbf (an 17:13),
16:05,16:05,RE 3352,Angermünde (an 17:23),
16:37,16:37,RE 3157,Berlin-Spandau (an 17:04),
16:54 (+3),16:57,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03 (+3),17:06,RE 3314,Stralsund Hbf (an 20:44),4
17:37 (+18),17:55,RE 3179,Stendal Hbf (an 19:13),4
17:51 (+2),17:53,RE 3353,Lutherstadt Wittenberg Hbf (an 19:06),3
18:05,18:05,RE 10237,Münster(Westf)Hbf (an 23:35),4
18:05 (+7),18:12,RE 3354,Schwedt(Oder) (an 19:55),4
18:37,18:37,RE 3159,Berlin-Spandau (an 19:04),
18:54 (+7),19:01,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03 (+3),19:06,RE 3316,Stralsund Hbf (an 22:49),4
19:37,19:37,RE 3181,Stendal Hbf (an 21:06),4
19:51 (+38),20:29,RE 3355,Luckenwalde (an 20:27),3
20:05 (+3),20:08,RE 3356,Schwedt(Oder) (an 21:55),4
20:37,20:37,RE 3161,Rathenow (an 21:48),4
20:53 (+1),20:54,RE 3315,Lutherstadt Wittenberg Hbf (an 22:07),3
21:03,21:03,RE 3318,Pasewalk (an 23:19),4
21:22,21:22,RE 3160,Jüterbog (an 21:56),3
21:42,21:42,RE 3183,Berlin Gesundbrunnen (an 22:02),
21:42,21:42,RE 93183,Berlin Gesundbrunnen (an 22:02),
22:51,22:51,RE 3185,Berlin Gesundbrunnen (an 23:11),
22:51,22:51,RE 93185,Berlin Gesundbrunnen (an 23:11),
22:54,22:54,RE 93317,Teltow (an 22:58),3
