Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:05,00:05,RE 3360,Angermünde (an 01:26),
00:05,00:05,RE 3366,Bernau(b Berlin) (an 00:44),
00:56,00:56,RE 3363,Halle(Saale)Hbf (an 03:11),3
01:47,01:47,RE 3362,Eberswalde Hbf (an 02:48),
05:03,05:03,RE 3,Celle (an 22:46),
05:03 (+1),05:04,RE 3302,Stralsund Hbf (an 08:45),4
05:37,05:37,RE 3167,Stendal Hbf (an 07:13),4
06:05,06:05,RE 3342,Schwedt(Oder) (an 07:55),4
06:37,06:37,RE 3147,Rathenow (an 07:52),4
06:54,06:54,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),3
07:03 (+1),07:04,RE 3304,Stralsund Hbf (an 10:44),4
07:22,07:22,RE 3146,Falkenberg(Elster) (an 08:44),3
07:37,07:37,RE 3169,Stendal Hbf (an 09:13),
07:51,07:51,RE 3343,Luckenwalde (an 08:27),3
08:05 (+3),08:08,RE 3344,Schwedt(Oder) (an 09:55),4
08:20,08:20,RE 3166,Jüterbog (an 08:54),3
08:37,08:37,RE 3149,Berlin-Spandau (an 09:04),
08:54,08:54,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),3
09:03 (+3),09:06,RE 3306,Stralsund Hbf (an 12:44),4
09:22 (+2),09:24,RE 3148,Falkenberg(Elster) (an 10:44),3
09:37 (+2),09:39,RE 3171,Stendal Hbf (an 11:13),4
09:51,09:51,RE 3345,Luckenwalde (an 10:27),3
10:05 (+4),10:09,RE 3346,Schwedt(Oder) (an 11:55),4
10:37 (+6),10:43,RE 3151,Rathenow (an 11:54),4
10:54 (+2),10:56,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),3
11:03 (+4),11:07,RE 3308,Stralsund Hbf (an 14:44),4
11:22 (+5),11:27,RE 3150,Falkenberg(Elster) (an 12:44),3
11:51,11:51,RE 3347,Luckenwalde (an 12:27),3
12:06 (+1),12:07,RE 3348,Schwedt(Oder) (an 13:55),4
12:20,12:20,RE 3170,Jüterbog (an 12:54),3
12:37,12:37,RE 3153,Berlin-Spandau (an 13:04),
12:54 (+3),12:57,RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),3
13:03,13:03,RE 3310,Stralsund Hbf (an 16:44),
13:37,13:37,RE 3175,Stendal Hbf (an 15:13),4
14:05,14:05,RE 3350,Angermünde (an 15:23),
14:37,14:37,RE 3155,Berlin-Spandau (an 15:04),
14:54 (+4),14:58,RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),3
15:03 (+1),15:04,RE 3312,Stralsund Hbf (an 18:44),4
15:37,15:37,RE 3177,Stendal Hbf (an 17:13),
16:05,16:05,RE 3352,Angermünde (an 17:23),
16:37,16:37,RE 3157,Berlin-Spandau (an 17:04),
16:54 (+3),16:57,RE 3311,Lutherstadt Wittenberg Hbf (an 18:07),3
17:03,17:03,RE 3314,Stralsund Hbf (an 20:44),4
17:37,17:37,RE 26117,Stendal Hbf (an 19:13),
17:37,17:37,RE 3179,Stendal Hbf (an 19:13),
18:05,18:05,RE 3354,Angermünde (an 19:23),
18:37,18:37,RE 3159,Rathenow (an 19:49),4
18:54 (+7),19:01,RE 3313,Lutherstadt Wittenberg Hbf (an 20:07),3
19:03 (+4),19:07,RE 3316,Stralsund Hbf (an 22:49),4
19:22 (+6),19:28,RE 3158,Falkenberg(Elster) (an 20:44),3
19:37,19:37,RE 3181,Stendal Hbf (an 21:06),4
19:51,19:51,RE 3355,Luckenwalde (an 20:27),3
20:05,20:05,RE 3356,Angermünde (an 21:23),
20:37,20:37,RE 3161,Berlin-Spandau (an 21:04),
21:03,21:03,RE 3318,Pasewalk (an 23:19),
21:38,21:38,RE 3183,Stendal Hbf (an 23:13),4
22:05,22:05,RE 3358,Angermünde (an 23:27),
22:48,22:48,RE 3185,Stendal Hbf (an 00:18),4
