Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:12,00:12,RB 62086,Berlin-Spandau (an 00:27),
00:16,00:16,RE 3360,Angermünde (an 01:26),
00:16,00:16,RE 3366,Bernau(b Berlin) (an 00:44),
00:43,00:43,RE 3363,Halle(Saale)Hbf (an 03:11),2
00:50,00:50,RB 21968,Berlin Hbf (an 00:53),4
00:56,00:56,RB 21967,Naumburg(Saale)Hbf (an 12:50),1
01:57,01:57,RE 3362,Eberswalde Hbf (an 02:48),
04:49,04:49,RE 62040,Elsterwerda (an 06:29),
05:12,05:12,RE 3144,Berlin-Lichterfelde Ost (an 05:21),
05:15,05:15,RE 3,Celle (an 22:46),
05:15 (+2),05:17,RE 3302,Stralsund Hbf (an 08:45),3
05:35,05:35,RE 3341,Berlin-Lichterfelde Ost (an 05:50),
05:41,05:41,RE 3504,Berlin Gesundbrunnen (an 05:51),
05:41,05:41,RE 5,Salzburg Hbf (an 23:45),
05:46,05:46,RE 62000,Baruth(Mark) (an 06:36),1
05:48,05:48,RE 3167,Stendal Hbf (an 07:13),3
05:50,05:50,RB 18501,Berlin Hbf (an 05:53),4
06:10,06:10,RE 3164,Berlin-Lichterfelde Ost (an 06:19),
06:11,06:11,RB 18500,Lübbenau(Spreewald) (an 07:16),1
06:12,06:12,RE 62005,Wismar (an 09:37),4
06:12,06:12,RE 8,Kassel-Wilhelmshöhe (an 14:55),
06:16 (+1),06:17,RE 3342,Schwedt(Oder) (an 07:55),3
06:18,06:18,RE 3503,Sargans (an 22:24),2
06:36,06:36,RB 21822,Berlin Hbf (an 06:39),4
06:41,06:41,RE 4352,Rostock Hbf (an 09:23),3
06:43,06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),2
06:47 (+1),06:48,RE 3147,Rathenow (an 07:52),3
06:48,06:48,RE 62002,Elsterwerda (an 08:31),
06:50,06:50,RB 18503,Berlin Hbf (an 06:53),4
07:05,07:05,RE 21826,Berlin Hbf (an 07:08),4
07:10 (+1),07:11,RE 62007,Wittenberge (an 08:56),4
07:11,07:11,RB 18502,Lübbenau(Spreewald) (an 08:14),1
07:12,07:12,RE 3146,Falkenberg(Elster) (an 08:44),2
07:15,07:15,RE 3304,Stralsund Hbf (an 10:44),3
07:17 (+16),07:33,RE 4353,Berlin Südkreuz (an 07:23),2
07:35,07:35,RE 3343,Luckenwalde (an 08:27),1
07:40 Ausfall,--:--,RE 3506,St. Gallen(CH) (an 23:34),3
07:46 (+1),07:47,RE 62004,Baruth(Mark) (an 08:36),1
07:48,07:48,RE 3169,Stendal Hbf (an 09:13),
07:50,07:50,RB 18505,Berlin Hbf (an 07:52),4
08:10,08:10,RE 3166,Jüterbog (an 08:54),2
08:11,08:11,RB 18504,Lübbenau(Spreewald) (an 09:15),
08:13 (+1),08:14,RE 62009,Wismar (an 11:37),4
08:16 (+3),08:19,RE 3344,Schwedt(Oder) (an 09:55),3
08:19 Ausfall,--:--,RE 3505,Sargans (an 23:24),2
08:41,08:41,RE 4354,Rostock Hbf (an 11:23),3
08:43 (+1),08:44,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),2
08:47,08:47,RE 3149,Berlin-Spandau (an 09:04),
08:48 (+1),08:49,RE 62006,Elsterwerda (an 10:31),1
09:05 (+5),09:10,RB 21842,Berlin Hbf (an 09:08),4
09:10 (+10),09:20,RE 62011,Wittenberge (an 10:56),4
09:11,09:11,RB 18506,Lübbenau(Spreewald) (an 10:14),1
09:11,09:11,RE 20,Cottbus Hbf (an 22:48),
09:12 (+1),09:13,RE 3148,Falkenberg(Elster) (an 10:44),2
09:15 (+1),09:16,RE 3306,Stralsund Hbf (an 12:44),3
09:18 (+5),09:23,RE 4355,Berlin Südkreuz (an 09:24),2
09:35,09:35,RE 3345,Luckenwalde (an 10:27),1
09:41,09:41,RE 3508,Grimmen (an 12:29),3
09:46 (+1),09:47,RE 62008,Baruth(Mark) (an 10:36),1
09:48,09:48,RE 3171,Stendal Hbf (an 11:13),3
09:50,09:50,RB 18509,Berlin Hbf (an 09:53),4
10:11,10:11,RB 18508,Lübbenau(Spreewald) (an 11:15),1
10:12 (+1),10:13,RE 62013,Wismar (an 13:37),4
10:16 (+3),10:19,RE 3346,Schwedt(Oder) (an 11:55),3
10:17 (+13),10:30,RE 3507,Berlin Südkreuz (an 10:24),2
10:41,10:41,RB 21859,Flughafen BER (an 11:00),1
10:41 (+6),10:47,RE 4356,Rostock Hbf (an 13:23),3
10:43 (+2),10:45,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:47 (+6),10:53,RE 3151,Rathenow (an 11:54),3
10:48 (+1),10:49,RE 62010,Elsterwerda (an 12:31),1
10:50 (+8),10:58,RB 18511,Berlin Hbf (an 10:52),4
10:56,10:56,RB 21861,Flughafen BER (an 11:14),1
11:05 (+1),11:06,RB 21858,Berlin Hbf (an 11:08),4
11:10 (+2),11:12,RE 62015,Wittenberge (an 12:56),4
11:11,11:11,RB 18510,Lübbenau(Spreewald) (an 12:15),1
11:12 (+4),11:16,RE 3150,Falkenberg(Elster) (an 12:44),2
11:15 (+2),11:17,RE 3308,Stralsund Hbf (an 14:44),3
11:17 (+8),11:25,RE 4357,Berlin Südkreuz (an 11:23),2
11:35,11:35,RE 3347,Luckenwalde (an 12:27),1
11:41,11:41,RE 3510,Grimmen (an 14:29),3
11:46,11:46,RE 62012,Baruth(Mark) (an 12:35),1
11:50,11:50,RB 18513,Berlin Hbf (an 11:55),4
11:50,11:50,RE 3173,Stendal Hbf (an 13:13),3
12:10,12:10,RE 3170,Jüterbog (an 12:54),2
12:11,12:11,RB 18512,Lübbenau(Spreewald) (an 13:15),1
12:14 (+1),12:15,RE 62017,Wismar (an 15:37),4
