Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:16 (+68),01:24,ICE 901,Berlin Ostbahnhof (an 00:23),12
00:16,00:16,RE 73797,Berlin Ostbahnhof (an 00:25),11
00:22,00:22,RE 3366,Angermünde (an 01:26),6
00:25,00:25,RB 62086,Berlin-Spandau (an 00:35),7
00:29 (+16),00:45,ICE 947,Berlin Ostbahnhof (an 00:36),11
00:29,00:29,RE 3745,Bad Belzig (an 01:31),14
00:29,00:29,RE 75445,Berlin-Wannsee (an 00:47),
00:32 (+5),00:37,RE 62095,Berlin Ostbahnhof (an 00:42),12
00:40,00:40,RE 3,Dresden-Neustadt (an 22:17),
00:40,00:40,RE 3363,Halle(Saale)Hbf (an 03:12),
00:50 (+8),00:58,RE 3141,Berlin-Charlottenburg (an 01:00),13
00:52,00:52,RB 21967,Naumburg(Saale)Hbf (an 12:50),
00:52,00:52,RE 3140,Cottbus Hbf (an 02:40),11
00:53,00:53,RE 3165,Berlin-Spandau (an 01:03),
00:55,00:55,RE 73796,Brandenburg Hbf (an 01:54),14
00:57 (+3),01:00,RE 73799,Berlin Ostbahnhof (an 01:06),12
01:04 (+1),01:05,RE 3742,Berlin Ostkreuz (an 01:20),11
01:22 (+6),01:28,RE 73791,Erkner (an 01:53),12
01:32 (+2),01:34,ICE 1707,Berlin Ostbahnhof (an 01:40),12
01:50 (+1),01:51,RE 73752,Brandenburg Hbf (an 02:51),14
01:57,01:57,RE 62088,Berlin-Spandau (an 02:08),
02:09 (+1),02:10,RE 3362,Eberswalde Hbf (an 02:48),
02:30 (+18),02:48,RE 3701,Bad Belzig (an 03:33),13
02:30,02:30,RE 3703,Berlin-Wannsee (an 02:48),
02:37 (+9),02:46,RE 73793,Berlin Ostbahnhof (an 02:48),11
02:55,02:55,RB 21802,Berlin-Charlottenburg (an 03:04),14
02:58,02:58,RB 21803,Flughafen BER (an 03:33),12
03:03,03:03,RB 10,Koblenz Hbf (an 08:06),
03:03,03:03,RE 62090,Berlin-Spandau (an 03:14),
03:07,03:07,RE 73754,Magdeburg Hbf (an 05:08),14
03:28,03:28,RB 21805,Flughafen BER (an 04:03),12
03:57,03:57,RE 62092,Berlin-Spandau (an 04:09),
04:05,04:05,RB 21809,Berlin Ostbahnhof (an 04:16),12
04:11,04:11,RE 73751,Frankfurt(Oder) (an 05:29),11
04:15,04:15,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:18,04:18,RE 3340,Schwedt(Oder) (an 05:50),5
04:23,04:23,ICE 646,Bielefeld Hbf (an 07:21),
04:23,04:23,RB 21811,Berlin Ostbahnhof (an 04:33),
04:25,04:25,RE 62001,Berlin-Spandau (an 04:35),
04:25,04:25,RE 62047,Berlin-Spandau (an 04:35),
04:25,04:25,RE 8,Kassel-Wilhelmshöhe (an 14:55),
04:28,04:28,ICE 277,Zürich HB (an 13:00),
04:30,04:30,RE 73801,Frankfurt(Oder) (an 05:36),11
04:35,04:35,RE 2,Dresden Hbf (an 18:33),
04:35,04:35,RE 3101,Berlin-Spandau (an 04:53),
04:39,04:39,ICE 1706,Hamburg Hbf (an 07:11),8
04:39,04:39,RB 21813,Berlin Ostbahnhof (an 04:50),
04:39,04:39,RE 1,Mannheim Hbf (an 08:21),
04:39 (+2),04:41,RE 73756,Brandenburg Hbf (an 05:33),14
04:46,04:46,RE 3702,Lübbenau(Spreewald) (an 06:03),
04:46,04:46,RE 4350,Rostock Hbf (an 07:29),
04:46,04:46,RE 5,Salzburg Hbf (an 09:46),
04:47 (+1),04:48,RE 3369,Berlin Südkreuz (an 04:53),4
04:47 (+5),04:52,RE 62040,Elsterwerda (an 06:29),1
04:48,04:48,RB 62094,Berlin-Spandau (an 04:59),
04:54,04:54,RE 3145,Berlin-Spandau (an 05:04),
04:54,04:54,RE 4,Singen(Hohentwiel) (an 20:43),
05:03 (+16),05:19,RE 73716,Magdeburg Hbf (an 06:50),13
05:03,05:03,RE 94716,Brandenburg Hbf (an 05:57),
05:10,05:10,RB 21817,Berlin Ostbahnhof (an 05:20),
05:10,05:10,RE 56301,Schwerin Hbf (an 07:48),
05:10,05:10,RE 56801,Schwerin Hbf (an 07:48),
05:15 (+1),05:16,RE 3707,Dessau Hbf (an 06:53),13
05:16,05:16,RE 73753,Berlin Ostbahnhof (an 05:26),11
05:22,05:22,RE 3302,Stralsund Hbf (an 08:45),5
05:24 (+8),05:32,RE 73758,Brandenburg Hbf (an 06:19),13
05:24,05:24,RE 93759,Brandenburg Hbf (an 06:19),
05:25,05:25,RE 62003,Elstal (an 05:53),7
05:26,05:26,RE 3102,Cottbus Hbf (an 06:56),11
05:27,05:27,ICE 2887,Mannheim Hbf (an 10:30),
05:27 (+1),05:28,ICE 593,München Hbf (an 13:15),4
05:28 (+3),05:31,ICE 946,Köln Hbf (an 10:35),14
05:32,05:32,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),2
