Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:05,04:05,RB 18343,Eberswalde Hbf (ab 03:34),4
05:01,05:01,RB 61101,Berlin Ostkreuz (ab 04:48),3
05:06,05:06,RB 18303,Eberswalde Hbf (ab 04:35),4
05:31,05:31,RB 18200,Ludwigsfelde (ab 04:38),3
05:48,05:48,RB 61102,Templin Stadt (ab 04:33),4
05:54,05:54,RB 18302,Blankenfelde(Teltow-Fläming) (ab 05:09),3
06:06,06:06,RB 18305,Eberswalde Hbf (ab 05:35),4
08:54,08:54,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),3
09:31,09:31,RB 18208,Ludwigsfelde (ab 08:38),3
09:54,09:54,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),3
10:06,10:06,RB 18313,Eberswalde Hbf (ab 09:35),4
10:54,10:54,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),3
11:54,11:54,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),3
12:54,12:54,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),3
13:54,13:54,RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),3
15:54,15:54,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),3
16:06,16:06,RB 18325,Eberswalde Hbf (ab 15:35),4
16:54,16:54,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),3
17:06,17:06,RB 18327,Eberswalde Hbf (ab 16:35),4
17:54,17:54,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),3
18:06,18:06,RB 18329,Eberswalde Hbf (ab 17:35),4
18:31,18:31,RB 18226,Ludwigsfelde (ab 17:38),3
18:48,18:48,RB 61128,Templin Stadt (ab 17:33),4
18:54,18:54,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),3
19:06,19:06,RB 18331,Eberswalde Hbf (ab 18:35),4
19:48,19:48,RB 61130,Templin Stadt (ab 18:33),4
21:15,21:15,RB 18335,Eberswalde Hbf (ab 20:35),
21:54,21:54,RB 18334,Blankenfelde(Teltow-Fläming) (ab 21:09),3
22:06,22:06,RB 18337,Eberswalde Hbf (ab 21:35),4
