Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:16 (+25),00:41,ICE 901,Berlin Ostbahnhof (an 00:23),12
00:17,00:17,RB 21962,Berlin-Charlottenburg (an 00:26),14
00:22,00:22,RE 3360,Bernau(b Berlin) (an 00:44),
00:29 (+188),03:37,ICE 947,Berlin Ostbahnhof (an 00:36),11
00:29,00:29,RB 93045,Berlin-Wannsee (an 00:47),
00:39,00:39,ICE 700,Berlin Gesundbrunnen (an 00:43),
00:40,00:40,RE 3363,Berlin Südkreuz (an 00:47),
00:50,00:50,RE 3141,Berlin-Charlottenburg (an 01:00),13
00:52,00:52,RB 21967,Naumburg(Saale)Hbf (an 12:50),
00:52,00:52,RE 3140,Cottbus Hbf (an 02:40),11
00:53,00:53,RE 3165,Berlin-Spandau (an 01:03),
01:22,01:22,RE 93291,Berlin Ostbahnhof (an 01:33),
01:32,01:32,GV 328,Amsterdam Centraal (an 23:55),12
01:32 (+10),01:42,ICE 1707,Berlin Ostbahnhof (an 01:40),
01:32 (+10),01:42,ICE 2867,Berlin Ostbahnhof (an 01:40),
01:50,01:50,RE 73752,Berlin Zoologischer Garten (an 01:56),14
01:59 (+14),02:13,ICE 274,Berlin Ostbahnhof (an 02:07),12
02:22 (+113),04:15,ICE 647,Berlin Ostbahnhof (an 02:30),12
02:55,02:55,RB 21802,Berlin-Charlottenburg (an 03:04),14
02:58,02:58,RB 21803,Flughafen BER (an 03:33),12
03:03,03:03,RE 62090,Berlin-Spandau (an 03:14),
04:11,04:11,RE 1,Mannheim Hbf (an 11:22),
04:11,04:11,RE 73751,Frankfurt(Oder) (an 05:29),11
04:15,04:15,RE 3705,Lübbenau(Spreewald) (an 04:57),14
04:18,04:18,RE 3,Stralsund Hbf (an 22:49),
04:23,04:23,ICE 646,Köln Hbf (an 09:33),14
04:25,04:25,RE 62001,Berlin-Spandau (an 04:35),
04:28,04:28,ICE 277,Chur (an 14:22),13
04:30,04:30,RE 73801,Frankfurt(Oder) (an 05:36),11
04:35,04:35,RE 3101,Hennigsdorf(b Berlin) (an 05:23),13
04:39 (+1),04:40,ICE 1706,Hamburg Hbf (an 07:11),8
04:39,04:39,ICE 2860,Hamburg Hbf (an 07:11),8
04:39,04:39,RE 1,Stuttgart Hbf (an 23:38),
04:39,04:39,RE 73756,Brandenburg Hbf (an 05:33),14
04:46,04:46,RE 3702,Lübbenau(Spreewald) (an 06:03),11
04:47,04:47,RE 3369,Berlin Südkreuz (an 04:53),
04:47,04:47,RE 62040,Elsterwerda (an 06:29),1
04:48,04:48,RB 62094,Berlin-Spandau (an 04:59),8
04:54,04:54,RE 3145,Schorndorf (an 11:39),
04:54,04:54,RE 4,Karlsruhe Hbf (an 11:53),
05:03,05:03,RE 73716,Magdeburg Hbf (an 06:50),13
05:03,05:03,RE 94716,Brandenburg Hbf (an 05:57),
