Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:10 (+25),00:35,ICE 947,Swinoujscie Centrum (an 12:40),5
00:23,00:23,RE 62038,Berlin Hbf (an 00:36),
01:05,01:05,RE 3165,Rathenow (an 01:54),3
01:41 (+9),01:50,ICE 274,Berlin Hbf (an 01:54),6
04:29,04:29,RE 62040,Elsterwerda (an 06:29),
04:37 (+1),04:38,RE 62001,Wismar (an 07:27),3
04:37,04:37,RE 8,Stuttgart Hbf (an 19:50),
04:40 (+1),04:41,ICE 646,Düsseldorf Hbf (an 09:12),4
04:44,04:44,ICE 277,Chur (an 14:22),3
04:54,04:54,RE 3144,Berlin Südkreuz (an 05:15),
05:06,05:06,RE 3102,Berlin Gesundbrunnen (an 05:19),
05:06,05:06,RE 4,Düsseldorf Hbf (an 22:39),
05:15,05:15,RE 3604,Wittenberge (an 07:53),3
05:22,05:22,RE 62000,Elsterwerda (an 07:15),
05:37,05:37,RE 62003,Wittenberge (an 06:56),4
05:44 (+1),05:45,RE 3601,Falkensee (an 05:31),
05:46 (+1),05:47,ICE 946,Düsseldorf Hbf (an 10:08),4
05:46 (+1),05:47,ICE 956,Köln Hbf (an 10:22),4
06:06,06:06,RE 3104,Berlin Gesundbrunnen (an 06:18),
06:06,06:06,RE 3167,Stendal Hbf (an 07:13),
06:15,06:15,RE 3606,Wittenberge (an 08:54),3
06:22,06:22,RE 62002,Doberlug-Kirchhain (an 08:16),
06:26 (+1),06:27,ICE 240,Amsterdam Centraal (an 11:59),3
06:29 (+3),06:32,ICE 2972,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),6
06:37,06:37,RE 62005,Wismar (an 09:37),3
06:45 (+1),06:46,ICE 279,Interlaken Ost (an 15:59),4
06:54,06:54,RE 3146,Berlin Hbf (an 07:06),
07:06,07:06,RE 3106,Berlin Gesundbrunnen (an 07:18),
07:14 (+1),07:15,ICE 644,Düsseldorf Hbf (an 11:09),
07:14 (+1),07:15,ICE 654,Köln Hbf (an 11:14),4
07:15 (+2),07:17,RE 3608,Wittenberge (an 09:54),3
07:22 (+2),07:24,RE 62004,Elsterwerda (an 09:14),5
07:26 (+4),07:30,ICE 1548,Köln Hbf (an 12:09),3
07:26 (+3),07:29,ICE 2838,Köln Hbf (an 12:09),
07:33 (+1),07:34,ICE 649,Berlin Hbf (an 07:42),
07:37 (+1),07:38,ICE 795,Karlsruhe Hbf (an 13:17),4
07:37 (+1),07:38,RE 62007,Wittenberge (an 08:56),3
07:54,07:54,RE 3166,Berlin Hbf (an 08:05),
07:59 (+1),08:00,ICE 944,Düsseldorf Hbf (an 12:08),4
07:59 (+1),08:00,ICE 954,Köln Hbf (an 12:22),4
08:06,08:06,RE 3108,Berlin Gesundbrunnen (an 08:23),
08:06 (+3),08:09,RE 3169,Stendal Hbf (an 09:13),
08:15,08:15,RE 3610,Wittenberge (an 10:54),
08:22,08:22,RE 62006,Elsterwerda (an 10:31),
08:26 (+2),08:28,ICE 148,Amsterdam Centraal (an 14:01),3
08:30,08:30,RB 18249,Potsdam Hbf (an 09:23),4
08:37,08:37,RE 62009,Wismar (an 11:37),3
08:45 (+1),08:46,ICE 371,Basel SBB (an 15:48),4
08:50,08:50,DRF 1322,Köln Hbf (an 13:42),3
08:50 (+3),08:53,FLX 1322,Köln Hbf (an 13:41),3
08:54,08:54,RE 3148,Berlin Hbf (an 09:06),
09:14 (+1),09:15,ICE 652,Köln Hbf (an 13:15),4
09:15,09:15,RE 3612,Wittenberge (an 11:54),
09:22,09:22,RE 62008,Baruth(Mark) (an 10:36),5
09:26 (+1),09:27,ICE 1052,Münster(Westf)Hbf (an 12:31),3
09:29,09:29,RB 18248,Berlin-Charlottenburg (an 09:35),5
09:30,09:30,RB 18251,Potsdam Hbf (an 10:23),4
09:34 (+3),09:37,ICE 741,Berlin Hbf (an 09:45),6
09:37,09:37,ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),
09:37 (+39),10:16,RE 62011,Wittenberge (an 10:56),
09:44 (+1),09:45,RE 3611,Falkensee (an 09:31),
09:54 (+2),09:56,RE 3168,Berlin Hbf (an 10:05),
09:59 (+105),11:44,ICE 1143,Berlin Südkreuz (an 10:20),
09:59 (+105),11:44,ICE 2801,Berlin Südkreuz (an 10:20),
09:59 (+54),10:53,ICE 843,Berlin Südkreuz (an 10:20),5
09:59 (+54),10:53,ICE 853,Berlin Südkreuz (an 10:20),5
09:59 (+1),10:00,ICE 942,Düsseldorf Hbf (an 14:08),4
09:59 (+1),10:00,ICE 952,Köln Hbf (an 14:22),4
10:06,10:06,RE 3171,Stendal Hbf (an 11:13),4
10:15 (+3),10:18,RE 3614,Wittenberge (an 12:54),3
10:22,10:22,RE 62010,Elsterwerda (an 12:31),
10:24 (+10),10:34,ICE 996,Berlin Charlottenburg (an 10:32),
10:26 (+1),10:27,ICE 146,Amsterdam Centraal (an 15:59),3
10:29,10:29,RB 18250,Berlin-Charlottenburg (an 10:34),5
10:30,10:30,RB 18253,Potsdam Hbf (an 11:23),
10:31 (+39),11:10,FLX 1234,Hamburg Hbf (an 12:21),3
10:33 (+12),10:45,ICE 1543,Berlin-Charlottenburg (an 10:47),6
10:37,10:37,RE 62013,Wismar (an 13:37),3
10:46 (+15),11:01,ICE 543,Berlin Südkreuz (an 11:18),
10:46 (+15),11:01,ICE 553,Berlin Südkreuz (an 11:04),6
10:47 (+4),10:51,ICE 373,Chur (an 20:22),4
10:54 (+1),10:55,RE 3150,Berlin Südkreuz (an 11:15),
11:14 (+3),11:17,ICE 650,Köln Hbf (an 15:15),4
