Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:15,04:15,RB 18301,Eberswalde Hbf (ab 03:35),22
04:51,04:51,RB 61101,Berlin Ostkreuz (ab 04:48),15
05:15,05:15,RB 18303,Eberswalde Hbf (ab 04:35),16
05:22,05:22,RB 18200,Ludwigsfelde (ab 04:38),22
05:51,05:51,RB 61103,Berlin Ostkreuz (ab 05:48),15
05:56,05:56,RB 61102,Templin Stadt (ab 04:33),20
06:50 (+5),06:55,IC 2432,Cottbus Hbf (ab 05:27),20
06:51,06:51,RB 61105,Berlin Ostkreuz (ab 06:48),15
06:56,06:56,RB 61104,Templin Stadt (ab 05:33),22
07:06,07:06,RB 61222,Werneuchen (ab 06:34),17
07:15,07:15,RB 18307,Eberswalde Hbf (ab 06:35),22
07:22,07:22,RB 18204,Ludwigsfelde (ab 06:38),22
07:45,07:45,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),16
07:51,07:51,RB 61107,Berlin Ostkreuz (ab 07:48),15
07:56,07:56,RB 61106,Templin Stadt (ab 06:33),20
08:06,08:06,RB 61224,Werneuchen (ab 07:34),17
08:15,08:15,RB 18309,Eberswalde Hbf (ab 07:35),22
08:22,08:22,RB 18206,Ludwigsfelde (ab 07:38),22
08:35,08:35,RB 61188,Werneuchen (ab 08:04),
08:45,08:45,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),
08:51,08:51,RB 61109,Berlin Ostkreuz (ab 08:48),15
08:56,08:56,RB 61108,Templin Stadt (ab 07:33),20
09:06,09:06,RB 61226,Werneuchen (ab 08:34),
09:15,09:15,RB 18311,Eberswalde Hbf (ab 08:35),
09:22,09:22,RB 18208,Ludwigsfelde (ab 08:38),
09:35,09:35,RB 61190,Werneuchen (ab 09:04),17
09:45,09:45,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),16
09:56,09:56,RB 61110,Templin Stadt (ab 08:33),
10:15,10:15,RB 18313,Eberswalde Hbf (ab 09:35),
10:22,10:22,RB 18210,Ludwigsfelde (ab 09:38),22
10:35,10:35,RB 61192,Werneuchen (ab 10:04),
10:45,10:45,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),
10:51,10:51,RB 61113,Berlin Ostkreuz (ab 10:48),15
10:56,10:56,RB 61112,Templin Stadt (ab 09:33),
11:06,11:06,RB 61228,Werneuchen (ab 10:34),
11:15,11:15,RB 18315,Eberswalde Hbf (ab 10:35),
11:22,11:22,RB 18212,Ludwigsfelde (ab 10:38),
11:35,11:35,RB 61194,Werneuchen (ab 11:04),
11:45,11:45,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),16
11:51,11:51,RB 61115,Berlin Ostkreuz (ab 11:48),15
11:56,11:56,RB 61114,Templin Stadt (ab 10:33),20
12:15,12:15,RB 18317,Eberswalde Hbf (ab 11:35),22
12:45,12:45,RB 18316,Blankenfelde(Teltow-Fläming) (ab 12:09),15
12:51,12:51,RB 61117,Berlin Ostkreuz (ab 12:48),15
12:56,12:56,RB 61116,Templin Stadt (ab 11:33),20
13:15,13:15,RB 18319,Eberswalde Hbf (ab 12:35),22
13:45,13:45,RB 18318,Blankenfelde(Teltow-Fläming) (ab 13:09),16
13:51,13:51,RB 61119,Berlin Ostkreuz (ab 13:48),15
13:56,13:56,RB 61118,Templin Stadt (ab 12:33),20
14:15,14:15,RB 18321,Eberswalde Hbf (ab 13:35),22
14:45,14:45,RB 18320,Blankenfelde(Teltow-Fläming) (ab 14:09),16
14:51,14:51,RB 61121,Berlin Ostkreuz (ab 14:48),15
14:56,14:56,RB 61120,Templin Stadt (ab 13:33),20
15:15,15:15,RB 18323,Eberswalde Hbf (ab 14:35),22
15:45,15:45,RB 18322,Blankenfelde(Teltow-Fläming) (ab 15:09),16
15:51,15:51,RB 61123,Berlin Ostkreuz (ab 15:48),15
15:56,15:56,RB 61122,Templin Stadt (ab 14:33),20
16:15,16:15,RB 18325,Eberswalde Hbf (ab 15:35),22
16:45,16:45,RB 18324,Blankenfelde(Teltow-Fläming) (ab 16:09),16
16:56,16:56,RB 61124,Templin Stadt (ab 15:33),20
17:15,17:15,RB 18327,Eberswalde Hbf (ab 16:35),22
17:45,17:45,RB 18326,Blankenfelde(Teltow-Fläming) (ab 17:09),16
18:45,18:45,RB 18328,Blankenfelde(Teltow-Fläming) (ab 18:09),16
19:51,19:51,RB 61131,Berlin Ostkreuz (ab 19:48),15
20:15,20:15,RB 18333,Eberswalde Hbf (ab 19:35),22
20:22,20:22,RB 18230,Ludwigsfelde (ab 19:38),22
20:45,20:45,RB 18332,Blankenfelde(Teltow-Fläming) (ab 20:09),16
20:56,20:56,RB 61132,Templin Stadt (ab 19:33),20
21:06,21:06,RB 61248,Werneuchen (ab 20:34),17
21:15,21:15,RB 18335,Eberswalde Hbf (ab 20:35),22
21:22,21:22,RB 18232,Ludwigsfelde (ab 20:38),22
21:56,21:56,RB 61134,Templin Stadt (ab 20:33),17
