Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
04:14,04:14,RB 18343,Eberswalde Hbf (ab 03:34),21
04:45,04:45,RB 18300,Wünsdorf-Waldstadt (ab 03:43),15
05:15,05:15,RB 18303,Eberswalde Hbf (ab 04:35),16
11:39,11:39,RB 18215,Oranienburg (ab 11:09),21
19:21,19:21,RB 18228,Ludwigsfelde (ab 18:38),21
19:51,19:51,RB 61131,Berlin Ostkreuz (ab 19:48),15
19:56,19:56,RB 61130,Templin Stadt (ab 18:33),20
20:56,20:56,RB 61132,Templin Stadt (ab 19:33),20
22:39,22:39,RB 18237,Oranienburg (ab 22:09),21
22:45,22:45,RB 18336,Blankenfelde(Teltow-Fläming) (ab 22:09),16
23:56,23:56,RB 61138,Templin Stadt (ab 22:33),17
