Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06,RE 73749,Erkner (an 00:31),1
00:10,RB 21962,Berlin Hbf (an 00:16),
00:15,RE 73826,Berlin Hbf (an 00:21),
00:21,RB 93045,Zeesen (an 23:46),
00:21,RE 3745,Bad Belzig (an 01:31),2
00:21,RE 93045,Berlin Hbf (an 00:27),
00:43,RE 3141,Berlin-Charlottenburg (an 01:00),2
00:48,RB 94796,Berlin Hbf (an 00:53),
00:48,RE 73796,Berlin-Wannsee (an 01:14),
00:58,RB 21968,Berlin-Charlottenburg (an 01:13),2
01:00,RE 3140,Cottbus Hbf (an 02:40),1
01:11,RE 3742,Berlin Ostkreuz (an 01:20),1
01:29 (+25),RE 73791,Erkner (an 01:53),1
01:43,RE 73752,Berlin Zoologischer Garten (an 01:56),2
01:49,RE 21800,Berlin Zoologischer Garten (an 02:00),
01:50,RB 21969,Naumburg(Saale)Hbf (an 14:13),1
02:49,RB 21802,Berlin Hbf (an 02:54),
03:05,RB 21803,Flughafen BER (an 03:33),
04:08,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:17,RE 73751,Frankfurt(Oder) (an 05:29),
04:27,RE 2,Mainz Hbf (an 21:13),
04:27,RE 3101,Berlin-Spandau (an 04:53),
04:37,RE 73801,Frankfurt(Oder) (an 05:36),
04:38,RE 21806,Berlin Hbf (an 04:44),
04:56,RE 94716,Berlin Zoologischer Garten (an 05:08),
05:08,RE 3707,Berlin-Wannsee (an 05:34),
05:08,RE 93007,Berlin-Wannsee (an 05:34),
05:29,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:33,RE 3102,Cottbus Hbf (an 06:56),1
05:52,RE 3704,Senftenberg (an 07:41),1
05:54,RE 94718,Berlin Zoologischer Garten (an 06:07),
06:06,RE 94713,Frankfurt(Oder) (an 07:18),1
06:08,RE 3709,Berlin-Wannsee (an 06:34),
06:29,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:33,RE 3104,Cottbus Hbf (an 07:57),1
06:53,RE 3706,Senftenberg (an 08:41),1
06:54,RE 94720,Berlin Zoologischer Garten (an 07:07),2
07:06,RE 94715,Frankfurt(Oder) (an 08:20),1
07:08 (+14),RE 3711,Dessau Hbf (an 08:53),2
07:29,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:33,RE 3106,Cottbus Hbf (an 08:56),1
07:44,RB 18146,Berlin-Wannsee (an 08:10),2
07:53,RE 3708,Senftenberg (an 09:41),1
07:54,RE 94722,Berlin Hbf (an 07:59),
08:06,RE 94717,Frankfurt(Oder) (an 09:18),1
08:08 (+1),RE 3713,Dessau Hbf (an 09:53),2
08:08,RE 7,Münster(Westf)Hbf (an 23:02),
08:17,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:29,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:33,RE 3108,Cottbus Hbf (an 09:55),1
08:44,RB 18148,Berlin-Wannsee (an 09:10),2
08:53 (+1),RE 3710,Senftenberg (an 10:41),1
08:54,RE 94724,Berlin Hbf (an 08:59),
09:06,RE 94719,Frankfurt(Oder) (an 10:18),1
09:08 (+19),RE 3715,Dessau Hbf (an 10:53),2
09:17,RB 18147,Berlin Ostbahnhof (an 09:21),1
09:29,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:33,RE 3110,Cottbus Hbf (an 10:55),1
09:44,RB 18150,Berlin-Wannsee (an 10:10),2
09:53 (+2),RE 3712,Senftenberg (an 11:41),1
09:54,RE 94726,Berlin Hbf (an 09:59),
10:06,RE 94721,Frankfurt(Oder) (an 11:18),1
