Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:00,RE 94749,Erkner (an 00:31),
00:24,RE 3319,Berlin Hbf (an 00:35),6
00:24,RE 3320,Eberswalde Hbf (an 01:00),
00:29,RE 3360,Angermünde (an 01:53),
00:29,RE 3366,Angermünde (an 01:53),10
00:41,RB 56816,Berlin Südkreuz (an 00:53),
00:41,RE 56816,Berlin Südkreuz (an 00:53),
00:41,RE 85,Hanau Hbf (an 09:01),
01:02,ICE 1500,Halle(Saale)Hbf (an 23:35),8
02:15,RE 3362,Eberswalde Hbf (an 02:48),
04:14,RB 18241,Potsdam Park Sanssouci (an 05:15),7
04:41,RE 3369,Berlin Südkreuz (an 04:53),6
04:54,RE 5,Ulm Hbf (an 23:43),
05:06,RE 4351,Berlin Südkreuz (an 05:23),6
05:14,RB 18243,Werder(Havel) (an 06:17),5
05:16 (+1),ICE 593,München Hbf (an 13:15),7
05:16,RB 56801,Schwerin Hbf (an 07:48),9
05:16,RE 56801,Schwerin Hbf (an 07:48),9
05:24,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),6
05:26 (+3),ICE 1501,München Hbf (an 09:41),7
05:32 (+1),RE 3302,Stralsund Hbf (an 08:45),9
05:32,RE 3340,Greifswald (an 08:19),9
05:41,ICE 279,Interlaken Ost (an 15:59),
05:54 (+1),RE 3504,Stralsund Hbf (an 08:51),10
06:06 (+2),RE 3503,Sargans (an 22:24),6
06:11,RE 3376,Angermünde (an 07:01),
06:14,RB 18245,Werder(Havel) (an 07:21),5
06:16 (+1),ICE 503,München Hbf (an 11:07),7
06:18,ICE 2523,Lutherstadt Wittenberg Hbf (an 07:10),
06:24,RE 3,Erfurt Hbf (an 21:00),
06:24,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),6
06:32 (+1),RE 3342,Schwedt(Oder) (an 07:55),10
06:54 (+1),RE 4352,Rostock Hbf (an 09:21),10
06:56 (+8),ICE 9590,Paris Est (an 14:51),6
07:04,ICE 938,Ostseebad Binz (an 10:33),
07:06 (+6),RE 4353,Berlin Südkreuz (an 07:23),6
07:11,IC 2432,Norddeich Mole (an 14:20),
07:14,RB 18247,Werder(Havel) (an 08:17),5
07:16,RB 56803,Schwerin Hbf (an 09:48),10
07:16,RE 56803,Schwerin Hbf (an 09:48),
07:24,RE 3343,Luckenwalde (an 08:27),6
07:26 (+2),ICE 1503,München Hbf (an 11:43),7
07:33,RE 3304,Stralsund Hbf (an 10:44),9
07:41 (+1),ICE 703,München Hbf (an 12:42),7
07:44 (+29),IC 2274,Rostock Hbf (an 09:37),8
07:54 (+1),RE 3506,St. Gallen(CH) (an 23:34),10
08:06 (+7),RE 3505,Sargans (an 23:24),6
08:15,RB 18249,Werder(Havel) (an 09:17),5
08:17 (+3),IC 2173,Wien Franz-Josefs-Bahnhof (an 16:27),6
08:23,IC 2474,Ostseebad Binz (an 11:59),
08:23,RE 3610,Perleberg (an 10:51),9
08:24 (+1),RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),6
08:26 (+3),ICE 1005,München Hbf (an 12:46),7
08:32 (+6),RE 3344,Schwedt(Oder) (an 09:55),9
08:54 (+1),RE 4354,Rostock Hbf (an 11:21),6
09:03 (+2),ICE 936,Ostseebad Binz (an 12:29),8
09:06 (+3),RE 4355,Berlin Südkreuz (an 09:23),6
09:14,RB 18251,Werder(Havel) (an 10:17),5
09:16,RB 56805,Schwerin Hbf (an 11:48),9
09:16,RE 56805,Schwerin Hbf (an 11:48),
09:24 (+12),RE 3345,Luckenwalde (an 10:27),6
09:26 (+8),ICE 1505,München Hbf (an 13:43),7
09:32 (+1),RE 3306,Stralsund Hbf (an 12:44),9
09:44 (+21),IC 2272,Rostock Hbf (an 11:37),9
09:54 (+1),RE 3508,Stralsund Hbf (an 12:51),9
10:06 (+1),RE 3507,Berlin Südkreuz (an 10:24),6
10:15,RB 18253,Werder(Havel) (an 11:17),5
10:17 (+2),IC 2175,Dresden Hbf (an 12:28),6
10:24 (+1),RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),6
10:28 (+1),ICE 1007,München Hbf (an 14:45),7
10:32 (+3),RE 3346,Schwedt(Oder) (an 11:55),9
10:54,RE 4356,Rostock Hbf (an 13:21),10
10:56 (+1),ICE 839,Frankfurt(Main)Hbf (an 14:56),6
11:03 (+8),ICE 934,Ostseebad Binz (an 14:29),8
11:06 (+1),RE 4357,Berlin Südkreuz (an 11:23),6
11:14,RB 18255,Werder(Havel) (an 12:17),5
11:16,RB 56807,Schwerin Hbf (an 13:48),9
11:16,RE 56807,Schwerin Hbf (an 13:48),
11:17 (+7),ICE 599,München Hbf (an 19:12),7
11:24,RE 3347,Luckenwalde (an 12:27),6
11:26 (+15),ICE 1507,München Hbf (an 15:43),7
11:32 (+3),RE 3308,Stralsund Hbf (an 14:44),9
11:44 (+9),IC 2270,Rostock Hbf (an 13:37),9
11:54 (+2),RE 3510,Stralsund Hbf (an 14:51),9
12:06 Ausfall,RE 18751,Berlin Südkreuz (an 12:25),6
12:06 Ausfall,RE 3509,Berlin Südkreuz (an 12:25),6
12:15,RB 18257,Werder(Havel) (an 13:17),5
12:17 (+4),IC 2177,Dresden Hbf (an 14:28),6
12:23,RE 3618,Perleberg (an 14:51),9
12:24 (+1),RE 3307,Lutherstadt Wittenberg Hbf (an 14:07),6
12:26 (+2),ICE 1009,München Hbf (an 16:45),7
12:32,RE 3348,Angermünde (an 13:23),9
12:43,ICE 1978,Warnemünde (an 15:02),
12:54 (+18),RE 4358,Rostock Hbf (an 15:21),10
12:57 (+2),ICE 931,Frankfurt(Main)Hbf (an 16:56),6
13:03 (+25),ICE 932,Ostseebad Binz (an 16:41),8
13:06 (+8),RE 4359,Berlin Südkreuz (an 13:23),6
13:14,RB 18259,Werder(Havel) (an 14:17),5
13:16,RB 56809,Schwerin Hbf (an 15:48),9
13:16,RE 56809,Schwerin Hbf (an 15:48),
13:17 (+4),ICE 2847,München Hbf (an 21:15),7
13:17 (+4),ICE 691,München Hbf (an 21:15),7
13:24 (+4),RE 3349,Luckenwalde (an 14:27),6
13:26 (+4),ICE 1509,München Hbf (an 17:43),7
13:32 (+2),RE 3310,Stralsund Hbf (an 16:44),9
13:45 (+1),IC 2178,Rostock Hbf (an 15:35),9
13:54,RE 3512,Stralsund Hbf (an 16:51),9
14:06 (+39),RE 3511,Berlin Südkreuz (an 14:23),6
14:15,RB 18261,Werder(Havel) (an 15:17),5
14:17 (+4),IC 2179,Dresden Hbf (an 16:28),6
14:23,RE 3622,Perleberg (an 16:51),9
14:24 (+3),RE 3309,Lutherstadt Wittenberg Hbf (an 16:07),6
14:26 (+4),ICE 1101,München Hbf (an 18:43),7
14:32 (+9),RE 3350,Schwedt(Oder) (an 15:55),9
14:54 (+7),RE 4360,Rostock Hbf (an 17:21),10
14:57 (+26),ICE 933,Berlin Hbf (an 15:01),7
15:04 (+2),ICE 930,Ostseebad Binz (an 18:40),7
15:06 (+6),RE 4361,Berlin Südkreuz (an 15:23),6
15:10,RE 3336,Angermünde (an 16:01),
15:14,RB 18263,Werder(Havel) (an 16:17),5
15:16,RB 56811,Schwerin Hbf (an 17:48),9
15:16,RE 56811,Schwerin Hbf (an 17:48),
15:17 (+1),ICE 693,München Hbf (an 23:15),7
15:24 (+4),RE 3351,Lutherstadt Wittenberg Hbf (an 17:06),6
15:26 (+8),ICE 1601,München Hbf (an 19:43),7
15:32 (+3),RE 3312,Stralsund Hbf (an 18:44),9
15:44 (+12),IC 2176,Rostock Hbf (an 17:37),9
15:54 (+29),RE 3514,Stralsund Hbf (an 18:51),10
16:01 (+1),ICE 1163,Stuttgart Hbf (an 20:57),7
16:06 Ausfall,RE 3513,Berlin Südkreuz (an 16:24),6
16:11,RE 3330,Angermünde (an 17:02),
