Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:15,00:15,RE 3366,Britz (ab 01:10),3
00:19,00:19,RB 21964,Flughafen BER (ab 00:01),4
00:35,00:35,RB 21966,Flughafen BER (ab 00:16),4
00:49,00:49,RB 56816,Oranienburg (ab 00:15),
00:55,00:55,RB 21967,Berlin Hbf (ab 00:52),1
04:49,04:49,RE 3369,Eberswalde Hbf (ab 04:03),2
05:04,05:04,RB 56801,Berlin Südkreuz (ab 05:00),3
05:14,05:14,RE 3302,Herzberg(Elster) (ab 03:51),3
05:16,05:16,RE 4351,Neustrelitz Hbf (ab 03:49),2
05:34,05:34,RE 3341,Schwedt(Oder) (ab 04:04),1
05:35,05:35,RB 21814,Flughafen BER (ab 05:16),4
05:39,05:39,RE 3504,Berlin Südkreuz (ab 05:34),3
05:45,05:45,RE 62000,Elstal (ab 05:07),1
05:47,05:47,RE 3167,Jüterbog (ab 05:02),3
05:49,05:49,RB 18501,Cottbus Hbf (ab 04:24),4
06:09,06:09,RE 3164,Stendal Hbf (ab 04:48),2
06:11,06:11,RE 62005,Elsterwerda (ab 04:29),4
06:15,06:15,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),3
06:16,06:16,RB 62051,Wustermark (ab 05:39),1
06:17,06:17,RE 3503,Neubrandenburg (ab 04:27),2
06:19,06:19,RE 21820,Flughafen BER (ab 06:01),4
06:39 (+2),06:41,RE 4352,Berlin Südkreuz (ab 06:34),3
06:41,06:41,RB 62052,Rangsdorf (ab 06:21),4
06:42,06:42,RE 3301,Pasewalk (ab 04:44),2
06:46,06:46,RE 3147,Herzberg(Elster) (ab 05:25),3
06:47,06:47,RE 62002,Elstal (ab 06:07),1
06:49,06:49,RB 18503,Cottbus Hbf (ab 05:23),4
07:03,07:03,RB 18502,Berlin Hbf (ab 07:00),1
07:09,07:09,RE 62007,Elsterwerda (ab 05:29),4
07:11,07:11,RE 3146,Stendal Hbf (ab 05:48),2
07:14,07:14,RE 3304,Lutherstadt Wittenberg Hbf (ab 05:51),3
07:16,07:16,RB 62053,Wustermark (ab 06:39),1
07:16 (+1),07:17,RE 4353,Rostock Hbf (ab 04:34),
07:34,07:34,RE 3343,Schwedt(Oder) (ab 06:04),1
07:39,07:39,RE 3506,Berlin Südkreuz (ab 07:34),3
07:45,07:45,RE 62004,Elstal (ab 07:07),1
07:48,07:48,RE 3169,Jüterbog (ab 07:02),3
07:49,07:49,RB 18505,Cottbus Hbf (ab 06:12),4
08:09,08:09,RE 3166,Stendal Hbf (ab 06:47),2
08:11,08:11,RE 62009,Elsterwerda (ab 06:40),4
08:15,08:15,RE 3344,Halle(Saale)Hbf (ab 05:46),3
08:16,08:16,RB 62055,Wustermark (ab 07:39),1
08:18,08:18,RE 3505,Stralsund Hbf (ab 05:02),2
08:39,08:39,RE 4354,Berlin Südkreuz (ab 08:34),3
08:41,08:41,RB 62056,Rangsdorf (ab 08:21),4
08:42,08:42,RE 3303,Stralsund Hbf (ab 05:10),2
08:46,08:46,RE 3149,Herzberg(Elster) (ab 07:29),3
08:47,08:47,RE 62006,Elstal (ab 08:07),1
08:49,08:49,RB 18507,Lübbenau(Spreewald) (ab 07:44),4
09:03,09:03,RB 18506,Berlin Hbf (ab 09:00),1
09:09,09:09,RE 62011,Elsterwerda (ab 07:29),4
09:11,09:11,RE 3148,Rathenow (ab 08:05),2
09:14,09:14,RE 3306,Luckenwalde (ab 08:35),3
09:16,09:16,RB 62057,Wustermark (ab 08:39),1
09:16,09:16,RE 4355,Rostock Hbf (ab 06:36),2
09:34,09:34,RE 3345,Schwedt(Oder) (ab 08:04),1
09:39,09:39,RE 3508,Berlin Südkreuz (ab 09:34),3
09:41,09:41,RB 62058,Berlin Südkreuz (ab 09:38),4
09:47,09:47,RE 3171,Jüterbog (ab 09:02),3
10:03,10:03,RB 18508,Berlin Hbf (ab 10:00),1
10:04,10:04,RB 21850,Flughafen BER (ab 09:46),4
10:09 (+4),10:13,RE 3168,Stendal Hbf (ab 08:47),2
10:11,10:11,RE 62013,Elsterwerda (ab 08:40),4
10:15 (+3),10:18,RE 3346,Lutherstadt Wittenberg Hbf (ab 08:52),3
10:16,10:16,RB 62059,Wustermark (ab 09:39),1
10:16 (+3),10:19,RE 3507,Stralsund Hbf (ab 07:02),2
10:20,10:20,RB 21852,Flughafen BER (ab 10:01),4
10:25,10:25,RB 21857,Berlin Hbf (ab 10:22),1
10:35,10:35,RB 21854,Flughafen BER (ab 10:16),4
10:39 (+6),10:45,RE 4356,Berlin Südkreuz (ab 10:34),3
10:40,10:40,RB 21859,Berlin Hbf (ab 10:37),1
10:41,10:41,RB 62060,Berlin Südkreuz (ab 10:38),4
10:42,10:42,RE 3305,Stralsund Hbf (ab 07:10),2
10:46,10:46,RE 3151,Herzberg(Elster) (ab 09:29),3
10:47,10:47,RE 62010,Elstal (ab 10:05),1
10:49,10:49,RB 18511,Lübbenau(Spreewald) (ab 09:44),4
10:55,10:55,RB 21861,Berlin Hbf (ab 10:52),1
11:03,11:03,RB 18510,Berlin Hbf (ab 11:00),1
11:04,11:04,RB 21858,Flughafen BER (ab 10:46),4
11:09,11:09,RE 62015,Elsterwerda (ab 09:29),4
11:11,11:11,RE 3150,Rathenow (ab 10:02),2
11:14,11:14,RE 3308,Luckenwalde (ab 10:35),3
11:16,11:16,RB 62061,Wustermark (ab 10:39),1
11:16 (+6),11:22,RE 4357,Rostock Hbf (ab 08:33),2
11:25,11:25,RB 21865,Berlin Hbf (ab 11:22),1
11:34,11:34,RE 3347,Schwedt(Oder) (ab 10:04),1
11:39,11:39,RE 3510,Berlin Südkreuz (ab 11:34),3
11:40,11:40,RB 21867,Berlin Hbf (ab 11:37),1
11:45,11:45,RE 62012,Elstal (ab 11:07),1
11:49,11:49,RB 18513,Lübbenau(Spreewald) (ab 10:44),4
11:49,11:49,RE 3173,Jüterbog (ab 11:02),3
11:55,11:55,RB 21869,Berlin Hbf (ab 11:52),1
12:03,12:03,RB 18512,Berlin Hbf (ab 12:00),1
12:06,12:06,RB 21866,Flughafen BER (ab 11:46),4
12:09,12:09,RE 3170,Stendal Hbf (ab 10:32),2
12:11,12:11,RE 62017,Baruth(Mark) (ab 11:21),4
12:15,12:15,RE 3348,Lutherstadt Wittenberg Hbf (ab 10:45),3
12:16,12:16,RB 62063,Wustermark (ab 11:39),1
12:16,12:16,RE 3509,Stralsund Hbf (ab 09:02),2
12:25,12:25,RB 21873,Berlin Hbf (ab 12:22),1
12:39,12:39,RE 4358,Berlin Südkreuz (ab 12:34),3
12:40,12:40,RB 21875,Berlin Hbf (ab 12:37),1
12:42,12:42,RE 3307,Stralsund Hbf (ab 09:10),2
12:46,12:46,RE 3153,Herzberg(Elster) (ab 11:29),3
12:47,12:47,RE 62014,Elstal (ab 12:05),1
12:49,12:49,RB 18515,Lübbenau(Spreewald) (ab 11:44),4
12:54,12:54,RB 21877,Berlin Hbf (ab 12:52),1
13:03,13:03,RB 18514,Berlin Hbf (ab 13:00),1
13:09,13:09,RE 62019,Elsterwerda (ab 11:29),4
13:16 (+14),13:30,RE 4359,Rostock Hbf (ab 10:25),2
13:34,13:34,RE 3349,Schwedt(Oder) (ab 12:04),1
13:45,13:45,RE 62016,Elstal (ab 13:07),1
13:47,13:47,RE 3175,Jüterbog (ab 13:02),3
13:49,13:49,RB 18517,Lübbenau(Spreewald) (ab 12:44),4
14:03,14:03,RB 18516,Berlin Hbf (ab 14:00),1
14:16,14:16,RE 3511,Stralsund Hbf (ab 11:02),2
14:25,14:25,RB 21889,Berlin Hbf (ab 14:22),1
14:39,14:39,RE 4360,Berlin Südkreuz (ab 14:34),3
14:42,14:42,RE 3309,Stralsund Hbf (ab 11:10),2
14:47,14:47,RB 62018,Elstal (ab 14:05),1
14:49,14:49,RB 18519,Lübbenau(Spreewald) (ab 13:44),4
15:03,15:03,RB 18518,Berlin Hbf (ab 15:00),1
15:09,15:09,RE 62023,Elsterwerda (ab 13:29),4
15:14,15:14,RE 3312,Luckenwalde (ab 14:35),3
15:16,15:16,RE 4361,Rostock Hbf (ab 12:50),2
15:39,15:39,RE 3514,Berlin Südkreuz (ab 15:34),3
15:41,15:41,RB 62070,Rangsdorf (ab 15:21),4
15:45,15:45,RE 62020,Elstal (ab 15:07),1
15:47,15:47,RE 3177,Jüterbog (ab 15:02),3
15:49,15:49,RB 18521,Lübbenau(Spreewald) (ab 14:45),4
16:03,16:03,RB 18520,Berlin Hbf (ab 16:00),1
16:04,16:04,RB 21898,Flughafen BER (ab 15:46),4
16:09,16:09,RE 3174,Stendal Hbf (ab 14:32),2
16:11,16:11,RE 62025,Elsterwerda (ab 14:41),4
16:15,16:15,RE 3352,Lutherstadt Wittenberg Hbf (ab 14:52),3
16:17,16:17,RB 62071,Wustermark (ab 15:39),1
16:18,16:18,RE 3513,Stralsund Hbf (ab 13:02),2
16:19,16:19,RB 21900,Flughafen BER (ab 16:01),4
16:24,16:24,RB 21905,Berlin Hbf (ab 16:21),1
16:35,16:35,RB 21902,Flughafen BER (ab 16:16),4
16:39 (+2),16:41,RE 4362,Berlin Südkreuz (ab 16:34),3
16:40,16:40,RE 21907,Berlin Hbf (ab 16:37),1
16:41,16:41,RB 62072,Rangsdorf (ab 16:21),4
16:42,16:42,RE 3311,Stralsund Hbf (ab 13:10),2
16:46,16:46,RE 3157,Herzberg(Elster) (ab 15:29),3
16:47,16:47,RE 62022,Elstal (ab 16:05),1
16:50,16:50,RB 18523,Lübbenau(Spreewald) (ab 15:45),4
16:55,16:55,RE 21909,Berlin Hbf (ab 16:52),1
17:03,17:03,RB 18522,Berlin Hbf (ab 17:00),1
17:09,17:09,RE 62027,Elsterwerda (ab 15:29),4
17:11,17:11,RE 3156,Rathenow (ab 16:02),2
17:14,17:14,RE 3314,Lutherstadt Wittenberg Hbf (ab 15:51),3
