Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:10 (+47),00:57,ICE 947,Berlin Südkreuz (an 00:29),5
00:10 (+47),00:57,ICE 957,Berlin Südkreuz (an 00:29),5
01:05,01:05,RE 3165,Rathenow (an 01:54),3
04:29,04:29,RE 62040,Elsterwerda (an 06:29),
04:37,04:37,RE 62001,Wittenberge (an 05:56),
04:43,04:43,ICE 646,Hannover Hbf (an 06:18),
04:54,04:54,RE 3144,Berlin Hbf (an 05:06),
05:06,05:06,RE 3102,Cottbus Hbf (an 06:57),
05:06,05:06,RE 4,Dortmund Hbf (an 23:50),
05:13,05:13,ICE 240,Amsterdam Centraal (an 11:57),3
05:15,05:15,RE 3604,Wittenberge (an 07:53),
05:22,05:22,RE 62000,Elsterwerda (an 07:15),
05:37,05:37,RE 62003,Wittenberge (an 06:56),
05:46 (+1),05:47,ICE 946,Düsseldorf Hbf (an 11:00),4
05:54,05:54,RE 4,Hamburg Hbf (an 21:45),
06:06,06:06,RE 3104,Cottbus Hbf (an 07:57),
06:06,06:06,RE 3167,Stendal Hbf (an 07:13),
06:15,06:15,RE 6,Westerland(Sylt) (an 23:34),
06:22,06:22,RE 62002,Doberlug-Kirchhain (an 08:16),
06:29,06:29,ICE 1272,Berlin Gesundbrunnen (an 07:13),6
06:37,06:37,RE 62005,Schwerin Hbf (an 09:07),
06:45,06:45,ICE 2557,Zürich HB (an 15:29),4
07:06,07:06,RE 3106,Cottbus Hbf (an 08:56),
07:14 (+49),08:03,ICE 148,Amsterdam Centraal (an 13:57),3
07:15 (+1),07:16,RE 3608,Wittenberge (an 09:54),3
07:22,07:22,RE 62004,Doberlug-Kirchhain (an 09:04),
07:23,07:23,RB 18604,Nauen (an 07:49),4
07:37 (+1),07:38,ICE 795,Karlsruhe Hbf (an 13:17),4
07:37,07:37,RE 62007,Wittenberge (an 08:56),3
07:49 (+5),07:54,FLX 1322,Köln Hbf (an 13:41),4
07:54,07:54,RE 3166,Berlin Hbf (an 08:05),
07:59 (+28),08:27,ICE 944,Düsseldorf Hbf (an 13:00),4
07:59 (+28),08:27,ICE 954,Köln Hbf (an 13:24),4
08:06,08:06,RE 3108,Cottbus Hbf (an 09:55),
08:06,08:06,RE 3169,Stendal Hbf (an 09:13),
08:12 (+20),08:32,ICE 1131,Saarbrücken Hbf (an 14:27),4
08:15 (+1),08:16,RE 3610,Wittenberge (an 10:54),3
08:22,08:22,RE 62006,Berlin Südkreuz (an 08:51),5
08:23,08:23,RB 18606,Nauen (an 08:49),4
08:33 (+5),08:38,ICE 841,Berlin Südkreuz (an 08:54),
08:37,08:37,RB 18607,Berlin-Charlottenburg (an 08:50),5
08:37 (+1),08:38,RE 62009,Wismar (an 11:37),3
08:45 (+2),08:47,ICE 2559,Zürich HB (an 17:27),4
08:54,08:54,RE 3148,Berlin Südkreuz (an 09:15),
