Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:06,RE 73826,Berlin Zoologischer Garten (an 00:28),2
00:10,RE 3138,Cottbus Hbf (an 01:40),1
00:38,RB 94796,Berlin Hbf (an 00:53),
00:38,RE 1,Bremen Hbf (an 23:05),
00:48,RB 21968,Berlin-Charlottenburg (an 01:13),2
01:09,RE 3140,Cottbus Hbf (an 03:00),1
01:33,RE 73752,Berlin Zoologischer Garten (an 01:56),2
01:39,RE 21800,Berlin Hbf (an 01:54),
01:59,RB 21969,Naumburg(Saale)Hbf (an 14:13),1
02:39,RB 21802,Berlin Hbf (an 02:54),
03:54,RE 93200,Lübben(Spreewald) (an 04:50),
03:59,RB 91521,Berlin Hbf (an 04:13),
03:59,RE 3705,Lübben(Spreewald) (an 04:50),
04:16,RE 2,Mainz Hbf (an 22:08),
04:16,RE 3101,Hennigsdorf(b Berlin) (an 05:23),2
04:27,RE 73751,Frankfurt(Oder) (an 05:29),
04:41,RB 18300,Berlin Gesundbrunnen (an 16:34),14
04:46,RB 18201,Ludwigsfelde (an 05:24),13
04:46,RE 73801,Frankfurt(Oder) (an 05:36),
04:46,RE 94716,Berlin Zoologischer Garten (an 05:08),2
04:48,RB 61101,Oranienburg (an 05:21),
04:59 (+1),RE 3707,Dessau Hbf (an 06:53),2
05:02,RE 3702,Lübben(Spreewald) (an 05:56),
05:02,RE 91399,Lübbenau(Spreewald) (an 06:03),
05:02,RE 91510,Lübbenau(Spreewald) (an 06:03),
05:02,RE 92402,Lübben(Spreewald) (an 05:56),
05:18,RB 18200,Berlin-Lichtenberg (an 05:22),14
05:20,RE 3103,Hennigsdorf(b Berlin) (an 06:23),2
05:22,RB 18303,Blankenfelde(Teltow-Fläming) (an 05:51),13
05:32,RB 94753,Frankfurt(Oder) (an 06:35),
05:32,RE 94753,Frankfurt(Oder) (an 06:35),
05:41,RB 18302,Eberswalde Hbf (an 06:27),
05:42,RE 3102,Cottbus Hbf (an 06:56),1
05:44,RE 93719,Berlin Hbf (an 05:59),
05:44,RE 94718,Berlin Zoologischer Garten (an 06:07),2
05:46,RB 18203,Ludwigsfelde (an 06:24),13
05:48,RB 61103,Oranienburg (an 06:21),
05:59,RB 93009,Dessau Hbf (an 07:53),2
05:59,RE 93009,Berlin-Wannsee (an 06:34),
06:01,RB 91518,Lübbenau(Spreewald) (an 07:03),
06:01,RE 3704,Lübbenau(Spreewald) (an 07:03),
06:01,RE 95117,Lübbenau(Spreewald) (an 07:03),
06:05 (+3),EC 41,Warszawa Wschodnia (an 11:15),1
06:07,RE 94760,Berlin Ostbahnhof (an 06:10),2
06:16,RE 94713,Frankfurt(Oder) (an 07:18),1
06:18,RB 18202,Berlin-Lichtenberg (an 06:22),14
06:20,RE 3105,Hennigsdorf(b Berlin) (an 07:23),2
06:41,RB 18304,Eberswalde Hbf (an 07:27),14
06:42,RE 3104,Cottbus Hbf (an 07:57),1
06:44,RE 94720,Berlin Zoologischer Garten (an 07:07),2
06:46,RB 18205,Ludwigsfelde (an 07:24),13
06:48,RB 61105,Oranienburg (an 07:21),
06:53,RE 94755,Frankfurt(Oder) (an 07:47),
06:59 (+12),RE 3711,Dessau Hbf (an 08:53),2
07:02,RE 3706,Senftenberg (an 08:41),1
07:16,RE 94715,Frankfurt(Oder) (an 08:20),1
07:20,RE 3107,Hennigsdorf(b Berlin) (an 08:23),2
07:36,RE 83711,Fangschleuse Tesla Süd (an 08:05),1
07:41 (+1),RB 18306,Eberswalde Hbf (an 08:27),14
07:42,RE 3106,Cottbus Hbf (an 08:56),1
07:44 (+1),RE 94722,Berlin Zoologischer Garten (an 08:07),
07:46,RB 18207,Ludwigsfelde (an 08:24),13
07:48,RB 61107,Oranienburg (an 08:21),
07:53,RE 94757,Frankfurt(Oder) (an 08:43),
07:59 (+2),RE 3713,Dessau Hbf (an 09:53),2
08:02 (+1),RE 3708,Senftenberg (an 09:41),1
08:16,RE 94717,Frankfurt(Oder) (an 09:18),1
08:18,RB 18206,Berlin-Lichtenberg (an 08:22),14
08:20,RE 3109,Hennigsdorf(b Berlin) (an 09:23),2
08:22,RB 18309,Blankenfelde(Teltow-Fläming) (an 08:51),13
08:41,RB 18308,Eberswalde Hbf (an 09:27),
08:42,RE 3108,Cottbus Hbf (an 09:55),1
08:44,RE 94724,Berlin Zoologischer Garten (an 09:07),
08:46,RB 18209,Ludwigsfelde (an 09:24),13
08:48,RB 61109,Oranienburg (an 09:21),
08:53,RE 73646,Frankfurt(Oder) (an 09:43),
08:53,RE 94759,Frankfurt(Oder) (an 09:43),
08:59 (+2),RE 3715,Dessau Hbf (an 10:53),2
09:02 (+1),RE 3710,Senftenberg (an 10:41),1
09:16,RE 94719,Frankfurt(Oder) (an 10:18),1
09:18,RB 18208,Berlin-Lichtenberg (an 09:22),14
09:20,RE 3111,Hennigsdorf(b Berlin) (an 10:23),2
09:41,RB 18310,Eberswalde Hbf (an 10:27),
09:42,RE 3110,Cottbus Hbf (an 10:55),1
09:44,RE 94726,Berlin Zoologischer Garten (an 10:07),
09:46,RB 18211,Ludwigsfelde (an 10:24),13
09:48,RB 61111,Templin Stadt (an 11:18),7
09:53,RE 94761,Frankfurt(Oder) (an 10:43),
09:59 (+2),RE 3717,Dessau Hbf (an 11:53),2
10:02 (+11),RE 3712,Senftenberg (an 11:41),1
10:16,RE 94721,Frankfurt(Oder) (an 11:18),1
10:18,RB 18210,Berlin-Lichtenberg (an 10:22),14
10:22 (+27),RE 3113,Hennigsdorf(b Berlin) (an 11:23),2
10:41,RB 18312,Eberswalde Hbf (an 11:27),14
10:42,RE 3112,Cottbus Hbf (an 11:55),1
10:44,RE 94728,Berlin Zoologischer Garten (an 11:07),2
10:46,RB 18213,Ludwigsfelde (an 11:24),13
10:48,RB 61113,Oranienburg (an 11:22),
10:53,RE 94763,Frankfurt(Oder) (an 11:43),
10:59 (+1),RE 3719,Dessau Hbf (an 12:53),2
11:02 (+6),RE 3714,Senftenberg (an 12:41),1
11:16,RE 94723,Frankfurt(Oder) (an 12:18),
11:18,RB 18212,Berlin-Lichtenberg (an 11:22),14
11:20,RE 3115,Hennigsdorf(b Berlin) (an 12:23),2
11:41,RB 18314,Eberswalde Hbf (an 12:27),
11:42,RE 3114,Cottbus Hbf (an 12:55),1
11:44,RE 94730,Berlin Hbf (an 11:59),
11:46,RB 18215,Ludwigsfelde (an 12:24),13
11:53,RE 94765,Frankfurt(Oder) (an 12:43),
11:59 (+13),RE 3721,Dessau Hbf (an 13:53),2
12:02 (+1),RE 3716,Senftenberg (an 13:41),1
12:16,RE 94725,Frankfurt(Oder) (an 13:18),1
12:18,RB 18214,Berlin-Lichtenberg (an 12:22),14
12:20,RE 3117,Hennigsdorf(b Berlin) (an 13:25),2
12:41,RB 18316,Eberswalde Hbf (an 13:27),
12:42,RE 3116,Cottbus Hbf (an 13:55),1
12:44,RE 94732,Berlin Zoologischer Garten (an 13:07),2
12:46,RB 18217,Ludwigsfelde (an 13:24),13
12:48,RB 61127,Oranienburg (an 13:21),
12:53,RE 94767,Frankfurt(Oder) (an 13:43),1
12:59 (+1),RE 3723,Dessau Hbf (an 14:53),2
13:02 (+1),RE 3718,Senftenberg (an 14:41),1
13:16,RE 94727,Frankfurt(Oder) (an 14:18),
13:18,RB 18216,Berlin-Lichtenberg (an 13:22),14
13:20,RE 3119,Hennigsdorf(b Berlin) (an 14:23),2
13:22,RB 18319,Flughafen BER (an 13:40),
13:41,RB 18318,Eberswalde Hbf (an 14:27),
13:42,RE 3118,Cottbus Hbf (an 14:55),1
13:44,RE 94734,Berlin Zoologischer Garten (an 14:07),
13:46,RB 18219,Ludwigsfelde (an 14:24),13
13:48,RB 61119,Templin Stadt (an 15:18),7
13:48,RB 61129,Oranienburg (an 14:21),
13:53,RE 94769,Frankfurt(Oder) (an 14:43),
13:59 (+12),RE 3725,Dessau Hbf (an 15:53),2
14:02,RE 3720,Senftenberg (an 15:41),1
14:16,RE 94729,Frankfurt(Oder) (an 15:18),
14:18,RB 18218,Berlin-Lichtenberg (an 14:22),14
14:20,RE 3121,Hennigsdorf(b Berlin) (an 15:23),2
14:22,RB 18321,Flughafen BER (an 14:40),
14:41,RB 18320,Eberswalde Hbf (an 15:27),
14:42 (+1),RE 3120,Cottbus Hbf (an 15:55),1
14:44,RE 94736,Berlin Zoologischer Garten (an 15:07),
14:46,RB 18221,Ludwigsfelde (an 15:24),13
14:53,RE 94771,Frankfurt(Oder) (an 15:43),1
14:59 (+19),RE 3727,Dessau Hbf (an 16:53),2
15:02,RE 3722,Senftenberg (an 16:41),1
15:16,RE 94731,Frankfurt(Oder) (an 16:18),1
15:18,RB 18220,Berlin-Lichtenberg (an 15:22),14
15:20,RE 3123,Hennigsdorf(b Berlin) (an 16:23),2
15:41,RB 18322,Eberswalde Hbf (an 16:27),
15:42 (+11),RE 3122,Cottbus Hbf (an 16:55),1
15:44,RB 94738,Berlin Hbf (an 15:59),
15:44,RE 94738,Berlin Hbf (an 15:59),
15:46,RB 18223,Ludwigsfelde (an 16:24),13
15:53,RE 91484,Frankfurt(Oder) (an 16:43),
15:53,RE 94773,Frankfurt(Oder) (an 16:43),
15:59 (+1),RE 3729,Dessau Hbf (an 17:53),2
16:02 (+7),RE 3724,Senftenberg (an 17:41),1
16:16 (+1),RE 94733,Frankfurt(Oder) (an 17:18),1
16:18 (+1),RB 18222,Berlin-Lichtenberg (an 16:22),14
16:20 (+1),RE 3125,Hennigsdorf(b Berlin) (an 17:23),2
16:22 (+5),RB 18325,Blankenfelde(Teltow-Fläming) (an 16:51),13
16:41 (+1),RB 18324,Eberswalde Hbf (an 17:27),14
16:42,RE 3124,Cottbus Hbf (an 17:55),1
16:44,RB 94740,Berlin Hbf (an 16:59),
16:44,RE 94740,Berlin Hbf (an 16:59),
16:46 (+1),RB 18225,Ludwigsfelde (an 17:24),13
16:48,RB 61125,Oranienburg (an 17:21),
16:53,RE 94775,Frankfurt(Oder) (an 17:43),
16:59 (+5),RE 3731,Dessau Hbf (an 18:53),2
17:02 (+4),RE 3726,Senftenberg (an 18:41),1
17:16,RE 94735,Frankfurt(Oder) (an 18:18),
17:18,RB 18224,Berlin-Lichtenberg (an 17:22),14
17:20 (+1),RE 3127,Hennigsdorf(b Berlin) (an 18:23),2
17:41,RB 18326,Eberswalde Hbf (an 18:27),14
17:42,RE 3126,Cottbus Hbf (an 18:55),1
17:44,RE 94742,Berlin Zoologischer Garten (an 18:07),
17:46,RB 18227,Ludwigsfelde (an 18:24),13
17:53,RE 94777,Frankfurt(Oder) (an 18:43),
17:59 (+3),RE 3733,Dessau Hbf (an 19:53),2
18:02,RE 3728,Senftenberg (an 19:41),1
18:16,RE 94737,Frankfurt(Oder) (an 19:18),
18:18,RB 18226,Berlin-Lichtenberg (an 18:22),14
18:20 (+4),RE 3129,Hennigsdorf(b Berlin) (an 19:23),2
