Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:05,00:05,RB 10,Berlin Potsdamer Platz (ab 05:42),
00:05,00:05,RB 62086,Baruth(Mark) (ab 23:19),
00:10,00:10,RE 3366,Britz (ab 01:10),7
00:13,00:13,FEX,Ludwigsfelde (ab 23:32),
00:13,00:13,RB 21964,Ludwigsfelde (ab 23:32),8
00:22,00:22,ICE 592,München Hbf (ab 16:45),6
00:28 (+18),00:46,ICE 700,München-Pasing (ab 19:18),6
00:29,00:29,RB 21966,Flughafen BER (ab 00:16),8
00:47,00:47,ICE 1500,München Hbf (ab 20:21),7
00:47,00:47,RE 3,Bardowick (ab 00:36),
00:47,00:47,RE 3363,Berlin Hbf (ab 00:40),4
00:53,00:53,RB 56816,Schwerin Hbf (ab 22:14),
00:53,00:53,RE 56816,Schwerin Hbf (ab 22:14),5
00:59,00:59,RB 21967,Berlin Hbf (ab 00:52),3
01:51,01:51,RE 3362,Lutherstadt Wittenberg Hbf (ab 00:34),6
03:59,03:59,FEX,Berlin-Charlottenburg (ab 05:00),
04:53,04:53,RE 3369,Eberswalde Hbf (ab 04:03),5
04:53 (+2),04:55,RE 62040,Wustermark (ab 04:16),
05:08,05:08,RE 3,Groß Kiesow (ab 10:09),
05:08,05:08,RE 3302,Herzberg(Elster) (ab 03:51),6
05:15 (+1),05:16,RE 3144,Berlin Hbf (ab 05:09),
05:15,05:15,RE 4,Rheydt Hbf (ab 00:54),
05:23,05:23,RE 4351,Berlin Hbf (ab 05:14),
05:23,05:23,RE 5,München Ost (ab 00:02),
05:32,05:32,ICE 593,Berlin Gesundbrunnen (ab 05:16),5
05:39,05:39,RE 3341,Schwedt(Oder) (ab 04:04),4
05:40 (+1),05:41,ICE 1501,Berlin Gesundbrunnen (ab 05:26),5
05:40,05:40,ICE 2839,Berlin Gesundbrunnen (ab 05:26),
05:42,05:42,RE 3167,Jüterbog (ab 05:02),7
05:43,05:43,RB 18501,Cottbus Hbf (ab 04:24),8
05:43 (+1),05:44,RE 18501,Cottbus Hbf (ab 04:24),8
05:49,05:49,RE 62000,Elstal (ab 05:07),3
05:56,05:56,ICE 701,Berlin Hbf (ab 05:52),5
05:58,05:58,RE 21818,Flughafen BER (ab 05:46),8
06:00 (+3),06:03,ICE 1541,Köln Hbf (ab 23:24),4
06:05,06:05,RE 62005,Baruth(Mark) (ab 05:20),8
06:05,06:05,RE 8,Bremerhaven-Lehe (ab 05:23),
06:09,06:09,RE 3342,Lutherstadt Wittenberg Hbf (ab 04:52),6
06:13,06:13,RE 21820,Flughafen BER (ab 06:01),8
06:13 (+2),06:15,RE 3164,Stendal Hbf (ab 04:48),5
06:14,06:14,RB 18500,Berlin Hbf (ab 06:07),3
06:21,06:21,RB 62051,Wustermark (ab 05:39),5
06:23,06:23,RE 3503,Neubrandenburg (ab 04:27),4
06:24,06:24,ICE 904,München-Pasing (ab 23:21),6
06:33 (+2),06:35,ICE 503,Berlin Gesundbrunnen (ab 06:16),5
06:40 (+3),06:43,ICE 1003,Berlin Hbf (ab 06:36),5
06:41,06:41,RE 3147,Herzberg(Elster) (ab 05:25),
06:43,06:43,RB 18503,Cottbus Hbf (ab 05:23),8
06:43,06:43,RE 18503,Cottbus Hbf (ab 05:23),
06:47,06:47,RE 3301,Angermünde (ab 05:32),4
06:51,06:51,RE 62002,Elstal (ab 06:07),3
07:08,07:08,RE 3304,Luckenwalde (ab 06:35),6
07:13,07:13,IC 60409,Zürich HB (ab 19:59),7
07:13,07:13,NJ 409,Zürich HB (ab 19:59),7
07:14,07:14,RB 18502,Berlin Hbf (ab 07:07),3
07:22 (+4),07:26,ICE 606,Leipzig Hbf (ab 06:12),6
