Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:12,00:12,RB 62086,Berlin-Spandau (an 00:27),
04:49,04:49,RE 62040,Elsterwerda (an 06:29),
05:10,05:10,RE 62003,Wittenberge (an 06:56),4
05:15,05:15,RE 3,Biberach(Riß) (an 23:17),
05:15,05:15,RE 3302,Züssow (an 08:02),
05:35,05:35,RE 3341,Lutherstadt Wittenberg Hbf (an 07:06),
05:41,05:41,RE 3504,Stralsund Hbf (an 08:51),
05:41,05:41,RE 5,Salzburg Hbf (an 23:45),
05:46,05:46,RE 62000,Elsterwerda (an 07:15),
05:48,05:48,RE 3167,Stendal Hbf (an 07:13),3
06:12,06:12,RE 62005,Wismar (an 09:37),4
06:12,06:12,RE 8,Stuttgart Hbf (an 16:53),
06:16,06:16,RE 3342,Angermünde (an 07:23),
06:41,06:41,RE 4352,Rostock Hbf (an 09:23),3
06:43,06:43,RE 3301,Lutherstadt Wittenberg Hbf (an 08:07),
06:47,06:47,RE 3147,Berlin-Spandau (an 07:04),
06:48,06:48,RE 62002,Elsterwerda (an 08:31),
07:10 (+2),07:12,RE 62007,Wittenberge (an 08:56),4
07:11,07:11,RE 20,Lübbenau(Spreewald) (an 08:14),
07:15 (+1),07:16,RE 3304,Greifswald (an 10:18),3
07:35,07:35,RE 3343,Luckenwalde (an 08:27),1
07:40,07:40,RE 3506,St. Gallen(CH) (an 23:34),
07:46,07:46,RE 62004,Elsterwerda (an 09:14),1
07:48,07:48,RE 3169,Stendal Hbf (an 09:13),3
08:13,08:13,RE 62009,Wismar (an 11:37),4
08:16 (+51),09:07,RE 3344,Schwedt(Oder) (an 09:55),3
08:41 (+4),08:45,RE 4354,Rostock Hbf (an 11:23),3
08:43,08:43,RE 3303,Lutherstadt Wittenberg Hbf (an 10:07),
08:47,08:47,RE 3149,Rathenow (an 09:54),3
08:48 (+2),08:50,RE 62006,Elsterwerda (an 10:31),1
09:10 (+2),09:12,RE 62011,Wittenberge (an 10:56),4
09:12,09:12,RE 3148,Falkenberg(Elster) (an 10:44),2
09:15,09:15,RE 3306,Züssow (an 12:00),3
09:35,09:35,RE 3345,Luckenwalde (an 10:27),1
09:41,09:41,RE 3508,Stralsund Hbf (an 12:51),
09:46,09:46,RE 62008,Baruth(Mark) (an 10:36),1
09:48,09:48,RE 3171,Schorndorf (an 18:09),3
10:11,10:11,RB 18508,Flughafen BER (an 10:28),
10:12,10:12,RE 62013,Wismar (an 13:37),4
10:16,10:16,RE 3346,Schwedt(Oder) (an 11:55),3
10:26,10:26,RB 21857,Flughafen BER (an 10:45),
10:41,10:41,RB 21859,Flughafen BER (an 11:00),
10:41,10:41,RE 4356,Rostock Hbf (an 13:23),3
10:43 (+2),10:45,RE 3305,Lutherstadt Wittenberg Hbf (an 12:07),2
10:48,10:48,RE 62010,Elsterwerda (an 12:31),
10:56,10:56,RB 21861,Flughafen BER (an 11:14),
11:10 (+1),11:11,RE 62015,Wittenberge (an 12:56),4
11:11,11:11,RB 18510,Flughafen BER (an 11:28),
11:15 (+7),11:22,RE 3308,Züssow (an 14:01),3
11:17 (+8),11:25,RE 4357,Berlin Südkreuz (an 11:23),2
11:26,11:26,RB 21865,Flughafen BER (an 11:45),
11:35,11:35,RE 3347,Luckenwalde (an 12:27),1
11:41,11:41,RB 21867,Flughafen BER (an 12:00),
11:41 (+3),11:44,RE 3510,Stralsund Hbf (an 14:51),3
11:46 (+4),11:50,RE 62012,Baruth(Mark) (an 12:35),1
11:50 (+2),11:52,RE 3173,Schorndorf (an 18:39),3
11:56,11:56,RB 21869,Flughafen BER (an 12:14),
12:10,12:10,RE 3170,Jüterbog (an 12:54),2
12:11,12:11,RB 18512,Flughafen BER (an 12:28),1
12:14,12:14,RE 62017,Wismar (an 15:37),4
