Ankunft ▼,Ist ▼,Zugnr. ▼,von (Abfahrt) ▼,Gleis ▼
00:00,00:00,RE 73826,Frankfurt(Oder) (ab 23:07),
00:01,00:01,RB 61138,Templin Stadt (ab 22:33),
00:11,00:11,RE 75836,Lübben(Spreewald) (ab 23:15),
00:13,00:13,RB 33749,Berlin Ostbahnhof (ab 00:10),1
00:33,00:33,RE 10934,Siegen (ab 21:09),14
00:33,00:33,RE 3141,Cottbus Hbf (ab 23:03),14
04:25,04:25,RB 33751,Berlin Ostbahnhof (ab 04:23),1
04:44,04:44,RE 73801,Berlin Ostbahnhof (ab 04:41),1
04:59,04:59,RE 75801,Berlin Ostbahnhof (ab 04:56),1
05:07,05:07,RB 33758,Frankfurt(Oder) (ab 04:15),2
05:23,05:23,RE 3103,Cottbus Hbf (ab 04:00),14
05:30,05:30,RB 33753,Berlin Ostbahnhof (ab 05:28),1
05:36,05:36,RE 3102,Nauen (ab 04:39),13
05:40,05:40,RB 33718,Eisenhüttenstadt (ab 04:21),2
05:56,05:56,RE 75802,Lübben(Spreewald) (ab 05:00),2
05:59,05:59,RE 75803,Berlin Ostbahnhof (ab 05:56),1
06:01,06:01,RB 61102,Templin Stadt (ab 04:33),7
06:04,06:04,RB 33760,Frankfurt(Oder) (ab 05:08),2
06:14,06:14,RB 33713,Berlin Ostbahnhof (ab 06:11),1
06:16,06:16,RB 18202,Ludwigsfelde (ab 05:38),14
06:23,06:23,RE 3105,Cottbus Hbf (ab 04:57),14
06:36,06:36,RE 3104,Nauen (ab 05:39),13
06:39,06:39,RB 18304,Blankenfelde(Teltow-Fläming) (ab 06:09),14
06:43,06:43,RB 33720,Frankfurt(Oder) (ab 05:41),2
06:51,06:51,RB 33755,Berlin Ostbahnhof (ab 06:48),1
06:56,06:56,RB 75804,Lübben(Spreewald) (ab 06:00),2
06:59,06:59,RB 75805,Berlin Ostbahnhof (ab 06:56),1
07:01,07:01,RB 61104,Templin Stadt (ab 05:33),7
07:02,07:02,RB 33762,Frankfurt(Oder) (ab 06:10),2
07:14,07:14,RB 33715,Berlin Ostbahnhof (ab 07:11),1
07:20,07:20,RB 18307,Eberswalde Hbf (ab 06:35),13
07:23,07:23,RE 3107,Cottbus Hbf (ab 06:03),14
07:32,07:32,IC 2274,Dresden Hbf (ab 05:35),14
07:36,07:36,RE 3106,Nauen (ab 06:39),13
07:39,07:39,RB 18306,Blankenfelde(Teltow-Fläming) (ab 07:09),14
07:44,07:44,RB 18207,Oranienburg (ab 07:09),13
07:51,07:51,RB 33757,Berlin Ostbahnhof (ab 07:48),1
07:59,07:59,RE 75807,Berlin Ostbahnhof (ab 07:56),1
08:14,08:14,RB 33717,Berlin Ostbahnhof (ab 08:11),1
08:16,08:16,RB 18206,Ludwigsfelde (ab 07:38),14
08:20,08:20,RB 18309,Eberswalde Hbf (ab 07:35),13
08:23,08:23,RE 3109,Cottbus Hbf (ab 07:04),14
08:26,08:26,IC 2173,Rostock Hbf (ab 06:20),13
08:38,08:38,RE 3108,Nauen (ab 07:39),13
08:39,08:39,RB 18308,Blankenfelde(Teltow-Fläming) (ab 08:09),14
08:43,08:43,RB 33724,Frankfurt(Oder) (ab 07:41),2
08:50,08:50,RB 33759,Berlin Ostbahnhof (ab 08:47),1
08:59,08:59,RB 75809,Berlin Ostbahnhof (ab 08:56),1
09:01,09:01,RB 61108,Templin Stadt (ab 07:33),7
09:04,09:04,RB 33766,Frankfurt(Oder) (ab 08:10),2
09:14,09:14,RB 33719,Berlin Ostbahnhof (ab 09:11),1
09:16,09:16,RB 18208,Ludwigsfelde (ab 08:38),14
09:20,09:20,RB 18311,Eberswalde Hbf (ab 08:35),13
09:23,09:23,RE 3111,Cottbus Hbf (ab 08:04),14
09:32 (+52),10:24,IC 2272,Chemnitz Hbf (ab 06:26),14
09:36,09:36,RE 3110,Nauen (ab 08:39),13
09:39,09:39,RB 18310,Blankenfelde(Teltow-Fläming) (ab 09:09),14
09:56,09:56,RB 75810,Lübben(Spreewald) (ab 09:02),2
09:59,09:59,RE 75811,Berlin Ostbahnhof (ab 09:56),1
10:01,10:01,RB 61110,Templin Stadt (ab 08:33),7
10:14,10:14,RB 33721,Berlin Ostbahnhof (ab 10:11),1
10:16,10:16,RB 18210,Ludwigsfelde (ab 09:38),14
10:23,10:23,RE 3113,Cottbus Hbf (ab 09:03),14
10:26,10:26,IC 2175,Rostock Hbf (ab 08:20),13
10:36,10:36,RE 3112,Nauen (ab 09:39),13
10:39,10:39,RB 18312,Blankenfelde(Teltow-Fläming) (ab 10:09),14
10:43,10:43,RB 33728,Frankfurt(Oder) (ab 09:37),2
10:51,10:51,RB 33763,Berlin Ostbahnhof (ab 10:48),1
10:56 (+2),10:58,RE 75812,Lübben(Spreewald) (ab 10:02),2
10:58 (+5),11:03,RB 62059,Schönefeld(bei Berlin) (ab 10:43),14
10:59,10:59,RE 75813,Berlin Ostbahnhof (ab 10:56),1
11:01 (+2),11:03,RB 61112,Templin Stadt (ab 09:33),8
11:03,11:03,RB 33770,Frankfurt(Oder) (ab 10:03),2
11:13 (+2),11:15,RB 61431,Müncheberg(Mark) (ab 10:25),7
11:14,11:14,RB 33723,Berlin Ostbahnhof (ab 11:11),1
11:16 (+1),11:17,RB 18212,Ludwigsfelde (ab 10:38),14
11:17,11:17,RB 61228,Werneuchen (ab 10:34),8
11:20 (+1),11:21,RB 18315,Eberswalde Hbf (ab 10:35),13
11:23,11:23,RE 3115,Cottbus Hbf (ab 10:03),14
11:31,11:31,IC 2270,Chemnitz Hbf (ab 08:26),14
11:36,11:36,RE 3114,Nauen (ab 10:39),13
11:39,11:39,RB 18314,Blankenfelde(Teltow-Fläming) (ab 11:09),14
11:43,11:43,RB 33730,Frankfurt(Oder) (ab 10:37),2
