Abfahrt,Zugnr.,nach (Ankunft),Gleis
00:11,RE 73749,Frankfurt(Oder) (an 01:18),1
00:11,RE 73826,Berlin Hbf (an 00:21),
00:17,RE 7,Erfurt Hbf (an 17:06),
00:17,RE 94045,Berlin-Wannsee (an 00:47),
00:43,RB 94796,Berlin Hbf (an 00:53),
01:34,RE 73791,Frankfurt(Oder) (an 02:38),1
01:34,RE 94791,Frankfurt(Oder) (an 02:38),
01:38,RB 94752,Potsdam Hbf (an 02:18),
01:38,RE 73752,Berlin Hbf (an 01:48),
02:18,RE 3701,Berlin Hbf (an 02:29),
02:18,RE 3703,Berlin-Wannsee (an 02:48),
02:49,RB 94793,Frankfurt(Oder) (an 03:55),
02:56,RE 73754,Magdeburg Hbf (an 05:08),
04:04,RE 3705,Lübbenau(Spreewald) (an 04:57),
04:09 (+1),ICE 646,Köln Hbf (an 09:33),3
04:15,ICE 277,Chur (an 14:22),6
04:23,RE 2,Singen(Hohentwiel) (an 07:50),
04:23,RE 3101,Berlin-Spandau (an 04:53),
04:23,RE 73751,Frankfurt(Oder) (an 05:29),
04:28,RE 73756,Berlin Hbf (an 04:37),
04:41,RE 73801,Frankfurt(Oder) (an 05:36),
04:51,RE 73716,Magdeburg Hbf (an 06:50),
05:04,RE 3707,Dessau Hbf (an 06:53),7
05:12,RE 73758,Berlin Hbf (an 05:22),
05:15 (+2),ICE 946,Köln Hbf (an 10:35),6
05:28,RE 73753,Frankfurt(Oder) (an 06:35),1
05:49 (+3),RE 73718,Magdeburg Hbf (an 07:50),7
05:56 (+1),ICE 240,Amsterdam Centraal (an 11:59),6
05:59,EC 41,Warszawa Wschodnia (an 11:15),2
06:04,RE 3709,Berlin Zoologischer Garten (an 06:20),
06:11,RE 73713,Frankfurt(Oder) (an 07:18),1
06:12,RE 73760,Brandenburg Hbf (an 07:19),7
06:15 (+1),ICE 279,Interlaken Ost (an 15:59),6
06:30,RE 73804,Brandenburg Hbf (an 07:33),
06:32 (+7),ICE 644,Köln Hbf (an 11:33),6
06:48 (+1),RE 73755,Frankfurt(Oder) (an 07:47),1
06:49 (+2),RE 73720,Magdeburg Hbf (an 08:50),
06:55 (+12),ICE 1548,Köln Hbf (an 12:16),7
07:04,RE 3711,Dessau Hbf (an 08:53),7
07:06 (+8),ICE 795,Karlsruhe Hbf (an 13:17),6
07:11 (+1),RE 73715,Frankfurt(Oder) (an 08:20),1
07:12 (+2),RE 73762,Brandenburg Hbf (an 08:23),
07:30,RE 73806,Brandenburg Hbf (an 08:33),
07:32 (+1),ICE 944,Köln Hbf (an 12:33),6
07:39,RB 18146,Potsdam Hbf (an 08:19),
07:46 (+13),IC 60409,Berlin Hbf (an 07:52),6
07:46 (+13),NJ 409,Berlin Hbf (an 07:52),6
07:48,RE 73757,Frankfurt(Oder) (an 08:43),1
07:49,RE 73722,Magdeburg Hbf (an 09:50),7
07:56 (+11),ICE 148,Amsterdam Centraal (an 14:01),6
08:00,EC 43,Warszawa Wschodnia (an 13:15),1
08:04,RE 3713,Berlin-Wannsee (an 08:34),
08:11,RE 73717,Frankfurt(Oder) (an 09:18),1
08:12 (+1),RE 73764,Brandenburg Hbf (an 09:19),7
08:17 (+4),ICE 371,Basel SBB (an 15:48),6
08:30,RE 73808,Brandenburg Hbf (an 09:33),
08:32 (+2),ICE 642,Köln Hbf (an 13:34),6
08:39,RB 18148,Golm (an 09:36),3
08:48,RE 73759,Frankfurt(Oder) (an 09:43),1
08:49 (+6),RE 73724,Magdeburg Hbf (an 10:50),7
08:55 (+2),ICE 1052,Köln Hbf (an 14:19),6
08:55,ICE 2292,Köln Hbf (an 14:19),
09:01 (+1),EC 59,Przemysl Glowny (an 18:43),1
09:04,RE 3715,Dessau Hbf (an 10:53),7
09:08 (+2),ICE 797,Frankfurt(M) Flughafen Fernbf (an 13:52),3
09:11 (+2),RE 73719,Frankfurt(Oder) (an 10:18),1
09:12 (+1),RE 73766,Brandenburg Hbf (an 10:19),7
09:30,RB 73810,Brandenburg Hbf (an 10:33),1
09:32 (+1),ICE 942,Köln Hbf (an 14:32),6
09:39,RB 18150,Golm (an 10:36),3
09:48,RE 73761,Frankfurt(Oder) (an 10:43),1
09:49 (+3),RE 73726,Magdeburg Hbf (an 11:50),7
09:56 (+1),ICE 146,Amsterdam Centraal (an 16:01),6
10:00 (+5),EC 45,Warszawa Wschodnia (an 15:15),1
10:04,RE 3717,Dessau Hbf (an 11:53),3
10:11 (+1),RE 73721,Frankfurt(Oder) (an 11:18),1
10:12,RE 73768,Brandenburg Hbf (an 11:19),7
10:17 (+2),ICE 373,Chur (an 20:22),6
10:29,RE 73811,Berlin Ostkreuz (an 10:31),1
10:32 (+1),ICE 640,Köln Hbf (an 15:34),6
10:48,RE 73763,Frankfurt(Oder) (an 11:43),1
10:49 (+2),RE 73728,Magdeburg Hbf (an 12:50),7
11:04,RE 3719,Dessau Hbf (an 12:53),7
11:06 (+4),ICE 799,Karlsruhe Hbf (an 17:19),3
11:11,RE 73723,Frankfurt(Oder) (an 12:18),1
11:12 (+1),RE 73770,Brandenburg Hbf (an 12:19),7
11:32,ICE 940,Köln Hbf (an 16:33),6
11:48,RE 73765,Frankfurt(Oder) (an 12:43),1
11:49 (+3),RE 73730,Magdeburg Hbf (an 13:50),7
11:56 (+1),ICE 144,Amsterdam Centraal (an 18:00),6
12:00 (+6),EC 47,Warszawa Wschodnia (an 17:15),1
12:04,RE 3721,Dessau Hbf (an 13:53),3
12:11 (+1),RE 73725,Frankfurt(Oder) (an 13:18),1
12:12 (+1),RE 73772,Brandenburg Hbf (an 13:19),7
12:17 (+1),ICE 375,Interlaken Ost (an 22:00),6
12:32,ICE 548,Köln Hbf (an 17:35),6
12:48 (+1),RE 73767,Frankfurt(Oder) (an 13:43),1
12:49 (+1),RE 73732,Magdeburg Hbf (an 14:50),7
13:00,EC 57,Przemysl Glowny (an 22:43),1
13:04,RE 3723,Dessau Hbf (an 14:53),7
13:06 (+3),ICE 993,Frankfurt(M) Flughafen Fernbf (an 17:52),3
13:11 (+1),RE 73727,Frankfurt(Oder) (an 14:18),1
13:12 (+1),RE 73774,Brandenburg Hbf (an 14:19),7
13:32 (+1),ICE 848,Köln Hbf (an 18:33),6
13:48,RE 73769,Frankfurt(Oder) (an 14:43),1
13:49 (+2),RE 73734,Magdeburg Hbf (an 15:50),7
13:56 (+3),ICE 142,Amsterdam Centraal (an 20:01),6
14:00 (+2),EC 49,Warszawa Wschodnia (an 19:15),1
14:04,RE 3725,Dessau Hbf (an 15:53),3
14:11 (+1),RE 73729,Frankfurt(Oder) (an 15:18),1
14:12 (+1),RE 73776,Brandenburg Hbf (an 15:19),7
14:16 (+1),ICE 2877,Brig (an 00:43),6
14:16 (+1),ICE 377,Brig (an 00:43),6
14:30,RE 73812,Brandenburg Hbf (an 15:33),7
14:32 (+1),ICE 546,Köln Hbf (an 19:35),6
14:39,RB 18160,Golm (an 15:36),7
14:48 (+2),RE 73771,Frankfurt(Oder) (an 15:43),1
14:49 (+2),RE 73736,Magdeburg Hbf (an 16:50),7
15:00 (+2),EC 231,Gdynia Glowna (an 20:51),1
15:04,RE 3727,Dessau Hbf (an 16:53),7
15:06 (+1),ICE 995,Stuttgart Hbf (an 21:29),6
15:11 (+11),RE 73731,Frankfurt(Oder) (an 16:18),1
15:12,RE 73778,Brandenburg Hbf (an 16:23),7
15:21 (+4),IC 2034,Norddeich Mole (an 22:14),6
15:30,RE 73814,Brandenburg Hbf (an 16:33),
15:32 (+4),ICE 846,Köln Hbf (an 20:32),6
15:39,RB 18162,Potsdam Hbf (an 16:19),
15:48 (+1),RE 73773,Frankfurt(Oder) (an 16:43),1
15:49 (+4),RE 73738,Magdeburg Hbf (an 17:50),7
15:56 (+3),ICE 140,Amsterdam Centraal (an 22:01),6
16:01,EC 247,Warszawa Wschodnia (an 21:19),1
16:04,RE 3729,Berlin-Wannsee (an 16:34),
16:11 (+2),RE 73733,Frankfurt(Oder) (an 17:18),1
16:12 (+1),RE 73780,Brandenburg Hbf (an 17:19),7
16:15 (+1),ICE 379,Karlsruhe Hbf (an 21:59),6
16:30,RE 73816,Brandenburg Hbf (an 17:33),1
16:32 (+15),ICE 2454,Köln Hbf (an 21:35),
16:32 (+22),ICE 544,Köln Hbf (an 21:35),6
16:39,RB 18164,Golm (an 17:36),3
16:48,RE 73775,Frankfurt(Oder) (an 17:43),1
16:49 (+7),RE 73740,Magdeburg Hbf (an 18:50),7
17:00 (+2),EC 55,Krakow Glowny (an 23:44),1
17:04 (+1),RE 3731,Dessau Hbf (an 18:53),7
17:06 (+2),ICE 997,Frankfurt(Main)Hbf (an 21:40),6
17:11 (+3),RE 73735,Frankfurt(Oder) (an 18:18),1
17:12 (+3),RE 73782,Brandenburg Hbf (an 18:23),7
17:20 (+1),IC 2232,Magdeburg Hbf (an 18:56),6
17:30,RE 73818,Brandenburg Hbf (an 18:34),
17:32 (+1),ICE 844,Köln Hbf (an 22:55),6
17:39,RB 18166,Potsdam Hbf (an 18:19),
17:48 (+1),RE 73777,Frankfurt(Oder) (an 18:43),1
17:49 (+2),RE 73742,Magdeburg Hbf (an 19:50),7
17:56,ICE 742,Münster(Westf)Hbf (an 21:35),6
18:00 (+1),EC 249,Warszawa Wschodnia (an 23:15),1
18:04 (+8),RE 3733,Dessau Hbf (an 19:53),6
18:11 (+3),RE 73737,Frankfurt(Oder) (an 19:18),1
18:12 (+3),RE 73784,Brandenburg Hbf (an 19:19),7
18:15 (+3),ICE 677,Karlsruhe Hbf (an 23:59),6
18:30,RE 73820,Brandenburg Hbf (an 19:33),1
18:32 (+1),ICE 542,Köln Hbf (an 23:57),6
18:42 Ausfall,IC 2431,Cottbus Hbf (an 20:26),3
18:48 (+3),RE 73779,Frankfurt(Oder) (an 19:47),2
18:49 (+1),RE 73744,Magdeburg Hbf (an 20:50),7
18:56 (+3),RJ 174,Berlin Hbf (an 19:02),7
18:58,RE 3730,Zeesen (an 19:25),3
19:04,RE 3735,Dessau Hbf (an 20:53),7
19:06,ICE 999,Kassel-Wilhelmshöhe (an 22:13),6
19:11,RE 73739,Frankfurt(Oder) (an 20:18),1
19:12,RE 73786,Brandenburg Hbf (an 20:19),
19:30,RB 73822,Berlin Hbf (an 19:39),
19:32 (+6),ICE 842,Köln Hbf (an 00:33),6
19:48,RE 73781,Frankfurt(Oder) (an 20:43),3
19:49,RE 73746,Magdeburg Hbf (an 21:50),7
19:55,ICE 740,Münster(Westf)Hbf (an 23:36),6
19:58,RE 3732,Zeesen (an 20:25),3
20:04,RE 3737,Dessau Hbf (an 21:53),3
20:11,RE 73741,Frankfurt(Oder) (an 21:18),1
20:12,RE 73788,Brandenburg Hbf (an 21:21),7
20:14,ICE 2925,Kassel-Wilhelmshöhe (an 23:13),6
20:14,ICE 679,Kassel-Wilhelmshöhe (an 23:13),6
20:20 (+4),ICE 540,Köln Hbf (an 01:38),7
20:41,EC 431,Przemysl Glowny (an 09:11),3
20:48,RE 73783,Frankfurt(Oder) (an 21:43),1
20:49,RE 73748,Magdeburg Hbf (an 22:50),7
