Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:02 (+34),00:36,RE 73794,Brandenburg Hbf (an 00:55),2
00:02,00:02,RE 94794,Brandenburg Hbf (an 00:55),
00:21 (+24),00:45,ICE 947,Berlin Ostbahnhof (an 00:36),1
00:28,00:28,ICE 276,Berlin Ostbahnhof (an 00:48),2
00:46,00:46,RE 3140,Cottbus Hbf (an 02:40),
00:57,00:57,RE 3742,Berlin Ostbahnhof (an 01:14),
01:02,01:02,ICE 645,Berlin Ostbahnhof (an 01:20),1
01:02,01:02,RE 73796,Berlin-Wannsee (an 01:14),
01:02,01:02,RE 91367,Brandenburg Hbf (an 01:54),
01:16,01:16,RE 73791,Frankfurt(Oder) (an 02:38),1
01:31 (+43),02:14,ICE 901,Berlin Ostbahnhof (an 00:23),1
01:32,01:32,RE 73791,Frankfurt(Oder) (an 02:59),
01:53 (+1),01:54,ICE 274,Berlin Ostbahnhof (an 02:09),1
02:57 (+42),03:39,ICE 1707,Berlin Ostbahnhof (an 03:13),2
04:04,04:04,RE 73751,Frankfurt(Oder) (an 05:29),
04:24,04:24,RE 73801,Frankfurt(Oder) (an 05:36),
04:29 (+1),04:30,ICE 646,Köln Hbf (an 09:33),4
04:35,04:35,ICE 277,Chur (an 14:22),3
04:35,04:35,ICE 2871,Chur (an 14:22),3
04:39,04:39,RE 3702,Senftenberg (an 06:41),2
04:42,04:42,RE 3101,Hennigsdorf(b Berlin) (an 05:23),
04:45,04:45,RE 1,Potsdam Hbf (an 15:05),
04:45,04:45,RE 73756,Potsdam Hbf (an 05:05),
05:04,05:04,FEX,Berlin Ostbahnhof (an 05:20),
05:09,05:09,RE 73716,Magdeburg Hbf (an 06:50),
05:09,05:09,RE 73753,Frankfurt(Oder) (an 06:35),2
05:09,05:09,RJX 569,Flughafen Wien (an 22:57),2
05:19,05:19,RE 3102,Cottbus Hbf (an 06:56),1
05:30 (+40),06:10,ICE 1541,Berlin Ostbahnhof (an 05:46),1
05:30,05:30,RE 73758,Brandenburg Hbf (an 06:19),
05:30,05:30,RE 93759,Brandenburg Hbf (an 06:19),
05:34,05:34,ICE 946,Köln Hbf (an 10:35),3
05:47,05:47,RE 3103,Hennigsdorf(b Berlin) (an 06:23),4
05:52,05:52,RE 73713,Frankfurt(Oder) (an 07:18),
06:08,06:08,RE 73718,Magdeburg Hbf (an 07:50),
06:09,06:09,RE 73803,Berlin Ostbahnhof (an 06:24),
06:19,06:19,RE 3104,Cottbus Hbf (an 07:57),1
06:30,06:30,RE 73755,Frankfurt(Oder) (an 07:47),2
06:30,06:30,RE 73760,Brandenburg Hbf (an 07:19),
06:36,06:36,ICE 279,Interlaken Ost (an 15:59),3
06:39,06:39,RE 3706,Senftenberg (an 08:41),2
06:44,06:44,ICE 1272,Frankfurt(M) Flughafen Fernbahnhof (an 23:46),1
06:47,06:47,RE 73804,Brandenburg Hbf (an 07:33),
06:52,06:52,RE 73715,Frankfurt(Oder) (an 08:18),2
07:08,07:08,RE 73720,Magdeburg Hbf (an 08:50),4
07:09,07:09,RE 73805,Berlin Ostbahnhof (an 07:24),2
07:30,07:30,RE 33680,Brandenburg Hbf (an 08:23),
07:30,07:30,RE 73757,Frankfurt(Oder) (an 08:43),2
07:30,07:30,RE 73762,Brandenburg Hbf (an 08:23),4
07:37 (+3),07:40,IC 2432,Hannover Hbf (an 10:23),3
07:39 (+2),07:41,RE 3708,Senftenberg (an 09:41),2
07:47,07:47,ICE 649,Berlin Ostbahnhof (an 08:03),2
07:47,07:47,RE 73806,Brandenburg Hbf (an 08:33),3
07:52,07:52,RE 73717,Frankfurt(Oder) (an 09:18),2
07:58,07:58,RB 18146,Potsdam Hbf (an 08:19),3
08:04,08:04,RB 18145,Berlin Ostbahnhof (an 08:21),1
08:08,08:08,RE 73722,Magdeburg Hbf (an 09:50),3
08:09,08:09,RE 73807,Berlin Ostbahnhof (an 08:24),2
