Abfahrt ▼,Ist ▼,Zugnr. ▼,nach (Ankunft) ▼,Gleis ▼
00:47,00:47,RE 3141,Berlin-Charlottenburg (an 01:00),3
00:55,00:55,RE 3140,Cottbus Hbf (an 02:40),1
04:14,04:14,RE 73751,Frankfurt(Oder) (an 05:29),
04:31,04:31,RE 2,Dresden Hbf (an 20:33),
04:33,04:33,RE 73801,Frankfurt(Oder) (an 05:36),
04:49,04:49,RE 3702,Senftenberg (an 06:41),1
05:12,05:12,RE 3707,Dessau Hbf (an 06:53),3
05:35,05:35,RE 3103,Berlin-Spandau (an 05:54),
05:48,05:48,RE 3704,Senftenberg (an 07:41),2
06:12,06:12,RE 3709,Dessau Hbf (an 07:53),3
06:33,06:33,RE 3105,Berlin-Spandau (an 06:54),
06:49,06:49,RE 3706,Senftenberg (an 08:41),2
07:12,07:12,RE 3711,Dessau Hbf (an 08:53),3
07:18,07:18,RE 73805,Berlin Ostbahnhof (an 07:24),2
07:20,07:20,RE 73762,Potsdam Hbf (an 07:51),
07:35,07:35,RE 3107,Berlin-Spandau (an 07:54),
07:37,07:37,RE 73806,Brandenburg Hbf (an 08:33),
07:40,07:40,RE 73757,Frankfurt(Oder) (an 08:43),2
07:48,07:48,RB 18146,Potsdam Hbf (an 08:19),
07:49,07:49,RE 3708,Senftenberg (an 09:41),2
07:57,07:57,RE 73722,Magdeburg Hbf (an 09:50),4
08:02,08:02,RE 73717,Frankfurt(Oder) (an 09:18),2
08:12,08:12,RE 3713,Dessau Hbf (an 09:53),4
08:20,08:20,RE 73764,Brandenburg Hbf (an 09:19),3
08:29,08:29,RE 3108,Cottbus Hbf (an 09:55),1
08:35,08:35,RE 3109,Hennigsdorf(b Berlin) (an 09:23),4
08:37,08:37,RE 73808,Brandenburg Hbf (an 09:33),4
08:40,08:40,RE 73759,Frankfurt(Oder) (an 09:43),2
08:40,08:40,RJX 663,Wien Hbf (an 23:32),2
08:48,08:48,RB 18148,Golm (an 09:36),3
08:49,08:49,RE 3710,Senftenberg (an 10:41),2
08:57,08:57,RE 73724,Magdeburg Hbf (an 10:50),3
09:02,09:02,RE 73719,Frankfurt(Oder) (an 10:18),2
09:12,09:12,RE 3715,Dessau Hbf (an 10:53),3
09:13,09:13,RB 18147,Berlin Ostbahnhof (an 09:21),2
09:18,09:18,RE 73809,Berlin Ostbahnhof (an 09:24),2
09:20,09:20,RE 73766,Brandenburg Hbf (an 10:19),
09:29,09:29,RE 3110,Cottbus Hbf (an 10:55),1
09:33,09:33,RE 3111,Berlin-Spandau (an 09:54),
09:37,09:37,RE 73810,Brandenburg Hbf (an 10:33),
09:40,09:40,RE 73761,Frankfurt(Oder) (an 10:43),2
09:49,09:49,RE 3712,Senftenberg (an 11:41),2
09:57,09:57,RE 73726,Magdeburg Hbf (an 11:50),3
10:02 (+20),10:22,RE 73721,Frankfurt(Oder) (an 11:18),2
10:12 (+9),10:21,RE 3717,Dessau Hbf (an 11:53),4
10:13,10:13,RB 18149,Berlin Ostbahnhof (an 10:21),2
10:18,10:18,RE 73811,Berlin Ostkreuz (an 10:31),2
10:20,10:20,RE 73768,Brandenburg Hbf (an 11:19),3
10:29 (+1),10:30,RE 3112,Cottbus Hbf (an 11:55),1
10:35,10:35,RE 3113,Hennigsdorf(b Berlin) (an 11:23),4
10:40,10:40,RE 73763,Frankfurt(Oder) (an 11:43),2
10:49,10:49,RE 3714,Senftenberg (an 12:41),2
10:57 (+24),11:21,RE 73728,Magdeburg Hbf (an 12:50),3
11:02 (+19),11:21,RE 73723,Frankfurt(Oder) (an 12:18),2
11:12,11:12,RE 3719,Dessau Hbf (an 12:53),3
11:20,11:20,RE 73770,Brandenburg Hbf (an 12:19),3
11:29,11:29,RE 3114,Cottbus Hbf (an 12:55),1
11:33,11:33,RE 3115,Hennigsdorf(b Berlin) (an 12:23),3
11:40,11:40,RE 73765,Frankfurt(Oder) (an 12:43),2
11:49,11:49,RE 3716,Senftenberg (an 13:41),2
11:57,11:57,RE 73730,Magdeburg Hbf (an 13:50),3
12:02,12:02,RE 73725,Frankfurt(Oder) (an 13:18),2
12:12,12:12,RE 3721,Dessau Hbf (an 13:53),3
12:20,12:20,RE 73772,Brandenburg Hbf (an 13:19),3
12:29,12:29,RE 3116,Cottbus Hbf (an 13:55),1
12:33,12:33,RE 3117,Hennigsdorf(b Berlin) (an 13:23),4
12:49,12:49,RE 3718,Senftenberg (an 14:41),2
12:57,12:57,RE 73732,Magdeburg Hbf (an 14:50),3
13:02,13:02,RE 73727,Frankfurt(Oder) (an 14:18),2
13:12,13:12,RE 3723,Dessau Hbf (an 14:53),3
13:20,13:20,RE 73774,Brandenburg Hbf (an 14:19),3
13:29,13:29,RE 3118,Cottbus Hbf (an 14:55),1
13:33,13:33,RE 3119,Hennigsdorf(b Berlin) (an 14:23),3
13:40,13:40,RE 73769,Frankfurt(Oder) (an 14:43),2
13:49,13:49,RE 3720,Senftenberg (an 15:41),2
13:57,13:57,RE 73734,Magdeburg Hbf (an 15:50),
14:02,14:02,RE 73729,Frankfurt(Oder) (an 15:18),2
14:12,14:12,RE 3725,Dessau Hbf (an 15:53),3
14:20,14:20,RE 73776,Brandenburg Hbf (an 15:19),
14:29,14:29,RE 3120,Cottbus Hbf (an 15:55),1
14:33,14:33,RE 3121,Hennigsdorf(b Berlin) (an 15:23),4
14:37,14:37,RE 1,Brandenburg Hbf (an 15:33),
14:37,14:37,RE 73812,Brandenburg Hbf (an 15:33),
14:40,14:40,RE 73771,Frankfurt(Oder) (an 15:43),2
14:48,14:48,RB 18160,Potsdam Hbf (an 15:19),
14:49,14:49,RE 3722,Senftenberg (an 16:41),2
14:57,14:57,RE 73736,Magdeburg Hbf (an 16:50),3
15:12,15:12,RE 3727,Dessau Hbf (an 16:53),3
15:20,15:20,RE 73778,Brandenburg Hbf (an 16:23),3
15:29,15:29,RE 3122,Cottbus Hbf (an 16:55),1
15:33,15:33,RE 3123,Hennigsdorf(b Berlin) (an 16:23),3
15:37,15:37,RE 73814,Brandenburg Hbf (an 16:33),4
15:40,15:40,RE 73773,Frankfurt(Oder) (an 16:43),2
15:48,15:48,RB 18162,Golm (an 16:36),3
15:49,15:49,RE 3724,Senftenberg (an 17:41),2
15:57,15:57,RE 73738,Magdeburg Hbf (an 17:50),
16:02,16:02,RE 73733,Frankfurt(Oder) (an 17:18),2
16:12,16:12,RE 3729,Dessau Hbf (an 17:53),3
16:13,16:13,RB 18161,Berlin Ostbahnhof (an 16:21),2
16:18,16:18,RE 73815,Berlin Ostbahnhof (an 16:24),2
16:20,16:20,RE 73780,Brandenburg Hbf (an 17:19),
16:29,16:29,RE 3124,Cottbus Hbf (an 17:55),1
16:33,16:33,RE 3125,Hennigsdorf(b Berlin) (an 17:23),4
16:37,16:37,RE 73816,Brandenburg Hbf (an 17:33),
16:48,16:48,RB 18164,Potsdam Hbf (an 17:19),
16:49,16:49,RE 3726,Senftenberg (an 18:41),2
